date,price
2021-05-03,1.22750000
2021-05-04,1.23200000
2021-05-05,1.22620000
2021-05-06,1.21920000
2021-05-07,1.21370000
2021-05-10,1.20850000
2021-05-11,1.20920000
2021-05-12,1.21040000
2021-05-13,1.21470000
2021-05-14,1.21140000
2021-05-17,1.20730000
2021-05-18,1.20610000
2021-05-19,1.20890000
2021-05-20,1.20490000
2021-05-21,1.20720000
2021-05-24,1.20820000
2021-05-25,1.20690000
2021-05-26,1.21110000
2021-05-27,1.20750000
2021-05-28,1.20870000
2021-06-01,1.20310000
2021-06-02,1.20470000
2021-06-03,1.21160000
2021-06-04,1.20880000
2021-06-07,1.20620000
2021-06-08,1.21010000
2021-06-09,1.21020000
2021-06-10,1.20950000
2021-06-11,1.21620000
2021-06-14,1.21310000
2021-06-15,1.22020000
2021-06-16,1.21650000
2021-06-17,1.23530000
2021-06-18,1.24370000
2021-06-21,1.23700000
2021-06-22,1.23640000
2021-06-23,1.22860000
2021-06-24,1.23370000
2021-06-25,1.22930000
2021-06-28,1.23250000
2021-06-29,1.23780000
2021-06-30,1.24040000
2021-07-01,1.24050000
2021-07-02,1.23460000
2021-07-06,1.24660000
2021-07-07,1.25060000
2021-07-08,1.25330000
2021-07-09,1.24760000
2021-07-12,1.24550000
2021-07-13,1.25110000
2021-07-14,1.25210000
2021-07-15,1.25750000
2021-07-16,1.25860000
2021-07-19,1.27520000
2021-07-20,1.27240000
2021-07-21,1.25380000
2021-07-22,1.25780000
2021-07-23,1.25800000
2021-07-26,1.25400000
2021-07-27,1.25790000
2021-07-28,1.25630000
2021-07-29,1.24390000
2021-07-30,1.24660000
2021-08-02,1.25010000
2021-08-03,1.25500000
2021-08-04,1.25510000
2021-08-05,1.24870000
2021-08-06,1.25630000
2021-08-09,1.25710000
2021-08-10,1.25310000
2021-08-11,1.25130000
2021-08-12,1.25180000
2021-08-13,1.25120000
2021-08-16,1.25700000
2021-08-17,1.26220000
2021-08-18,1.26380000
2021-08-19,1.27900000
2021-08-20,1.28530000
2021-08-23,1.26660000
2021-08-24,1.26150000
2021-08-25,1.26240000
2021-08-26,1.26540000
2021-08-27,1.26130000
2021-08-30,1.26060000
2021-08-31,1.26290000
2021-09-01,1.26150000
2021-09-02,1.25590000
2021-09-03,1.25240000
2021-09-07,1.26220000
2021-09-08,1.26810000
2021-09-09,1.26480000
2021-09-10,1.26360000
2021-09-13,1.26430000
2021-09-14,1.26630000
2021-09-15,1.26530000
2021-09-16,1.26790000
2021-09-17,1.27380000
2021-09-20,1.28180000
2021-09-21,1.27890000
2021-09-22,1.27330000
2021-09-23,1.26620000
2021-09-24,1.26720000
2021-09-27,1.26430000
2021-09-28,1.26920000
2021-09-29,1.27500000
2021-09-30,1.26730000
2021-10-01,1.26570000
2021-10-04,1.25710000
2021-10-05,1.25620000
2021-10-06,1.26120000
2021-10-07,1.25460000
2021-10-08,1.24770000
2021-10-12,1.24390000
2021-10-13,1.24480000
2021-10-14,1.23620000
2021-10-15,1.23870000
2021-10-18,1.23620000
2021-10-19,1.23540000
2021-10-20,1.23280000
2021-10-21,1.23390000
2021-10-22,1.23850000
2021-10-25,1.23730000
2021-10-26,1.23880000
2021-10-27,1.23370000
2021-10-28,1.23480000
2021-10-29,1.23970000
2021-11-01,1.23550000
2021-11-02,1.24200000
2021-11-03,1.24160000
2021-11-04,1.24620000
2021-11-05,1.24390000
2021-11-08,1.24410000
2021-11-09,1.24570000
2021-11-10,1.24470000
2021-11-12,1.25580000
2021-11-15,1.25150000
2021-11-16,1.25620000
2021-11-17,1.25940000
2021-11-18,1.26290000
2021-11-19,1.26310000
2021-11-22,1.26840000
2021-11-23,1.27120000
2021-11-24,1.26570000
2021-11-26,1.27560000
2021-11-29,1.27920000
2021-11-30,1.28120000
2021-12-01,1.27780000
2021-12-02,1.28140000
2021-12-03,1.28330000
2021-12-06,1.27850000
2021-12-07,1.26510000
2021-12-08,1.26530000
2021-12-09,1.26980000
2021-12-10,1.27060000
2021-12-13,1.27950000
2021-12-14,1.28580000
2021-12-15,1.29160000
2021-12-16,1.27720000
2021-12-17,1.28300000
2021-12-20,1.29410000
2021-12-21,1.29270000
2021-12-22,1.28440000
2021-12-23,1.28090000
2021-12-27,1.27970000
2021-12-28,1.28140000
2021-12-29,1.28100000
2021-12-30,1.27770000
2022-01-03,1.27570000
2022-01-04,1.26970000
2022-01-05,1.27000000
2022-01-06,1.27250000
2022-01-07,1.26430000
2022-01-10,1.26790000
2022-01-11,1.25980000
2022-01-12,1.25010000
2022-01-13,1.24820000
2022-01-14,1.25490000
2022-01-18,1.25350000
2022-01-19,1.24990000
2022-01-20,1.24620000
2022-01-21,1.25420000
2022-01-24,1.26880000
2022-01-25,1.26370000
2022-01-26,1.25970000
2022-01-27,1.27090000
2022-01-28,1.27530000
2022-01-31,1.26940000
2022-02-01,1.26880000
2022-02-02,1.26890000
2022-02-03,1.26790000
2022-02-04,1.27590000
2022-02-07,1.26850000
2022-02-08,1.27090000
2022-02-09,1.26750000
2022-02-10,1.26470000
2022-02-11,1.26780000
2022-02-14,1.27320000
2022-02-15,1.27420000
2022-02-16,1.26870000
2022-02-17,1.26960000
2022-02-18,1.27480000
2022-02-22,1.27360000
2022-02-23,1.27170000
2022-02-24,1.28400000
2022-02-25,1.27400000
2022-02-28,1.26620000
2022-03-01,1.27090000
2022-03-02,1.26570000
2022-03-03,1.26750000
2022-03-04,1.27600000
2022-03-07,1.27720000
2022-03-08,1.28930000
2022-03-09,1.28120000
2022-03-10,1.27720000
2022-03-11,1.27230000
2022-03-14,1.27740000
2022-03-15,1.28060000
2022-03-16,1.27420000
2022-03-17,1.26370000
2022-03-18,1.26330000
2022-03-21,1.25800000
2022-03-22,1.26040000
2022-03-23,1.25550000
2022-03-24,1.25320000
2022-03-25,1.25120000
2022-03-28,1.25500000
2022-03-29,1.25130000
2022-03-30,1.24950000
2022-03-31,1.24820000
2022-04-01,1.25070000
2022-04-04,1.24910000
2022-04-05,1.24520000
2022-04-06,1.25020000
2022-04-07,1.25920000
2022-04-08,1.25770000
2022-04-11,1.26220000
2022-04-12,1.26090000
2022-04-13,1.25950000
2022-04-14,1.26280000
2022-04-15,1.26130000
2022-04-18,1.26200000
2022-04-19,1.26180000
2022-04-20,1.24900000
2022-04-21,1.25260000
2022-04-22,1.27160000
2022-04-25,1.27750000
2022-04-26,1.27960000
2022-04-27,1.28300000
2022-04-28,1.28310000
2022-04-29,1.28020000
2022-05-02,1.28840000
2022-05-03,1.28370000
2022-05-04,1.28170000
2022-05-05,1.28490000
2022-05-06,1.28900000
2022-05-09,1.29620000
2022-05-10,1.30300000
2022-05-11,1.29430000
2022-05-12,1.30550000
2022-05-13,1.29290000
2022-05-16,1.28830000
2022-05-17,1.28390000
2022-05-18,1.28380000
2022-05-19,1.28210000
2022-05-20,1.28370000
2022-05-23,1.27840000
2022-05-24,1.28400000
2022-05-25,1.28370000
2022-05-26,1.27880000
2022-05-27,1.27400000
2022-05-31,1.26390000
2022-06-01,1.26700000
2022-06-02,1.25870000
2022-06-03,1.25810000
2022-06-06,1.25700000
2022-06-07,1.25500000
2022-06-08,1.25240000
2022-06-09,1.26510000
2022-06-10,1.27820000
2022-06-13,1.28510000
2022-06-14,1.29330000
2022-06-15,1.29700000
2022-06-16,1.29250000
2022-06-17,1.30540000
2022-06-21,1.29270000
2022-06-22,1.29320000
2022-06-23,1.29790000
2022-06-24,1.29190000
2022-06-27,1.28700000
2022-06-28,1.28820000
2022-06-29,1.28610000
2022-06-30,1.28710000
2022-07-01,1.29150000
2022-07-05,1.30640000
2022-07-06,1.30520000
2022-07-07,1.29880000
2022-07-08,1.29470000
2022-07-11,1.29790000
2022-07-12,1.30030000
2022-07-13,1.29560000
2022-07-14,1.31000000
2022-07-15,1.30410000
2022-07-18,1.29190000
2022-07-19,1.28870000
2022-07-20,1.28750000
2022-07-21,1.28850000
2022-07-22,1.28610000
2022-07-25,1.28450000
2022-07-26,1.28910000
2022-07-27,1.28810000
2022-07-28,1.28350000
2022-07-29,1.28010000
2022-08-01,1.28300000
2022-08-02,1.28550000
2022-08-03,1.28690000
2022-08-04,1.28520000
2022-08-05,1.29420000
2022-08-08,1.28540000
2022-08-09,1.28800000
2022-08-10,1.27730000
2022-08-11,1.27440000
2022-08-12,1.27830000
2022-08-15,1.28910000
2022-08-16,1.28740000
2022-08-17,1.29320000
2022-08-18,1.29450000
2022-08-19,1.29940000
2022-08-22,1.30380000
2022-08-23,1.29450000
2022-08-24,1.29690000
2022-08-25,1.29440000
2022-08-26,1.30060000
2022-08-29,1.30010000
2022-08-30,1.30900000
2022-08-31,1.30910000
2022-09-01,1.31600000
2022-09-02,1.30890000
2022-09-06,1.31220000
2022-09-07,1.31660000
2022-09-08,1.31180000
2022-09-09,1.30360000
2022-09-12,1.29760000
2022-09-13,1.31230000
2022-09-14,1.31560000
2022-09-15,1.32040000
2022-09-16,1.32730000
2022-09-19,1.32870000
2022-09-20,1.33390000
2022-09-21,1.33970000
2022-09-22,1.34990000
2022-09-23,1.35810000
2022-09-26,1.37450000
2022-09-27,1.37380000
2022-09-28,1.36480000
2022-09-29,1.37000000
2022-09-30,1.37520000
2022-10-03,1.36510000
2022-10-04,1.35510000
2022-10-05,1.36620000
2022-10-06,1.37320000
2022-10-07,1.36920000
2022-10-11,1.37370000
2022-10-12,1.37970000
2022-10-13,1.37440000
2022-10-14,1.38730000
2022-10-17,1.37230000
2022-10-18,1.37900000
2022-10-19,1.37830000
2022-10-20,1.37150000
2022-10-21,1.36730000
2022-10-24,1.37040000
2022-10-25,1.36160000
2022-10-26,1.35510000
2022-10-27,1.35320000
2022-10-28,1.36220000
2022-10-31,1.36390000
2022-11-01,1.36390000
2022-11-02,1.36280000
2022-11-03,1.37290000
2022-11-04,1.35280000
2022-11-07,1.34970000
2022-11-08,1.33890000
2022-11-09,1.34530000
2022-11-10,1.33620000
2022-11-14,1.32950000
2022-11-15,1.32800000
2022-11-16,1.33430000
2022-11-17,1.33430000
2022-11-18,1.33790000
2022-11-21,1.34830000
2022-11-22,1.34010000
2022-11-23,1.34160000
2022-11-25,1.33700000
2022-11-28,1.34330000
2022-11-29,1.36360000
2022-11-30,1.35380000
2022-12-01,1.34270000
2022-12-02,1.34480000
2022-12-05,1.35710000
2022-12-06,1.36520000
2022-12-07,1.36400000
2022-12-08,1.35740000
2022-12-09,1.36040000
2022-12-12,1.36540000
2022-12-13,1.35300000
2022-12-14,1.35670000
2022-12-15,1.36490000
2022-12-16,1.36900000
2022-12-19,1.36380000
2022-12-20,1.36180000
2022-12-21,1.36220000
2022-12-22,1.36530000
2022-12-23,1.35870000
2022-12-27,1.35040000
2022-12-28,1.35880000
2022-12-29,1.35460000
2022-12-30,1.35320000
2023-01-03,1.36640000
2023-01-04,1.34920000
2023-01-05,1.35790000
2023-01-06,1.34520000
2023-01-09,1.33720000
2023-01-10,1.34330000
2023-01-11,1.34220000
2023-01-12,1.33800000
2023-01-13,1.34130000
2023-01-17,1.33800000
2023-01-18,1.34360000
2023-01-19,1.34940000
2023-01-20,1.34160000
2023-01-23,1.33840000
2023-01-24,1.33690000
2023-01-25,1.34130000
2023-01-26,1.33480000
2023-01-27,1.33140000
2023-01-30,1.33500000
2023-01-31,1.33330000
2023-02-01,1.33350000
2023-02-02,1.33170000
2023-02-03,1.33950000
2023-02-06,1.34420000
2023-02-07,1.34400000
2023-02-08,1.34300000
2023-02-09,1.34280000
2023-02-10,1.33630000
2023-02-13,1.33480000
2023-02-14,1.33670000
2023-02-15,1.34010000
2023-02-16,1.34510000
2023-02-17,1.34870000
2023-02-21,1.35150000
2023-02-22,1.35400000
2023-02-23,1.35670000
2023-02-24,1.36180000
2023-02-27,1.35740000
2023-02-28,1.36160000
2023-03-01,1.35970000
2023-03-02,1.36160000
