zone,eic,datetime,price_eur_mwh
IT-Centre-North,10Y1001A1001A70O,2026-06-11 14:45:00+02:00,66.2
IT-Centre-North,10Y1001A1001A70O,2026-06-11 15:00:00+02:00,71.0
IT-Centre-North,10Y1001A1001A70O,2026-06-11 15:15:00+02:00,72.8
IT-Centre-North,10Y1001A1001A70O,2026-06-11 15:30:00+02:00,90.0
IT-Centre-North,10Y1001A1001A70O,2026-06-11 15:45:00+02:00,90.0
IT-Centre-North,10Y1001A1001A70O,2026-06-11 16:00:00+02:00,101.98
IT-Centre-North,10Y1001A1001A70O,2026-06-11 16:15:00+02:00,110.8
IT-Centre-North,10Y1001A1001A70O,2026-06-11 16:30:00+02:00,112.96
IT-Centre-North,10Y1001A1001A70O,2026-06-11 16:45:00+02:00,119.97
IT-Centre-North,10Y1001A1001A70O,2026-06-11 17:00:00+02:00,112.96
IT-Centre-North,10Y1001A1001A70O,2026-06-11 17:15:00+02:00,112.96
IT-Centre-North,10Y1001A1001A70O,2026-06-11 17:30:00+02:00,123.65
IT-Centre-North,10Y1001A1001A70O,2026-06-11 17:45:00+02:00,132.15
IT-Centre-North,10Y1001A1001A70O,2026-06-11 18:00:00+02:00,130.86
IT-Centre-North,10Y1001A1001A70O,2026-06-11 18:15:00+02:00,127.2
IT-Centre-North,10Y1001A1001A70O,2026-06-11 18:30:00+02:00,132.15
IT-Centre-North,10Y1001A1001A70O,2026-06-11 18:45:00+02:00,157.8
IT-Centre-North,10Y1001A1001A70O,2026-06-11 19:00:00+02:00,156.95
IT-Centre-North,10Y1001A1001A70O,2026-06-11 19:15:00+02:00,159.81
IT-Centre-North,10Y1001A1001A70O,2026-06-11 19:30:00+02:00,161.5
IT-Centre-North,10Y1001A1001A70O,2026-06-11 19:45:00+02:00,174.0
IT-Centre-North,10Y1001A1001A70O,2026-06-11 20:00:00+02:00,164.05
IT-Centre-North,10Y1001A1001A70O,2026-06-11 20:15:00+02:00,167.3
IT-Centre-North,10Y1001A1001A70O,2026-06-11 20:30:00+02:00,174.0
IT-Centre-North,10Y1001A1001A70O,2026-06-11 20:45:00+02:00,172.13
IT-Centre-North,10Y1001A1001A70O,2026-06-11 21:00:00+02:00,168.86
IT-Centre-North,10Y1001A1001A70O,2026-06-11 21:15:00+02:00,164.08
IT-Centre-North,10Y1001A1001A70O,2026-06-11 21:30:00+02:00,160.95
IT-Centre-North,10Y1001A1001A70O,2026-06-11 21:45:00+02:00,158.84
IT-Centre-North,10Y1001A1001A70O,2026-06-11 22:00:00+02:00,157.84
IT-Centre-North,10Y1001A1001A70O,2026-06-11 22:15:00+02:00,153.46
IT-Centre-North,10Y1001A1001A70O,2026-06-11 22:30:00+02:00,151.8
IT-Centre-North,10Y1001A1001A70O,2026-06-11 22:45:00+02:00,132.15
IT-Centre-North,10Y1001A1001A70O,2026-06-11 23:00:00+02:00,151.0
IT-Centre-North,10Y1001A1001A70O,2026-06-11 23:15:00+02:00,132.15
IT-Centre-North,10Y1001A1001A70O,2026-06-11 23:30:00+02:00,132.15
IT-Centre-North,10Y1001A1001A70O,2026-06-11 23:45:00+02:00,126.31
IT-Centre-North,10Y1001A1001A70O,2026-06-12 00:00:00+02:00,144.59
IT-Centre-North,10Y1001A1001A70O,2026-06-12 00:15:00+02:00,155.03
IT-Centre-North,10Y1001A1001A70O,2026-06-12 00:30:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 00:45:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 01:00:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 01:15:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 01:30:00+02:00,131.1
IT-Centre-North,10Y1001A1001A70O,2026-06-12 01:45:00+02:00,131.1
IT-Centre-North,10Y1001A1001A70O,2026-06-12 02:00:00+02:00,131.1
IT-Centre-North,10Y1001A1001A70O,2026-06-12 02:15:00+02:00,131.1
IT-Centre-North,10Y1001A1001A70O,2026-06-12 02:30:00+02:00,130.35
IT-Centre-North,10Y1001A1001A70O,2026-06-12 02:45:00+02:00,127.85
IT-Centre-North,10Y1001A1001A70O,2026-06-12 03:00:00+02:00,131.67
IT-Centre-North,10Y1001A1001A70O,2026-06-12 03:15:00+02:00,131.1
IT-Centre-North,10Y1001A1001A70O,2026-06-12 03:30:00+02:00,129.78
IT-Centre-North,10Y1001A1001A70O,2026-06-12 03:45:00+02:00,127.85
IT-Centre-North,10Y1001A1001A70O,2026-06-12 04:00:00+02:00,130.26
IT-Centre-North,10Y1001A1001A70O,2026-06-12 04:15:00+02:00,127.85
IT-Centre-North,10Y1001A1001A70O,2026-06-12 04:30:00+02:00,130.81
IT-Centre-North,10Y1001A1001A70O,2026-06-12 04:45:00+02:00,131.48
IT-Centre-North,10Y1001A1001A70O,2026-06-12 05:00:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 05:15:00+02:00,131.1
IT-Centre-North,10Y1001A1001A70O,2026-06-12 05:30:00+02:00,127.85
IT-Centre-North,10Y1001A1001A70O,2026-06-12 05:45:00+02:00,131.75
IT-Centre-North,10Y1001A1001A70O,2026-06-12 06:00:00+02:00,131.6
IT-Centre-North,10Y1001A1001A70O,2026-06-12 06:15:00+02:00,135.7
IT-Centre-North,10Y1001A1001A70O,2026-06-12 06:30:00+02:00,137.8
IT-Centre-North,10Y1001A1001A70O,2026-06-12 06:45:00+02:00,148.87
IT-Centre-North,10Y1001A1001A70O,2026-06-12 07:00:00+02:00,140.0
IT-Centre-North,10Y1001A1001A70O,2026-06-12 07:15:00+02:00,145.54
IT-Centre-North,10Y1001A1001A70O,2026-06-12 07:30:00+02:00,141.97
IT-Centre-North,10Y1001A1001A70O,2026-06-12 07:45:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 08:00:00+02:00,174.8
IT-Centre-North,10Y1001A1001A70O,2026-06-12 08:15:00+02:00,162.08
IT-Centre-North,10Y1001A1001A70O,2026-06-12 08:30:00+02:00,155.0
IT-Centre-North,10Y1001A1001A70O,2026-06-12 08:45:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 09:00:00+02:00,175.84
IT-Centre-North,10Y1001A1001A70O,2026-06-12 09:15:00+02:00,162.08
IT-Centre-North,10Y1001A1001A70O,2026-06-12 09:30:00+02:00,141.89
IT-Centre-North,10Y1001A1001A70O,2026-06-12 09:45:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 10:00:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 10:15:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 10:30:00+02:00,131.75
IT-Centre-North,10Y1001A1001A70O,2026-06-12 10:45:00+02:00,131.6
IT-Centre-North,10Y1001A1001A70O,2026-06-12 11:00:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 11:15:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 11:30:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 11:45:00+02:00,122.93
IT-Centre-North,10Y1001A1001A70O,2026-06-12 12:00:00+02:00,93.52
IT-Centre-North,10Y1001A1001A70O,2026-06-12 12:15:00+02:00,88.79
IT-Centre-North,10Y1001A1001A70O,2026-06-12 12:30:00+02:00,91.29
IT-Centre-North,10Y1001A1001A70O,2026-06-12 12:45:00+02:00,89.31
IT-Centre-North,10Y1001A1001A70O,2026-06-12 13:00:00+02:00,81.0
IT-Centre-North,10Y1001A1001A70O,2026-06-12 13:15:00+02:00,81.19
IT-Centre-North,10Y1001A1001A70O,2026-06-12 13:30:00+02:00,80.0
IT-Centre-North,10Y1001A1001A70O,2026-06-12 13:45:00+02:00,74.59
IT-Centre-North,10Y1001A1001A70O,2026-06-12 14:00:00+02:00,72.3
IT-Centre-North,10Y1001A1001A70O,2026-06-12 14:15:00+02:00,71.66
IT-Centre-North,10Y1001A1001A70O,2026-06-12 14:30:00+02:00,72.44
IT-Centre-North,10Y1001A1001A70O,2026-06-12 14:45:00+02:00,80.0
IT-Centre-North,10Y1001A1001A70O,2026-06-12 15:00:00+02:00,60.79
IT-Centre-North,10Y1001A1001A70O,2026-06-12 15:15:00+02:00,59.34
IT-Centre-North,10Y1001A1001A70O,2026-06-12 15:30:00+02:00,67.08
IT-Centre-North,10Y1001A1001A70O,2026-06-12 15:45:00+02:00,72.33
IT-Centre-North,10Y1001A1001A70O,2026-06-12 16:00:00+02:00,62.52
IT-Centre-North,10Y1001A1001A70O,2026-06-12 16:15:00+02:00,74.45
IT-Centre-North,10Y1001A1001A70O,2026-06-12 16:30:00+02:00,84.24
IT-Centre-North,10Y1001A1001A70O,2026-06-12 16:45:00+02:00,100.84
IT-Centre-North,10Y1001A1001A70O,2026-06-12 17:00:00+02:00,70.8
IT-Centre-North,10Y1001A1001A70O,2026-06-12 17:15:00+02:00,86.65
IT-Centre-North,10Y1001A1001A70O,2026-06-12 17:30:00+02:00,97.0
IT-Centre-North,10Y1001A1001A70O,2026-06-12 17:45:00+02:00,112.36
IT-Centre-North,10Y1001A1001A70O,2026-06-12 18:00:00+02:00,103.04
IT-Centre-North,10Y1001A1001A70O,2026-06-12 18:15:00+02:00,113.87
IT-Centre-North,10Y1001A1001A70O,2026-06-12 18:30:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 18:45:00+02:00,155.03
IT-Centre-North,10Y1001A1001A70O,2026-06-12 19:00:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-12 19:15:00+02:00,139.81
IT-Centre-North,10Y1001A1001A70O,2026-06-12 19:30:00+02:00,154.5
IT-Centre-North,10Y1001A1001A70O,2026-06-12 19:45:00+02:00,162.08
IT-Centre-North,10Y1001A1001A70O,2026-06-12 20:00:00+02:00,156.94
IT-Centre-North,10Y1001A1001A70O,2026-06-12 20:15:00+02:00,162.44
IT-Centre-North,10Y1001A1001A70O,2026-06-12 20:30:00+02:00,164.7
IT-Centre-North,10Y1001A1001A70O,2026-06-12 20:45:00+02:00,165.45
IT-Centre-North,10Y1001A1001A70O,2026-06-12 21:00:00+02:00,173.98
IT-Centre-North,10Y1001A1001A70O,2026-06-12 21:15:00+02:00,162.08
IT-Centre-North,10Y1001A1001A70O,2026-06-12 21:30:00+02:00,155.72
IT-Centre-North,10Y1001A1001A70O,2026-06-12 21:45:00+02:00,156.32
IT-Centre-North,10Y1001A1001A70O,2026-06-12 22:00:00+02:00,165.08
IT-Centre-North,10Y1001A1001A70O,2026-06-12 22:15:00+02:00,161.61
IT-Centre-North,10Y1001A1001A70O,2026-06-12 22:30:00+02:00,155.03
IT-Centre-North,10Y1001A1001A70O,2026-06-12 22:45:00+02:00,155.03
IT-Centre-North,10Y1001A1001A70O,2026-06-12 23:00:00+02:00,155.35
IT-Centre-North,10Y1001A1001A70O,2026-06-12 23:15:00+02:00,145.0
IT-Centre-North,10Y1001A1001A70O,2026-06-12 23:30:00+02:00,138.88
IT-Centre-North,10Y1001A1001A70O,2026-06-12 23:45:00+02:00,135.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 00:00:00+02:00,150.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 00:15:00+02:00,158.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 00:30:00+02:00,149.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 00:45:00+02:00,146.71
IT-Centre-North,10Y1001A1001A70O,2026-06-13 01:00:00+02:00,146.71
IT-Centre-North,10Y1001A1001A70O,2026-06-13 01:15:00+02:00,132.49
IT-Centre-North,10Y1001A1001A70O,2026-06-13 01:30:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 01:45:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 02:00:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 02:15:00+02:00,131.4
IT-Centre-North,10Y1001A1001A70O,2026-06-13 02:30:00+02:00,130.35
IT-Centre-North,10Y1001A1001A70O,2026-06-13 02:45:00+02:00,135.99
IT-Centre-North,10Y1001A1001A70O,2026-06-13 03:00:00+02:00,132.56
IT-Centre-North,10Y1001A1001A70O,2026-06-13 03:15:00+02:00,126.26
IT-Centre-North,10Y1001A1001A70O,2026-06-13 03:30:00+02:00,128.6
IT-Centre-North,10Y1001A1001A70O,2026-06-13 03:45:00+02:00,132.98
IT-Centre-North,10Y1001A1001A70O,2026-06-13 04:00:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 04:15:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 04:30:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 04:45:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 05:00:00+02:00,129.29
IT-Centre-North,10Y1001A1001A70O,2026-06-13 05:15:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 05:30:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 05:45:00+02:00,120.1
IT-Centre-North,10Y1001A1001A70O,2026-06-13 06:00:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 06:15:00+02:00,129.29
IT-Centre-North,10Y1001A1001A70O,2026-06-13 06:30:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 06:45:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 07:00:00+02:00,146.71
IT-Centre-North,10Y1001A1001A70O,2026-06-13 07:15:00+02:00,135.81
IT-Centre-North,10Y1001A1001A70O,2026-06-13 07:30:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 07:45:00+02:00,115.22
IT-Centre-North,10Y1001A1001A70O,2026-06-13 08:00:00+02:00,143.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 08:15:00+02:00,122.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 08:30:00+02:00,63.4
IT-Centre-North,10Y1001A1001A70O,2026-06-13 08:45:00+02:00,30.94
IT-Centre-North,10Y1001A1001A70O,2026-06-13 09:00:00+02:00,124.95
IT-Centre-North,10Y1001A1001A70O,2026-06-13 09:15:00+02:00,113.9
IT-Centre-North,10Y1001A1001A70O,2026-06-13 09:30:00+02:00,78.17
IT-Centre-North,10Y1001A1001A70O,2026-06-13 09:45:00+02:00,45.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 10:00:00+02:00,40.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 10:15:00+02:00,30.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 10:30:00+02:00,18.99
IT-Centre-North,10Y1001A1001A70O,2026-06-13 10:45:00+02:00,20.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 11:00:00+02:00,13.2
IT-Centre-North,10Y1001A1001A70O,2026-06-13 11:15:00+02:00,5.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 11:30:00+02:00,5.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 11:45:00+02:00,28.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 12:00:00+02:00,2.5
IT-Centre-North,10Y1001A1001A70O,2026-06-13 12:15:00+02:00,1.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 12:30:00+02:00,0.49
IT-Centre-North,10Y1001A1001A70O,2026-06-13 12:45:00+02:00,5.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 13:00:00+02:00,15.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 13:15:00+02:00,18.99
IT-Centre-North,10Y1001A1001A70O,2026-06-13 13:30:00+02:00,15.99
IT-Centre-North,10Y1001A1001A70O,2026-06-13 13:45:00+02:00,18.99
IT-Centre-North,10Y1001A1001A70O,2026-06-13 14:00:00+02:00,23.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 14:15:00+02:00,13.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 14:30:00+02:00,23.58
IT-Centre-North,10Y1001A1001A70O,2026-06-13 14:45:00+02:00,30.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 15:00:00+02:00,4.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 15:15:00+02:00,5.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 15:30:00+02:00,30.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 15:45:00+02:00,32.52
IT-Centre-North,10Y1001A1001A70O,2026-06-13 16:00:00+02:00,1.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 16:15:00+02:00,5.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 16:30:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 16:45:00+02:00,24.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 17:00:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 17:15:00+02:00,28.88
IT-Centre-North,10Y1001A1001A70O,2026-06-13 17:30:00+02:00,61.6
IT-Centre-North,10Y1001A1001A70O,2026-06-13 17:45:00+02:00,99.52
IT-Centre-North,10Y1001A1001A70O,2026-06-13 18:00:00+02:00,100.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 18:15:00+02:00,109.77
IT-Centre-North,10Y1001A1001A70O,2026-06-13 18:30:00+02:00,142.49
IT-Centre-North,10Y1001A1001A70O,2026-06-13 18:45:00+02:00,155.72
IT-Centre-North,10Y1001A1001A70O,2026-06-13 19:00:00+02:00,140.5
IT-Centre-North,10Y1001A1001A70O,2026-06-13 19:15:00+02:00,147.17
IT-Centre-North,10Y1001A1001A70O,2026-06-13 19:30:00+02:00,164.5
IT-Centre-North,10Y1001A1001A70O,2026-06-13 19:45:00+02:00,162.58
IT-Centre-North,10Y1001A1001A70O,2026-06-13 20:00:00+02:00,166.94
IT-Centre-North,10Y1001A1001A70O,2026-06-13 20:15:00+02:00,150.87
IT-Centre-North,10Y1001A1001A70O,2026-06-13 20:30:00+02:00,156.5
IT-Centre-North,10Y1001A1001A70O,2026-06-13 20:45:00+02:00,169.37
IT-Centre-North,10Y1001A1001A70O,2026-06-13 21:00:00+02:00,165.9
IT-Centre-North,10Y1001A1001A70O,2026-06-13 21:15:00+02:00,163.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 21:30:00+02:00,163.66
IT-Centre-North,10Y1001A1001A70O,2026-06-13 21:45:00+02:00,161.46
IT-Centre-North,10Y1001A1001A70O,2026-06-13 22:00:00+02:00,156.09
IT-Centre-North,10Y1001A1001A70O,2026-06-13 22:15:00+02:00,149.68
IT-Centre-North,10Y1001A1001A70O,2026-06-13 22:30:00+02:00,149.08
IT-Centre-North,10Y1001A1001A70O,2026-06-13 22:45:00+02:00,146.71
IT-Centre-North,10Y1001A1001A70O,2026-06-13 23:00:00+02:00,161.5
IT-Centre-North,10Y1001A1001A70O,2026-06-13 23:15:00+02:00,156.0
IT-Centre-North,10Y1001A1001A70O,2026-06-13 23:30:00+02:00,146.71
IT-Centre-North,10Y1001A1001A70O,2026-06-13 23:45:00+02:00,146.71
IT-Centre-North,10Y1001A1001A70O,2026-06-14 00:00:00+02:00,144.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 00:15:00+02:00,146.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 00:30:00+02:00,148.92
IT-Centre-North,10Y1001A1001A70O,2026-06-14 00:45:00+02:00,144.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 01:00:00+02:00,146.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 01:15:00+02:00,144.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 01:30:00+02:00,143.39
IT-Centre-North,10Y1001A1001A70O,2026-06-14 01:45:00+02:00,142.25
IT-Centre-North,10Y1001A1001A70O,2026-06-14 02:00:00+02:00,141.5
IT-Centre-North,10Y1001A1001A70O,2026-06-14 02:15:00+02:00,129.83
IT-Centre-North,10Y1001A1001A70O,2026-06-14 02:30:00+02:00,125.52
IT-Centre-North,10Y1001A1001A70O,2026-06-14 02:45:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 03:00:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 03:15:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 03:30:00+02:00,124.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 03:45:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 04:00:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 04:15:00+02:00,120.41
IT-Centre-North,10Y1001A1001A70O,2026-06-14 04:30:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 04:45:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 05:00:00+02:00,132.8
IT-Centre-North,10Y1001A1001A70O,2026-06-14 05:15:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 05:30:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 05:45:00+02:00,120.1
IT-Centre-North,10Y1001A1001A70O,2026-06-14 06:00:00+02:00,124.12
IT-Centre-North,10Y1001A1001A70O,2026-06-14 06:15:00+02:00,132.39
IT-Centre-North,10Y1001A1001A70O,2026-06-14 06:30:00+02:00,140.34
IT-Centre-North,10Y1001A1001A70O,2026-06-14 06:45:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 07:00:00+02:00,146.24
IT-Centre-North,10Y1001A1001A70O,2026-06-14 07:15:00+02:00,136.31
IT-Centre-North,10Y1001A1001A70O,2026-06-14 07:30:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 07:45:00+02:00,114.3
IT-Centre-North,10Y1001A1001A70O,2026-06-14 08:00:00+02:00,143.5
IT-Centre-North,10Y1001A1001A70O,2026-06-14 08:15:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 08:30:00+02:00,93.4
IT-Centre-North,10Y1001A1001A70O,2026-06-14 08:45:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 09:00:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 09:15:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 09:30:00+02:00,90.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 09:45:00+02:00,54.99
IT-Centre-North,10Y1001A1001A70O,2026-06-14 10:00:00+02:00,50.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 10:15:00+02:00,30.99
IT-Centre-North,10Y1001A1001A70O,2026-06-14 10:30:00+02:00,31.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 10:45:00+02:00,30.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 11:00:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 11:15:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 11:30:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 11:45:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 12:00:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 12:15:00+02:00,5.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 12:30:00+02:00,3.6
IT-Centre-North,10Y1001A1001A70O,2026-06-14 12:45:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 13:00:00+02:00,10.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 13:15:00+02:00,5.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 13:30:00+02:00,2.5
IT-Centre-North,10Y1001A1001A70O,2026-06-14 13:45:00+02:00,2.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 14:00:00+02:00,2.5
IT-Centre-North,10Y1001A1001A70O,2026-06-14 14:15:00+02:00,2.5
IT-Centre-North,10Y1001A1001A70O,2026-06-14 14:30:00+02:00,3.34
IT-Centre-North,10Y1001A1001A70O,2026-06-14 14:45:00+02:00,4.02
IT-Centre-North,10Y1001A1001A70O,2026-06-14 15:00:00+02:00,2.03
IT-Centre-North,10Y1001A1001A70O,2026-06-14 15:15:00+02:00,1.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 15:30:00+02:00,2.5
IT-Centre-North,10Y1001A1001A70O,2026-06-14 15:45:00+02:00,2.5
IT-Centre-North,10Y1001A1001A70O,2026-06-14 16:00:00+02:00,0.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 16:15:00+02:00,0.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 16:30:00+02:00,0.01
IT-Centre-North,10Y1001A1001A70O,2026-06-14 16:45:00+02:00,1.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 17:00:00+02:00,5.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 17:15:00+02:00,20.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 17:30:00+02:00,35.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 17:45:00+02:00,94.93
IT-Centre-North,10Y1001A1001A70O,2026-06-14 18:00:00+02:00,44.87
IT-Centre-North,10Y1001A1001A70O,2026-06-14 18:15:00+02:00,108.74
IT-Centre-North,10Y1001A1001A70O,2026-06-14 18:30:00+02:00,134.4
IT-Centre-North,10Y1001A1001A70O,2026-06-14 18:45:00+02:00,144.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 19:00:00+02:00,130.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 19:15:00+02:00,147.67
IT-Centre-North,10Y1001A1001A70O,2026-06-14 19:30:00+02:00,155.72
IT-Centre-North,10Y1001A1001A70O,2026-06-14 19:45:00+02:00,150.94
IT-Centre-North,10Y1001A1001A70O,2026-06-14 20:00:00+02:00,144.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 20:15:00+02:00,144.78
IT-Centre-North,10Y1001A1001A70O,2026-06-14 20:30:00+02:00,148.92
IT-Centre-North,10Y1001A1001A70O,2026-06-14 20:45:00+02:00,148.92
IT-Centre-North,10Y1001A1001A70O,2026-06-14 21:00:00+02:00,144.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 21:15:00+02:00,146.05
IT-Centre-North,10Y1001A1001A70O,2026-06-14 21:30:00+02:00,144.55
IT-Centre-North,10Y1001A1001A70O,2026-06-14 21:45:00+02:00,144.4
IT-Centre-North,10Y1001A1001A70O,2026-06-14 22:00:00+02:00,137.07
IT-Centre-North,10Y1001A1001A70O,2026-06-14 22:15:00+02:00,133.35
IT-Centre-North,10Y1001A1001A70O,2026-06-14 22:30:00+02:00,140.4
IT-Centre-North,10Y1001A1001A70O,2026-06-14 22:45:00+02:00,141.0
IT-Centre-North,10Y1001A1001A70O,2026-06-14 23:00:00+02:00,144.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 23:15:00+02:00,144.49
IT-Centre-North,10Y1001A1001A70O,2026-06-14 23:30:00+02:00,126.71
IT-Centre-North,10Y1001A1001A70O,2026-06-14 23:45:00+02:00,123.55
IT-Centre-North,10Y1001A1001A70O,2026-06-15 00:00:00+02:00,125.77
IT-Centre-North,10Y1001A1001A70O,2026-06-15 00:15:00+02:00,125.77
IT-Centre-North,10Y1001A1001A70O,2026-06-15 00:30:00+02:00,125.77
IT-Centre-North,10Y1001A1001A70O,2026-06-15 00:45:00+02:00,125.77
IT-Centre-North,10Y1001A1001A70O,2026-06-15 01:00:00+02:00,125.77
IT-Centre-North,10Y1001A1001A70O,2026-06-15 01:15:00+02:00,119.96
IT-Centre-North,10Y1001A1001A70O,2026-06-15 01:30:00+02:00,119.96
