year,month,region,sector,tension_type,monthly_imcei,consumption_Gwh
2015,1,Abruzzo,ALIMENTARE,MT,9.132781,5.722934
2015,1,Abruzzo,MECCANICA,MT,6.401812,2.862515
2015,1,Emilia-Romagna,SIDERURGIA,MT,25.568674,1.798201
2015,1,Friuli-Venezia Giulia,MECCANICA,MT,6.516742,2.913905
2015,1,Lombardia,METALLI NON FERROSI,MT,32.336316,23.092935
2015,1,Lombardia,CHIMICA,MT,29.211193,15.880666
2015,1,Marche,METALLI NON FERROSI,MT,2.387835,1.705269
2015,1,Puglia,CHIMICA,MT,13.69448,7.445004
2015,1,Veneto,METALLI NON FERROSI,MT,20.813834,14.864171
2015,1,Lombardia,ALTRI,AT,12.255985,36.21
2015,1,Piemonte,CERAMICHE E VETRARIE,AT,6.448205,4.68
2015,1,Lombardia,MECCANICA,AT,22.997607,44.05
2015,1,Friuli-Venezia Giulia,CHIMICA,AT,2.860389,7.93
2015,1,Emilia-Romagna,ALIMENTARE,AT,45.862938,6.67
2015,1,Friuli-Venezia Giulia,METALLI NON FERROSI,AT,4.899565,10.71
2015,1,Friuli-Venezia Giulia,ALTRI,AT,11.08488,32.75
2015,1,Liguria,METALLI NON FERROSI,AT,0.123518,0.27
2015,1,Friuli-Venezia Giulia,MECCANICA,AT,1.785512,3.42
2015,1,Veneto,CARTARIA,AT,24.223172,6.99
2015,1,Friuli-Venezia Giulia,CEMENTO CALCE E GESSO,AT,2.235646,3.26
2015,1,Abruzzo,ALTRI,AT,1.272646,3.76
2015,1,Puglia,CHIMICA,AT,1.680884,4.66
2015,1,Toscana,CHIMICA,AT,3.762151,10.43
2015,1,Toscana,CEMENTO CALCE E GESSO,AT,3.703217,5.4
2015,1,Abruzzo,MECCANICA,AT,0.010442,0.02
2015,1,Trentino-Alto Adige,METALLI NON FERROSI,AT,2.621336,5.73
2015,1,Sardegna,MECCANICA,AT,1.853383,3.55
2015,1,Basilicata,MEZZI DI TRASPORTO,AT,2.899718,2.76
2015,1,Sicilia,METALLI NON FERROSI,AT,1.271783,2.78
2015,1,Basilicata,SIDERURGIA,AT,2.106581,26.19
2015,1,Sardegna,CEMENTO CALCE E GESSO,AT,2.633399,3.84
2015,1,Basilicata,ALIMENTARE,MT,2.640772,1.654804
2015,1,Emilia-Romagna,ALTRI,MT,21.604264,42.853999
2015,1,Emilia-Romagna,ALIMENTARE,MT,2.904213,1.819886
2015,1,Marche,ALTRI,MT,0.718686,1.425578
2015,1,Piemonte,CARTARIA,MT,9.134813,4.831746
2015,1,Trentino-Alto Adige,CARTARIA,MT,1.320962,0.698707
2015,1,Umbria,CARTARIA,MT,1.121471,0.593188
2015,1,Puglia,ALIMENTARE,AT,0,0
2015,1,Lombardia,CERAMICHE E VETRARIE,AT,18.338806,13.31
2015,1,Lombardia,CARTARIA,AT,11.678411,3.37
2015,1,Piemonte,CEMENTO CALCE E GESSO,AT,5.959436,8.69
2015,1,Liguria,SIDERURGIA,AT,0.911324,11.33
2015,1,Liguria,CERAMICHE E VETRARIE,AT,9.520748,6.91
2015,1,Veneto,CERAMICHE E VETRARIE,AT,16.244517,11.79
2015,1,Emilia-Romagna,SIDERURGIA,AT,0.678868,8.44
2015,1,Puglia,CERAMICHE E VETRARIE,AT,0.688911,0.5
2015,1,Marche,SIDERURGIA,AT,0.49789,6.19
2015,1,Lazio,SIDERURGIA,AT,0.103761,1.29
2015,1,Sicilia,CEMENTO CALCE E GESSO,AT,5.595972,8.16
2015,1,Sardegna,ALTRI,AT,0.775095,2.29
2015,1,Basilicata,ALTRI,AT,1.049256,3.1
2015,1,Toscana,MECCANICA,AT,5.977812,11.45
2015,1,Abruzzo,METALLI NON FERROSI,MT,0.901384,0.643722
2015,1,Basilicata,CARTARIA,MT,2.882723,1.524781
2015,1,Calabria,ALTRI,MT,1.155467,2.291972
2015,1,Campania,ALIMENTARE,MT,5.548461,3.476868
2015,1,Campania,CHIMICA,MT,4.249173,2.310063
2015,1,Campania,MECCANICA,MT,16.352162,7.311729
2015,1,Emilia-Romagna,MECCANICA,MT,18.010112,8.053067
2015,1,Friuli-Venezia Giulia,ALIMENTARE,MT,5.3815,3.372245
2015,1,Lombardia,MECCANICA,MT,19.251189,8.608004
2015,1,Piemonte,ALTRI,MT,3.717835,7.37466
2015,1,Toscana,CARTARIA,MT,81.525732,43.122027
2015,1,Trentino-Alto Adige,MECCANICA,MT,4.198594,1.877365
2015,1,Umbria,SIDERURGIA,MT,16.630514,1.169595
2015,1,Veneto,MECCANICA,MT,10.151113,4.538983
2015,1,Veneto,ALTRI,MT,11.366881,22.547231
2015,1,Veneto,CHIMICA,MT,2.055587,1.11752
2015,1,Veneto,ALIMENTARE,MT,7.557813,4.736002
2015,1,Piemonte,CARTARIA,AT,23.426129,6.76
2015,1,Lombardia,METALLI NON FERROSI,AT,39.068427,85.4
2015,1,Piemonte,MEZZI DI TRASPORTO,AT,16.746923,15.94
2015,1,Friuli-Venezia Giulia,SIDERURGIA,AT,10.442015,129.82
2015,1,Veneto,ALTRI,AT,1.171105,3.46
2015,1,Friuli-Venezia Giulia,CARTARIA,AT,5.163452,1.49
2015,1,Valle D'Aosta,SIDERURGIA,AT,2.007647,24.96
2015,1,Valle D'Aosta,MECCANICA,AT,0.046987,0.09
2015,1,Marche,CEMENTO CALCE E GESSO,AT,0.34289,0.5
2015,1,Lazio,CEMENTO CALCE E GESSO,AT,7.269278,10.6
2015,1,Trentino-Alto Adige,SIDERURGIA,AT,0,0
2015,1,Sicilia,SIDERURGIA,AT,1.033584,12.85
2015,1,Campania,ALTRI,MT,1.289699,2.558234
2015,1,Emilia-Romagna,CHIMICA,MT,1.77165,0.963158
2015,1,Friuli-Venezia Giulia,ALTRI,MT,3.487897,6.918557
2015,1,Lazio,ALIMENTARE,MT,0.9787,0.613289
2015,1,Lombardia,CARTARIA,MT,8.379018,4.431978
2015,1,Puglia,MECCANICA,MT,0.943588,0.421917
2015,1,Toscana,MECCANICA,MT,4.231285,1.891983
2015,1,Trentino-Alto Adige,ALTRI,MT,1.442958,2.862236
2015,1,Umbria,METALLI NON FERROSI,MT,2.762048,1.972513
2015,1,Lombardia,CHIMICA,AT,37.78383,104.75
2015,1,Emilia-Romagna,CHIMICA,AT,2.294083,6.36
2015,1,Veneto,CHIMICA,AT,6.957996,19.29
2015,1,Liguria,ALTRI,AT,3.702858,10.94
2015,1,Emilia-Romagna,ALTRI,AT,3.17146,9.37
2015,1,Emilia-Romagna,CEMENTO CALCE E GESSO,AT,8.620266,12.57
2015,1,Emilia-Romagna,CERAMICHE E VETRARIE,AT,10.347441,7.51
2015,1,Piemonte,ALIMENTARE,AT,1.719001,0.25
2015,1,Campania,CHIMICA,AT,4.602593,12.76
2015,1,Marche,MECCANICA,AT,0.203611,0.39
2015,1,Lazio,CARTARIA,AT,19.05972,5.5
2015,1,Toscana,SIDERURGIA,AT,0.485825,6.04
2015,1,Lazio,MEZZI DI TRASPORTO,AT,0,0
2015,1,Veneto,CEMENTO CALCE E GESSO,AT,4.937623,7.2
2015,1,Marche,METALLI NON FERROSI,AT,0,0
2015,1,Abruzzo,ALTRI,MT,1.937735,3.843671
2015,1,Abruzzo,CHIMICA,MT,4.044592,2.198843
2015,1,Campania,CARTARIA,MT,9.766442,5.165839
2015,1,Emilia-Romagna,CARTARIA,MT,4.148137,2.194106
2015,1,Lazio,CHIMICA,MT,0.284878,0.154874
2015,1,Liguria,CARTARIA,MT,3.494658,1.848456
2015,1,Marche,MECCANICA,MT,1.319733,0.590107
2015,1,Marche,CARTARIA,MT,2.768262,1.464238
2015,1,Piemonte,MECCANICA,MT,4.807753,2.149746
2015,1,Puglia,ALTRI,MT,4.548473,9.022306
2015,1,Toscana,ALTRI,MT,5.378052,10.66785
2015,1,Toscana,ALIMENTARE,MT,5.026926,3.150056
2015,1,Umbria,CHIMICA,MT,1.199369,0.652037
2015,1,Veneto,SIDERURGIA,MT,24.466234,1.720668
2015,1,Piemonte,SIDERURGIA,AT,2.351102,29.23
2015,1,Piemonte,ALTRI,AT,10.445172,30.86
2015,1,Piemonte,MECCANICA,AT,27.40918,52.5
2015,1,Lombardia,SIDERURGIA,AT,42.013384,522.33
2015,1,Lombardia,ALIMENTARE,AT,19.321568,2.81
2015,1,Emilia-Romagna,MECCANICA,AT,19.567544,37.48
2015,1,Friuli-Venezia Giulia,CERAMICHE E VETRARIE,AT,2.01162,1.46
2015,1,Toscana,MEZZI DI TRASPORTO,AT,3.960847,3.77
2015,1,Trentino-Alto Adige,MEZZI DI TRASPORTO,AT,1.964664,1.87
2015,1,Trentino-Alto Adige,ALTRI,AT,1.922507,5.68
2015,1,Campania,CERAMICHE E VETRARIE,AT,0.027556,0.02
2015,1,Puglia,CEMENTO CALCE E GESSO,AT,9.463776,13.8
2015,1,Sicilia,ALTRI,AT,12.936308,38.22
2015,1,Marche,ALTRI,AT,4.00748,11.84
2015,1,Sicilia,MECCANICA,AT,14.023059,26.86
2015,1,Basilicata,CEMENTO CALCE E GESSO,AT,0,0
2015,1,Umbria,MECCANICA,AT,2.981075,5.71
2015,1,Puglia,MECCANICA,AT,0.710028,1.36
2015,1,Calabria,CHIMICA,MT,2.689984,1.46241
2015,1,Campania,METALLI NON FERROSI,MT,7.632777,5.450937
2015,1,Emilia-Romagna,METALLI NON FERROSI,MT,3.243653,2.31645
2015,1,Lazio,CARTARIA,MT,0,0
2015,1,Liguria,METALLI NON FERROSI,MT,1.645763,1.175319
2015,1,Lombardia,ALTRI,MT,15.525828,30.796876
2015,1,Lombardia,MEZZI DI TRASPORTO,MT,109.380647,4.023213
2015,1,Lombardia,ALIMENTARE,MT,13.23485,8.29344
2015,1,Molise,ALIMENTARE,MT,2.954495,1.851394
2015,1,Piemonte,METALLI NON FERROSI,MT,2.57872,1.841589
2015,1,Puglia,METALLI NON FERROSI,MT,0.74601,0.532762
2015,1,Umbria,MECCANICA,MT,3.280382,1.466795
2015,1,Veneto,MECCANICA,AT,8.426365,16.14
2015,1,Veneto,METALLI NON FERROSI,AT,5.814516,12.71
2015,1,Veneto,ALIMENTARE,AT,68.622507,9.98
2015,1,Piemonte,METALLI NON FERROSI,AT,4.70285,10.28
2015,1,Toscana,CARTARIA,AT,22.525124,6.5
2015,1,Campania,SIDERURGIA,AT,0.046652,0.58
2015,1,Abruzzo,CARTARIA,AT,13.688345,3.95
2015,1,Campania,CEMENTO CALCE E GESSO,AT,3.168308,4.62
2015,1,Toscana,ALTRI,AT,2.50806,7.41
2015,1,Abruzzo,CEMENTO CALCE E GESSO,AT,0.048005,0.07
2015,1,Lazio,CERAMICHE E VETRARIE,AT,5.48373,3.98
2015,1,Toscana,METALLI NON FERROSI,AT,1.976295,4.32
2015,1,Umbria,METALLI NON FERROSI,AT,0.155542,0.34
2015,1,Molise,ALTRI,AT,1.330186,3.93
2015,1,Lazio,MECCANICA,AT,0.704807,1.35
2015,1,Umbria,CHIMICA,AT,0.566307,1.57
2015,1,Sicilia,MEZZI DI TRASPORTO,AT,0.914042,0.87
2015,1,Calabria,CHIMICA,AT,0.003607,0.01
2015,1,Umbria,CEMENTO CALCE E GESSO,AT,4.608448,6.72
2015,1,Umbria,SIDERURGIA,AT,8.682107,107.94
2015,1,Friuli-Venezia Giulia,CARTARIA,MT,4.921402,2.603115
2015,1,Puglia,ALIMENTARE,MT,8.790217,5.508271
2015,1,Toscana,METALLI NON FERROSI,MT,3.386542,2.418495
2015,1,Umbria,ALTRI,MT,2.744688,5.444335
2015,1,Lombardia,CEMENTO CALCE E GESSO,AT,13.530457,19.73
2015,1,Veneto,SIDERURGIA,AT,9.592626,119.26
2015,1,Liguria,MEZZI DI TRASPORTO,AT,4.139453,3.94
2015,1,Valle D'Aosta,ALTRI,AT,0.240313,0.71
2015,1,Toscana,CERAMICHE E VETRARIE,AT,9.327853,6.77
2015,1,Lazio,ALTRI,AT,5.39859,15.95
2015,1,Puglia,ALTRI,AT,7.886342,23.3
2015,1,Abruzzo,MEZZI DI TRASPORTO,AT,10.831918,10.31
2015,1,Campania,METALLI NON FERROSI,AT,2.630485,5.75
2015,1,Lazio,CHIMICA,AT,4.577344,12.69
2015,1,Lazio,METALLI NON FERROSI,AT,2.031192,4.44
2015,1,Emilia-Romagna,MEZZI DI TRASPORTO,AT,0.714423,0.68
2015,1,Umbria,ALIMENTARE,AT,2.544121,0.37
2015,1,Abruzzo,CARTARIA,MT,0.984504,0.520741
2015,1,Friuli-Venezia Giulia,METALLI NON FERROSI,MT,0.868762,0.620425
2015,1,Lazio,ALTRI,MT,5.64123,11.189887
2015,1,Piemonte,ALIMENTARE,MT,12.277635,7.693615
2015,1,Toscana,CHIMICA,MT,92.371012,50.217502
2015,1,Veneto,CARTARIA,MT,6.849447,3.62293
2015,1,Piemonte,CHIMICA,AT,5.861453,16.25
2015,1,Friuli-Venezia Giulia,MEZZI DI TRASPORTO,AT,5.946523,5.66
2015,1,Liguria,MECCANICA,AT,0.120078,0.23
2015,1,Lombardia,MEZZI DI TRASPORTO,AT,3.351486,3.19
2015,1,Campania,ALTRI,AT,2.822837,8.34
2015,1,Campania,MEZZI DI TRASPORTO,AT,26.023919,24.77
2015,1,Umbria,ALTRI,AT,0,0
2015,1,Puglia,SIDERURGIA,AT,2.319733,28.84
2015,1,Puglia,MEZZI DI TRASPORTO,AT,19.436516,18.5
2015,1,Molise,CEMENTO CALCE E GESSO,AT,1.837893,2.68
2015,1,Sicilia,CHIMICA,AT,14.713149,40.79
2015,1,Sardegna,METALLI NON FERROSI,AT,30.53193,66.74
2015,1,Sardegna,CHIMICA,AT,19.225567,53.3
2015,1,Calabria,CEMENTO CALCE E GESSO,AT,3.175166,4.63
2015,2,Emilia-Romagna,ALTRI,MT,22.35089,44.334999
2015,2,Lazio,ALIMENTARE,MT,0.365393,0.228968
2015,2,Lombardia,MEZZI DI TRASPORTO,MT,110.431326,4.061859
2015,2,Basilicata,ALIMENTARE,MT,2.491661,1.561366
2015,2,Calabria,CHIMICA,MT,2.711861,1.474303
2015,2,Campania,ALTRI,MT,1.362307,2.702258
2015,2,Emilia-Romagna,CHIMICA,MT,1.782388,0.968995
2015,2,Emilia-Romagna,MECCANICA,MT,25.376115,11.346712
2015,2,Lombardia,CHIMICA,MT,28.404649,15.442188
2015,2,Marche,METALLI NON FERROSI,MT,4.283326,3.058931
2015,2,Marche,CARTARIA,MT,2.504187,1.324559
2015,2,Toscana,ALIMENTARE,MT,4.435808,2.779639
2015,2,Piemonte,MEZZI DI TRASPORTO,AT,17.408815,16.57
2015,2,Friuli-Venezia Giulia,MEZZI DI TRASPORTO,AT,4.612233,4.39
2015,2,Friuli-Venezia Giulia,METALLI NON FERROSI,AT,5.077981,11.1
2015,2,Emilia-Romagna,CERAMICHE E VETRARIE,AT,10.099433,7.33
2015,2,Friuli-Venezia Giulia,CEMENTO CALCE E GESSO,AT,4.251842,6.2
2015,2,Piemonte,ALIMENTARE,AT,1.650241,0.24
2015,2,Toscana,CERAMICHE E VETRARIE,AT,9.300296,6.75
2015,2,Puglia,MEZZI DI TRASPORTO,AT,19.110823,18.19
2015,2,Toscana,SIDERURGIA,AT,0.505933,6.29
2015,2,Sicilia,MEZZI DI TRASPORTO,AT,0.903535,0.86
2015,2,Umbria,SIDERURGIA,AT,7.22785,89.86
2015,2,Friuli-Venezia Giulia,METALLI NON FERROSI,MT,0.929285,0.663647
2015,2,Liguria,CARTARIA,MT,3.486827,1.844314
2015,2,Lombardia,METALLI NON FERROSI,MT,37.33638,26.663724
2015,2,Campania,METALLI NON FERROSI,MT,8.702074,6.214574
2015,2,Emilia-Romagna,SIDERURGIA,MT,65.045246,4.57452
2015,2,Trentino-Alto Adige,ALTRI,MT,1.45934,2.894732
2015,2,Umbria,CARTARIA,MT,1.059713,0.560522
2015,2,Umbria,ALTRI,MT,2.525869,5.010287
2015,2,Lombardia,ALIMENTARE,MT,12.366363,7.749215
2015,2,Marche,MECCANICA,MT,1.313533,0.587335
2015,2,Piemonte,ALTRI,MT,4.256103,8.442363
2015,2,Piemonte,MECCANICA,MT,5.76006,2.575561
2015,2,Puglia,MECCANICA,MT,1.107722,0.495308
2015,2,Lombardia,CEMENTO CALCE E GESSO,AT,16.115851,23.5
2015,2,Lombardia,CARTARIA,AT,11.990297,3.46
2015,2,Piemonte,CHIMICA,AT,5.919166,16.41
2015,2,Friuli-Venezia Giulia,CHIMICA,AT,3.325698,9.22
2015,2,Friuli-Venezia Giulia,SIDERURGIA,AT,12.994203,161.55
2015,2,Liguria,METALLI NON FERROSI,AT,0.132668,0.29
2015,2,Emilia-Romagna,SIDERURGIA,AT,0.715868,8.9
2015,2,Valle D'Aosta,ALTRI,AT,0.233544,0.69
2015,2,Lazio,CARTARIA,AT,11.678411,3.37
2015,2,Toscana,ALTRI,AT,0.683709,2.02
2015,2,Umbria,ALTRI,AT,0,0
2015,2,Abruzzo,MECCANICA,AT,0.005221,0.01
2015,2,Trentino-Alto Adige,MEZZI DI TRASPORTO,AT,1.134672,1.08
2015,2,Basilicata,ALTRI,AT,0.734479,2.17
2015,2,Sicilia,MECCANICA,AT,12.696976,24.32
2015,2,Basilicata,SIDERURGIA,AT,2.008451,24.97
2015,2,Sicilia,SIDERURGIA,AT,0.953954,11.86
2015,2,Sardegna,CHIMICA,AT,14.154057,39.24
2015,2,Umbria,CEMENTO CALCE E GESSO,AT,5.938863,8.66
2015,2,Emilia-Romagna,METALLI NON FERROSI,MT,3.7915,2.707695
2015,2,Friuli-Venezia Giulia,CARTARIA,MT,4.21509,2.229519
2015,2,Abruzzo,METALLI NON FERROSI,MT,0.923021,0.659174
2015,2,Calabria,ALTRI,MT,0.53253,1.05632
2015,2,Toscana,METALLI NON FERROSI,MT,3.544479,2.531285
2015,2,Veneto,CARTARIA,MT,5.32971,2.819084
2015,2,Veneto,SIDERURGIA,MT,27.102947,1.906103
2015,2,Piemonte,CARTARIA,AT,13.029918,3.76
2015,2,Emilia-Romagna,ALIMENTARE,AT,46.275499,6.73
2015,2,Friuli-Venezia Giulia,ALTRI,AT,10.428249,30.81
2015,2,Veneto,SIDERURGIA,AT,13.291007,165.24
2015,2,Emilia-Romagna,CEMENTO CALCE E GESSO,AT,7.214415,10.52
2015,2,Valle D'Aosta,MECCANICA,AT,0.046987,0.09
2015,2,Puglia,CERAMICHE E VETRARIE,AT,0.564907,0.41
2015,2,Toscana,CARTARIA,AT,21.450849,6.19
2015,2,Puglia,SIDERURGIA,AT,1.159062,14.41
2015,2,Marche,CEMENTO CALCE E GESSO,AT,0.336033,0.49
2015,2,Abruzzo,MEZZI DI TRASPORTO,AT,11.210142,10.67
2015,2,Lazio,CHIMICA,AT,5.349252,14.83
2015,2,Umbria,METALLI NON FERROSI,AT,0.19214,0.42
2015,2,Emilia-Romagna,MEZZI DI TRASPORTO,AT,0.787967,0.75
2015,2,Basilicata,MEZZI DI TRASPORTO,AT,0.956066,0.91
2015,2,Sardegna,METALLI NON FERROSI,AT,27.274703,59.62
2015,2,Umbria,ALIMENTARE,AT,1.375201,0.2
2015,2,Basilicata,CEMENTO CALCE E GESSO,AT,0,0
2015,2,Umbria,MECCANICA,AT,2.699152,5.17
2015,2,Friuli-Venezia Giulia,ALIMENTARE,MT,5.080358,3.183538
2015,2,Lazio,CHIMICA,MT,0.743097,0.403985
2015,2,Abruzzo,ALIMENTARE,MT,7.40723,4.641641
2015,2,Campania,CHIMICA,MT,3.959501,2.152583
2015,2,Umbria,CHIMICA,MT,1.233251,0.670457
2015,2,Veneto,CHIMICA,MT,2.49988,1.35906
2015,2,Veneto,ALIMENTARE,MT,6.85764,4.297247
2015,2,Marche,ALTRI,MT,0.995237,1.974142
2015,2,Puglia,METALLI NON FERROSI,MT,0.816104,0.582819
2015,2,Puglia,ALIMENTARE,AT,0,0
2015,2,Piemonte,MECCANICA,AT,21.389602,40.97
2015,2,Lombardia,SIDERURGIA,AT,45.824374,569.71
2015,2,Liguria,SIDERURGIA,AT,0.822846,10.23
2015,2,Emilia-Romagna,MECCANICA,AT,20.355884,38.99
2015,2,Emilia-Romagna,ALTRI,AT,3.374542,9.97
2015,2,Veneto,ALTRI,AT,1.313262,3.88
2015,2,Lombardia,MEZZI DI TRASPORTO,AT,7.890175,7.51
2015,2,Piemonte,METALLI NON FERROSI,AT,5.260971,11.5
2015,2,Valle D'Aosta,SIDERURGIA,AT,1.973864,24.54
2015,2,Campania,MEZZI DI TRASPORTO,AT,28.955156,27.56
2015,2,Lazio,MEZZI DI TRASPORTO,AT,9.634208,9.17
2015,2,Veneto,CEMENTO CALCE E GESSO,AT,3.867804,5.64
2015,2,Lazio,MECCANICA,AT,0.663041,1.27
2015,2,Sicilia,ALTRI,AT,12.821229,37.88
2015,2,Marche,ALTRI,AT,4.559186,13.47
2015,2,Calabria,CHIMICA,AT,0.025249,0.07
2015,2,Marche,METALLI NON FERROSI,AT,0,0
2015,2,Friuli-Venezia Giulia,MECCANICA,MT,6.664725,2.980075
2015,2,Lazio,CARTARIA,MT,0,0
2015,2,Liguria,METALLI NON FERROSI,MT,1.994601,1.424442
2015,2,Lombardia,ALTRI,MT,17.279061,34.274571
2015,2,Abruzzo,MECCANICA,MT,6.540685,2.924611
2015,2,Abruzzo,CHIMICA,MT,4.747681,2.581077
2015,2,Emilia-Romagna,CARTARIA,MT,3.19415,1.689506
2015,2,Toscana,CARTARIA,MT,80.696706,42.683524
2015,2,Toscana,ALTRI,MT,5.497415,10.904617
2015,2,Umbria,MECCANICA,MT,3.493167,1.56194
2015,2,Puglia,ALIMENTARE,MT,8.433435,5.284699
2015,2,Puglia,CHIMICA,MT,13.11747,7.131312
2015,2,Lombardia,METALLI NON FERROSI,AT,42.408,92.7
2015,2,Liguria,ALTRI,AT,3.127459,9.24
2015,2,Friuli-Venezia Giulia,MECCANICA,AT,1.743746,3.34
2015,2,Liguria,MECCANICA,AT,0.125299,0.24
2015,2,Campania,CHIMICA,AT,4.25271,11.79
2015,2,Toscana,CHIMICA,AT,3.24995,9.01
2015,2,Lazio,CERAMICHE E VETRARIE,AT,5.48373,3.98
2015,2,Lazio,METALLI NON FERROSI,AT,2.063216,4.51
2015,2,Lazio,SIDERURGIA,AT,0.057913,0.72
2015,2,Trentino-Alto Adige,METALLI NON FERROSI,AT,2.365149,5.17
2015,2,Sicilia,CHIMICA,AT,18.525799,51.36
2015,2,Campania,ALIMENTARE,MT,5.748164,3.602009
2015,2,Campania,CARTARIA,MT,9.815533,5.191805
2015,2,Campania,MECCANICA,MT,14.148462,6.326363
2015,2,Veneto,MECCANICA,MT,12.110459,5.415088
2015,2,Lombardia,CERAMICHE E VETRARIE,AT,16.754311,12.16
2015,2,Veneto,MECCANICA,AT,9.303459,17.82
2015,2,Veneto,CARTARIA,AT,19.544877,5.64
2015,2,Marche,SIDERURGIA,AT,0.556607,6.92
2015,2,Campania,METALLI NON FERROSI,AT,2.840924,6.21
2015,2,Toscana,METALLI NON FERROSI,AT,2.360575,5.16
2015,2,Molise,CEMENTO CALCE E GESSO,AT,4.773035,6.96
2015,2,Sicilia,CEMENTO CALCE E GESSO,AT,9.738089,14.2
2015,2,Sardegna,ALTRI,AT,0.724325,2.14
2015,2,Sardegna,MECCANICA,AT,1.795954,3.44
2015,2,Puglia,MECCANICA,AT,0.777899,1.49
2015,2,Toscana,CHIMICA,MT,89.666249,48.747058
2015,2,Trentino-Alto Adige,MECCANICA,MT,4.808344,2.15001
2015,2,Umbria,METALLI NON FERROSI,MT,3.094126,2.209665
2015,2,Umbria,SIDERURGIA,MT,14.857372,1.044893
2015,2,Veneto,ALTRI,MT,11.611865,23.033178
2015,2,Lombardia,MECCANICA,MT,23.75003,10.619622
2015,2,Molise,ALIMENTARE,MT,3.366295,2.109443
2015,2,Piemonte,CARTARIA,MT,9.305314,4.921931
2015,2,Piemonte,METALLI NON FERROSI,MT,2.438058,1.741136
2015,2,Toscana,MECCANICA,MT,4.956666,2.216331
2015,2,Piemonte,ALTRI,AT,10.005162,29.56
2015,2,Lombardia,ALTRI,AT,13.904332,41.08
2015,2,Piemonte,CEMENTO CALCE E GESSO,AT,5.685124,8.29
2015,2,Emilia-Romagna,CHIMICA,AT,2.73775,7.59
2015,2,Veneto,CHIMICA,AT,7.509874,20.82
2015,2,Liguria,MEZZI DI TRASPORTO,AT,4.454639,4.24
2015,2,Veneto,METALLI NON FERROSI,AT,6.422959,14.04
2015,2,Abruzzo,CARTARIA,AT,15.317084,4.42
2015,2,Lazio,CEMENTO CALCE E GESSO,AT,7.625884,11.12
2015,2,Abruzzo,CEMENTO CALCE E GESSO,AT,0.048005,0.07
2015,2,Toscana,CEMENTO CALCE E GESSO,AT,3.401473,4.96
2015,2,Campania,CERAMICHE E VETRARIE,AT,0.027556,0.02
2015,2,Puglia,CEMENTO CALCE E GESSO,AT,7.804187,11.38
2015,2,Calabria,CEMENTO CALCE E GESSO,AT,4.971912,7.25
2015,2,Emilia-Romagna,ALIMENTARE,MT,2.700688,1.69235
2015,2,Friuli-Venezia Giulia,ALTRI,MT,3.406107,6.756319
2015,2,Lazio,ALTRI,MT,5.361007,10.634039
2015,2,Abruzzo,ALTRI,MT,1.952851,3.873655
2015,2,Abruzzo,CARTARIA,MT,1.097702,0.580616
2015,2,Basilicata,CARTARIA,MT,2.733721,1.445968
2015,2,Trentino-Alto Adige,CARTARIA,MT,1.475624,0.780513
2015,2,Veneto,METALLI NON FERROSI,MT,24.477139,17.480315
2015,2,Lombardia,CARTARIA,MT,9.247189,4.891186
2015,2,Piemonte,ALIMENTARE,MT,11.910895,7.463802
2015,2,Puglia,ALTRI,MT,4.175888,8.283249
2015,2,Piemonte,SIDERURGIA,AT,2.590797,32.21
2015,2,Piemonte,CERAMICHE E VETRARIE,AT,5.676625,4.12
2015,2,Lombardia,CHIMICA,AT,39.623424,109.85
2015,2,Lombardia,MECCANICA,AT,22.475528,43.05
2015,2,Lombardia,ALIMENTARE,AT,17.602567,2.56
2015,2,Friuli-Venezia Giulia,CARTARIA,AT,4.401063,1.27
2015,2,Liguria,CERAMICHE E VETRARIE,AT,8.694055,6.31
2015,2,Veneto,CERAMICHE E VETRARIE,AT,15.486716,11.24
2015,2,Friuli-Venezia Giulia,CERAMICHE E VETRARIE,AT,2.176958,1.58
2015,2,Veneto,ALIMENTARE,AT,67.178547,9.77
2015,2,Abruzzo,ALTRI,AT,1.878506,5.55
2015,2,Lazio,ALTRI,AT,5.144738,15.2
2015,2,Campania,ALTRI,AT,2.352364,6.95
2015,2,Marche,MECCANICA,AT,0.214053,0.41
2015,2,Puglia,CHIMICA,AT,1.551031,4.3
2015,2,Puglia,ALTRI,AT,7.470024,22.07
2015,2,Campania,SIDERURGIA,AT,0.04263,0.53
2015,2,Campania,CEMENTO CALCE E GESSO,AT,6.631501,9.67
2015,2,Toscana,MEZZI DI TRASPORTO,AT,4.706789,4.48
2015,2,Trentino-Alto Adige,ALTRI,AT,2.386211,7.05
2015,2,Trentino-Alto Adige,SIDERURGIA,AT,0,0
2015,2,Molise,ALTRI,AT,1.130488,3.34
2015,2,Umbria,CHIMICA,AT,0.753873,2.09
2015,2,Sicilia,METALLI NON FERROSI,AT,2.776878,6.07
2015,2,Sardegna,CEMENTO CALCE E GESSO,AT,5.342233,7.79
2015,2,Toscana,MECCANICA,AT,5.936045,11.37
2015,3,Lombardia,METALLI NON FERROSI,MT,41.534887,29.662082
2015,3,Abruzzo,MECCANICA,MT,7.435804,3.324856
2015,3,Calabria,ALTRI,MT,1.024321,2.031833
2015,3,Campania,CARTARIA,MT,10.995471,5.815918
2015,3,Campania,MECCANICA,MT,3.404578,1.522328
2015,3,Lazio,ALIMENTARE,MT,0.28593,0.179174
2015,3,Trentino-Alto Adige,MECCANICA,MT,5.420452,2.423708
