id,dataSet,indicator,periodType,periodFrom,periodTo,operatorKey,tsoEicCode,operatorLabel,pointKey,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,interruptionType,restorationInformation,capacityType,capacityBookingStatus,isCamRelevant,isNA,originalPeriodFrom,isCmpRelevant,bookingPlatformKey,bookingPlatformLabel,bookingPlatformURL,interruptionCalculationRemark,isArchived
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001DIS-00005exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",DIS-00005,"Distribution (IT)",21Y0000000000581,exit,kWh/d,"According to Annex 1 Chapter 3 of Regulation CE n. 715/2009, physical flow data are published in aggregate. Capacity information per point are available at www.snamretegas.it at the following path: Business & Services/Thermal year/Transportation capacity.",,405097998,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001FNC-00005exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",FNC-00005,"Industrial Consumers (IT)",21Y0000000000573,exit,kWh/d,"According to Annex 1 Chapter 3 of Regulation CE n. 715/2009, physical flow data are published in aggregate. Capacity information per point are available at www.snamretegas.it at the following path: Business & Services/Thermal year/Transportation capacity.",,419373911,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001FNC-00006exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",FNC-00006,"Thermal Plants (IT)",21Y0000000000549,exit,kWh/d,"According to Annex 1 Chapter 3 of Regulation CE n. 715/2009, physical flow data are published in aggregate. Capacity information per point are available at www.snamretegas.it at the following path: Business & Services/Thermal year/Transportation capacity.",,564644099,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00008entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00008,"Melendugno - IT / TAP",21Z000000000474A,entry,kWh/d,,,229575809,"2021-09-21 15:45",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00008exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00008,"Melendugno - IT / TAP",21Z000000000474A,exit,kWh/d,,,0,"2021-09-21 15:45",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00040entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00040,"Tarvisio (IT) / Arnoldstein (AT)",21Z000000000004A,entry,kWh/d,,,777926192,"2021-09-21 15:45",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00040exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00040,"Tarvisio (IT) / Arnoldstein (AT)",21Z000000000004A,exit,kWh/d,,,0,"2021-09-21 15:45",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00049entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00049,"Gorizia (IT) /Šempeter (SI)",21Z000000000044Z,entry,kWh/d,,,0,"2021-09-21 15:45",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00049exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00049,"Gorizia (IT) /Šempeter (SI)",21Z000000000044Z,exit,kWh/d,,,0,"2021-09-21 15:45",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00074entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00074,Gela,21Z000000000149L,entry,kWh/d,,,87456179,"2021-09-21 15:45",,Confirmed,,,,,,,,,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00093entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00093,"Mazara del Vallo",21Z000000000080V,entry,kWh/d,,,579161742,"2021-09-21 15:45",,Confirmed,,,,,,,,,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00136entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00136,"Griespass (CH) / Passo Gries (IT)",21Z0000000002107,entry,kWh/d,,,10276841,"2021-09-21 15:45",,Confirmed,,,,,,,,,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00136exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00136,"Griespass (CH) / Passo Gries (IT)",21Z0000000002107,exit,kWh/d,,,0,"2021-09-21 15:45",,Confirmed,,,,,,,,,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00278exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00278,Bizzarone,21Z000000000277C,exit,kWh/d,,,1619605,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00283exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00283,"Rep. San Marino",21Z000000000276E,exit,kWh/d,,,836364,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001ITP-00288exitkWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00288,"SRG Delivery to other transmission networks",21Y0000000000557,exit,kWh/d,"According to Annex 1 Chapter 3 of Regulation CE n. 715/2009, physical flow data are published in aggregate. Capacity booking at these points is not foreseen by the regulatory framework.",,34458451,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001LNG-00004entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",LNG-00004,"OLT LNG / Livorno",21Z000000000275G,entry,kWh/d,,,112087138,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001LNG-00015entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",LNG-00015,"Cavarzere (Porto Levante / Adriatic LNG)",21Z000000000142Z,entry,kWh/d,,,240444038,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001LNG-00019entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",LNG-00019,Panigaglia,21Z0000000000430,entry,kWh/d,,,0,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-06-012021-06-02IT-TSO-0001PRD-00154entrykWh/d",1,"Physical Flow",day,"2021-06-01 06:00","2021-06-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",PRD-00154,"IT - Indigenous Production",21Y0000000000565,entry,kWh/d,"According to Annex 1 Chapter 3 of Regulation CE n. 715/2009, physical flow data are published in aggregate. Capacity information per point are available at www.snamretegas.it at the following path: Business & Services/Thermal year/Transportation capacity.",,59572225,"2021-09-21 15:45",,Confirmed,,,,,,,,,,,,,
