node_id,lon,lat,sslm_m
19302,10.51113,43.47037,75
19303,10.80754,44.23972,809
19304,10.55053,43.32892,11
19305,10.30665,44.92624,30
19306,10.15201,46.23306,845
19307,14.76704,41.15522,170
19308,17.03580,39.10347,37
19309,14.25479,42.18081,388
19310,13.77391,42.06957,924
19311,9.71823,45.04662,50
19312,15.28159,38.18878,76
19313,10.55549,43.26580,10
19314,11.06530,46.59220,1209
19315,11.83891,46.77873,1249
19316,14.13769,42.27771,169
19317,10.56384,43.48500,187
19318,7.44147,44.97177,273
19319,12.15415,41.93634,16
19320,13.80058,42.62377,123
19321,9.66993,45.83600,469
19322,14.68659,36.75729,66
19323,13.18402,41.51241,64
19324,10.34006,43.58436,2
19325,14.69991,42.13271,122
19326,10.19679,42.79173,194
19327,7.48680,45.73783,512
19328,10.81539,43.36548,85
19329,8.88339,44.70506,239
19330,14.36985,41.01869,36
19331,8.38364,45.33366,129
19332,9.98605,46.03422,1047
19333,14.73995,41.63603,881
19334,14.40050,42.20692,325
19335,12.68023,42.37374,417
19336,9.81831,45.76180,345
19337,11.76800,46.13326,592
19338,7.36293,45.04991,495
19339,13.34854,45.98799,57
19340,9.11010,45.58656,186
19341,17.07018,38.99951,157
19342,13.20340,46.41700,425
19343,13.03254,41.49202,9
19344,11.01937,44.34273,821
19345,8.82451,45.84748,402
19346,15.32988,41.49168,171
19347,8.44485,45.66501,347
19348,7.53051,44.75656,257
19349,11.14174,43.40135,203
19350,11.02825,44.23347,468
19351,8.32511,45.72760,440
19352,11.63089,45.50508,28
19353,9.05938,45.46813,128
19354,12.51451,41.62086,14
19355,9.36545,46.31599,1142
19356,10.54201,45.19682,34
19357,12.09786,46.04070,513
19358,8.28831,45.73408,473
19359,10.36741,44.71971,107
19360,13.27554,42.63168,966
19361,10.95630,45.86579,748
19362,10.54148,43.68643,12
19363,13.85811,37.38858,533
19364,11.00419,45.75357,272
19365,12.79300,41.99903,187
19366,10.80152,43.20749,354
19367,15.98869,41.13982,112
19368,10.58129,43.21979,19
19369,11.03977,46.56338,930
19370,12.09847,43.60563,414
19371,15.44700,41.79396,82
19372,8.04270,45.11152,350
19373,9.48461,45.66530,160
19374,7.89957,45.21124,199
19375,10.34250,43.58689,3
19376,11.91091,44.09841,410
19377,14.64714,41.06436,305
19378,16.10506,40.76483,264
19379,8.43314,45.81936,478
19380,12.59772,45.99316,67
19381,12.93892,43.73842,75
19382,9.48350,45.47966,103
19383,10.48369,43.48164,52
19384,11.99258,44.07397,328
19385,10.82485,44.22233,502
19386,7.21932,44.84234,632
19387,10.84547,43.31885,250
19388,7.20817,44.86027,919
19389,14.22841,41.03582,12
19390,13.39155,46.02673,89
19391,8.18214,45.68444,456
19392,10.98470,43.90004,40
19393,9.94216,45.14816,44
19394,7.68456,44.91038,229
19395,10.62702,44.31019,678
19396,8.50363,45.38722,133
19397,12.23732,45.42907,0
19398,10.44945,43.35948,1
19399,10.64036,43.50749,115
19400,13.11573,43.07825,581
19401,11.16732,43.84969,52
19402,10.61117,43.85515,19
19403,9.25091,39.55526,645
19404,13.93096,42.56638,140
19405,13.21055,46.02498,82
19406,14.18077,42.42137,13
19407,13.28373,38.12859,133
19408,10.50151,43.38989,34
19409,14.76664,41.15667,169
19410,12.16818,43.92122,234
19411,10.75628,44.44664,482
19412,14.37312,42.20103,358
19413,14.10169,42.51008,87
19414,11.72736,46.81507,745
19415,12.53865,37.80930,135
19416,13.30159,42.63398,947
19417,7.93668,45.23517,204
19418,7.19451,45.70119,667
19419,10.72697,43.30611,103
19420,10.58803,43.34348,50
19421,11.69787,45.92439,804
19422,10.78270,43.17767,376
19423,12.93701,45.95024,38
19424,10.65194,43.31000,117
19425,13.39597,43.30183,120
19426,10.29582,44.77495,78
19427,12.89154,46.06628,90
19428,13.33326,45.83772,4
19429,9.25041,45.95988,563
19430,12.12910,43.76679,827
19431,13.95165,42.71673,18
19432,12.94787,46.40981,338
19433,15.28449,38.20245,16
19434,12.61004,45.86738,12
19435,11.75841,45.21702,8
19436,16.91881,40.98142,173
19437,13.73457,42.74066,217
19438,11.28581,43.26808,224
19439,15.89363,40.01557,733
19440,10.68100,43.69107,13
19441,15.69975,41.06933,194
19442,14.04779,42.37110,190
19443,12.87377,42.80448,896
19444,13.42754,46.12304,166
19445,10.58816,43.60317,19
19446,13.95293,42.25310,130
19447,13.98340,41.13144,12
19448,10.58195,43.70923,62
19449,13.45477,46.18300,668
19450,10.81133,43.30677,99
19451,8.69693,45.93291,643
19452,14.62871,42.17330,88
19453,12.07640,43.88739,370
19454,12.25617,43.62470,603
19455,10.56500,43.30268,60
19456,12.54563,44.01877,34
19457,9.89459,45.98048,1143
19458,13.47213,46.10490,138
19459,7.36737,45.35136,788
19460,13.99081,42.48461,142
19461,15.67937,41.37519,55
19462,7.49202,44.40728,544
19463,13.18341,46.39815,351
19464,7.93601,45.23053,209
19465,16.20456,40.26894,266
19466,12.97460,43.14296,580
19467,9.38698,45.50769,122
19468,7.48969,45.73465,556
19469,11.86354,46.35193,1180
19470,10.86856,43.17606,389
19471,10.77901,44.55468,105
19472,15.70207,41.06860,198
19473,11.48432,43.07323,254
19474,10.78176,43.17757,376
19475,12.52078,46.10721,1269
19476,8.30816,45.76496,840
19477,14.81317,40.99493,417
19478,10.74680,45.75348,286
19479,15.81590,40.98095,336
19480,13.90105,42.66917,260
19481,14.16091,40.83413,17
19482,10.16798,42.74915,188
19483,12.82156,45.77207,4
19484,13.61803,46.50792,754
19485,13.82462,41.96403,823
19486,12.71242,45.62751,-4
19487,14.37002,40.96778,22
19488,11.13894,45.06038,19
19489,14.81869,36.73567,52
19490,14.37913,42.37370,59
19491,12.22327,45.83136,77
19492,14.79464,41.80257,245
19493,13.87332,42.70713,77
19494,11.91258,43.94687,264
19495,11.16312,45.42130,52
19496,10.26370,44.69480,164
19497,12.80676,46.38729,574
19498,10.75934,45.77626,351
19499,12.88832,45.93879,38
19500,10.96052,44.64563,32
19501,14.87412,41.61809,693
19502,8.86603,39.88714,384
19503,9.40853,46.31832,548
19504,14.00695,38.02795,73
19505,10.91756,43.55323,276
19506,15.89555,40.28000,587
19507,14.01039,38.02771,76
19508,11.72809,44.20406,137
19509,18.32170,40.19873,78
19510,15.72285,40.60699,777
19511,11.11789,43.34667,283
19512,10.75338,44.20439,1063
19513,12.92931,37.72720,249
19514,11.54755,45.87735,1069
19515,10.33815,43.59036,1
19516,10.23874,45.73197,490
19517,12.51699,41.69092,107
19518,10.74369,43.39005,411
19519,10.58299,43.19149,12
19520,10.22774,45.95583,1163
19521,10.55776,43.50841,109
19522,9.82008,45.87426,857
19523,12.56135,41.77239,119
19524,14.21592,40.87606,260
19525,10.96944,45.63098,877
19526,13.02341,45.84499,8
19527,10.62059,43.18536,67
19528,10.42320,43.73712,2
19529,13.04460,45.72914,0
19530,13.30387,46.08193,114
19531,14.77120,37.67631,284
19532,10.83764,44.41736,691
19533,10.37359,44.72832,99
19534,10.81348,43.15660,209
19535,13.90128,42.70194,51
19536,9.67003,45.94174,528
19537,11.61875,45.86937,933
19538,15.07962,41.29464,774
19539,15.68726,40.88016,550
19540,14.38166,37.18276,157
19541,9.84012,44.21061,419
19542,13.94493,42.73527,35
19543,10.57345,43.24286,16
19544,9.83035,44.13223,139
19545,10.72867,46.51996,1731
19546,7.49020,44.36146,586
19547,11.04982,43.19730,418
19548,13.94114,42.72589,35
19549,11.34845,45.33552,22
19550,13.97442,42.04725,502
19551,11.79398,44.18688,315
19552,13.52211,37.29044,60
19553,12.88774,46.04945,81
19554,16.27497,41.08966,441
19555,16.37520,41.28891,11
19556,9.40886,45.84132,209
19557,7.49025,45.18556,923
19558,13.90792,42.53811,254
19559,9.16728,45.36219,98
19560,11.57248,45.66593,78
19561,11.01241,43.88890,38
19562,11.34807,45.86131,976
19563,13.09840,46.49172,705
19564,18.24540,40.36942,28
19565,11.94938,46.71254,1514
19566,14.02974,42.40168,195
19567,9.61605,39.95655,32
19568,11.26948,43.38583,217
19569,15.03825,37.38822,5
19570,15.05145,37.54378,278
19571,14.75431,41.59133,578
19572,10.62170,45.91155,495
19573,12.90293,46.09612,121
19574,7.13719,45.13462,449
19575,16.11866,40.88302,390
19576,14.29885,40.87148,21
19577,11.05444,43.80623,47
19578,10.95535,44.17486,545
19579,10.98508,44.17573,376
19580,9.74128,45.72881,284
19581,14.33398,41.81443,724
19582,11.75106,44.26170,80
19583,10.70200,43.22482,217
19584,9.75038,44.15532,267
19585,13.23861,45.76663,-4
19586,10.62818,43.30291,242
19587,8.18969,45.63454,515
19588,12.77750,46.60768,1074
19589,13.44602,45.93183,35
19590,10.62242,43.54735,58
19591,13.87080,42.47175,464
19592,13.88603,42.32356,540
19593,10.63629,43.47742,406
19594,11.60074,45.25168,12
19595,16.51468,40.45959,55
19596,10.33127,43.58935,4
19597,10.65963,44.43192,240
19598,12.88917,41.47938,16
19599,13.28308,46.16145,165
19600,14.14846,42.33186,232
19601,12.48422,41.66127,81
19602,12.12651,44.93222,0
19603,10.54449,43.58456,69
19604,13.47475,37.44461,239
19605,16.92529,40.69526,265
19606,14.61288,42.20036,5
19607,13.77811,42.66479,393
19608,9.29788,45.50391,122
19609,9.59322,45.58047,159
19610,15.74166,38.23691,625
19611,13.10885,46.50227,716
19612,12.13007,43.85236,746
19613,8.66541,44.39092,5
19614,8.37416,45.45467,160
19615,13.86154,42.38715,759
19616,9.88611,46.17477,302
19617,11.52959,45.22838,12
19618,14.72336,41.62035,734
19619,10.59672,43.52404,254
19620,13.26941,46.16006,157
19621,10.61145,43.21102,56
19622,10.59058,43.03272,13
19623,10.75615,42.79902,32
19624,13.62037,46.51205,762
19625,13.40029,46.40058,592
19626,12.47462,41.65633,55
19627,13.93109,42.46411,328
19628,13.94156,38.01326,48
19629,10.64262,43.38557,258
19630,15.33850,41.49372,162
19631,14.14899,42.33995,105
19632,11.91150,43.96336,240
19633,11.55638,42.83977,815
19634,14.92903,37.53975,272
19635,10.69491,44.13984,1195
19636,10.39733,43.80235,10
19637,14.69180,42.15699,63
19638,15.81006,40.97888,344
19639,10.30187,44.27310,1313
19640,14.61616,37.14398,401
19641,12.80432,41.42701,9
19642,15.83530,40.67333,899
19643,10.33545,45.57302,618
19644,13.02561,45.77042,1
19645,15.55163,40.69735,337
19646,13.05975,46.35229,344
19647,10.84279,44.29961,761
19648,11.60245,44.09947,478
19649,11.67897,44.06069,503
19650,10.37148,44.77091,62
19651,9.46560,40.38510,96
19652,10.62423,45.67993,455
19653,14.85621,41.51681,385
19654,13.06974,46.19289,172
19655,7.50140,45.72134,921
19656,13.48174,46.50820,773
19657,13.22570,46.04066,91
19658,12.98124,41.56193,60
19659,14.16748,41.16790,49
19660,13.41989,37.99310,643
19661,12.14060,43.92243,334
19662,12.50122,41.63374,50
19663,14.90037,41.60383,564
19664,10.62204,43.30627,231
19665,9.69782,44.34414,714
19666,11.75950,44.07565,451
19667,14.19187,40.83226,53
19668,12.58802,45.95501,26
19669,8.95155,45.03572,73
19670,12.22442,43.94102,476
19671,10.54841,43.29685,31
19672,13.65601,42.24226,921
19673,16.24093,40.73034,430
19674,7.93503,45.23303,202
19675,11.56580,44.56127,14
19676,8.87266,45.45817,135
19677,9.72738,45.70583,266
19678,14.50003,42.02765,335
19679,17.75089,40.39820,64
19680,14.80128,41.82287,277
19681,13.15597,41.77765,380
19682,12.79073,46.31000,418
19683,15.68789,40.58405,816
19684,16.40080,40.31169,126
19685,11.17761,44.26022,302
19686,10.89754,43.21974,609
19687,8.42592,45.82756,479
19688,11.99987,45.79477,125
19689,12.49704,41.82237,43
19690,14.88301,41.62830,578
19691,13.77456,43.16284,72
19692,10.59079,43.35977,75
19693,13.10841,42.77668,624
19694,10.32363,43.77405,2
19695,10.64608,43.67370,11
19696,18.32116,39.94647,101
19697,10.56219,43.47876,165
19698,15.94472,39.52195,163
19699,15.14010,41.29983,802
19700,9.21381,45.60509,184
19701,9.65978,45.10021,45
19702,12.68863,42.55610,169
19703,10.60308,43.36864,229
19704,13.45458,46.05501,120
19705,10.63958,44.17017,1065
19706,14.40501,42.30886,82
19707,10.12753,44.70249,143
19708,15.53749,38.17456,49
19709,14.39469,42.24422,262
19710,8.19938,45.05643,401
19711,16.58819,40.28387,195
19712,10.83440,45.46915,133
19713,11.29515,44.50542,48
19714,12.72037,45.62968,-3
19715,13.72735,37.23300,414
19716,10.60549,43.35809,192
19717,10.82766,43.30043,226
19718,10.73010,43.37810,287
19719,11.52277,44.49834,28
19720,15.92541,40.06986,818
19721,13.92916,42.63900,52
19722,10.70329,44.35456,966
19723,8.65512,44.40350,34
19724,10.34390,43.58674,2
19725,14.75471,40.69138,271
19726,12.85286,45.60549,-2
19727,9.24846,46.06494,933
19728,9.36578,45.26612,74
19729,10.85070,44.38711,531
19730,13.37310,43.63945,1
19731,12.88955,42.18338,619
19732,10.69751,43.55098,49
19733,15.55255,40.69617,339
19734,10.26656,44.70076,153
19735,12.13130,43.77315,725
19736,12.94716,46.08504,108
19737,9.25793,45.42921,107
19738,9.15893,44.35410,256
19739,15.34818,41.36541,325
19740,13.27976,45.83713,3
19741,10.83376,43.31430,238
19742,11.43880,46.05641,409
19743,12.10608,43.95543,411
19744,11.30003,45.37987,25
19745,13.20364,46.40129,318
19746,13.40327,45.88277,20
19747,10.49944,43.54535,90
19748,11.99612,44.55599,0
19749,15.79231,39.87238,87
19750,14.32071,37.17019,124
19751,9.34764,45.48401,118
19752,12.09554,43.82001,955
19753,12.03079,43.70446,502
19754,12.84874,46.03993,84
19755,12.72901,45.92584,16
19756,12.18536,44.45957,0
19757,10.28617,44.23535,969
19758,12.88915,42.13043,949
19759,11.87911,43.58974,274
19760,12.65332,41.64712,137
19761,10.69131,45.42425,98
19762,16.38119,38.50580,1096
19763,9.73666,45.58611,164
19764,7.93622,45.23290,208
19765,10.29899,42.78645,90
19766,11.75673,46.14855,1042
19767,10.99165,44.13302,382
19768,11.98409,44.57145,-2
19769,14.38299,42.22771,261
19770,16.55788,38.89203,76
19771,8.79217,45.53947,170
19772,14.62431,42.18896,67
19773,11.76397,44.20762,146
19774,14.32542,37.60153,393
19775,11.32554,46.21415,988
19776,11.30186,44.51433,42
19777,8.35968,45.81052,614
19778,12.03338,46.09982,467
19779,13.62541,41.26971,55
19780,13.79658,42.65769,335
19781,9.44841,45.71648,201
19782,11.48590,44.17715,268
19783,10.90305,45.50897,126
19784,10.28935,45.39278,76
19785,14.09632,37.48203,355
19786,12.51645,41.62426,18
19787,7.78743,45.33244,274
19788,12.84570,46.15505,192
19789,14.27364,37.83385,1054
19790,14.27369,37.83374,1054
19791,10.77931,44.24258,781
19792,17.81592,40.59335,52
19793,12.18528,43.70959,696
19794,11.62083,42.95483,582
19795,11.92041,44.00546,200
19796,11.27450,45.22917,16
19797,11.48423,45.88345,1112
19798,9.85811,44.19644,46
19799,12.01563,43.80787,973
19800,13.49263,38.09994,12
19801,11.76263,44.12028,467
19802,13.39078,42.34035,627
19803,10.33587,44.67494,158
19804,13.53535,42.29583,569
19805,14.14752,42.34368,122
19806,10.74579,44.24679,900
19807,16.49297,40.29604,104
19808,16.28417,40.51950,277
19809,9.45201,46.13870,206
19810,11.05264,43.16805,519
19811,9.87541,44.11068,12
19812,13.04929,41.49379,34
19813,15.74179,38.23743,625
19814,14.15861,37.76875,833
19815,9.23848,45.80329,272
19816,11.05535,43.18721,399
19817,10.42041,44.75578,57
19818,9.14544,40.12888,426
19819,12.17152,44.42266,-2
19820,13.84197,42.63369,152
19821,8.11775,45.66687,1292
19822,11.60244,42.37398,39
19823,12.69339,45.83714,6
19824,10.76792,44.05387,442
19825,17.90091,40.60036,37
19826,14.41518,40.93260,25
19827,10.56370,43.84153,16
19828,10.34461,44.57911,269
19829,16.56793,40.69201,283
19830,13.83262,41.24919,10
19831,13.29368,45.89805,22
19832,10.15541,45.81556,874
19833,11.24561,44.57465,27
19834,10.34020,43.59107,3
19835,10.17593,45.49732,107
19836,13.25378,45.97151,56
19837,14.88700,37.53876,109
19838,14.58699,42.18436,114
19839,13.07632,46.46565,666
19840,14.80894,40.92142,356
19841,10.53103,42.93702,31
19842,12.98014,42.56321,941
19843,16.85483,41.05192,80
19844,7.75864,44.90850,231
19845,13.93254,42.73237,56
19846,12.49736,41.63132,44
19847,11.36394,44.11660,429
19848,9.72788,45.60011,172
19849,8.01061,44.87723,197
19850,11.91747,44.00709,217
19851,10.40509,45.22165,33
19852,11.91253,43.36148,333
19853,16.38898,41.15909,215
19854,10.34010,43.58668,7
19855,12.50929,43.99391,73
19856,8.65466,44.40856,199
19857,8.86759,44.42588,126
19858,12.81731,45.64521,-1
19859,14.35905,41.02188,38
19860,9.12462,45.24664,85
19861,11.11046,46.13001,224
19862,11.74918,44.54280,7
19863,10.60479,43.35482,168
19864,11.99732,44.03753,126
19865,10.35142,46.48578,1272
19866,11.35472,43.81815,332
19867,11.34075,46.47694,253
19868,11.70930,42.83093,379
19869,12.49758,41.62954,41
19870,11.37199,43.21727,245
19871,13.77112,41.25194,2
19872,13.24541,46.10747,129
19873,12.97720,41.73823,244
19874,15.17271,37.12603,164
19875,11.82855,42.37451,140
19876,10.13748,45.95108,1092
19877,10.88887,44.28460,379
19878,12.95329,46.20327,143
19879,12.67136,37.81812,202
19880,10.68257,43.30252,49
19881,11.72864,44.10860,308
19882,15.74139,38.23733,634
19883,11.21122,46.51235,847
19884,13.56897,45.95520,76
19885,12.73299,46.15488,255
19886,12.51822,41.98131,56
19887,14.40085,42.21009,316
19888,12.11444,45.39899,2
19889,10.89646,43.80341,62
19890,9.66345,45.88917,559
19891,12.74266,42.25588,307
19892,12.18140,43.94001,144
19893,9.54643,40.32824,127
19894,15.87737,38.37095,147
19895,10.85764,43.19059,446
19896,15.28249,38.18838,76
19897,14.58496,42.16616,151
19898,8.83360,45.56302,190
19899,10.56188,43.66824,6
19900,14.46007,40.74848,5
19901,11.57014,45.78998,799
19902,15.92642,38.62187,536
19903,11.38998,44.69240,15
19904,13.44660,42.01868,665
19905,10.53146,44.28167,960
19906,11.77698,45.98189,345
19907,10.61509,43.20311,42
19908,10.84812,44.43012,535
19909,14.59093,42.20417,25
19910,12.76963,46.52262,762
19911,11.44030,45.26793,15
19912,15.19864,37.13124,50
19913,7.87353,45.72385,1109
19914,12.01995,45.30943,2
19915,12.99564,42.55781,929
19916,11.33192,44.52864,36
19917,12.80029,46.29417,351
19918,12.50308,44.02287,88
19919,11.25269,44.51981,47
19920,12.68347,46.12882,268
19921,8.43186,45.80861,484
19922,13.42981,41.99544,689
19923,14.45141,37.09775,115
19924,10.38046,44.80096,41
19925,11.75556,44.26318,59
19926,10.84898,43.22062,498
19927,13.11925,41.40443,1
19928,14.41068,41.84860,811
19929,11.77068,44.06624,559
19930,11.76825,44.08868,471
19931,7.71000,45.10266,216
19932,10.89669,43.80362,62
19933,14.71072,42.11046,124
19934,14.74553,41.55954,520
19935,8.78338,45.28987,110
19936,15.80695,40.62911,662
19937,10.71594,45.56908,240
19938,7.07519,45.76596,1660
19939,16.02401,40.07447,525
19940,12.35591,41.91429,40
19941,8.17178,45.69249,484
19942,12.61382,45.84116,9
19943,12.78610,42.08384,326
19944,14.69690,42.15437,52
19945,12.74000,42.01961,293
19946,11.70042,44.11407,521
19947,10.54873,42.96360,2
19948,13.09834,45.84511,5
19949,9.85448,46.26523,994
19950,12.67715,45.86999,10
19951,14.38467,42.02036,649
19952,14.38299,42.29252,133
19953,12.49471,45.78787,6
19954,14.57302,41.80256,286
19955,15.69865,41.08051,179
19956,10.08176,45.93169,1227
19957,11.99235,45.34998,2
19958,15.78165,39.82451,88
19959,11.01541,43.15164,615
19960,10.55413,43.30590,32
19961,9.17845,44.54783,867
19962,10.63448,43.54637,60
19963,15.92869,38.40188,70
19964,11.01852,44.34162,815
19965,12.06431,45.41689,6
19966,13.59651,43.37167,28
19967,9.81957,45.61074,176
19968,10.25935,42.77432,74
19969,7.65107,44.66175,306
19970,10.88661,43.23149,432
19971,10.82728,43.13954,258
19972,12.48356,41.66170,81
19973,9.02914,44.42009,281
19974,9.57435,45.69926,243
19975,13.87307,42.49679,405
19976,9.02725,45.03835,75
19977,14.27665,42.34259,133
19978,14.38893,42.19411,366
19979,11.89478,44.82651,-2
19980,10.31542,43.58234,8
19981,10.76211,43.19266,413
19982,10.97643,44.26501,825
19983,10.57611,46.67398,982
19984,10.58331,43.64436,9
19985,13.91943,42.62079,58
19986,16.03126,39.65683,330
19987,10.80065,44.30803,550
19988,13.26253,46.05430,102
19989,10.53818,43.32179,8
19990,8.75068,46.06686,817
19991,8.32166,46.22798,573
19992,12.12475,45.23265,0
19993,12.45480,42.00938,85
19994,13.82660,42.88271,18
19995,14.60470,42.15315,142
19996,14.02229,38.02990,106
19997,14.37216,41.02028,40
19998,7.48533,45.73778,507
19999,14.25650,40.97435,30
20000,14.67351,41.63882,744
20001,14.68172,36.76898,76
20002,8.37741,45.79193,384
20003,12.52165,43.98496,57
20004,11.52612,45.20360,10
20005,10.55122,45.16998,32
20006,13.20915,46.42525,579
20007,13.37651,46.03564,98
20008,12.59474,46.08048,178
20009,8.73285,45.26268,107
20010,13.43769,46.14884,250
20011,11.60267,44.88565,4
20012,11.78783,44.21885,101
20013,9.42686,44.26335,14
20014,9.40053,45.43778,100
20015,13.79369,42.64967,315
20016,12.76720,42.10684,207
20017,15.20406,37.11799,80
20018,11.54920,44.11041,457
20019,12.25320,43.38680,268
20020,17.09721,39.07178,23
20021,12.86601,45.63412,-1
20022,15.03067,40.46470,31
20023,10.45972,45.59892,222
20024,13.32796,42.29778,933
20025,8.20441,44.38212,410
20026,8.46578,39.12821,4
20027,12.67764,42.56044,202
20028,10.58186,44.36246,407
20029,11.84670,46.68638,1471
20030,11.13700,43.84506,46
20031,8.03781,44.88346,270
20032,10.76379,45.55206,373
20033,11.50346,46.99806,1367
20034,10.82729,45.15211,27
20035,11.95136,43.89264,696
20036,10.53990,43.67603,5
20037,13.14632,46.08783,127
20038,10.53774,45.20598,32
20039,12.68200,46.51191,1095
20040,15.90714,40.16890,1100
20041,9.17140,45.61063,191
20042,15.40069,40.87935,374
20043,10.41380,43.73417,0
20044,9.81994,45.67007,228
20045,9.83063,44.07413,-2
20046,14.19604,37.09955,13
20047,13.22780,45.94162,37
20048,10.53139,43.33275,8
20049,11.81932,44.14160,466
20050,12.81144,45.58911,-2
20051,14.28357,40.86489,22
20052,10.59568,43.66348,9
20053,12.39624,44.46179,0
20054,13.90239,42.69333,128
20055,9.00368,45.77776,342
20056,10.77051,44.24524,744
20057,13.75254,45.59677,123
20058,10.06218,45.45150,95
20059,11.33540,45.19956,9
20060,15.83449,39.67957,104
20061,15.91683,40.68808,1027
20062,14.77716,37.67240,285
20063,9.72216,45.20492,60
20064,12.89166,46.24752,564
20065,8.96329,45.54435,171
20066,13.76793,42.48656,692
20067,10.34186,43.58709,3
20068,11.30331,44.51358,44
20069,12.11283,45.39994,2
20070,9.66998,45.94100,541
20071,12.36138,45.41328,0
20072,10.73005,44.42856,706
20073,15.01088,41.92278,119
20074,10.86056,43.86898,267
20075,13.03137,41.26576,8
20076,12.09287,44.27172,14
20077,12.73922,38.09451,89
20078,15.64155,40.84882,468
20079,10.33360,44.50729,361
20080,10.87474,43.42571,147
20081,14.50670,41.47620,501
20082,10.03866,44.63598,233
20083,13.92496,42.73040,57
20084,9.20773,45.44067,111
20085,16.11956,40.88373,382
20086,9.01690,45.52719,157
20087,14.63983,42.16352,19
20088,10.27423,45.95257,316
20089,11.01092,44.30646,734
20090,14.86678,37.14774,648
20091,10.56984,43.42569,248
20092,12.44503,44.93925,-5
20093,9.24840,45.27819,84
20094,12.18522,42.98175,256
20095,12.67338,45.79723,8
20096,13.78645,42.01661,762
20097,11.16844,44.21535,360
20098,12.11294,43.85060,511
20099,7.93549,45.23411,204
20100,15.51750,38.13056,61
20101,10.44498,43.51064,144
20102,11.20293,43.79599,40
20103,13.06390,46.17902,161
20104,10.74989,44.57761,107
20105,15.71505,40.73949,782
20106,13.92266,42.29948,377
20107,10.71919,43.23210,108
20108,12.11393,44.45756,-1
20109,11.90034,44.00077,452
20110,8.69766,45.93304,643
20111,16.28377,40.15754,507
20112,14.15012,41.17155,47
20113,12.50544,45.92557,20
20114,10.59832,43.01738,10
20115,14.59951,42.13082,184
20116,16.85314,41.05169,81
20117,8.26767,45.63064,314
20118,11.32138,43.87036,517
20119,11.54841,44.16135,557
20120,14.32659,41.83568,1047
20121,12.97236,41.75032,211
20122,14.76705,41.15590,170
20123,10.59661,43.36331,197
20124,13.31731,46.05529,88
20125,11.78233,44.15079,308
20126,12.49810,41.63341,50
20127,12.49663,45.78173,11
20128,10.63408,44.24020,1014
20129,12.87134,41.44389,14
20130,7.53638,44.39499,498
20131,14.33906,41.96335,630
20132,13.86318,42.50470,508
20133,14.75607,36.73265,67
20134,10.34204,43.58780,2
20135,14.92100,37.41274,25
20136,17.04615,40.92798,229
20137,9.38782,45.81862,310
20138,16.85183,40.66777,309
20139,12.55973,41.80648,89
20140,11.04227,44.52338,70
20141,9.04996,40.14179,157
20142,10.62736,43.55476,44
20143,13.94000,42.68524,116
20144,8.75258,45.75847,303
20145,10.44968,43.35591,2
20146,10.60333,43.41388,665
20147,14.57554,41.79419,332
20148,8.80448,45.48495,135
20149,14.85929,41.61301,824
20150,16.49514,38.68326,202
20151,13.07665,46.46513,666
20152,13.91455,42.67129,198
20153,13.20424,45.92731,32
20154,14.29462,41.00140,19
20155,16.10539,40.76468,264
20156,12.75075,45.97182,27
20157,11.13828,45.05953,19
20158,14.78762,37.50899,90
20159,18.14254,40.04649,140
20160,14.19376,40.88031,295
20161,15.99752,38.47679,35
20162,14.09219,41.89348,1260
20163,12.87996,45.86345,16
20164,13.41525,42.33135,598
20165,13.37470,43.64236,1
20166,16.06112,38.14310,120
20167,16.59755,40.66052,441
20168,13.93114,42.68258,192
20169,10.93443,44.06982,865
20170,7.43699,44.61749,352
20171,7.30296,44.90474,563
20172,9.23158,46.01641,356
20173,12.84538,43.90090,22
20174,13.31081,46.04448,88
20175,15.67506,41.08474,178
20176,14.70758,40.71139,187
20177,12.14000,44.42906,0
20178,10.80376,43.20359,308
20179,12.95831,41.48578,10
20180,11.14971,43.76290,38
20181,11.31721,46.47907,243
20182,16.52806,40.28253,57
20183,10.36967,44.76610,63
20184,8.43712,46.38465,1924
20185,14.38697,40.61712,156
20186,9.23478,45.73577,248
20187,9.05971,45.46885,129
20188,13.99492,42.70350,2
20189,12.32955,42.90939,197
20190,14.79539,36.83397,422
20191,11.03399,45.39335,50
20192,13.98987,42.65108,34
20193,10.10306,44.08101,121
20194,11.26387,44.53974,36
20195,13.91910,42.29568,411
20196,10.67031,43.06416,33
20197,16.49332,40.24637,149
20198,15.18213,37.18025,25
20199,13.81019,45.60742,10
20200,9.26399,40.09386,983
20201,12.48156,44.95670,2
20202,14.38588,41.82445,798
20203,10.32197,44.60867,298
20204,10.51559,43.80683,25
20205,11.66781,44.09944,336
20206,10.59020,43.19256,16
20207,10.62936,43.46479,359
20208,8.48487,40.76860,80
20209,9.04836,39.15693,0
20210,11.39246,44.11991,413
20211,10.59131,43.21865,28
20212,12.65669,45.61791,-3
20213,17.10749,39.22519,11
20214,14.71950,37.88965,1015
20215,16.53829,38.44667,88
20216,9.17352,45.07459,63
20217,13.79005,44.06405,0
20218,10.73094,43.08400,55
20219,14.70757,36.73046,70
20220,15.63675,41.42567,55
20221,12.89119,41.47934,15
20222,12.64619,45.97914,50
20223,13.92178,42.71716,56
20224,11.33211,44.52092,38
20225,14.08546,41.29442,179
20226,10.88746,45.90281,82
20227,13.58464,46.48783,751
20228,12.85350,38.04235,131
20229,10.71995,43.81096,21
