zone,lat,lon,time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration
IT-North,45.46,9.19,2016-07-29,1,28.4,19.5,24.6,31.6,21.4,27.4,0.0,0.0,0.0,0.0,6.6,17.3,61,20.19,4.06,49909.9
IT-North,45.46,9.19,2016-07-30,2,29.8,20.5,25.3,33.0,22.9,28.4,0.0,0.0,0.0,0.0,9.8,19.4,269,22.63,4.59,48176.33
IT-North,45.46,9.19,2016-07-31,63,26.3,20.7,22.9,29.5,23.6,25.9,8.3,8.3,0.0,6.0,8.6,27.0,325,14.34,2.85,31505.35
IT-North,45.46,9.19,2016-08-01,51,28.0,18.8,23.0,31.2,20.8,25.4,0.4,0.4,0.0,3.0,11.3,40.0,99,22.91,4.52,50433.74
IT-North,45.46,9.19,2016-08-02,3,26.7,19.5,23.1,28.9,20.5,24.8,0.0,0.0,0.0,0.0,9.4,21.6,58,19.31,3.86,48603.37
IT-North,45.46,9.19,2016-08-03,3,29.1,18.0,24.1,31.7,20.3,26.5,0.0,0.0,0.0,0.0,6.5,20.5,50,21.65,4.35,49485.78
IT-North,45.46,9.19,2016-08-04,61,30.0,19.7,24.8,32.7,21.9,27.4,4.3,4.3,0.0,3.0,8.9,31.7,46,20.87,4.37,46578.78
IT-North,45.46,9.19,2016-08-05,63,23.7,19.9,21.6,24.8,17.4,21.6,18.1,18.1,0.0,7.0,23.1,49.3,348,18.42,4.12,36485.54
IT-North,45.46,9.19,2016-08-06,3,27.6,15.4,22.3,29.3,14.0,22.1,0.0,0.0,0.0,0.0,13.7,27.0,327,26.15,5.56,50026.17
IT-North,45.46,9.19,2016-08-07,2,28.2,17.0,22.7,30.3,16.4,23.5,0.0,0.0,0.0,0.0,8.4,16.9,32,24.66,4.92,48686.86
IT-North,45.46,9.19,2016-08-08,1,28.1,16.2,22.8,30.7,16.5,24.0,0.0,0.0,0.0,0.0,7.4,18.4,71,23.94,4.68,48405.97
IT-North,45.46,9.19,2016-08-09,61,28.0,17.9,22.4,31.0,18.9,24.1,9.1,9.1,0.0,8.0,10.0,27.4,338,18.98,3.86,35134.15
IT-North,45.46,9.19,2016-08-10,61,24.5,17.3,20.5,26.7,17.0,21.2,6.7,6.7,0.0,11.0,13.0,33.8,47,22.42,4.23,46918.44
IT-North,45.46,9.19,2016-08-11,53,23.1,13.9,18.7,23.2,13.3,18.4,1.3,1.3,0.0,4.0,12.2,22.3,65,23.94,4.37,47231.33
IT-North,45.46,9.19,2016-08-12,2,24.1,14.4,19.6,25.6,13.6,19.4,0.0,0.0,0.0,0.0,8.4,22.0,91,24.1,4.59,46815.21
IT-North,45.46,9.19,2016-08-13,1,26.3,15.3,21.0,27.7,15.4,22.1,0.0,0.0,0.0,0.0,7.6,19.1,73,23.1,4.33,47194.6
IT-North,45.46,9.19,2016-08-14,2,28.6,16.0,22.6,32.0,17.2,24.9,0.0,0.0,0.0,0.0,5.7,15.5,7,22.99,4.42,46882.37
IT-North,45.46,9.19,2016-08-15,3,28.4,19.7,24.1,32.0,22.2,27.0,0.0,0.0,0.0,0.0,7.0,17.6,335,20.38,4.09,43923.02
IT-North,45.46,9.19,2016-08-16,55,28.2,18.8,23.5,31.7,20.8,26.2,1.4,1.4,0.0,3.0,9.5,22.3,288,20.47,4.02,42279.08
IT-North,45.46,9.19,2016-08-17,51,29.1,17.8,23.4,31.4,19.5,25.5,0.2,0.2,0.0,1.0,9.2,25.2,256,22.28,4.44,45162.18
IT-North,45.46,9.19,2016-08-18,63,26.3,18.2,21.6,29.7,19.5,23.8,7.4,7.4,0.0,7.0,8.3,24.5,120,17.08,3.24,33756.28
IT-North,45.46,9.19,2016-08-19,53,25.5,18.1,22.0,29.2,19.9,24.6,1.7,1.7,0.0,8.0,7.2,20.2,77,17.13,3.25,44667.09
IT-North,45.46,9.19,2016-08-20,63,24.9,20.0,22.3,28.1,22.2,25.1,21.9,21.9,0.0,16.0,9.6,29.5,70,9.83,2.03,26298.17
IT-North,45.46,9.19,2016-08-21,61,27.9,18.3,22.7,30.0,20.8,24.8,2.1,2.1,0.0,3.0,8.9,24.1,311,21.36,4.15,46800.0
IT-North,45.46,9.19,2016-08-22,51,25.7,15.5,21.2,27.6,15.2,21.6,0.1,0.1,0.0,1.0,9.7,28.8,48,23.32,4.52,46800.0
IT-North,45.46,9.19,2016-08-23,1,27.0,14.7,21.3,28.6,15.0,22.1,0.0,0.0,0.0,0.0,7.4,23.0,67,23.13,4.52,46800.0
IT-North,45.46,9.19,2016-08-24,0,27.6,16.2,22.5,29.7,16.7,23.5,0.0,0.0,0.0,0.0,7.9,21.6,70,22.33,4.5,46800.0
IT-North,45.46,9.19,2016-08-25,0,27.8,16.9,23.1,30.6,17.9,24.6,0.0,0.0,0.0,0.0,9.5,20.2,88,22.09,4.51,46800.0
IT-North,45.46,9.19,2016-08-26,0,27.7,18.8,23.5,29.6,20.4,25.1,0.0,0.0,0.0,0.0,9.1,22.3,94,20.21,4.19,46800.0
IT-North,45.46,9.19,2016-08-27,0,29.1,17.1,23.5,31.4,18.6,25.2,0.0,0.0,0.0,0.0,7.9,16.6,93,21.17,4.3,46800.0
IT-North,45.46,9.19,2016-08-28,2,30.7,18.0,24.5,33.0,19.8,26.7,0.0,0.0,0.0,0.0,7.7,17.3,260,22.02,4.38,46800.0
IT-North,45.46,9.19,2016-08-29,61,29.8,20.2,24.7,32.6,22.0,26.9,2.4,2.4,0.0,2.0,8.0,17.6,288,20.31,4.22,43642.88
IT-North,45.46,9.19,2016-08-30,63,24.2,18.8,21.5,26.6,21.0,23.6,26.9,26.9,0.0,15.0,11.7,29.5,28,10.04,2.05,19325.79
IT-North,45.46,9.19,2016-08-31,2,26.9,18.7,23.0,29.4,20.8,25.2,0.0,0.0,0.0,0.0,6.0,22.7,350,19.66,3.69,46645.19
IT-North,45.46,9.19,2016-09-01,2,28.1,16.2,22.7,30.7,17.5,24.8,0.0,0.0,0.0,0.0,8.1,17.6,88,19.98,3.9,46498.01
IT-North,45.46,9.19,2016-09-02,51,28.3,18.6,23.4,30.8,20.2,25.7,0.2,0.2,0.0,1.0,9.7,16.6,50,18.84,3.7,46421.23
IT-North,45.46,9.19,2016-09-03,51,28.3,18.7,23.7,31.4,20.9,26.5,0.6,0.6,0.0,2.0,6.3,16.2,33,17.6,3.48,43626.86
IT-North,45.46,9.19,2016-09-04,3,28.1,18.6,23.7,31.0,21.0,26.7,0.0,0.0,0.0,0.0,7.3,18.4,314,15.6,3.11,34478.6
IT-North,45.46,9.19,2016-09-05,3,25.8,20.7,23.1,25.6,18.9,22.9,0.0,0.0,0.0,0.0,17.2,33.1,331,13.26,3.81,43771.58
IT-North,45.46,9.19,2016-09-06,1,27.1,16.7,21.8,27.1,15.5,20.8,0.0,0.0,0.0,0.0,28.8,59.4,53,21.05,4.78,45969.71
IT-North,45.46,9.19,2016-09-07,1,26.4,17.2,21.5,27.5,17.6,21.9,0.0,0.0,0.0,0.0,11.9,24.8,349,18.48,3.66,45489.14
IT-North,45.46,9.19,2016-09-08,3,27.0,18.5,22.6,28.9,19.4,23.7,0.0,0.0,0.0,0.0,7.5,17.6,35,18.21,3.63,44885.32
IT-North,45.46,9.19,2016-09-09,2,29.0,16.4,22.8,30.9,17.7,24.3,0.0,0.0,0.0,0.0,7.0,17.6,31,18.63,3.72,44610.98
IT-North,45.46,9.19,2016-09-10,3,29.1,17.7,23.3,30.7,18.9,24.9,0.0,0.0,0.0,0.0,8.7,16.6,51,18.5,3.71,40058.96
IT-North,45.46,9.19,2016-09-11,3,29.1,17.6,23.4,31.5,18.8,25.0,0.0,0.0,0.0,0.0,8.1,22.7,48,18.35,3.83,41532.04
IT-North,45.46,9.19,2016-09-12,3,29.1,18.5,23.6,30.7,19.7,25.1,0.0,0.0,0.0,0.0,9.2,20.9,13,18.09,3.65,43006.62
IT-North,45.46,9.19,2016-09-13,51,28.4,18.0,23.0,30.5,19.8,24.6,0.4,0.4,0.0,1.0,8.8,19.4,349,18.0,3.55,43254.42
IT-North,45.46,9.19,2016-09-14,3,28.2,17.8,22.9,29.3,19.2,24.3,0.0,0.0,0.0,0.0,8.3,17.6,268,16.69,3.31,42911.33
IT-North,45.46,9.19,2016-09-15,63,23.3,18.5,20.3,24.7,19.8,21.7,11.0,11.0,0.0,11.0,14.5,36.0,72,9.04,1.77,24481.39
IT-North,45.46,9.19,2016-09-16,63,23.3,15.3,18.8,24.0,16.0,20.1,13.8,13.8,0.0,9.0,7.1,20.2,27,12.0,2.2,32812.86
IT-North,45.46,9.19,2016-09-17,53,23.9,12.8,18.5,25.1,12.2,18.8,1.3,1.3,0.0,4.0,10.0,20.5,301,17.26,3.16,40085.82
IT-North,45.46,9.19,2016-09-18,61,21.4,13.9,17.5,22.5,14.4,18.1,10.7,10.7,0.0,10.0,7.4,20.2,249,14.69,2.54,37786.4
IT-North,45.46,9.19,2016-09-19,3,25.3,13.8,19.3,25.3,13.5,19.2,0.0,0.0,0.0,0.0,9.8,25.9,294,18.19,3.37,40444.56
IT-North,45.46,9.19,2016-09-20,51,23.9,14.0,19.0,23.7,12.2,18.2,0.6,0.6,0.0,2.0,10.0,19.1,7,15.86,3.27,40481.43
IT-North,45.46,9.19,2016-09-21,63,18.3,14.3,16.3,18.1,14.1,16.4,18.8,18.8,0.0,17.0,11.8,29.5,85,8.86,1.55,33100.59
IT-North,45.46,9.19,2016-09-22,2,20.9,14.6,17.3,20.7,14.6,17.3,0.0,0.0,0.0,0.0,6.8,20.2,86,12.19,2.24,38357.56
IT-North,45.46,9.19,2016-09-23,3,20.9,14.5,17.3,21.3,14.2,17.4,0.0,0.0,0.0,0.0,7.3,13.3,79,10.78,1.95,40265.74
IT-North,45.46,9.19,2016-09-24,2,22.0,14.3,17.6,22.2,14.0,17.6,0.0,0.0,0.0,0.0,7.8,17.6,73,15.45,2.7,40631.38
IT-North,45.46,9.19,2016-09-25,0,22.9,10.8,17.2,23.0,10.3,17.3,0.0,0.0,0.0,0.0,6.1,16.2,328,16.31,2.78,40997.5
IT-North,45.46,9.19,2016-09-26,1,23.0,10.9,17.2,23.4,10.6,17.2,0.0,0.0,0.0,0.0,9.2,20.5,78,16.05,2.89,41036.04
IT-North,45.46,9.19,2016-09-27,3,23.2,11.9,17.5,23.3,11.2,17.4,0.0,0.0,0.0,0.0,7.1,15.5,63,15.59,2.8,39600.0
IT-North,45.46,9.19,2016-09-28,3,23.3,12.2,17.7,24.2,11.7,18.0,0.0,0.0,0.0,0.0,6.5,17.3,34,15.72,2.71,40785.32
IT-North,45.46,9.19,2016-09-29,3,23.6,12.5,17.9,24.6,12.3,18.5,0.0,0.0,0.0,0.0,7.2,14.4,25,15.16,2.65,40166.81
IT-North,45.46,9.19,2016-09-30,2,22.4,14.5,18.2,22.5,15.0,18.6,0.0,0.0,0.0,0.0,6.9,16.9,247,11.82,2.13,40066.84
IT-North,45.46,9.19,2016-10-01,53,21.4,12.6,16.9,21.6,12.4,17.1,1.7,1.7,0.0,6.0,9.0,21.6,72,8.77,1.68,23639.48
IT-North,45.46,9.19,2016-10-02,51,21.1,14.8,17.6,21.8,14.9,18.2,1.2,1.2,0.0,5.0,5.9,15.8,348,10.42,1.81,34626.35
IT-North,45.46,9.19,2016-10-03,1,20.9,11.7,15.8,20.2,9.0,14.7,0.0,0.0,0.0,0.0,11.4,25.9,34,15.26,2.74,40001.04
IT-North,45.46,9.19,2016-10-04,1,21.0,8.6,14.8,19.1,6.9,13.4,0.0,0.0,0.0,0.0,8.9,19.4,331,14.68,2.59,39598.17
IT-North,45.46,9.19,2016-10-05,2,19.7,8.4,14.1,18.7,6.7,12.2,0.0,0.0,0.0,0.0,22.0,49.0,94,14.6,2.73,38941.8
IT-North,45.46,9.19,2016-10-06,3,15.5,10.9,12.7,13.3,7.9,10.3,0.0,0.0,0.0,0.0,20.8,43.9,87,9.97,2.06,31801.99
IT-North,45.46,9.19,2016-10-07,3,17.3,8.5,12.7,15.9,6.7,10.9,0.0,0.0,0.0,0.0,7.5,15.1,12,13.34,2.11,38827.23
IT-North,45.46,9.19,2016-10-08,3,15.8,10.6,12.8,14.3,8.6,11.3,0.0,0.0,0.0,0.0,9.2,19.4,85,6.04,1.25,15740.68
IT-North,45.46,9.19,2016-10-09,53,13.6,9.9,11.5,11.3,8.0,9.8,7.5,7.5,0.0,18.0,13.3,29.5,72,4.58,0.95,15067.23
IT-North,45.46,9.19,2016-10-10,61,14.6,8.3,10.8,12.7,5.9,8.6,12.1,12.1,0.0,10.0,14.2,30.2,22,10.62,1.65,31261.88
IT-North,45.46,9.19,2016-10-11,53,13.1,7.3,9.6,11.3,5.0,7.5,2.9,2.9,0.0,8.0,7.4,24.1,21,8.98,1.31,29053.14
IT-North,45.46,9.19,2016-10-12,3,15.0,4.2,9.3,12.8,1.8,7.2,0.0,0.0,0.0,0.0,6.3,15.5,316,14.04,1.95,36881.83
IT-North,45.46,9.19,2016-10-13,61,11.8,7.5,9.4,10.2,5.0,7.4,6.1,6.1,0.0,12.0,11.3,22.0,22,4.02,0.79,0.0
IT-North,45.46,9.19,2016-10-14,63,13.5,9.1,11.1,13.3,6.7,9.9,55.1,55.1,0.0,21.0,19.6,46.8,41,0.99,0.39,0.0
IT-North,45.46,9.19,2016-10-15,61,16.1,9.9,12.8,15.9,9.1,12.5,9.8,9.8,0.0,7.0,7.8,37.1,274,4.86,0.84,12705.53
IT-North,45.46,9.19,2016-10-16,3,18.5,8.2,12.8,18.8,6.8,12.3,0.0,0.0,0.0,0.0,7.3,19.4,278,11.08,1.63,30664.32
IT-North,45.46,9.19,2016-10-17,51,17.6,10.3,13.7,18.1,9.8,13.9,0.1,0.1,0.0,1.0,5.2,14.8,9,6.61,1.11,14290.58
IT-North,45.46,9.19,2016-10-18,3,17.8,9.1,12.7,17.1,8.2,12.2,0.0,0.0,0.0,0.0,7.9,18.4,253,9.81,1.49,29903.38
IT-North,45.46,9.19,2016-10-19,55,15.4,9.2,12.1,15.6,7.7,11.6,5.8,5.8,0.0,13.0,8.5,19.1,64,5.59,0.87,30142.15
IT-North,45.46,9.19,2016-10-20,53,13.9,8.5,11.2,13.2,8.0,10.3,2.0,2.0,0.0,8.0,14.5,26.6,91,6.95,0.98,35882.1
IT-North,45.46,9.19,2016-10-21,2,15.2,6.2,10.4,14.2,4.8,9.0,0.0,0.0,0.0,0.0,7.6,15.5,72,11.81,1.62,36017.22
IT-North,45.46,9.19,2016-10-22,51,13.0,6.6,9.7,11.8,4.7,8.1,0.3,0.3,0.0,3.0,8.0,19.8,57,5.69,0.9,32350.68
IT-North,45.46,9.19,2016-10-23,53,11.1,8.8,10.1,10.3,7.2,9.0,4.8,4.8,0.0,14.0,6.1,10.1,19,1.16,0.37,0.0
IT-North,45.46,9.19,2016-10-24,51,13.3,10.6,11.7,13.1,9.7,11.2,3.0,3.0,0.0,14.0,5.7,10.1,266,2.06,0.48,0.0
IT-North,45.46,9.19,2016-10-25,53,14.2,11.8,12.7,14.6,11.8,12.9,6.9,6.9,0.0,16.0,5.5,18.7,248,1.89,0.43,478.45
IT-North,45.46,9.19,2016-10-26,53,17.0,10.8,13.4,17.7,10.4,13.6,2.4,2.4,0.0,8.0,6.8,18.0,325,4.88,0.83,10472.16
IT-North,45.46,9.19,2016-10-27,3,17.6,9.0,12.9,16.9,8.5,12.3,0.0,0.0,0.0,0.0,7.6,19.1,66,10.02,1.52,35929.18
IT-North,45.46,9.19,2016-10-28,2,15.7,9.5,12.7,15.0,8.2,11.7,0.0,0.0,0.0,0.0,9.0,21.6,60,8.32,1.24,35844.71
IT-North,45.46,9.19,2016-10-29,3,16.9,6.5,11.1,16.3,4.9,10.2,0.0,0.0,0.0,0.0,6.8,18.7,272,9.69,1.37,31396.69
IT-North,45.46,9.19,2016-10-30,3,16.7,5.6,11.7,16.6,3.9,11.0,0.0,0.0,0.0,0.0,5.2,18.0,27,9.69,1.34,31683.93
IT-North,45.46,9.19,2016-10-31,3,15.0,6.8,10.9,14.5,5.5,10.1,0.0,0.0,0.0,0.0,6.2,15.8,8,5.66,0.87,20004.55
IT-North,45.46,9.19,2016-11-01,3,15.2,9.0,11.7,14.5,7.8,10.9,0.0,0.0,0.0,0.0,6.8,12.6,303,7.74,1.13,33719.17
IT-North,45.46,9.19,2016-11-02,3,15.6,7.4,11.0,15.4,5.9,10.1,0.0,0.0,0.0,0.0,7.6,15.5,341,7.42,1.1,28265.81
IT-North,45.46,9.19,2016-11-03,53,14.5,5.7,9.9,13.0,4.2,8.3,2.0,2.0,0.0,5.0,11.1,28.4,78,6.91,1.07,34904.32
IT-North,45.46,9.19,2016-11-04,3,11.7,8.5,9.8,9.9,6.7,8.1,0.0,0.0,0.0,0.0,8.4,18.4,60,4.39,0.75,28997.1
IT-North,45.46,9.19,2016-11-05,63,10.5,9.5,9.9,9.9,7.4,8.7,24.5,24.5,0.0,20.0,10.4,20.9,23,0.71,0.28,0.0
IT-North,45.46,9.19,2016-11-06,53,12.3,6.7,9.9,11.2,3.1,8.6,3.7,3.7,0.0,13.0,13.0,26.6,299,2.9,0.58,10913.15
IT-North,45.46,9.19,2016-11-07,1,11.9,1.3,6.7,9.6,-2.0,3.9,0.0,0.0,0.0,0.0,12.1,27.0,331,9.62,1.26,34803.11
IT-North,45.46,9.19,2016-11-08,53,10.1,2.0,5.5,8.6,-0.8,3.2,3.2,3.2,0.0,8.0,7.6,13.7,352,7.88,0.93,34540.97
IT-North,45.46,9.19,2016-11-09,3,8.6,1.2,4.8,6.0,-2.1,2.3,0.0,0.0,0.0,0.0,8.0,17.6,31,5.63,0.69,17376.07
IT-North,45.46,9.19,2016-11-10,3,10.2,-0.4,4.7,8.4,-3.3,2.2,0.0,0.0,0.0,0.0,7.5,15.8,325,8.92,1.02,34133.36
IT-North,45.46,9.19,2016-11-11,51,10.4,1.7,5.4,7.4,-1.1,2.4,0.6,0.6,0.0,4.0,13.8,27.0,316,6.99,1.05,31920.84
IT-North,45.46,9.19,2016-11-12,2,12.0,2.3,6.7,8.8,-1.2,3.1,0.0,0.0,0.0,0.0,14.5,28.8,298,9.34,1.65,34031.43
IT-North,45.46,9.19,2016-11-13,3,11.4,1.8,6.0,8.6,-1.4,3.3,0.0,0.0,0.0,0.0,9.6,17.3,53,6.92,0.96,24587.75
IT-North,45.46,9.19,2016-11-14,3,8.3,4.1,6.3,6.1,1.5,4.0,0.0,0.0,0.0,0.0,8.1,15.8,75,3.65,0.55,15752.35
IT-North,45.46,9.19,2016-11-15,2,7.7,3.1,4.9,5.6,0.4,2.4,0.0,0.0,0.0,0.0,7.3,19.1,97,6.2,0.71,32192.96
IT-North,45.46,9.19,2016-11-16,3,9.7,1.5,5.2,7.2,-0.9,2.9,0.0,0.0,0.0,0.0,8.0,13.3,144,6.8,0.83,26867.18
IT-North,45.46,9.19,2016-11-17,3,9.2,1.4,5.3,7.4,-1.3,3.2,0.0,0.0,0.0,0.0,6.2,11.5,65,5.19,0.64,25995.59
IT-North,45.46,9.19,2016-11-18,51,8.3,6.2,7.3,7.4,4.7,6.0,2.3,2.3,0.0,10.0,5.6,9.7,142,1.95,0.34,2759.23
IT-North,45.46,9.19,2016-11-19,61,9.7,6.2,8.1,8.9,4.4,6.9,11.7,11.7,0.0,16.0,6.8,13.0,345,1.53,0.31,598.84
IT-North,45.46,9.19,2016-11-20,51,11.1,6.3,8.3,10.0,4.6,6.8,1.0,1.0,0.0,5.0,7.0,12.6,57,3.03,0.47,4736.08
IT-North,45.46,9.19,2016-11-21,55,11.9,8.7,10.2,10.5,6.2,8.4,15.1,15.1,0.0,24.0,18.2,34.2,101,1.42,0.31,536.98
IT-North,45.46,9.19,2016-11-22,61,12.6,10.6,11.5,12.3,8.3,10.3,29.3,29.3,0.0,24.0,15.5,29.2,95,0.97,0.29,0.0
IT-North,45.46,9.19,2016-11-23,55,13.6,11.4,12.2,12.9,10.4,11.4,12.3,12.3,0.0,21.0,11.6,26.3,94,1.41,0.33,0.0
IT-North,45.46,9.19,2016-11-24,55,13.4,11.3,12.5,12.2,9.9,11.3,12.9,12.9,0.0,15.0,12.4,31.0,79,1.5,0.34,0.0
IT-North,45.46,9.19,2016-11-25,61,12.9,10.2,12.1,12.4,9.7,10.9,14.8,14.8,0.0,22.0,15.9,32.8,69,1.36,0.4,0.0
IT-North,45.46,9.19,2016-11-26,63,13.7,6.4,10.4,12.9,4.7,9.4,12.8,12.8,0.0,9.0,8.7,17.6,288,4.13,0.59,16252.05
IT-North,45.46,9.19,2016-11-27,3,12.1,4.4,7.3,10.8,2.3,5.6,0.0,0.0,0.0,0.0,6.9,16.6,301,5.72,0.68,25879.23
IT-North,45.46,9.19,2016-11-28,53,10.2,4.9,7.3,9.3,1.4,5.0,2.6,2.6,0.0,8.0,23.6,45.7,86,3.39,0.66,25984.01
IT-North,45.46,9.19,2016-11-29,3,6.5,0.1,4.2,1.9,-3.1,0.1,0.0,0.0,0.0,0.0,18.0,45.7,73,6.04,1.33,30451.38
IT-North,45.46,9.19,2016-11-30,0,7.3,-3.1,1.1,4.3,-6.8,-2.2,0.0,0.0,0.0,0.0,7.8,17.6,283,7.16,0.73,30471.82
IT-North,45.46,9.19,2016-12-01,2,11.8,-1.7,3.6,9.4,-5.4,0.6,0.0,0.0,0.0,0.0,9.2,20.9,274,6.82,0.82,30094.78
IT-North,45.46,9.19,2016-12-02,1,13.0,2.1,6.2,11.0,-1.4,3.4,0.0,0.0,0.0,0.0,12.6,29.5,280,7.04,0.86,30508.13
IT-North,45.46,9.19,2016-12-03,3,8.1,1.4,5.0,6.1,-1.3,2.8,0.0,0.0,0.0,0.0,6.6,16.2,31,1.67,0.35,1855.18
IT-North,45.46,9.19,2016-12-04,3,8.4,4.7,6.2,6.0,2.2,4.2,0.0,0.0,0.0,0.0,10.4,7.9,22,2.26,0.41,7621.45
IT-North,45.46,9.19,2016-12-05,3,9.8,3.1,6.6,8.2,0.9,4.7,0.0,0.0,0.0,0.0,7.8,11.9,3,4.08,0.52,28138.06
IT-North,45.46,9.19,2016-12-06,3,10.2,0.5,4.1,8.3,-2.2,1.8,0.0,0.0,0.0,0.0,7.3,14.8,291,6.47,0.71,30161.92
IT-North,45.46,9.19,2016-12-07,2,6.9,-0.8,2.6,4.6,-3.8,0.2,0.0,0.0,0.0,0.0,6.9,15.8,308,4.95,0.53,27870.46
IT-North,45.46,9.19,2016-12-08,3,7.7,-0.1,2.7,5.1,-3.2,0.0,0.0,0.0,0.0,0.0,6.9,15.8,261,5.55,0.57,25783.11
IT-North,45.46,9.19,2016-12-09,3,8.0,-0.9,2.4,5.7,-3.7,-0.2,0.0,0.0,0.0,0.0,5.9,16.9,253,5.5,0.57,28100.53
IT-North,45.46,9.19,2016-12-10,3,8.5,-0.0,3.0,6.7,-2.9,0.7,0.0,0.0,0.0,0.0,5.8,15.8,260,4.65,0.5,26408.31
IT-North,45.46,9.19,2016-12-11,3,9.8,1.2,4.3,8.1,-1.5,2.3,0.0,0.0,0.0,0.0,7.0,15.8,294,5.12,0.56,29594.55
IT-North,45.46,9.19,2016-12-12,3,9.3,0.5,4.8,7.5,-2.1,2.8,0.0,0.0,0.0,0.0,5.8,20.5,242,5.25,0.57,29752.43
IT-North,45.46,9.19,2016-12-13,2,8.2,-0.8,2.5,5.5,-3.5,-0.0,0.0,0.0,0.0,0.0,7.8,14.4,80,5.8,0.61,27624.06
IT-North,45.46,9.19,2016-12-14,3,5.8,-0.9,1.8,3.0,-3.9,-0.7,0.0,0.0,0.0,0.0,7.1,14.8,288,4.15,0.43,24474.96
IT-North,45.46,9.19,2016-12-15,3,6.3,-0.2,2.4,4.2,-3.0,-0.0,0.0,0.0,0.0,0.0,5.1,11.9,311,4.63,0.48,28603.49
IT-North,45.46,9.19,2016-12-16,3,6.1,0.1,2.4,3.9,-2.3,0.0,0.0,0.0,0.0,0.0,7.4,11.9,15,3.2,0.36,16454.6
IT-North,45.46,9.19,2016-12-17,3,5.1,-2.3,1.0,2.4,-5.4,-1.8,0.0,0.0,0.0,0.0,7.4,13.3,284,5.03,0.45,29042.03
IT-North,45.46,9.19,2016-12-18,3,4.8,-2.4,-0.1,2.0,-5.7,-3.2,0.0,0.0,0.0,0.0,7.1,16.9,253,5.75,0.51,29016.56
IT-North,45.46,9.19,2016-12-19,51,4.0,-1.8,1.0,0.7,-5.0,-2.2,0.6,0.6,0.0,4.0,9.5,17.3,1,2.42,0.32,6820.78
IT-North,45.46,9.19,2016-12-20,53,6.9,2.5,4.7,5.1,-1.0,2.0,4.5,4.5,0.0,15.0,9.6,16.2,346,1.03,0.28,0.0
IT-North,45.46,9.19,2016-12-21,51,10.2,3.0,6.4,8.4,0.4,4.5,0.1,0.1,0.0,1.0,7.4,16.2,282,3.7,0.47,18053.8
IT-North,45.46,9.19,2016-12-22,3,9.1,1.1,4.0,7.1,-1.5,1.7,0.0,0.0,0.0,0.0,6.3,18.4,264,5.36,0.56,28634.15
IT-North,45.46,9.19,2016-12-23,2,9.8,-0.1,3.4,8.0,-3.2,1.0,0.0,0.0,0.0,0.0,5.1,16.2,271,5.77,0.61,30101.21
IT-North,45.46,9.19,2016-12-24,3,9.8,-0.6,2.8,7.4,-3.7,-0.0,0.0,0.0,0.0,0.0,8.2,16.2,272,5.88,0.65,27786.26
IT-North,45.46,9.19,2016-12-25,3,12.2,0.7,5.0,10.8,-2.4,2.6,0.0,0.0,0.0,0.0,6.6,21.6,264,5.93,0.69,29610.68
IT-North,45.46,9.19,2016-12-26,3,12.8,1.6,5.5,10.9,-1.3,3.1,0.0,0.0,0.0,0.0,8.2,17.3,268,6.15,0.73,29978.95
IT-North,45.46,9.19,2016-12-27,0,14.2,2.8,7.3,10.9,-0.9,3.6,0.0,0.0,0.0,0.0,12.7,30.6,321,6.56,1.44,30755.94
IT-North,45.46,9.19,2016-12-28,2,11.2,0.9,4.9,8.6,-2.6,1.4,0.0,0.0,0.0,0.0,10.5,23.4,310,6.52,1.02,30804.78
IT-North,45.46,9.19,2016-12-29,2,6.8,-0.1,3.2,3.4,-3.8,-0.1,0.0,0.0,0.0,0.0,12.3,27.0,68,4.25,0.56,27902.29
IT-North,45.46,9.19,2016-12-30,3,5.3,-1.3,1.7,2.8,-4.1,-1.0,0.0,0.0,0.0,0.0,6.5,13.0,295,4.62,0.44,22998.58
IT-North,45.46,9.19,2016-12-31,3,5.9,-3.0,-0.0,3.0,-6.4,-3.0,0.0,0.0,0.0,0.0,6.1,15.8,253,6.26,0.56,30934.56
IT-North,45.46,9.19,2017-01-01,3,4.3,-3.7,-1.1,1.9,-7.2,-4.2,0.0,0.0,0.0,0.0,7.8,14.4,279,5.11,0.43,21134.6
IT-North,45.46,9.19,2017-01-02,3,6.5,-2.1,1.2,3.5,-5.9,-2.1,0.0,0.0,0.0,0.0,8.7,14.8,287,4.82,0.58,29209.51
IT-North,45.46,9.19,2017-01-03,3,8.6,-3.5,1.7,5.5,-7.4,-1.6,0.0,0.0,0.0,0.0,9.6,20.5,43,5.22,0.6,30576.58
IT-North,45.46,9.19,2017-01-04,2,8.4,-2.7,2.1,3.5,-6.5,-2.3,0.0,0.0,0.0,0.0,33.3,56.9,284,6.35,1.15,31033.64
IT-North,45.46,9.19,2017-01-05,1,8.4,-0.8,5.4,1.4,-6.1,-1.7,0.0,0.0,0.0,0.0,48.1,85.3,347,6.82,3.2,31239.79
