zone,lat,lon,time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration
IT-North,45.46,9.19,2015-01-01,1,4.6,-3.9,-0.5,1.6,-7.8,-3.9,0.0,0.0,0.0,0.0,7.7,16.6,274,6.34,0.58,30947.4
IT-North,45.46,9.19,2015-01-02,3,8.4,-3.3,1.0,5.9,-6.8,-2.1,0.0,0.0,0.0,0.0,7.2,18.7,269,6.32,0.64,28267.12
IT-North,45.46,9.19,2015-01-03,3,9.7,0.1,3.8,8.0,-3.5,1.3,0.0,0.0,0.0,0.0,9.0,21.2,271,5.74,0.61,30123.82
IT-North,45.46,9.19,2015-01-04,2,13.5,1.5,6.6,10.4,-1.5,2.7,0.0,0.0,0.0,0.0,18.9,38.5,339,6.24,1.62,31126.64
IT-North,45.46,9.19,2015-01-05,2,9.2,-1.1,3.6,6.3,-4.8,0.1,0.0,0.0,0.0,0.0,12.9,31.3,324,6.73,1.04,31196.31
IT-North,45.46,9.19,2015-01-06,1,8.5,-0.5,2.6,5.6,-4.1,-0.5,0.0,0.0,0.0,0.0,8.2,19.4,57,6.62,0.7,31270.69
IT-North,45.46,9.19,2015-01-07,2,6.8,-1.8,1.9,4.7,-5.1,-0.8,0.0,0.0,0.0,0.0,7.4,11.9,22,5.61,0.55,30739.12
IT-North,45.46,9.19,2015-01-08,3,6.7,-1.0,2.5,4.3,-4.4,-0.1,0.0,0.0,0.0,0.0,8.5,16.6,311,4.96,0.51,29578.73
IT-North,45.46,9.19,2015-01-09,3,9.2,-1.1,2.9,6.9,-4.4,0.1,0.0,0.0,0.0,0.0,12.8,22.7,278,5.24,0.58,30114.47
IT-North,45.46,9.19,2015-01-10,3,14.0,3.7,7.5,12.5,0.0,4.8,0.0,0.0,0.0,0.0,14.0,31.7,275,6.21,0.81,31611.88
IT-North,45.46,9.19,2015-01-11,2,13.2,1.8,7.0,9.7,-0.8,3.4,0.0,0.0,0.0,0.0,23.5,58.3,327,6.85,1.59,31707.26
IT-North,45.46,9.19,2015-01-12,1,11.2,-1.2,4.6,8.7,-4.9,1.3,0.0,0.0,0.0,0.0,13.6,24.1,325,7.14,1.03,31806.37
IT-North,45.46,9.19,2015-01-13,3,9.5,-0.8,4.2,8.0,-3.8,1.9,0.0,0.0,0.0,0.0,6.6,12.2,10,3.2,0.45,18352.9
IT-North,45.46,9.19,2015-01-14,3,9.0,2.0,5.9,7.5,-0.6,3.9,0.0,0.0,0.0,0.0,5.6,12.2,40,2.95,0.42,15862.34
IT-North,45.46,9.19,2015-01-15,51,7.5,0.3,4.0,5.1,-2.8,1.5,0.8,0.8,0.0,3.0,7.2,15.8,62,2.34,0.41,8194.05
IT-North,45.46,9.19,2015-01-16,63,8.4,5.7,6.9,4.9,3.2,4.0,20.7,20.7,0.0,24.0,21.9,45.7,98,1.29,0.31,0.0
IT-North,45.46,9.19,2015-01-17,63,9.4,4.1,7.5,7.8,2.0,5.5,25.5,25.5,0.0,24.0,18.4,46.4,99,3.45,0.46,18495.72
IT-North,45.46,9.19,2015-01-18,51,7.8,-1.7,3.6,6.0,-4.5,1.4,0.8,0.8,0.0,3.0,5.4,14.0,342,5.82,0.62,31973.4
IT-North,45.46,9.19,2015-01-19,3,6.7,-0.7,2.9,4.2,-3.8,0.3,0.0,0.0,0.0,0.0,6.5,14.8,310,4.99,0.58,22041.72
IT-North,45.46,9.19,2015-01-20,51,6.1,1.6,3.4,4.1,-1.2,0.7,0.7,0.7,0.0,4.0,7.9,15.8,37,2.51,0.38,6867.35
IT-North,45.46,9.19,2015-01-21,73,4.2,-1.3,1.9,1.5,-4.5,-1.0,13.9,13.4,0.35,15.0,9.3,17.3,9,1.05,0.25,0.0
IT-North,45.46,9.19,2015-01-22,61,6.1,2.3,4.2,4.2,-0.3,1.8,13.7,13.7,0.0,21.0,9.1,17.6,313,1.72,0.29,0.0
IT-North,45.46,9.19,2015-01-23,3,10.8,-1.9,2.9,7.8,-5.5,-0.3,0.0,0.0,0.0,0.0,10.1,24.8,310,7.73,0.95,32400.0
IT-North,45.46,9.19,2015-01-24,1,10.2,-1.6,3.3,7.2,-5.4,-0.4,0.0,0.0,0.0,0.0,15.1,27.4,323,8.4,1.25,32400.0
IT-North,45.46,9.19,2015-01-25,0,8.8,1.9,4.7,3.7,-3.4,-0.4,0.0,0.0,0.0,0.0,15.7,29.5,345,7.8,2.09,32400.0
IT-North,45.46,9.19,2015-01-26,3,7.6,-2.5,2.6,4.4,-6.8,-1.2,0.0,0.0,0.0,0.0,13.1,21.2,336,8.51,1.24,32400.0
IT-North,45.46,9.19,2015-01-27,3,9.0,-1.8,2.5,6.2,-5.3,-0.5,0.0,0.0,0.0,0.0,5.4,19.1,317,7.31,0.83,32400.0
IT-North,45.46,9.19,2015-01-28,3,8.0,-3.0,1.8,5.3,-7.0,-1.5,0.0,0.0,0.0,0.0,7.1,19.1,303,8.38,0.96,32400.0
IT-North,45.46,9.19,2015-01-29,71,5.2,-2.3,1.3,2.2,-6.3,-2.2,0.1,0.1,0.07,1.0,11.5,21.2,67,4.04,0.64,12673.27
IT-North,45.46,9.19,2015-01-30,73,7.7,0.5,2.6,2.7,-3.3,-1.3,4.3,1.1,2.24,8.0,19.9,43.6,280,8.19,1.05,27602.75
IT-North,45.46,9.19,2015-01-31,3,6.6,-3.6,1.3,3.2,-7.2,-2.2,0.0,0.0,0.0,0.0,9.6,25.9,38,8.97,1.02,32209.32
IT-North,45.46,9.19,2015-02-01,51,7.9,-3.4,1.4,4.2,-6.7,-2.1,0.3,0.3,0.0,2.0,10.9,22.3,292,9.66,1.1,32400.35
IT-North,45.46,9.19,2015-02-02,3,7.9,-3.2,1.3,4.0,-6.9,-2.5,0.0,0.0,0.0,0.0,11.7,22.7,283,9.71,1.21,32716.8
IT-North,45.46,9.19,2015-02-03,71,4.4,-3.6,0.2,1.4,-7.6,-3.2,1.4,0.9,0.35,7.0,8.9,23.4,54,4.77,0.56,12957.12
IT-North,45.46,9.19,2015-02-04,51,5.3,-0.3,2.2,2.9,-3.6,-0.9,0.6,0.6,0.0,4.0,10.4,21.2,324,4.44,0.61,4733.43
IT-North,45.46,9.19,2015-02-05,75,3.5,-0.0,1.1,0.9,-2.8,-1.5,30.1,7.5,15.82,24.0,9.1,32.8,114,1.22,0.21,0.0
IT-North,45.46,9.19,2015-02-06,75,2.1,-0.5,0.6,-0.1,-3.8,-2.1,24.2,9.7,10.15,24.0,7.6,22.3,269,3.96,0.41,0.0
IT-North,45.46,9.19,2015-02-07,71,5.6,0.4,2.5,2.7,-3.0,-0.4,1.9,1.7,0.14,9.0,9.1,15.8,308,5.78,0.66,18911.3
IT-North,45.46,9.19,2015-02-08,3,8.1,-3.2,1.6,3.2,-7.4,-2.8,0.0,0.0,0.0,0.0,20.9,40.0,328,10.05,1.45,33045.36
IT-North,45.46,9.19,2015-02-09,3,6.7,-1.0,1.8,3.0,-4.4,-1.8,0.0,0.0,0.0,0.0,8.0,21.6,285,10.97,1.24,33192.74
IT-North,45.46,9.19,2015-02-10,0,11.8,-1.4,4.9,9.1,-4.5,2.0,0.0,0.0,0.0,0.0,7.3,16.9,242,10.88,1.37,34165.65
IT-North,45.46,9.19,2015-02-11,0,11.0,-1.8,4.2,8.7,-5.1,1.7,0.0,0.0,0.0,0.0,7.3,20.2,272,10.95,1.17,34423.48
IT-North,45.46,9.19,2015-02-12,2,8.7,-2.2,2.7,6.4,-5.2,0.1,0.0,0.0,0.0,0.0,8.9,15.8,91,9.86,1.05,33901.27
IT-North,45.46,9.19,2015-02-13,51,6.9,1.1,4.0,4.5,-1.9,1.6,0.3,0.3,0.0,2.0,6.6,13.3,62,4.67,0.61,17971.9
IT-North,45.46,9.19,2015-02-14,71,4.8,2.5,4.0,2.1,-0.2,1.5,16.5,16.4,0.07,24.0,11.2,21.6,79,1.55,0.28,0.0
IT-North,45.46,9.19,2015-02-15,61,5.7,3.3,4.7,3.7,1.1,2.5,20.7,20.7,0.0,24.0,7.7,26.6,19,1.02,0.26,0.0
IT-North,45.46,9.19,2015-02-16,51,11.5,3.5,7.0,8.8,0.4,4.2,0.9,0.9,0.0,4.0,10.8,16.6,8,6.17,1.02,20711.7
IT-North,45.46,9.19,2015-02-17,3,12.5,2.6,7.0,10.7,-0.1,4.5,0.0,0.0,0.0,0.0,10.8,16.2,44,11.62,1.53,35673.31
IT-North,45.46,9.19,2015-02-18,2,9.3,2.5,5.2,6.8,-0.7,2.4,0.0,0.0,0.0,0.0,9.4,21.2,98,9.8,1.2,35708.82
IT-North,45.46,9.19,2015-02-19,3,10.2,-2.4,4.1,7.8,-5.5,1.6,0.0,0.0,0.0,0.0,6.1,15.8,269,11.96,1.37,35436.97
IT-North,45.46,9.19,2015-02-20,3,9.4,-2.4,3.5,7.0,-5.5,1.0,0.0,0.0,0.0,0.0,4.7,17.6,295,11.03,1.24,34345.42
IT-North,45.46,9.19,2015-02-21,71,6.3,3.1,4.5,2.8,-0.1,1.1,11.2,10.9,0.21,16.0,17.7,39.6,90,4.16,0.5,3431.16
IT-North,45.46,9.19,2015-02-22,71,9.8,1.5,5.5,6.9,-1.4,2.7,15.7,15.3,0.28,12.0,19.4,34.6,11,7.43,1.01,23583.21
IT-North,45.46,9.19,2015-02-23,3,11.2,-2.6,4.2,9.3,-6.2,1.4,0.0,0.0,0.0,0.0,6.9,17.3,322,10.29,1.31,25177.63
IT-North,45.46,9.19,2015-02-24,51,8.6,1.5,5.2,6.3,-1.7,2.1,1.3,1.3,0.0,7.0,13.2,25.9,324,3.3,0.89,0.0
IT-North,45.46,9.19,2015-02-25,3,11.8,4.0,7.7,8.5,-0.6,3.9,0.0,0.0,0.0,0.0,17.4,26.6,350,10.84,2.13,35669.47
IT-North,45.46,9.19,2015-02-26,2,11.2,-1.8,4.8,8.2,-5.8,1.5,0.0,0.0,0.0,0.0,10.4,19.8,2,12.69,1.72,37969.02
IT-North,45.46,9.19,2015-02-27,3,10.1,-0.0,5.3,7.8,-3.4,2.6,0.0,0.0,0.0,0.0,8.7,15.1,316,7.81,1.11,20716.89
IT-North,45.46,9.19,2015-02-28,3,10.6,1.0,5.7,8.1,-2.0,3.0,0.0,0.0,0.0,0.0,6.2,16.9,339,7.21,1.11,16070.53
IT-North,45.46,9.19,2015-03-01,3,11.6,1.9,6.3,8.9,-0.7,3.8,0.0,0.0,0.0,0.0,7.9,20.2,297,10.66,1.5,28800.0
IT-North,45.46,9.19,2015-03-02,3,12.4,3.8,7.7,10.4,1.2,5.6,0.0,0.0,0.0,0.0,8.0,25.2,339,8.01,1.2,27041.2
IT-North,45.46,9.19,2015-03-03,1,13.6,1.7,7.7,10.5,-1.5,4.4,0.0,0.0,0.0,0.0,14.5,27.0,56,13.99,2.14,39376.15
IT-North,45.46,9.19,2015-03-04,53,11.6,3.6,7.5,9.2,1.2,5.0,1.3,1.3,0.0,3.0,12.3,24.1,46,8.35,1.4,28151.86
IT-North,45.46,9.19,2015-03-05,51,11.5,3.2,7.3,5.2,-1.3,2.0,0.6,0.6,0.0,2.0,28.2,46.8,345,15.73,3.25,39592.13
IT-North,45.46,9.19,2015-03-06,0,11.8,-1.0,5.9,8.8,-5.4,2.3,0.0,0.0,0.0,0.0,11.3,22.7,15,15.9,2.41,39600.0
IT-North,45.46,9.19,2015-03-07,3,10.3,-0.1,4.9,7.7,-3.9,1.6,0.0,0.0,0.0,0.0,12.2,26.6,71,15.24,1.99,39600.0
IT-North,45.46,9.19,2015-03-08,2,11.8,-0.5,5.4,9.6,-3.5,2.5,0.0,0.0,0.0,0.0,9.4,22.3,77,15.93,2.05,39600.0
IT-North,45.46,9.19,2015-03-09,3,11.0,-0.6,5.1,8.1,-3.9,2.1,0.0,0.0,0.0,0.0,7.9,20.2,78,14.24,1.84,39600.0
IT-North,45.46,9.19,2015-03-10,3,14.4,-1.2,6.6,12.3,-4.2,4.1,0.0,0.0,0.0,0.0,7.9,15.1,0,16.34,2.23,39600.0
IT-North,45.46,9.19,2015-03-11,3,17.3,2.0,9.3,14.5,-0.5,7.1,0.0,0.0,0.0,0.0,12.4,26.6,269,16.78,2.54,39600.0
IT-North,45.46,9.19,2015-03-12,1,13.6,3.0,8.3,11.7,0.3,5.7,0.0,0.0,0.0,0.0,13.2,27.0,114,17.06,2.38,39600.0
IT-North,45.46,9.19,2015-03-13,3,14.1,0.1,7.7,11.9,-2.7,5.3,0.0,0.0,0.0,0.0,7.2,16.9,95,16.47,2.32,39600.0
IT-North,45.46,9.19,2015-03-14,3,12.2,4.9,8.2,9.5,2.0,5.3,0.0,0.0,0.0,0.0,10.9,24.8,87,13.08,1.95,34469.17
IT-North,45.46,9.19,2015-03-15,53,10.8,6.2,8.1,7.1,2.7,4.7,1.7,1.7,0.0,5.0,16.6,34.6,89,7.25,1.51,8530.66
IT-North,45.46,9.19,2015-03-16,53,8.8,5.8,7.1,6.9,2.8,4.8,16.0,16.0,0.0,24.0,12.6,40.3,73,3.07,0.58,0.0
IT-North,45.46,9.19,2015-03-17,61,12.7,7.0,9.0,10.8,5.0,7.2,12.4,12.4,0.0,15.0,8.0,28.1,339,5.46,0.93,14400.0
IT-North,45.46,9.19,2015-03-18,3,15.6,3.3,9.4,14.1,1.0,7.7,0.0,0.0,0.0,0.0,8.4,18.0,119,15.95,2.29,39746.31
IT-North,45.46,9.19,2015-03-19,2,15.8,3.9,9.7,14.2,1.5,7.9,0.0,0.0,0.0,0.0,8.1,22.0,83,16.97,2.44,39706.63
IT-North,45.46,9.19,2015-03-20,1,14.3,6.4,10.3,12.4,4.0,8.2,0.0,0.0,0.0,0.0,8.0,17.6,78,12.66,1.9,39809.57
IT-North,45.46,9.19,2015-03-21,51,12.3,7.4,9.6,10.9,4.9,7.7,0.9,0.9,0.0,3.0,9.4,15.1,104,9.14,1.42,30571.6
IT-North,45.46,9.19,2015-03-22,53,11.2,6.0,8.6,9.0,4.0,6.6,6.6,6.6,0.0,15.0,14.8,26.3,41,5.81,0.97,4676.45
IT-North,45.46,9.19,2015-03-23,2,14.6,2.3,8.5,12.9,-0.3,6.5,0.0,0.0,0.0,0.0,7.9,16.2,55,14.28,2.1,40162.27
IT-North,45.46,9.19,2015-03-24,53,13.8,5.8,9.6,11.6,3.2,7.4,2.0,2.0,0.0,8.0,10.9,24.1,77,11.47,1.75,37583.1
IT-North,45.46,9.19,2015-03-25,61,12.7,7.8,9.8,10.9,5.8,8.0,14.3,14.3,0.0,21.0,12.0,26.6,16,5.05,0.91,0.0
IT-North,45.46,9.19,2015-03-26,53,13.4,7.5,10.3,12.0,6.0,9.0,2.1,2.1,0.0,6.0,8.6,20.9,219,8.01,1.25,19875.78
IT-North,45.46,9.19,2015-03-27,3,17.5,4.9,11.3,13.0,2.6,7.8,0.0,0.0,0.0,0.0,22.3,46.1,333,20.72,3.91,43358.39
IT-North,45.46,9.19,2015-03-28,2,16.6,3.8,11.0,15.2,0.2,8.3,0.0,0.0,0.0,0.0,12.4,22.7,310,20.65,3.42,44560.08
IT-North,45.46,9.19,2015-03-29,3,17.3,6.5,12.3,16.4,4.2,10.6,0.0,0.0,0.0,0.0,9.2,18.7,131,18.01,2.8,39284.99
IT-North,45.46,9.19,2015-03-30,3,19.6,6.1,12.7,17.4,3.8,10.5,0.0,0.0,0.0,0.0,16.0,33.5,297,18.42,3.14,43749.84
IT-North,45.46,9.19,2015-03-31,3,20.9,6.6,14.0,19.6,4.5,12.1,0.0,0.0,0.0,0.0,19.1,36.7,291,19.56,3.59,43023.81
IT-North,45.46,9.19,2015-04-01,0,15.1,8.6,12.4,9.7,4.1,7.3,0.0,0.0,0.0,0.0,28.5,58.0,328,22.14,4.94,45405.31
IT-North,45.46,9.19,2015-04-02,1,16.3,4.4,10.7,12.7,0.6,7.3,0.0,0.0,0.0,0.0,14.4,29.9,297,20.44,3.6,45596.62
IT-North,45.46,9.19,2015-04-03,3,13.8,6.1,10.6,11.3,2.2,7.2,0.0,0.0,0.0,0.0,18.7,38.9,70,18.17,3.08,44370.61
IT-North,45.46,9.19,2015-04-04,53,10.8,6.9,8.7,8.1,4.0,5.7,1.7,1.7,0.0,7.0,12.8,27.7,108,12.52,2.02,32293.6
IT-North,45.46,9.19,2015-04-05,53,10.1,5.8,7.7,7.5,2.8,5.5,8.6,8.6,0.0,19.0,10.1,33.8,60,11.17,1.52,29195.29
IT-North,45.46,9.19,2015-04-06,51,13.9,0.9,7.8,11.7,-2.1,5.1,0.7,0.7,0.0,2.0,15.8,30.2,331,21.91,3.08,46347.1
IT-North,45.46,9.19,2015-04-07,0,13.9,4.3,9.1,11.7,-0.5,5.3,0.0,0.0,0.0,0.0,14.8,30.2,334,23.45,4.01,46423.76
IT-North,45.46,9.19,2015-04-08,0,17.5,2.5,10.6,15.1,-0.6,7.9,0.0,0.0,0.0,0.0,11.4,24.1,255,23.11,3.65,46500.3
IT-North,45.46,9.19,2015-04-09,0,18.2,5.3,11.8,17.2,3.0,9.9,0.0,0.0,0.0,0.0,10.0,16.9,98,22.89,3.59,46576.69
IT-North,45.46,9.19,2015-04-10,3,19.2,5.6,12.5,18.6,3.6,10.9,0.0,0.0,0.0,0.0,9.0,16.9,194,22.54,3.66,46653.03
IT-North,45.46,9.19,2015-04-11,3,18.2,7.3,12.5,16.7,4.7,10.3,0.0,0.0,0.0,0.0,12.4,27.7,251,23.06,3.64,46729.51
IT-North,45.46,9.19,2015-04-12,3,20.1,6.2,13.4,20.2,4.5,12.6,0.0,0.0,0.0,0.0,6.9,16.9,173,22.17,3.54,46800.0
IT-North,45.46,9.19,2015-04-13,0,23.3,6.8,15.5,22.9,5.1,14.4,0.0,0.0,0.0,0.0,12.0,27.0,266,23.39,4.24,46800.0
IT-North,45.46,9.19,2015-04-14,3,24.2,8.2,16.6,23.6,6.1,15.2,0.0,0.0,0.0,0.0,11.2,24.1,267,23.33,4.3,46800.0
IT-North,45.46,9.19,2015-04-15,2,23.2,9.2,16.7,23.1,7.9,15.7,0.0,0.0,0.0,0.0,10.3,17.3,216,23.65,4.27,46800.0
IT-North,45.46,9.19,2015-04-16,3,20.4,9.2,15.0,19.1,7.5,13.5,0.0,0.0,0.0,0.0,13.8,28.8,241,17.73,3.25,44166.92
IT-North,45.46,9.19,2015-04-17,55,15.6,10.8,12.8,15.5,9.3,11.9,6.9,6.9,0.0,9.0,8.0,19.4,277,7.67,1.36,14860.94
IT-North,45.46,9.19,2015-04-18,61,20.1,8.1,12.8,20.5,4.8,11.3,3.6,3.6,0.0,7.0,28.7,58.0,155,20.49,3.33,43520.46
IT-North,45.46,9.19,2015-04-19,3,14.1,8.8,11.0,11.5,5.3,8.2,0.0,0.0,0.0,0.0,16.9,46.8,74,17.47,2.84,43774.88
IT-North,45.46,9.19,2015-04-20,0,18.9,5.5,12.8,18.2,3.5,11.2,0.0,0.0,0.0,0.0,8.4,20.2,203,24.58,3.81,46800.0
IT-North,45.46,9.19,2015-04-21,0,22.3,6.4,15.1,22.0,4.4,13.9,0.0,0.0,0.0,0.0,10.0,19.1,237,24.95,4.33,47018.22
IT-North,45.46,9.19,2015-04-22,1,23.9,8.3,16.7,23.3,6.5,15.3,0.0,0.0,0.0,0.0,13.5,23.4,246,25.06,4.75,46969.45
IT-North,45.46,9.19,2015-04-23,2,20.5,8.7,14.7,18.2,7.4,13.0,0.0,0.0,0.0,0.0,16.5,29.9,239,19.93,3.64,47141.72
IT-North,45.46,9.19,2015-04-24,2,21.2,8.4,15.3,20.5,7.2,14.2,0.0,0.0,0.0,0.0,9.6,22.3,185,21.39,3.75,46873.76
IT-North,45.46,9.19,2015-04-25,3,17.4,11.7,14.7,16.9,10.3,13.6,0.0,0.0,0.0,0.0,11.4,22.7,107,9.84,1.91,15348.49
IT-North,45.46,9.19,2015-04-26,61,18.6,12.9,15.0,18.2,13.1,15.0,4.2,4.2,0.0,12.0,7.6,30.2,85,12.02,2.11,28742.73
IT-North,45.46,9.19,2015-04-27,61,15.0,12.1,13.3,13.0,10.1,11.8,20.9,20.9,0.0,24.0,19.4,40.7,89,4.88,0.96,1739.77
IT-North,45.46,9.19,2015-04-28,61,21.4,11.0,15.5,19.0,8.6,13.2,7.1,7.1,0.0,9.0,23.3,48.6,316,21.12,4.46,39162.42
IT-North,45.46,9.19,2015-04-29,53,17.5,9.2,13.8,15.6,6.3,11.6,3.8,3.8,0.0,11.0,16.1,35.3,64,17.41,3.29,44964.69
IT-North,45.46,9.19,2015-04-30,53,18.4,11.1,14.2,17.5,10.1,13.3,4.2,4.2,0.0,12.0,9.1,22.0,246,18.08,3.0,43200.0
IT-North,45.46,9.19,2015-05-01,53,14.8,10.2,12.8,14.1,9.1,11.9,4.7,4.7,0.0,17.0,11.2,22.3,60,6.03,1.21,663.82
IT-North,45.46,9.19,2015-05-02,53,21.2,10.2,16.2,21.5,9.4,16.0,0.9,0.9,0.0,3.0,9.4,23.4,276,19.67,3.31,40245.33
IT-North,45.46,9.19,2015-05-03,51,19.2,13.8,16.4,20.0,14.1,17.0,0.4,0.4,0.0,3.0,4.8,14.0,0,8.59,1.65,8428.67
IT-North,45.46,9.19,2015-05-04,51,19.2,14.4,16.4,19.2,14.7,17.1,0.8,0.8,0.0,4.0,8.0,14.0,43,7.81,1.51,14373.77
IT-North,45.46,9.19,2015-05-05,51,21.7,14.2,17.7,22.2,14.1,18.1,0.1,0.1,0.0,1.0,10.5,22.7,98,13.77,2.5,27244.73
IT-North,45.46,9.19,2015-05-06,53,22.8,13.8,18.0,25.5,13.9,19.0,2.8,2.8,0.0,8.0,8.3,23.8,341,20.58,3.6,48112.3
IT-North,45.46,9.19,2015-05-07,51,22.4,12.2,17.5,23.9,11.5,18.0,1.6,1.6,0.0,7.0,10.1,25.6,88,21.45,3.65,43289.21
IT-North,45.46,9.19,2015-05-08,61,21.1,13.6,17.0,22.1,13.8,17.7,10.1,10.1,0.0,17.0,7.6,21.2,304,15.28,2.67,38495.11
IT-North,45.46,9.19,2015-05-09,3,25.5,10.4,18.2,26.8,9.4,18.4,0.0,0.0,0.0,0.0,7.9,21.6,272,24.65,4.45,49173.77
IT-North,45.46,9.19,2015-05-10,2,25.0,12.6,19.1,26.2,10.6,18.8,0.0,0.0,0.0,0.0,9.7,19.8,325,26.73,5.05,50471.19
IT-North,45.46,9.19,2015-05-11,3,25.9,11.4,20.1,27.5,10.9,20.6,0.0,0.0,0.0,0.0,8.5,22.3,89,26.0,4.75,50181.18
IT-North,45.46,9.19,2015-05-12,3,25.5,13.7,20.0,27.2,13.1,20.4,0.0,0.0,0.0,0.0,9.7,22.7,90,23.86,4.42,50256.52
IT-North,45.46,9.19,2015-05-13,3,25.9,14.0,20.1,27.1,14.0,20.4,0.0,0.0,0.0,0.0,13.6,29.5,243,23.91,4.73,45310.65
IT-North,45.46,9.19,2015-05-14,53,26.0,13.6,19.7,27.4,13.7,20.0,0.9,0.9,0.0,2.0,15.7,24.8,245,24.79,4.75,47372.03
IT-North,45.46,9.19,2015-05-15,65,18.2,14.1,16.4,17.9,13.5,15.8,47.4,47.4,0.0,24.0,24.3,57.6,91,13.68,2.1,34483.73
IT-North,45.46,9.19,2015-05-16,63,23.6,11.2,17.9,25.5,10.2,18.2,5.6,5.6,0.0,5.0,10.7,34.6,256,26.36,4.67,50939.75
IT-North,45.46,9.19,2015-05-17,3,24.5,13.3,19.6,26.6,12.8,20.4,0.0,0.0,0.0,0.0,7.9,19.1,56,24.74,4.53,51273.64
IT-North,45.46,9.19,2015-05-18,53,24.3,14.2,19.6,25.0,14.1,20.2,1.2,1.2,0.0,4.0,11.3,25.2,90,22.22,4.12,49412.36
IT-North,45.46,9.19,2015-05-19,53,22.9,15.6,18.8,23.4,16.0,19.5,3.7,3.7,0.0,13.0,8.4,20.2,6,18.21,3.41,42781.96
IT-North,45.46,9.19,2015-05-20,63,20.2,12.2,16.2,19.5,9.7,16.1,21.1,21.1,0.0,22.0,14.2,32.8,1,17.09,2.99,33108.16
IT-North,45.46,9.19,2015-05-21,55,18.2,9.3,13.7,15.9,7.1,11.8,9.5,9.5,0.0,14.0,15.3,33.8,352,18.55,3.26,49068.98
IT-North,45.46,9.19,2015-05-22,61,20.3,9.7,14.9,20.5,8.1,14.0,2.1,2.1,0.0,2.0,11.0,27.0,198,21.37,3.67,39126.35
IT-North,45.46,9.19,2015-05-23,51,19.9,10.2,14.5,20.0,8.9,13.6,0.7,0.7,0.0,6.0,18.4,43.6,141,17.47,3.0,29047.73
IT-North,45.46,9.19,2015-05-24,3,20.8,10.5,16.0,20.6,9.6,15.8,0.0,0.0,0.0,0.0,8.3,18.7,137,25.38,4.19,52347.93
IT-North,45.46,9.19,2015-05-25,2,23.1,10.7,17.6,24.1,9.9,17.6,0.0,0.0,0.0,0.0,10.2,23.4,264,25.6,4.54,52168.74
IT-North,45.46,9.19,2015-05-26,61,20.8,12.6,16.8,23.7,12.4,17.3,4.8,4.8,0.0,10.0,7.8,24.5,183,24.6,4.06,51433.35
IT-North,45.46,9.19,2015-05-27,51,22.2,10.8,17.0,22.6,9.2,16.0,0.4,0.4,0.0,1.0,14.4,27.4,42,27.07,4.89,53635.74
IT-North,45.46,9.19,2015-05-28,2,21.8,12.2,17.3,22.2,10.6,16.5,0.0,0.0,0.0,0.0,13.7,26.3,110,24.22,4.34,53587.79
IT-North,45.46,9.19,2015-05-29,2,22.5,13.9,18.0,22.0,13.6,17.8,0.0,0.0,0.0,0.0,9.4,18.7,218,22.14,4.05,49754.02
IT-North,45.46,9.19,2015-05-30,51,22.5,12.4,17.8,23.5,12.0,17.7,0.2,0.2,0.0,1.0,12.9,24.1,241,22.59,4.06,52178.6
IT-North,45.46,9.19,2015-05-31,53,22.2,14.1,17.9,22.8,14.1,18.5,2.3,2.3,0.0,9.0,8.5,24.5,92,16.72,2.99,47071.1
IT-North,45.46,9.19,2015-06-01,51,23.4,14.8,19.3,25.1,15.8,20.6,0.5,0.5,0.0,4.0,5.9,17.6,277,18.27,3.38,39596.91
IT-North,45.46,9.19,2015-06-02,3,25.8,15.5,20.9,27.7,16.1,22.1,0.0,0.0,0.0,0.0,8.0,17.3,287,26.26,4.87,53963.3
IT-North,45.46,9.19,2015-06-03,1,28.4,14.5,22.3,31.6,14.8,24.0,0.0,0.0,0.0,0.0,6.3,19.4,255,27.87,5.42,54000.0
IT-North,45.46,9.19,2015-06-04,2,30.5,16.3,24.1,32.5,17.5,26.1,0.0,0.0,0.0,0.0,10.7,17.3,166,26.95,5.55,54000.0
IT-North,45.46,9.19,2015-06-05,2,30.3,18.0,25.5,33.0,19.7,27.9,0.0,0.0,0.0,0.0,8.9,17.3,143,24.93,5.14,53228.56
IT-North,45.46,9.19,2015-06-06,51,31.3,20.1,26.0,35.0,22.1,28.4,0.7,0.7,0.0,2.0,9.4,19.4,88,26.88,5.67,53480.09
IT-North,45.46,9.19,2015-06-07,55,30.6,18.8,25.3,33.4,20.9,27.7,1.2,1.2,0.0,1.0,8.3,19.8,167,24.18,5.09,50492.69
IT-North,45.46,9.19,2015-06-08,61,28.9,19.4,23.5,31.6,19.6,24.8,6.0,6.0,0.0,6.0,13.5,25.6,20,23.64,5.03,42354.99
IT-North,45.46,9.19,2015-06-09,63,24.8,17.7,21.1,25.8,18.9,22.7,8.2,8.2,0.0,12.0,6.2,24.1,286,15.44,3.03,29043.3
IT-North,45.46,9.19,2015-06-10,53,26.3,16.5,21.4,29.6,17.4,23.3,1.3,1.3,0.0,4.0,6.2,26.6,306,22.09,4.26,50047.83
