name,code,url,updatedAt,gasDayStart,gasDayEnd,sendOut,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,inventory.lng,inventory.gwh,dtmi.lng,dtmi.gwh
Italy,IT,IT,2023-10-26 15:24:42,2020-12-31,2021-01-01,206.3,513.9,-,-,-,[],C,207.19,1326.39,427.16,2734.6
Italy,IT,IT,2023-10-26 15:24:41,2020-12-30,2020-12-31,184.7,513.9,-,-,-,[],C,170.8,1097.11,427.16,2743.8
Italy,IT,IT,2023-10-26 15:24:40,2020-12-29,2020-12-30,118.8,513.9,-,-,-,[],C,51.94,344.96,427.16,2836.99
Italy,IT,IT,2023-10-26 15:24:39,2020-12-28,2020-12-29,122,513.9,-,-,-,[],C,69.85,459.9,427.16,2812.47
Italy,IT,IT,2023-10-26 15:24:38,2020-12-27,2020-12-28,177.7,513.9,-,-,-,[],C,88.29,578.53,427.16,2799.01
Italy,IT,IT,2023-10-26 15:24:37,2020-12-26,2020-12-27,177.6,513.9,-,-,-,[],C,90.7,587.64,427.16,2767.54
Italy,IT,IT,2023-10-26 15:24:36,2020-12-25,2020-12-26,177.5,513.9,-,-,-,[],C,94.14,603.78,427.16,2739.65
Italy,IT,IT,2023-10-26 15:24:35,2020-12-24,2020-12-25,197.5,513.9,-,-,-,[],C,102.64,654.45,427.16,2723.64
Italy,IT,IT,2023-10-26 15:24:34,2020-12-23,2020-12-24,231.9,513.9,-,-,-,[],C,132.17,846.37,427.16,2735.38
Italy,IT,IT,2023-10-26 15:24:33,2020-12-22,2020-12-23,217.2,513.9,-,-,-,[],C,167.32,1072.06,427.16,2736.92
Italy,IT,IT,2023-10-26 15:24:32,2020-12-21,2020-12-22,207.7,513.9,-,-,-,[],C,133.18,857.12,427.16,2749.12
Italy,IT,IT,2023-10-26 15:24:31,2020-12-20,2020-12-21,196.4,513.9,-,-,-,[],C,91.58,594.87,427.16,2774.67
Italy,IT,IT,2023-10-26 15:24:30,2020-12-19,2020-12-20,203.7,513.9,-,-,-,[],C,121.73,787.5,427.16,2763.4
Italy,IT,IT,2023-10-26 15:24:29,2020-12-18,2020-12-19,319.6,513.9,-,-,-,[],C,152.34,983.57,427.16,2757.92
Italy,IT,IT,2023-10-26 15:24:28,2020-12-17,2020-12-18,318.5,513.9,-,-,-,[],C,175.92,1126.82,427.16,2736.09
Italy,IT,IT,2023-10-26 15:24:27,2020-12-16,2020-12-17,347.5,513.9,-,-,-,[],C,196.72,1251.08,427.16,2716.61
Italy,IT,IT,2023-10-26 15:24:26,2020-12-15,2020-12-16,321.8,513.9,-,-,-,[],C,232.21,1476.39,427.16,2715.88
Italy,IT,IT,2023-10-26 15:24:25,2020-12-14,2020-12-15,427.9,513.9,-,-,-,[],C,138.8,889.23,427.16,2736.62
Italy,IT,IT,2023-10-26 15:24:23,2020-12-13,2020-12-14,231.5,513.9,-,-,-,[],C,203.25,1308.5,427.16,2750.01
Italy,IT,IT,2023-10-26 15:24:23,2020-12-12,2020-12-13,225.6,513.9,-,-,-,[],C,237.82,1530.04,427.16,2748.18
Italy,IT,IT,2023-10-26 15:24:21,2020-12-11,2020-12-12,456.9,513.9,-,-,-,[],C,271.84,1748.05,427.16,2746.83
Italy,IT,IT,2023-10-26 15:24:20,2020-12-10,2020-12-11,421.4,513.9,-,-,-,[],C,225.87,1467.8,427.16,2775.87
Italy,IT,IT,2023-10-26 15:24:19,2020-12-09,2020-12-10,411.3,513.9,-,-,-,[],C,163.26,1072.04,427.16,2804.93
