name,code,url,updatedAt,gasDayStart,gasDayEnd,sendOut,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,inventory.lng,inventory.gwh,dtmi.lng,dtmi.gwh
Italy,IT,IT,2023-10-26 15:08:28,2018-12-31,2019-01-01,171,514.5,-,-,-,[],C,371.59,2411.07,427.16,2771.64
Italy,IT,IT,2023-10-26 15:08:27,2018-12-30,2018-12-31,144.4,514.5,-,-,-,[],C,346.43,2252.7,427.16,2777.66
Italy,IT,IT,2023-10-26 15:08:26,2018-12-29,2018-12-30,297.2,514.5,-,-,-,[],C,282.75,1849.48,427.16,2794.07
Italy,IT,IT,2023-10-26 15:08:24,2018-12-28,2018-12-29,344.3,514.5,-,-,-,[],C,328.66,2147.6,427.16,2791.24
Italy,IT,IT,2023-10-26 15:08:23,2018-12-27,2018-12-28,238.6,514.5,-,-,-,[],C,257.62,1661.6,427.16,2755.1
Italy,IT,IT,2023-10-26 15:08:21,2018-12-26,2018-12-27,184.8,514.5,-,-,-,[],C,218.49,1414.24,427.16,2764.92
Italy,IT,IT,2023-10-26 15:08:20,2018-12-25,2018-12-26,185.4,514.5,-,-,-,[],C,178,1158.82,427.16,2780.91
Italy,IT,IT,2023-10-26 15:08:19,2018-12-24,2018-12-25,193,514.5,-,-,-,[],C,82.89,1345.57,427.16,6934.17
Italy,IT,IT,2023-10-26 15:08:18,2018-12-23,2018-12-24,185,514.5,-,-,-,[],C,237.92,1541.69,427.16,2767.94
Italy,IT,IT,2023-10-26 15:08:16,2018-12-22,2018-12-23,378.2,514.5,-,-,-,[],C,276.71,1373.95,427.16,2120.98
Italy,IT,IT,2023-10-26 15:08:15,2018-12-21,2018-12-22,491.5,557,-,-,-,[],C,252.1,1219.23,427.16,2065.87
Italy,IT,IT,2023-10-26 15:08:14,2018-12-20,2018-12-21,503.6,556,-,-,-,[],C,197.67,1286.34,427.16,2779.75
Italy,IT,IT,2023-10-26 15:08:12,2018-12-19,2018-12-20,500.1,555.8,-,-,-,[],C,249.7,1616.89,427.16,2766
Italy,IT,IT,2023-10-26 15:08:11,2018-12-18,2018-12-19,437.1,555.9,-,-,-,[],C,224.95,1464.46,427.16,2780.88
Italy,IT,IT,2023-10-26 15:08:10,2018-12-17,2018-12-18,422,556.7,-,-,-,[],C,240.25,1571.31,427.16,2793.76
Italy,IT,IT,2023-10-26 15:08:08,2018-12-16,2018-12-17,232.9,514.5,-,-,-,[],C,166.36,1064.06,427.16,2732.17
Italy,IT,IT,2023-10-26 15:08:07,2018-12-15,2018-12-16,357.5,514.5,-,-,-,[],C,178.21,750,427.16,1797.71
Italy,IT,IT,2023-10-26 15:08:05,2018-12-14,2018-12-15,450.5,556.9,-,-,-,[],C,130.25,447.29,427.16,1466.91
Italy,IT,IT,2023-10-26 15:08:04,2018-12-13,2018-12-14,450.1,556.8,-,-,-,[],C,177.2,1151.94,427.16,2776.88
Italy,IT,IT,2023-10-26 15:08:02,2018-12-12,2018-12-13,443.9,556.7,-,-,-,[],C,247.09,1604.38,427.16,2773.59
Italy,IT,IT,2023-10-26 15:08:00,2018-12-11,2018-12-12,438.6,556.8,-,-,-,[],C,316.56,2054.16,427.16,2771.84
Italy,IT,IT,2023-10-26 15:07:58,2018-12-10,2018-12-11,335.1,556.8,-,-,-,[],C,319,2078.5,427.16,2783.24
Italy,IT,IT,2023-10-26 15:07:57,2018-12-09,2018-12-10,196.4,514.5,-,-,-,[],C,293.12,1918.31,427.16,2795.53
Italy,IT,IT,2023-10-26 15:07:55,2018-12-08,2018-12-09,393.9,514.5,-,-,-,[],C,333.78,1230.13,427.16,1574.28
Italy,IT,IT,2023-10-26 15:07:53,2018-12-07,2018-12-08,327.2,514.5,-,-,-,[],C,350.22,1329.25,427.16,1621.27
