name,code,url,updatedAt,gasDayStart,gasDayEnd,sendOut,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,inventory.lng,inventory.gwh,dtmi.lng,dtmi.gwh
Italy,IT,IT,2023-10-26 14:48:01,2016-12-31,2017-01-01,62.6,514.5,-,-,-,[],C,228.96,1493.12,427.16,2785.64
Italy,IT,IT,2023-10-26 14:48:00,2016-12-30,2016-12-31,62.6,514.5,-,-,-,[],C,239.17,1557.8,427.16,2782.25
Italy,IT,IT,2023-10-26 14:47:57,2016-12-29,2016-12-30,62.9,514.5,-,-,-,[],C,249.95,1626.22,427.16,2779.18
Italy,IT,IT,2023-10-26 14:47:56,2016-12-28,2016-12-29,62.6,514.5,-,-,-,[],C,260.1,1690.51,427.16,2776.31
Italy,IT,IT,2023-10-26 14:47:54,2016-12-27,2016-12-28,62.5,514.5,-,-,-,[],C,270.08,1753.81,427.16,2773.84
Italy,IT,IT,2023-10-26 14:47:52,2016-12-26,2016-12-27,62.5,514.5,-,-,-,[],C,280.27,1818.47,427.16,2771.53
Italy,IT,IT,2023-10-26 14:47:50,2016-12-25,2016-12-26,62.8,514.5,-,-,-,[],C,290.22,1881.55,427.16,2769.36
Italy,IT,IT,2023-10-26 14:47:49,2016-12-24,2016-12-25,62.4,514.5,-,-,-,[],C,300.36,1945.81,427.16,2767.25
Italy,IT,IT,2023-10-26 14:47:47,2016-12-23,2016-12-24,62.9,514.5,-,-,-,[],C,233.6,1522.61,427.16,2784.24
Italy,IT,IT,2023-10-26 14:47:45,2016-12-22,2016-12-23,62.4,514.5,-,-,-,[],C,181.91,1194.98,427.16,2806.05
Italy,IT,IT,2023-10-26 14:47:43,2016-12-21,2016-12-22,62.6,514.5,-,-,-,[],C,192.17,1260.05,427.16,2800.87
Italy,IT,IT,2023-10-26 14:47:41,2016-12-20,2016-12-21,62.7,514.5,-,-,-,[],C,201.92,1321.85,427.16,2796.36
Italy,IT,IT,2023-10-26 14:47:39,2016-12-19,2016-12-20,83.1,514.5,-,-,-,[],C,211.94,1385.38,427.16,2792.2
Italy,IT,IT,2023-10-26 14:47:37,2016-12-18,2016-12-19,62.4,514.5,-,-,-,[],C,225.65,1472.29,427.16,2787.07
Italy,IT,IT,2023-10-26 14:47:35,2016-12-17,2016-12-18,62.4,514.5,-,-,-,[],C,235.49,1534.71,427.16,2783.84
Italy,IT,IT,2023-10-26 14:47:33,2016-12-16,2016-12-17,208.2,514.5,-,-,-,[],C,245.34,1597.14,427.16,2780.77
Italy,IT,IT,2023-10-26 14:47:31,2016-12-15,2016-12-16,225,514.5,-,-,-,[],C,278.45,1807.06,427.16,2772.14
Italy,IT,IT,2023-10-26 14:47:29,2016-12-14,2016-12-15,207.2,514.5,-,-,-,[],C,314.16,2033.49,427.16,2764.91
Italy,IT,IT,2023-10-26 14:47:27,2016-12-13,2016-12-14,223.9,514.5,-,-,-,[],C,254.92,1657.98,427.16,2778.22
Italy,IT,IT,2023-10-26 14:47:26,2016-12-12,2016-12-13,213.6,514.5,-,-,-,[],C,235.92,1537.56,427.16,2783.93
Italy,IT,IT,2023-10-26 14:47:24,2016-12-11,2016-12-12,140.5,514.5,-,-,-,[],C,270.09,1754.16,427.16,2774.29
Italy,IT,IT,2023-10-26 14:47:22,2016-12-10,2016-12-11,156,514.5,-,-,-,[],C,292.6,1896.86,427.16,2769.18
Italy,IT,IT,2023-10-26 14:47:21,2016-12-09,2016-12-10,213.8,514.5,-,-,-,[],C,238.32,1552.81,427.16,2783.23
Italy,IT,IT,2023-10-26 14:47:17,2016-12-08,2016-12-09,172.2,514.5,-,-,-,[],C,206.26,1349.56,427.16,2794.91
Italy,IT,IT,2023-10-26 14:47:15,2016-12-07,2016-12-08,224.2,514.5,-,-,-,[],C,233.65,1523.18,427.16,2784.68
Italy,IT,IT,2023-10-26 14:47:13,2016-12-06,2016-12-07,253.4,514.5,-,-,-,[],C,269.18,1748.45,427.16,2774.6
Italy,IT,IT,2023-10-26 14:47:11,2016-12-05,2016-12-06,274.9,514.5,-,-,-,[],C,309.15,2003.36,427.16,2768.09
