pointKey,pointLabel,operatorKey,tsoEicCode,operatorLabel,directionKey,validFrom,validTo,hasData,isVirtualizedCommercially,virtualizedCommerciallySince,isVirtualizedOperationally,virtualizedOperationallySince,isPipeInPipe,relatedOperators,relatedPoints,pipeInPipeWithTsoKey,pipeInPipeWithTsoLabel,isDoubleReporting,doubleReportingWithTsoKey,doubleReportingWithTsoLabel,tsoItemIdentifier,tpTsoItemLabel,tpTsoRemarks,tpTsoConversionFactor,tpRmkGridConversionFactorCapacityDefault,tpTsoGCVMin,tpTsoGCVMax,tpTsoGCVRemarks,tpTsoGCVUnit,tpTsoEntryExitType,multiAnnualContractsIsAvailable,multiAnnualContractsRemarks,annualContractsIsAvailable,annualContractsRemarks,halfAnnualContractsIsAvailable,halfAnnualContractsRemarks,quarterlyContractsIsAvailable,quarterlyContractsRemarks,monthlyContractsIsAvailable,monthlyContractsRemarks,dailyContractsIsAvailable,dailyContractsRemarks,withinDayContractsIsAvailable,withinDayContractsRemarks,availableContractsRemarks,sentenceCMPUnsuccessful,sentenceCMPUnavailable,sentenceCMPAuction,sentenceCMPMadeAvailable,lastUpdateDateTime,isInvalid,isCAMRelevant,isCMPRelevant,bookingPlatformKey,bookingPlatformLabel,bookingPlatformURL,virtualReverseFlow,virtualReverseFlowRemark,tpTsoCountry,tpTsoBalancingZone,tpCrossBorderPointType,tpEURelationship,connectedOperators,adjacentTsoEic,adjacentOperatorKey,adjacentCountry,adjacentZones,id,dataSet,virtualPointKey,virtualPointLabel
ITP-00008,"Melendugno - IT / TAP",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2020-11-15,9999-12-31,1,,,,,,,,,,,,,21Z000000000474A,MELENDUGNO,"Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",11.103269,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SMC,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,1,,,"Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.","Currently no capacity has been made available on this point through the application of the congestion-management procedures.","2026-07-22 04:07",,1,1,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,IT,Italy,"Cross-Border EU|Non-EU","within EU","TAP AG",21X000000001376X,AL-TSO-0001,CH,,5IT-TSO-0001ITP-00008entryAL-TSO-0001,5
ITP-00040,"Tarvisio (IT) / Arnoldstein (AT)",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2000-10-01,9999-12-31,1,,,,,,,,,,,,,21Z000000000004A,TARVISIO,"Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",10.919755,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,1,,,"Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.","Currently no capacity has been made available on this point through the application of the congestion-management procedures.","2026-07-22 04:07",,1,1,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,IT,Italy,"Cross-Border EU|EU","within EU",TAG,21X-AT-C-A0A0A-B,AT-TSO-0003,AT,Austria,5IT-TSO-0001ITP-00040entryAT-TSO-0003,5
ITP-00049,"Gorizia (IT) /Šempeter (SI)",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2000-10-01,2099-12-31,1,,,,,,,,,,,,,21Z000000000044Z,GORIZIA,"Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",10.740360,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,1,"Available for a period up to 15 thermal years.",1,,,,1,"Available for the following fixed periods: 1st October - 31st December, 1st January - 31st March, 1st April - 30th June and 1st July - 30th September.",1,"Available from the first day to the last day of a calendar month.",1,,1,,,"Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.","Currently no capacity has been made available on this point through the application of the congestion-management procedures.","2026-07-22 04:07",,1,1,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,IT,Italy,"Cross-Border EU|EU","within EU",Plinovodi,21X-SI-A-A0A0A-8,SI-TSO-0001,SI,Slovenia,5IT-TSO-0001ITP-00049entrySI-TSO-0001,5
ITP-00074,Gela,IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2000-10-01,9999-12-31,1,,,,,,,,,,,,,21Z000000000149L,GELA,"Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",10.948718,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,,,,"Interconnection with Third Country","Interconnection with Third Country","Interconnection with Third Country","Interconnection with Third Country","2026-07-22 04:07",,1,1,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,IT,Italy,"Cross-Border EU|Non-EU","between EU and Non-EU","Green Stream","                ",LY-TSO-0001,LY,,5IT-TSO-0001ITP-00074entryLY-TSO-0001,5
ITP-00093,"Mazara del Vallo",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2000-10-01,9999-12-31,1,,,,,,,,,,,,,21Z000000000080V,"MAZARA DEL VALLO","Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",11.053669,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,,,,"Interconnection with Third Country","Interconnection with Third Country","Interconnection with Third Country","Interconnection with Third Country","2026-07-22 04:07",,1,1,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,IT,Italy,"Cross-Border EU|Non-EU","between EU and Non-EU",TMPC,"                ",TN-TSO-0001,TN,,5IT-TSO-0001ITP-00093entryTN-TSO-0001,5
ITP-00136,"Griespass (CH) / Passo Gries (IT)",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2000-10-01,9999-12-31,1,,,,,,,,,,,,,21Z0000000002107,GRIESPASS,"Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",10.843870,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,,,,"Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.","Currently no capacity has been made available on this point through the application of the congestion-management procedures.","2026-07-22 04:07",,1,1,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,IT,Italy,"Cross-Border EU|Non-EU","between EU and Non-EU",Swissgas,"                ",CH-TSO-0001,CH,Switzerland,5IT-TSO-0001ITP-00136entryCH-TSO-0001,5
ITP-00136,"Griespass (CH) / Passo Gries (IT)",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2000-10-01,9999-12-31,1,,,,,,,,,,,,,21Z0000000002107,GRIESPASS,"Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",10.843870,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,,,,"Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.","Currently no capacity has been made available on this point through the application of the congestion-management procedures.","2026-07-22 04:07",,1,1,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,IT,Italy,"Cross-Border EU|Non-EU","between EU and Non-EU",FluxSwiss,"                ",CH-TSO-0002,CH,Switzerland,5IT-TSO-0001ITP-00136entryCH-TSO-0002,5
LNG-00004,"OLT LNG / Livorno",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2013-09-23,9999-12-31,1,,,,,,,,,,,,,21Z000000000275G,LIVORNO,"Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",10.869616,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,,,,"Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.","Currently no capacity has been made available on this point through the application of the congestion-management procedures.","2026-07-22 04:07",,,,,,,No,,IT,Italy,"In-country EU","within EU",OLT,"                ",IT-LSO-0004,IT,,5IT-TSO-0001LNG-00004entryIT-LSO-0004,5
LNG-00015,"Cavarzere (Porto Levante / Adriatic LNG)",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2009-04-22,9999-12-31,1,,,,,,,,,,,,,21Z000000000142Z,CAVARZERE,"Cavarzere entry point is linked to Infrastrutture Trasporto Gas network, but commercial activities are managed by Snam Rete Gas.",10.922828,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,,,"Capacity is allocated to the LNG Terminal according to its request and within the available capacity","Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.","Currently no capacity has been made available on this point through the application of the congestion-management procedures.","2026-07-22 04:07",,,,,,,No,,IT,Italy,"In-country EU","within EU","GNL Adriatico","                ",IT-LSO-0001,IT,,5IT-TSO-0001LNG-00015entryIT-LSO-0001,5
LNG-00019,"PANIGAGLIA TERMINAL",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",entry,2000-10-01,9999-12-31,1,,,,,,,,,,,,,21Z0000000000430,PANIGAGLIA,"Snam Rete Gas disclaims any responsibility or legal liability to users for damages of any kind related to the use of the published data.",11.185542,"SRG markets its capacity in Sm3/d. This conversion factor applies to convert capacity data from Sm3/d to kWh/d",0.000000,1.000000,"According to SRG Network Code, GCV must range between 34,95 and 45,28 MJ/Sm3.",KWH/SM3,,,VENTRYP35718301P35717701P35718401P50081701P50029701P35718200PSTEDG_WTHPSTENI_WTHP50102201P,,VENTRYA35718301A35717701A35718401A50081701A50029701A35718200ASTEDG_WTHASTENI_WTHA50102201A,,VENTRYS35718301S35717701S35718401S50081701S50029701S35718200SSTEDG_WTHSSTENI_WTHS50102201S,,VENTRYT35718301T35717701T35718401T50081701T50029701T35718200TSTEDG_WTHTSTENI_WTHT50102201T,,VENTRYM35718301M35717701M35718401M50081701M50029701M35718200MSTEDG_WTHMSTENI_WTHM50102201M,,VENTRYDH35718301DH35717701DH35718401DH50081701DH50029701DH35718200DHSTEDG_WTHDHSTENI_WTHDH50102201DH,,,"Only for Entry Point","Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.","Currently no capacity has been made available on this point through the application of the congestion-management procedures.","2026-07-22 04:07",,,,,,,No,,IT,Italy,"In-country EU","within EU","Snam LNG Srl","                ",IT-LSO-0009,IT,,5IT-TSO-0001LNG-00019entryIT-LSO-0009,5
