id,dataSet,dataSetLabel,indicator,periodType,periodFrom,periodTo,countryKey,countryLabel,bzKey,bzShort,bzLong,operatorKey,operatorLabel,tsoEicCode,directionKey,adjacentSystemsKey,adjacentSystemsLabel,year,month,day,unit,value,countPointPresents,flowStatus,pointsNames,lastUpdateDateTime
"1AggregatesITIT---------IT-TSO-0001entryLNG Terminals2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,"LNG Terminals","LNG Terminals",2024,1,1,kWh/d,490787493,4,Provisionnal,"Cavarzere (Porto Levante / Adriatic LNG)|FSRU ITALIA_PIOMBINO TERMINAL|OLT LNG / Livorno|Panigaglia","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001entryProduction2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Production,Production,2024,1,1,kWh/d,78380812,1,Provisionnal,"IT - Indigenous Production","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001entryStorage2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Storage,Storage,2024,1,1,kWh/d,612391736,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Edison|UGS - IT - Snam Rete Gas/STOGIT","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001entryTransmission2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Transmission,Transmission,2024,1,1,kWh/d,801502423,3,Provisionnal,"Gela|Mazara del Vallo|Melendugno - IT / TAP","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionAT---------2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionAT---------,Austria,2024,1,1,kWh/d,0,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionCH---------2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionCH---------,Switzerland,2024,1,1,kWh/d,11566976,1,Provisionnal,"Griespass (CH) / Passo Gries (IT)","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionSI---------2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionSI---------,Slovenia,2024,1,1,kWh/d,0,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001exitDistribution2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Distribution,Distribution,2024,1,1,kWh/d,1200542561,1,Provisionnal,"Distribution (IT)","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001exitFinal Consumers2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,"Final Consumers","Final Consumers",2024,1,1,kWh/d,628045730,2,Provisionnal,"Industrial Consumers (IT)|Thermal Plants (IT)","2025-01-16 15:37"
"1AggregatesITIT---------IT-TSO-0001exitStorage2024-01-01T00:00:00+00:002024-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Storage,Storage,2024,1,1,kWh/d,0,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Edison|UGS - IT - Snam Rete Gas/STOGIT","2025-01-16 15:37"
