id,dataSet,dataSetLabel,indicator,periodType,periodFrom,periodTo,countryKey,countryLabel,bzKey,bzShort,bzLong,operatorKey,operatorLabel,tsoEicCode,directionKey,adjacentSystemsKey,adjacentSystemsLabel,year,month,day,unit,value,countPointPresents,flowStatus,pointsNames,lastUpdateDateTime
"1AggregatesITIT---------IT-TSO-0001entryStorage2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Storage,Storage,2026,1,2,kWh/d,771728157,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Stogit Adriatica|UGS - IT - Snam Rete Gas/STOGIT","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmission2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Transmission,Transmission,2026,1,2,kWh/d,913516400,3,Provisionnal,"Gela|Mazara del Vallo|Melendugno - IT / TAP","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionAT---------2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionAT---------,Austria,2026,1,2,kWh/d,0,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionCH---------2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionCH---------,Switzerland,2026,1,2,kWh/d,162660249,1,Provisionnal,"Griespass (CH) / Passo Gries (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionSI---------2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionSI---------,Slovenia,2026,1,2,kWh/d,0,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitDistribution2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Distribution,Distribution,2026,1,2,kWh/d,1614888034,1,Provisionnal,"Distribution (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitFinal Consumers2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,"Final Consumers","Final Consumers",2026,1,2,kWh/d,762470670,2,Provisionnal,"Industrial Consumers (IT)|Thermal Plants (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitStorage2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Storage,Storage,2026,1,2,kWh/d,0,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Stogit Adriatica|UGS - IT - Snam Rete Gas/STOGIT","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitTransmission2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Transmission,Transmission,2026,1,2,kWh/d,59669905,3,Provisionnal,"Melendugno - IT / TAP|Rep. San Marino|SRG Delivery to other transmission networks","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionAT---------2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionAT---------,Austria,2026,1,2,kWh/d,78776106,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionCH---------2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionCH---------,Switzerland,2026,1,2,kWh/d,6377356,2,Provisionnal,"Bizzarone|Griespass (CH) / Passo Gries (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionSI---------2026-01-02T00:00:00+00:002026-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-02 06:00","2026-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionSI---------,Slovenia,2026,1,2,kWh/d,1697938,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryLNG Terminals2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,"LNG Terminals","LNG Terminals",2026,1,3,kWh/d,594346549,5,Provisionnal,"Cavarzere (Porto Levante / Adriatic LNG)|OLT LNG / Livorno|PANIGAGLIA TERMINAL|PIOMBINO TERMINAL|RAVENNA TERMINAL","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryProduction2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Production,Production,2026,1,3,kWh/d,84739928,1,Provisionnal,"IT - Indigenous Production","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryStorage2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Storage,Storage,2026,1,3,kWh/d,667805123,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Stogit Adriatica|UGS - IT - Snam Rete Gas/STOGIT","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmission2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Transmission,Transmission,2026,1,3,kWh/d,903372856,3,Provisionnal,"Gela|Mazara del Vallo|Melendugno - IT / TAP","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionAT---------2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionAT---------,Austria,2026,1,3,kWh/d,0,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionCH---------2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionCH---------,Switzerland,2026,1,3,kWh/d,112916612,1,Provisionnal,"Griespass (CH) / Passo Gries (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionSI---------2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionSI---------,Slovenia,2026,1,3,kWh/d,0,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitDistribution2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Distribution,Distribution,2026,1,3,kWh/d,1547456295,1,Provisionnal,"Distribution (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitFinal Consumers2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,"Final Consumers","Final Consumers",2026,1,3,kWh/d,729969119,2,Provisionnal,"Industrial Consumers (IT)|Thermal Plants (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitStorage2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Storage,Storage,2026,1,3,kWh/d,0,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Stogit Adriatica|UGS - IT - Snam Rete Gas/STOGIT","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitTransmission2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Transmission,Transmission,2026,1,3,kWh/d,58084934,3,Provisionnal,"Melendugno - IT / TAP|Rep. San Marino|SRG Delivery to other transmission networks","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionAT---------2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionAT---------,Austria,2026,1,3,kWh/d,76904252,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionCH---------2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionCH---------,Switzerland,2026,1,3,kWh/d,6284194,2,Provisionnal,"Bizzarone|Griespass (CH) / Passo Gries (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionSI---------2026-01-03T00:00:00+00:002026-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-03 06:00","2026-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionSI---------,Slovenia,2026,1,3,kWh/d,1689686,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryLNG Terminals2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,"LNG Terminals","LNG Terminals",2026,1,4,kWh/d,558414011,5,Provisionnal,"Cavarzere (Porto Levante / Adriatic LNG)|OLT LNG / Livorno|PANIGAGLIA TERMINAL|PIOMBINO TERMINAL|RAVENNA TERMINAL","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryProduction2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Production,Production,2026,1,4,kWh/d,83807299,1,Provisionnal,"IT - Indigenous Production","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryStorage2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Storage,Storage,2026,1,4,kWh/d,767712653,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Stogit Adriatica|UGS - IT - Snam Rete Gas/STOGIT","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmission2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Transmission,Transmission,2026,1,4,kWh/d,898565888,3,Provisionnal,"Gela|Mazara del Vallo|Melendugno - IT / TAP","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionAT---------2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionAT---------,Austria,2026,1,4,kWh/d,0,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionCH---------2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionCH---------,Switzerland,2026,1,4,kWh/d,121120955,1,Provisionnal,"Griespass (CH) / Passo Gries (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionSI---------2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionSI---------,Slovenia,2026,1,4,kWh/d,0,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitDistribution2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Distribution,Distribution,2026,1,4,kWh/d,1568510628,1,Provisionnal,"Distribution (IT)","2026-03-23 17:41"
"1AggregatesITIT---------IT-TSO-0001exitFinal Consumers2026-01-04T00:00:00+00:002026-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2026-01-04 06:00","2026-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,"Final Consumers","Final Consumers",2026,1,4,kWh/d,859596818,2,Provisionnal,"Industrial Consumers (IT)|Thermal Plants (IT)","2026-03-23 17:41"
