id,dataSet,dataSetLabel,indicator,periodType,periodFrom,periodTo,countryKey,countryLabel,bzKey,bzShort,bzLong,operatorKey,operatorLabel,tsoEicCode,directionKey,adjacentSystemsKey,adjacentSystemsLabel,year,month,day,unit,value,countPointPresents,flowStatus,pointsNames,lastUpdateDateTime
"1AggregatesITIT---------IT-TSO-0001exitTransmission2025-01-01T00:00:00+00:002025-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-01 06:00","2025-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Transmission,Transmission,2025,1,1,kWh/d,53312132,3,Provisionnal,"Melendugno - IT / TAP|Rep. San Marino|SRG Delivery to other transmission networks","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionAT---------2025-01-01T00:00:00+00:002025-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-01 06:00","2025-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionAT---------,Austria,2025,1,1,kWh/d,30707103,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionCH---------2025-01-01T00:00:00+00:002025-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-01 06:00","2025-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionCH---------,Switzerland,2025,1,1,kWh/d,5594527,2,Provisionnal,"Bizzarone|Griespass (CH) / Passo Gries (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionSI---------2025-01-01T00:00:00+00:002025-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-01 06:00","2025-01-02 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionSI---------,Slovenia,2025,1,1,kWh/d,410895,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryLNG Terminals2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,"LNG Terminals","LNG Terminals",2025,1,2,kWh/d,490987883,4,Provisionnal,"Cavarzere (Porto Levante / Adriatic LNG)|FSRU ITALIA_PIOMBINO TERMINAL|FSRU ITALIA_RAVENNA TERMINAL|OLT LNG / Livorno","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryProduction2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Production,Production,2025,1,2,kWh/d,110935471,1,Provisionnal,"IT - Indigenous Production","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryStorage2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Storage,Storage,2025,1,2,kWh/d,927946686,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Edison|UGS - IT - Snam Rete Gas/STOGIT","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmission2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Transmission,Transmission,2025,1,2,kWh/d,954197061,3,Provisionnal,"Gela|Mazara del Vallo|Melendugno - IT / TAP","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionAT---------2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionAT---------,Austria,2025,1,2,kWh/d,0,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionCH---------2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionCH---------,Switzerland,2025,1,2,kWh/d,67634503,1,Provisionnal,"Griespass (CH) / Passo Gries (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionSI---------2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionSI---------,Slovenia,2025,1,2,kWh/d,0,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitDistribution2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Distribution,Distribution,2025,1,2,kWh/d,1551391222,1,Provisionnal,"Distribution (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitFinal Consumers2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,"Final Consumers","Final Consumers",2025,1,2,kWh/d,854235989,2,Provisionnal,"Industrial Consumers (IT)|Thermal Plants (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitStorage2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Storage,Storage,2025,1,2,kWh/d,0,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Edison|UGS - IT - Snam Rete Gas/STOGIT","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmission2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Transmission,Transmission,2025,1,2,kWh/d,58502441,3,Provisionnal,"Melendugno - IT / TAP|Rep. San Marino|SRG Delivery to other transmission networks","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionAT---------2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionAT---------,Austria,2025,1,2,kWh/d,455409,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionCH---------2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionCH---------,Switzerland,2025,1,2,kWh/d,5823903,2,Provisionnal,"Bizzarone|Griespass (CH) / Passo Gries (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionSI---------2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionSI---------,Slovenia,2025,1,2,kWh/d,0,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryLNG Terminals2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,"LNG Terminals","LNG Terminals",2025,1,3,kWh/d,373798342,4,Provisionnal,"Cavarzere (Porto Levante / Adriatic LNG)|FSRU ITALIA_PIOMBINO TERMINAL|FSRU ITALIA_RAVENNA TERMINAL|OLT LNG / Livorno","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryProduction2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Production,Production,2025,1,3,kWh/d,112082647,1,Provisionnal,"IT - Indigenous Production","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryStorage2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Storage,Storage,2025,1,3,kWh/d,997660418,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Edison|UGS - IT - Snam Rete Gas/STOGIT","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmission2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Transmission,Transmission,2025,1,3,kWh/d,961050124,3,Provisionnal,"Gela|Mazara del Vallo|Melendugno - IT / TAP","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionAT---------2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionAT---------,Austria,2025,1,3,kWh/d,0,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionCH---------2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionCH---------,Switzerland,2025,1,3,kWh/d,56078433,1,Provisionnal,"Griespass (CH) / Passo Gries (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionSI---------2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionSI---------,Slovenia,2025,1,3,kWh/d,0,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitDistribution2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Distribution,Distribution,2025,1,3,kWh/d,1520295050,1,Provisionnal,"Distribution (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitFinal Consumers2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,"Final Consumers","Final Consumers",2025,1,3,kWh/d,785055301,2,Provisionnal,"Industrial Consumers (IT)|Thermal Plants (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitStorage2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Storage,Storage,2025,1,3,kWh/d,0,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Edison|UGS - IT - Snam Rete Gas/STOGIT","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmission2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Transmission,Transmission,2025,1,3,kWh/d,58951346,3,Provisionnal,"Melendugno - IT / TAP|Rep. San Marino|SRG Delivery to other transmission networks","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionAT---------2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionAT---------,Austria,2025,1,3,kWh/d,8056981,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionCH---------2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionCH---------,Switzerland,2025,1,3,kWh/d,5802564,2,Provisionnal,"Bizzarone|Griespass (CH) / Passo Gries (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitTransmissionSI---------2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,TransmissionSI---------,Slovenia,2025,1,3,kWh/d,244680,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryLNG Terminals2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,"LNG Terminals","LNG Terminals",2025,1,4,kWh/d,488644401,4,Provisionnal,"Cavarzere (Porto Levante / Adriatic LNG)|FSRU ITALIA_PIOMBINO TERMINAL|FSRU ITALIA_RAVENNA TERMINAL|OLT LNG / Livorno","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryProduction2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Production,Production,2025,1,4,kWh/d,111423547,1,Provisionnal,"IT - Indigenous Production","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryStorage2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Storage,Storage,2025,1,4,kWh/d,901787868,3,Provisionnal,"Italgasstorage (IT)|UGS - IT - Snam Rete Gas/Edison|UGS - IT - Snam Rete Gas/STOGIT","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmission2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,Transmission,Transmission,2025,1,4,kWh/d,971898589,3,Provisionnal,"Gela|Mazara del Vallo|Melendugno - IT / TAP","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionAT---------2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionAT---------,Austria,2025,1,4,kWh/d,0,1,Provisionnal,"Tarvisio (IT) / Arnoldstein (AT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionCH---------2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionCH---------,Switzerland,2025,1,4,kWh/d,15455518,1,Provisionnal,"Griespass (CH) / Passo Gries (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001entryTransmissionSI---------2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,entry,TransmissionSI---------,Slovenia,2025,1,4,kWh/d,0,1,Provisionnal,"Gorizia (IT) /Šempeter (SI)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitDistribution2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,Distribution,Distribution,2025,1,4,kWh/d,1543360308,1,Provisionnal,"Distribution (IT)","2025-03-14 10:15"
"1AggregatesITIT---------IT-TSO-0001exitFinal Consumers2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",IT,Italy,IT---------,Italy,"Punto Scambio Virtuale",IT-TSO-0001,"Snam Rete Gas S.p.A.",21X-IT-A-A0A0A-7,exit,"Final Consumers","Final Consumers",2025,1,4,kWh/d,840009706,2,Provisionnal,"Industrial Consumers (IT)|Thermal Plants (IT)","2025-03-14 10:15"
