id,dataSet,indicator,periodType,periodFrom,periodTo,operatorKey,tsoEicCode,operatorLabel,pointKey,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,interruptionType,restorationInformation,capacityType,capacityBookingStatus,isCamRelevant,isNA,originalPeriodFrom,isCmpRelevant,bookingPlatformKey,bookingPlatformLabel,bookingPlatformURL,interruptionCalculationRemark,isArchived
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001FNC-00006exitkWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",FNC-00006,"Thermal Plants (IT)",21Y0000000000549,exit,kWh/d,,,475014270,"2025-01-16 11:37",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001ITP-00288exitkWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00288,"SRG Delivery to other transmission networks",21Y0000000000557,exit,kWh/d,,,42382536,"2025-01-16 11:37",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001PRD-00154entrykWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",PRD-00154,"IT - Indigenous Production",21Y0000000000565,entry,kWh/d,,,78380812,"2025-01-16 11:37",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001FNC-00005exitkWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",FNC-00005,"Industrial Consumers (IT)",21Y0000000000573,exit,kWh/d,,,153031460,"2025-01-16 11:37",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001DIS-00005exitkWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",DIS-00005,"Distribution (IT)",21Y0000000000581,exit,kWh/d,,,1200542561,"2025-01-16 11:37",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001ITP-00040entrykWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00040,"Tarvisio (IT) / Arnoldstein (AT)",21Z000000000004A,entry,kWh/d,,,0,"2025-01-16 11:37",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001ITP-00040exitkWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00040,"Tarvisio (IT) / Arnoldstein (AT)",21Z000000000004A,exit,kWh/d,,,32042566,"2025-01-16 11:37",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001LNG-00019entrykWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",LNG-00019,Panigaglia,21Z0000000000430,entry,kWh/d,,,362758,"2025-01-16 11:37",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001ITP-00049entrykWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00049,"Gorizia (IT) /Šempeter (SI)",21Z000000000044Z,entry,kWh/d,,,0,"2025-01-16 11:37",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001ITP-00049exitkWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00049,"Gorizia (IT) /Šempeter (SI)",21Z000000000044Z,exit,kWh/d,,,8110109,"2025-01-16 11:37",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2024-01-012024-01-02IT-TSO-0001ITP-00093entrykWh/d",1,"Physical Flow",day,"2024-01-01 06:00","2024-01-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00093,"Mazara del Vallo",21Z000000000080V,entry,kWh/d,,,475573581,"2025-01-16 11:37",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
