country,year,iso_code,population,gdp,metric,value
Italy,1932,ITA,40843255.0,190665462000.0,cement_co2_per_capita,0.038
Italy,1933,ITA,41185511.0,188473042000.0,cement_co2_per_capita,0.043
Italy,1934,ITA,41530635.0,187987338000.0,cement_co2_per_capita,0.048
Italy,1935,ITA,41878651.0,198143430000.0,cement_co2_per_capita,0.05
Italy,1936,ITA,42229584.0,191135250000.0,cement_co2_per_capita,0.045
Italy,1937,ITA,42583457.0,210128772000.0,cement_co2_per_capita,0.051
Italy,1938,ITA,42940295.0,216270039000.0,cement_co2_per_capita,0.053
Italy,1939,ITA,43279914.0,230115790000.0,cement_co2_per_capita,0.058
Italy,1940,ITA,43602046.0,226094759000.0,cement_co2_per_capita,0.054
Italy,1941,ITA,43906421.0,222193778000.0,cement_co2_per_capita,0.031
Italy,1942,ITA,44192767.0,209763644000.0,cement_co2_per_capita,0.025
Italy,1943,ITA,44460808.0,177590787000.0,cement_co2_per_capita,0.019
Italy,1944,ITA,44730474.0,143206980000.0,cement_co2_per_capita,0.015
Italy,1945,ITA,45001776.0,128646302000.0,cement_co2_per_capita,0.013
Italy,1946,ITA,45274723.0,173983625000.0,cement_co2_per_capita,0.022
Italy,1947,ITA,45549326.0,207087920000.0,cement_co2_per_capita,0.03
Italy,1948,ITA,45825595.0,223278134000.0,cement_co2_per_capita,0.034
Italy,1949,ITA,46106450.0,242450804000.0,cement_co2_per_capita,0.043
Italy,1950,ITA,46391674.0,262940110000.0,cement_co2_per_capita,0.053
Italy,1951,ITA,46751901.0,282516444000.0,cement_co2_per_capita,0.059
Italy,1952,ITA,47018177.0,303680086000.0,cement_co2_per_capita,0.07
Italy,1953,ITA,47410885.0,325628030000.0,cement_co2_per_capita,0.082
Italy,1954,ITA,47832233.0,342536508000.0,cement_co2_per_capita,0.09
Italy,1955,ITA,48130817.0,362461749000.0,cement_co2_per_capita,0.109
Italy,1956,ITA,48401948.0,378893145000.0,cement_co2_per_capita,0.116
Italy,1957,ITA,48657025.0,401226756000.0,cement_co2_per_capita,0.121
Italy,1958,ITA,48927096.0,422722944000.0,cement_co2_per_capita,0.13
Italy,1959,ITA,49219450.0,449036152000.0,cement_co2_per_capita,0.145
Italy,1960,ITA,49514555.0,473363382734.0,cement_co2_per_capita,0.16
Italy,1961,ITA,49815254.0,513214657664.0,cement_co2_per_capita,0.179
Italy,1962,ITA,50170591.0,553275693898.0,cement_co2_per_capita,0.199
Italy,1963,ITA,50570978.0,592671529843.0,cement_co2_per_capita,0.216
Italy,1964,ITA,51019579.0,615796777476.0,cement_co2_per_capita,0.221
Italy,1965,ITA,51480733.0,629615787023.0,cement_co2_per_capita,0.199
Italy,1966,ITA,51919068.0,662465744179.0,cement_co2_per_capita,0.213
Italy,1967,ITA,52338335.0,709741860656.0,cement_co2_per_capita,0.248
Italy,1968,ITA,52712156.0,768994548476.0,cement_co2_per_capita,0.276
Italy,1969,ITA,53060141.0,812977616000.0,cement_co2_per_capita,0.292
Italy,1970,ITA,53390231.0,831317785406.0,cement_co2_per_capita,0.306
Italy,1971,ITA,53707794.0,846968256500.0,cement_co2_per_capita,0.29
Italy,1972,ITA,54067562.0,871751794687.0,cement_co2_per_capita,0.3
Italy,1973,ITA,54450571.0,928806501562.0,cement_co2_per_capita,0.32
Italy,1974,ITA,54821114.0,972368721304.0,cement_co2_per_capita,0.314
Italy,1975,ITA,55166046.0,951557550058.0,cement_co2_per_capita,0.292
Italy,1976,ITA,55459415.0,1013301897480.0,cement_co2_per_capita,0.305
Italy,1977,ITA,55714552.0,1042645918097.0,cement_co2_per_capita,0.315
Italy,1978,ITA,55938969.0,1081497979335.0,cement_co2_per_capita,0.311
Italy,1979,ITA,56132382.0,1142855339257.0,cement_co2_per_capita,0.315
Italy,1980,ITA,56412086.0,1183161666878.0,cement_co2_per_capita,0.33
Italy,1981,ITA,56646752.0,1188868855925.0,cement_co2_per_capita,0.323
Italy,1982,ITA,56719178.0,1194202254410.0,cement_co2_per_capita,0.305
Italy,1983,ITA,56766114.0,1208770101503.0,cement_co2_per_capita,0.297
Italy,1984,ITA,56810355.0,1239849227203.0,cement_co2_per_capita,0.283
Italy,1985,ITA,56855499.0,1274693666324.0,cement_co2_per_capita,0.271
Italy,1986,ITA,56875982.0,1310891922914.0,cement_co2_per_capita,0.263
Italy,1987,ITA,56891919.0,1351528447250.0,cement_co2_per_capita,0.269
Italy,1988,ITA,56928748.0,1403770038566.0,cement_co2_per_capita,0.27
Italy,1989,ITA,56976750.0,1444197021007.0,cement_co2_per_capita,0.277
Italy,1990,ITA,57031457.0,1475485283347.0,cement_co2_per_capita,0.278
Italy,1991,ITA,57075394.0,1509175668697.0,cement_co2_per_capita,0.275
Italy,1992,ITA,57124993.0,1531924051790.0,cement_co2_per_capita,0.288
Italy,1993,ITA,57170762.0,1529550155063.0,cement_co2_per_capita,0.246
Italy,1994,ITA,57420136.0,1573414707872.0,cement_co2_per_capita,0.24
Italy,1995,ITA,57403342.0,1630199200435.0,cement_co2_per_capita,0.267
Italy,1996,ITA,57162098.0,1662793011167.0,cement_co2_per_capita,0.245
Italy,1997,ITA,57189272.0,1705188033729.0,cement_co2_per_capita,0.249
Italy,1998,ITA,57215190.0,1744897501196.0,cement_co2_per_capita,0.254
Italy,1999,ITA,57240796.0,1784529161518.0,cement_co2_per_capita,0.267
Italy,2000,ITA,57272200.0,1863751547560.0,cement_co2_per_capita,0.277
Italy,2001,ITA,57305760.0,1910272015654.0,cement_co2_per_capita,0.286
Italy,2002,ITA,57420636.0,1929301903714.0,cement_co2_per_capita,0.284
Italy,2003,ITA,57739697.0,1947667703883.0,cement_co2_per_capita,0.293
Italy,2004,ITA,58176736.0,1994293720592.0,cement_co2_per_capita,0.299
Italy,2005,ITA,58519696.0,2029243417217.0,cement_co2_per_capita,0.297
Italy,2006,ITA,58754434.0,2086553648584.0,cement_co2_per_capita,0.297
Italy,2007,ITA,59108723.0,2134371774096.0,cement_co2_per_capita,0.303
Italy,2008,ITA,59561687.0,2129113318512.0,cement_co2_per_capita,0.271
Italy,2009,ITA,59904016.0,2029023036275.0,cement_co2_per_capita,0.223
Italy,2010,ITA,60164212.0,2080545936781.0,cement_co2_per_capita,0.221
Italy,2011,ITA,60367882.0,2110883320816.0,cement_co2_per_capita,0.208
Italy,2012,ITA,60531522.0,2047959835066.0,cement_co2_per_capita,0.166
Italy,2013,ITA,60653864.0,2010255414011.0,cement_co2_per_capita,0.146
Italy,2014,ITA,60664169.0,2010164047423.0,cement_co2_per_capita,0.137
Italy,2015,ITA,60575314.0,2025809415322.0,cement_co2_per_capita,0.135
Italy,2016,ITA,60478103.0,2052012434345.0,cement_co2_per_capita,0.127
Italy,2017,ITA,60390317.0,2086237040647.0,cement_co2_per_capita,0.128
Italy,2018,ITA,60277496.0,2105551772855.0,cement_co2_per_capita,0.129
Italy,2019,ITA,60130136.0,2115725732767.0,cement_co2_per_capita,0.132
Italy,2020,ITA,59912763.0,1925751927111.0,cement_co2_per_capita,0.118
Italy,2021,ITA,59729353.0,2060299944789.0,cement_co2_per_capita,0.133
Italy,2022,ITA,59619106.0,2136009300257.0,cement_co2_per_capita,0.119
Italy,2023,ITA,59499452.0,,cement_co2_per_capita,0.113
Italy,2024,ITA,59342870.0,,cement_co2_per_capita,0.114
Italy,1860,ITA,26026734.0,66205860775.0,co2,0.029
Italy,1861,ITA,26192723.0,67144942000.0,co2,0.671
Italy,1862,ITA,26361247.0,69594325376.0,co2,1.227
Italy,1863,ITA,26532332.0,71530733393.0,co2,1.07
Italy,1864,ITA,26704525.0,70843465215.0,co2,1.605
Italy,1865,ITA,26877835.0,75131474244.0,co2,1.271
Italy,1866,ITA,27052267.0,70545900960.0,co2,1.477
Italy,1867,ITA,27227831.0,71578660168.0,co2,1.469
Italy,1868,ITA,27404532.0,72236109948.0,co2,1.696
Italy,1869,ITA,27576990.0,74622305990.0,co2,1.872
Italy,1870,ITA,27745148.0,78821544292.0,co2,2.678
Italy,1871,ITA,27908950.0,78888463848.0,co2,2.308
Italy,1872,ITA,28068339.0,73208169000.0,co2,2.975
Italy,1873,ITA,28223256.0,73266847000.0,co2,2.77
Italy,1874,ITA,28379027.0,77391075000.0,co2,2.997
Italy,1875,ITA,28535657.0,78074010000.0,co2,3.067
Italy,1876,ITA,28693149.0,76764094000.0,co2,4.107
Italy,1877,ITA,28851509.0,77841426000.0,co2,3.803
Italy,1878,ITA,29010741.0,80296740000.0,co2,3.785
Italy,1879,ITA,29178818.0,81007025000.0,co2,4.356
Italy,1880,ITA,29355842.0,82577064000.0,co2,5.067
Italy,1881,ITA,29541914.0,85455360000.0,co2,5.958
Italy,1882,ITA,29737139.0,87152670000.0,co2,6.273
Italy,1883,ITA,29941621.0,88592446000.0,co2,6.646
Italy,1884,ITA,30147508.0,88000668000.0,co2,7.361
Italy,1885,ITA,30354809.0,90124004000.0,co2,8.376
Italy,1886,ITA,30563534.0,92725285000.0,co2,8.328
Italy,1887,ITA,30773692.0,95661969000.0,co2,10.149
Italy,1888,ITA,30985293.0,95759795000.0,co2,10.897
Italy,1889,ITA,31191675.0,93491428000.0,co2,11.256
Italy,1890,ITA,31392763.0,94281748000.0,co2,12.208
Italy,1891,ITA,31588484.0,96122488000.0,co2,10.999
Italy,1892,ITA,31778763.0,96818547000.0,co2,10.889
Italy,1893,ITA,31963526.0,98976392000.0,co2,10.523
Italy,1894,ITA,32149360.0,100172553000.0,co2,13.062
Italy,1895,ITA,32336274.0,101564723000.0,co2,12.022
Italy,1896,ITA,32524272.0,103617039000.0,co2,11.424
Italy,1897,ITA,32713362.0,104460324000.0,co2,11.919
Italy,1898,ITA,32903549.0,104681325000.0,co2,12.403
Italy,1899,ITA,33109815.0,106488660000.0,co2,13.59
Italy,1900,ITA,33332371.0,109905408000.0,co2,13.909
Italy,1901,ITA,33571430.0,112370009000.0,co2,13.52
Italy,1902,ITA,33827207.0,115173586000.0,co2,15.015
Italy,1903,ITA,34099919.0,117151272000.0,co2,15.316
Italy,1904,ITA,34374827.0,120148615000.0,co2,16.188
Italy,1905,ITA,34651950.0,123658852000.0,co2,17.844
Italy,1906,ITA,34931305.0,128904644000.0,co2,21.09
Italy,1907,ITA,35212911.0,132267304000.0,co2,22.808
Italy,1908,ITA,35496784.0,136236705000.0,co2,23.263
Italy,1909,ITA,35739219.0,138550938000.0,co2,25.703
Italy,1910,ITA,35939804.0,140034188000.0,co2,25.736
Italy,1911,ITA,36098124.0,142868790000.0,co2,26.538
Italy,1912,ITA,36213760.0,143956250000.0,co2,27.85
Italy,1913,ITA,36286291.0,151115136000.0,co2,29.964
Italy,1914,ITA,36358965.0,143912210000.0,co2,27.238
Italy,1915,ITA,36431783.0,138330444000.0,co2,23.779
Italy,1916,ITA,36504744.0,150355764000.0,co2,23.512
Italy,1917,ITA,36577850.0,150214855000.0,co2,16.122
Italy,1918,ITA,36659635.0,144677120000.0,co2,18.98
Italy,1919,ITA,36789373.0,137862250000.0,co2,18.609
Italy,1920,ITA,36967588.0,141701022000.0,co2,17.869
Italy,1921,ITA,37194808.0,137949060000.0,co2,21.881
Italy,1922,ITA,37471567.0,149601808000.0,co2,25.699
Italy,1923,ITA,37798403.0,163378080000.0,co2,26.824
Italy,1924,ITA,38128090.0,167814440000.0,co2,32.181
Italy,1925,ITA,38460652.0,179375700000.0,co2,30.968
Italy,1926,ITA,38796116.0,180761152000.0,co2,35.841
Italy,1927,ITA,39134505.0,177482992000.0,co2,40.385
Italy,1928,ITA,39475845.0,188592898000.0,co2,38.148
Italy,1929,ITA,39817412.0,197852941000.0,co2,44.027
Italy,1930,ITA,40159184.0,188903121000.0,co2,39.55
Italy,1931,ITA,40501139.0,186657016000.0,co2,34.173
Italy,1932,ITA,40843255.0,190665462000.0,co2,28.065
Italy,1933,ITA,41185511.0,188473042000.0,co2,30.474
Italy,1934,ITA,41530635.0,187987338000.0,co2,39.661
Italy,1935,ITA,41878651.0,198143430000.0,co2,45.376
Italy,1936,ITA,42229584.0,191135250000.0,co2,31.99
Italy,1937,ITA,42583457.0,210128772000.0,co2,45.174
Italy,1938,ITA,42940295.0,216270039000.0,co2,44.979
Italy,1939,ITA,43279914.0,230115790000.0,co2,46.12
Italy,1940,ITA,43602046.0,226094759000.0,co2,49.031
Italy,1941,ITA,43906421.0,222193778000.0,co2,42.894
Italy,1942,ITA,44192767.0,209763644000.0,co2,41.889
Italy,1943,ITA,44460808.0,177590787000.0,co2,7.112
Italy,1944,ITA,44730474.0,143206980000.0,co2,3.578
Italy,1945,ITA,45001776.0,128646302000.0,co2,4.352
Italy,1946,ITA,45274723.0,173983625000.0,co2,22.166
Italy,1947,ITA,45549326.0,207087920000.0,co2,36.786
Italy,1948,ITA,45825595.0,223278134000.0,co2,35.528
Italy,1949,ITA,46106450.0,242450804000.0,co2,39.771
Italy,1950,ITA,46391674.0,262940110000.0,co2,41.431
Italy,1951,ITA,46751901.0,282516444000.0,co2,48.822
Italy,1952,ITA,47018177.0,303680086000.0,co2,50.621
Italy,1953,ITA,47410885.0,325628030000.0,co2,55.998
Italy,1954,ITA,47832233.0,342536508000.0,co2,64.945
Italy,1955,ITA,48130817.0,362461749000.0,co2,73.273
Italy,1956,ITA,48401948.0,378893145000.0,co2,83.479
Italy,1957,ITA,48657025.0,401226756000.0,co2,87.082
Italy,1958,ITA,48927096.0,422722944000.0,co2,87.602
Italy,1959,ITA,49219450.0,449036152000.0,co2,94.096
Italy,1960,ITA,49514555.0,473363382734.0,co2,109.218
Italy,1961,ITA,49815254.0,513214657664.0,co2,124.393
Italy,1962,ITA,50170591.0,553275693898.0,co2,146.27
Italy,1963,ITA,50570978.0,592671529843.0,co2,164.575
Italy,1964,ITA,51019579.0,615796777476.0,co2,175.743
Italy,1965,ITA,51480733.0,629615787023.0,co2,189.543
Italy,1966,ITA,51919068.0,662465744179.0,co2,213.997
Italy,1967,ITA,52338335.0,709741860656.0,co2,234.148
Italy,1968,ITA,52712156.0,768994548476.0,co2,249.187
Italy,1969,ITA,53060141.0,812977616000.0,co2,269.676
Italy,1970,ITA,53390231.0,831317785406.0,co2,296.379
Italy,1971,ITA,53707794.0,846968256500.0,co2,311.06
Italy,1972,ITA,54067562.0,871751794687.0,co2,328.245
Italy,1973,ITA,54450571.0,928806501562.0,co2,353.356
Italy,1974,ITA,54821114.0,972368721304.0,co2,358.26
Italy,1975,ITA,55166046.0,951557550058.0,co2,341.056
Italy,1976,ITA,55459415.0,1013301897480.0,co2,365.799
Italy,1977,ITA,55714552.0,1042645918097.0,co2,354.421
Italy,1978,ITA,55938969.0,1081497979335.0,co2,371.277
Italy,1979,ITA,56132382.0,1142855339257.0,co2,385.259
Italy,1980,ITA,56412086.0,1183161666878.0,co2,386.437
Italy,1981,ITA,56646752.0,1188868855925.0,co2,375.307
Italy,1982,ITA,56719178.0,1194202254410.0,co2,366.883
Italy,1983,ITA,56766114.0,1208770101503.0,co2,358.409
Italy,1984,ITA,56810355.0,1239849227203.0,co2,364.605
Italy,1985,ITA,56855499.0,1274693666324.0,co2,368.986
Italy,1986,ITA,56875982.0,1310891922914.0,co2,363.188
Italy,1987,ITA,56891919.0,1351528447250.0,co2,380.099
Italy,1988,ITA,56928748.0,1403770038566.0,co2,385.962
Italy,1989,ITA,56976750.0,1444197021007.0,co2,404.742
Italy,1990,ITA,57031457.0,1475485283347.0,co2,438.208
Italy,1991,ITA,57075394.0,1509175668697.0,co2,437.742
Italy,1992,ITA,57124993.0,1531924051790.0,co2,437.937
Italy,1993,ITA,57170762.0,1529550155063.0,co2,430.268
Italy,1994,ITA,57420136.0,1573414707872.0,co2,424.507
Italy,1995,ITA,57403342.0,1630199200435.0,co2,448.596
Italy,1996,ITA,57162098.0,1662793011167.0,co2,442.843
Italy,1997,ITA,57189272.0,1705188033729.0,co2,448.571
Italy,1998,ITA,57215190.0,1744897501196.0,co2,460.824
Italy,1999,ITA,57240796.0,1784529161518.0,co2,465.508
Italy,2000,ITA,57272200.0,1863751547560.0,co2,469.598
Italy,2001,ITA,57305760.0,1910272015654.0,co2,469.679
Italy,2002,ITA,57420636.0,1929301903714.0,co2,477.136
Italy,2003,ITA,57739697.0,1947667703883.0,co2,495.094
Italy,2004,ITA,58176736.0,1994293720592.0,co2,500.687
Italy,2005,ITA,58519696.0,2029243417217.0,co2,501.365
Italy,2006,ITA,58754434.0,2086553648584.0,co2,496.075
Italy,2007,ITA,59108723.0,2134371774096.0,co2,489.794
Italy,2008,ITA,59561687.0,2129113318512.0,co2,478.132
Italy,2009,ITA,59904016.0,2029023036275.0,co2,424.032
Italy,2010,ITA,60164212.0,2080545936781.0,co2,435.672
Italy,2011,ITA,60367882.0,2110883320816.0,co2,423.897
Italy,2012,ITA,60531522.0,2047959835066.0,co2,403.444
Italy,2013,ITA,60653864.0,2010255414011.0,co2,369.461
Italy,2014,ITA,60664169.0,2010164047423.0,co2,349.389
Italy,2015,ITA,60575314.0,2025809415322.0,co2,361.244
Italy,2016,ITA,60478103.0,2052012434345.0,co2,358.133
Italy,2017,ITA,60390317.0,2086237040647.0,co2,352.666
Italy,2018,ITA,60277496.0,2105551772855.0,co2,349.048
Italy,2019,ITA,60130136.0,2115725732767.0,co2,339.638
Italy,2020,ITA,59912763.0,1925751927111.0,co2,302.6
Italy,2021,ITA,59729353.0,2060299944789.0,co2,335.93
Italy,2022,ITA,59619106.0,2136009300257.0,co2,340.115
Italy,2023,ITA,59499452.0,,co2,312.291
Italy,2024,ITA,59342870.0,,co2,301.93
Italy,1861,ITA,26192723.0,67144942000.0,co2_growth_abs,0.641
Italy,1862,ITA,26361247.0,69594325376.0,co2_growth_abs,0.557
Italy,1863,ITA,26532332.0,71530733393.0,co2_growth_abs,-0.158
Italy,1864,ITA,26704525.0,70843465215.0,co2_growth_abs,0.535
Italy,1865,ITA,26877835.0,75131474244.0,co2_growth_abs,-0.333
Italy,1866,ITA,27052267.0,70545900960.0,co2_growth_abs,0.205
Italy,1867,ITA,27227831.0,71578660168.0,co2_growth_abs,-0.007
Italy,1868,ITA,27404532.0,72236109948.0,co2_growth_abs,0.227
Italy,1869,ITA,27576990.0,74622305990.0,co2_growth_abs,0.176
Italy,1870,ITA,27745148.0,78821544292.0,co2_growth_abs,0.806
Italy,1871,ITA,27908950.0,78888463848.0,co2_growth_abs,-0.37
Italy,1872,ITA,28068339.0,73208169000.0,co2_growth_abs,0.667
Italy,1873,ITA,28223256.0,73266847000.0,co2_growth_abs,-0.205
Italy,1874,ITA,28379027.0,77391075000.0,co2_growth_abs,0.227
Italy,1875,ITA,28535657.0,78074010000.0,co2_growth_abs,0.07
Italy,1876,ITA,28693149.0,76764094000.0,co2_growth_abs,1.041
Italy,1877,ITA,28851509.0,77841426000.0,co2_growth_abs,-0.304
Italy,1878,ITA,29010741.0,80296740000.0,co2_growth_abs,-0.018
Italy,1879,ITA,29178818.0,81007025000.0,co2_growth_abs,0.572
Italy,1880,ITA,29355842.0,82577064000.0,co2_growth_abs,0.711
Italy,1881,ITA,29541914.0,85455360000.0,co2_growth_abs,0.89
Italy,1882,ITA,29737139.0,87152670000.0,co2_growth_abs,0.315
Italy,1883,ITA,29941621.0,88592446000.0,co2_growth_abs,0.374
Italy,1884,ITA,30147508.0,88000668000.0,co2_growth_abs,0.714
Italy,1885,ITA,30354809.0,90124004000.0,co2_growth_abs,1.015
Italy,1886,ITA,30563534.0,92725285000.0,co2_growth_abs,-0.048
Italy,1887,ITA,30773692.0,95661969000.0,co2_growth_abs,1.821
Italy,1888,ITA,30985293.0,95759795000.0,co2_growth_abs,0.747
Italy,1889,ITA,31191675.0,93491428000.0,co2_growth_abs,0.359
Italy,1890,ITA,31392763.0,94281748000.0,co2_growth_abs,0.953
Italy,1891,ITA,31588484.0,96122488000.0,co2_growth_abs,-1.209
Italy,1892,ITA,31778763.0,96818547000.0,co2_growth_abs,-0.11
Italy,1893,ITA,31963526.0,98976392000.0,co2_growth_abs,-0.366
Italy,1894,ITA,32149360.0,100172553000.0,co2_growth_abs,2.539
Italy,1895,ITA,32336274.0,101564723000.0,co2_growth_abs,-1.041
Italy,1896,ITA,32524272.0,103617039000.0,co2_growth_abs,-0.597
Italy,1897,ITA,32713362.0,104460324000.0,co2_growth_abs,0.495
Italy,1898,ITA,32903549.0,104681325000.0,co2_growth_abs,0.484
Italy,1899,ITA,33109815.0,106488660000.0,co2_growth_abs,1.187
Italy,1900,ITA,33332371.0,109905408000.0,co2_growth_abs,0.319
Italy,1901,ITA,33571430.0,112370009000.0,co2_growth_abs,-0.388
Italy,1902,ITA,33827207.0,115173586000.0,co2_growth_abs,1.495
Italy,1903,ITA,34099919.0,117151272000.0,co2_growth_abs,0.3
Italy,1904,ITA,34374827.0,120148615000.0,co2_growth_abs,0.872
