time,temperature_2m,relative_humidity_2m,precipitation,cloud_cover,wind_speed_10m,shortwave_radiation,direct_radiation,city,lat,lon
2021-01-01T00:00,5.8,80,0.0,1,10.9,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T01:00,5.9,78,0.0,0,11.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T02:00,5.8,77,0.0,0,9.4,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T03:00,5.5,79,0.0,0,8.8,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T04:00,5.5,79,0.0,0,9.7,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T05:00,5.5,79,0.0,0,10.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T06:00,5.2,80,0.0,0,10.6,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T07:00,5.0,79,0.0,0,12.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T08:00,4.9,79,0.0,0,13.1,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T09:00,5.5,77,0.0,0,13.8,18.0,8.0,Bari,41.1171,16.8719
2021-01-01T10:00,8.2,70,0.0,0,13.7,135.0,88.0,Bari,41.1171,16.8719
2021-01-01T11:00,11.0,63,0.0,32,13.7,270.0,206.0,Bari,41.1171,16.8719
2021-01-01T12:00,12.5,57,0.0,32,15.9,371.0,297.0,Bari,41.1171,16.8719
2021-01-01T13:00,13.0,56,0.0,36,15.9,421.0,339.0,Bari,41.1171,16.8719
2021-01-01T14:00,13.7,52,0.0,23,17.6,412.0,325.0,Bari,41.1171,16.8719
2021-01-01T15:00,13.4,54,0.0,3,18.0,353.0,272.0,Bari,41.1171,16.8719
2021-01-01T16:00,13.0,58,0.0,6,17.3,250.0,186.0,Bari,41.1171,16.8719
2021-01-01T17:00,11.8,64,0.0,25,15.1,112.0,69.0,Bari,41.1171,16.8719
2021-01-01T18:00,10.6,69,0.0,17,15.4,10.0,3.0,Bari,41.1171,16.8719
2021-01-01T19:00,9.7,76,0.0,8,11.9,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T20:00,8.9,79,0.0,2,10.5,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T21:00,9.0,80,0.0,2,11.6,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T22:00,9.4,81,0.0,0,13.8,0.0,0.0,Bari,41.1171,16.8719
2021-01-01T23:00,9.7,80,0.0,0,16.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T00:00,9.9,78,0.0,3,17.8,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T01:00,10.0,79,0.0,5,19.6,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T02:00,10.1,83,0.0,3,19.9,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T03:00,10.7,81,0.0,1,20.8,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T04:00,10.8,80,0.0,1,21.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T05:00,10.9,77,0.0,1,22.1,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T06:00,11.2,73,0.0,2,23.2,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T07:00,11.6,71,0.0,10,24.2,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T08:00,11.9,70,0.0,51,25.6,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T09:00,12.2,72,0.0,51,24.8,15.0,6.0,Bari,41.1171,16.8719
2021-01-02T10:00,12.9,72,0.0,19,27.9,104.0,58.0,Bari,41.1171,16.8719
2021-01-02T11:00,13.6,74,0.1,96,23.0,224.0,150.0,Bari,41.1171,16.8719
2021-01-02T12:00,14.0,73,0.0,99,25.3,288.0,170.0,Bari,41.1171,16.8719
2021-01-02T13:00,13.9,73,0.1,70,28.7,253.0,129.0,Bari,41.1171,16.8719
2021-01-02T14:00,14.6,67,0.1,70,30.8,223.0,123.0,Bari,41.1171,16.8719
2021-01-02T15:00,13.7,76,0.2,60,25.0,205.0,110.0,Bari,41.1171,16.8719
2021-01-02T16:00,13.4,78,0.1,79,29.8,130.0,57.0,Bari,41.1171,16.8719
2021-01-02T17:00,13.0,78,0.1,56,28.2,60.0,21.0,Bari,41.1171,16.8719
2021-01-02T18:00,12.7,78,0.2,86,24.4,7.0,2.0,Bari,41.1171,16.8719
2021-01-02T19:00,12.5,82,0.4,37,22.7,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T20:00,12.0,84,0.0,26,21.7,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T21:00,11.5,88,0.0,31,18.4,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T22:00,11.0,90,0.0,11,13.4,0.0,0.0,Bari,41.1171,16.8719
2021-01-02T23:00,10.1,91,0.0,12,7.3,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T00:00,9.6,88,0.0,4,6.8,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T01:00,7.3,92,0.0,5,7.5,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T02:00,11.8,81,0.0,6,4.3,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T03:00,11.1,83,0.0,48,2.2,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T04:00,7.4,84,0.0,27,4.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T05:00,6.7,86,0.0,8,6.6,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T06:00,6.1,87,0.0,6,9.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T07:00,5.8,88,0.0,18,9.7,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T08:00,6.0,87,0.0,20,10.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T09:00,6.4,86,0.0,45,10.6,16.0,6.0,Bari,41.1171,16.8719
2021-01-03T10:00,8.7,83,0.0,8,11.6,116.0,68.0,Bari,41.1171,16.8719
2021-01-03T11:00,11.6,73,0.0,22,7.0,248.0,181.0,Bari,41.1171,16.8719
2021-01-03T12:00,13.3,61,0.0,37,5.2,339.0,243.0,Bari,41.1171,16.8719
2021-01-03T13:00,14.3,52,0.0,28,7.4,365.0,241.0,Bari,41.1171,16.8719
2021-01-03T14:00,14.7,52,0.0,43,14.1,376.0,268.0,Bari,41.1171,16.8719
2021-01-03T15:00,13.9,56,0.0,52,14.9,283.0,167.0,Bari,41.1171,16.8719
2021-01-03T16:00,11.8,74,0.3,62,18.6,188.0,97.0,Bari,41.1171,16.8719
2021-01-03T17:00,11.1,72,0.0,12,13.4,77.0,29.0,Bari,41.1171,16.8719
2021-01-03T18:00,10.2,72,0.0,63,14.2,12.0,4.0,Bari,41.1171,16.8719
2021-01-03T19:00,9.4,72,0.0,65,14.4,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T20:00,8.9,71,0.0,39,14.1,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T21:00,8.3,71,0.0,43,13.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T22:00,7.8,71,0.0,89,11.1,0.0,0.0,Bari,41.1171,16.8719
2021-01-03T23:00,7.2,76,0.0,94,6.9,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T00:00,6.2,81,0.0,99,9.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T01:00,7.1,76,0.0,78,5.4,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T02:00,7.2,75,0.0,83,6.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T03:00,7.4,68,0.0,100,8.5,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T04:00,7.6,65,0.0,97,8.4,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T05:00,7.1,68,0.0,99,6.6,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T06:00,6.9,69,0.0,97,5.8,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T07:00,6.8,71,0.0,95,7.2,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T08:00,6.2,75,0.0,92,6.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T09:00,7.1,77,0.0,88,4.8,13.0,1.0,Bari,41.1171,16.8719
2021-01-04T10:00,9.3,68,0.0,89,8.4,101.0,33.0,Bari,41.1171,16.8719
2021-01-04T11:00,10.7,64,0.0,92,6.0,199.0,93.0,Bari,41.1171,16.8719
2021-01-04T12:00,11.9,59,0.0,95,3.1,246.0,94.0,Bari,41.1171,16.8719
2021-01-04T13:00,12.6,54,0.0,99,5.2,336.0,167.0,Bari,41.1171,16.8719
2021-01-04T14:00,12.5,63,0.0,98,3.7,331.0,149.0,Bari,41.1171,16.8719
2021-01-04T15:00,12.6,59,0.0,79,4.9,322.0,195.0,Bari,41.1171,16.8719
2021-01-04T16:00,12.2,61,0.0,82,5.5,234.0,139.0,Bari,41.1171,16.8719
2021-01-04T17:00,10.1,74,0.0,5,5.4,116.0,69.0,Bari,41.1171,16.8719
2021-01-04T18:00,10.5,64,0.0,21,4.3,12.0,5.0,Bari,41.1171,16.8719
2021-01-04T19:00,7.8,78,0.0,21,5.9,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T20:00,7.7,71,0.0,6,11.0,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T21:00,7.5,69,0.0,1,12.1,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T22:00,7.1,72,0.0,0,12.1,0.0,0.0,Bari,41.1171,16.8719
2021-01-04T23:00,7.1,70,0.0,0,13.4,0.0,0.0,Bari,41.1171,16.8719
2021-01-05T00:00,6.9,69,0.0,0,12.6,0.0,0.0,Bari,41.1171,16.8719
2021-01-05T01:00,6.5,70,0.0,0,12.3,0.0,0.0,Bari,41.1171,16.8719
2021-01-05T02:00,6.7,69,0.0,0,10.2,0.0,0.0,Bari,41.1171,16.8719
2021-01-05T03:00,6.0,76,0.0,0,8.9,0.0,0.0,Bari,41.1171,16.8719
2021-01-05T04:00,5.4,80,0.0,0,7.2,0.0,0.0,Bari,41.1171,16.8719
2021-01-05T05:00,4.7,82,0.0,0,6.6,0.0,0.0,Bari,41.1171,16.8719
2021-01-05T06:00,5.1,81,0.0,0,7.6,0.0,0.0,Bari,41.1171,16.8719
