time,temperature_2m,relative_humidity_2m,precipitation,cloud_cover,wind_speed_10m,shortwave_radiation,direct_radiation,city,lat,lon
2024-01-01T00:00,11.4,89,0.0,35,17.7,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T01:00,11.5,88,0.0,68,17.2,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T02:00,11.4,90,0.0,91,17.5,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T03:00,11.3,91,0.0,46,18.2,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T04:00,11.4,89,0.0,66,17.7,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T05:00,11.5,83,0.0,85,15.9,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T06:00,11.5,78,0.0,84,15.8,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T07:00,11.5,75,0.0,71,15.5,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T08:00,11.3,75,0.0,43,17.0,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T09:00,12.0,73,0.0,61,15.8,15.0,5.0,Bari,41.1171,16.8719
2024-01-01T10:00,13.9,68,0.0,93,13.7,112.0,60.0,Bari,41.1171,16.8719
2024-01-01T11:00,16.3,61,0.0,77,10.2,240.0,165.0,Bari,41.1171,16.8719
2024-01-01T12:00,17.6,56,0.0,82,13.3,306.0,193.0,Bari,41.1171,16.8719
2024-01-01T13:00,18.2,54,0.0,100,15.0,404.0,314.0,Bari,41.1171,16.8719
2024-01-01T14:00,18.5,52,0.0,71,14.0,384.0,271.0,Bari,41.1171,16.8719
2024-01-01T15:00,18.9,51,0.0,73,14.6,339.0,264.0,Bari,41.1171,16.8719
2024-01-01T16:00,17.6,57,0.4,100,11.8,229.0,157.0,Bari,41.1171,16.8719
2024-01-01T17:00,16.1,68,0.0,100,6.1,96.0,49.0,Bari,41.1171,16.8719
2024-01-01T18:00,14.7,65,0.0,100,7.3,7.0,1.0,Bari,41.1171,16.8719
2024-01-01T19:00,13.7,68,0.0,100,8.7,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T20:00,12.2,74,0.0,100,10.4,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T21:00,12.5,74,0.0,100,10.5,0.0,0.0,Bari,41.1171,16.8719
2024-01-01T22:00,12.8,73,0.0,100,10.2,0.0,0.0,Bari,41.1171,16.8719
