time,temperature_2m,relative_humidity_2m,precipitation,cloud_cover,wind_speed_10m,shortwave_radiation,direct_radiation,city,lat,lon
2019-01-01T00:00,9.4,56,0.0,35,20.6,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T01:00,9.2,57,0.0,52,20.1,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T02:00,8.7,62,0.0,50,21.7,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T03:00,9.2,58,0.2,42,22.5,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T04:00,9.1,57,0.0,39,20.1,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T05:00,9.1,56,0.0,33,18.0,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T06:00,9.2,56,0.0,35,17.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T07:00,9.2,54,0.0,40,16.2,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T08:00,9.1,55,0.0,32,13.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T09:00,9.3,58,0.0,27,12.8,14.0,5.0,Bari,41.1171,16.8719
2019-01-01T10:00,10.5,56,0.0,13,14.6,112.0,63.0,Bari,41.1171,16.8719
2019-01-01T11:00,10.9,53,0.0,43,18.2,230.0,152.0,Bari,41.1171,16.8719
2019-01-01T12:00,10.9,55,0.0,30,18.9,313.0,218.0,Bari,41.1171,16.8719
2019-01-01T13:00,10.8,56,0.0,16,18.7,308.0,204.0,Bari,41.1171,16.8719
2019-01-01T14:00,11.1,52,0.0,21,21.8,360.0,231.0,Bari,41.1171,16.8719
2019-01-01T15:00,10.5,58,0.0,20,21.1,280.0,170.0,Bari,41.1171,16.8719
2019-01-01T16:00,10.4,55,0.0,11,21.6,225.0,145.0,Bari,41.1171,16.8719
2019-01-01T17:00,9.9,54,0.0,16,20.9,105.0,57.0,Bari,41.1171,16.8719
2019-01-01T18:00,9.6,54,0.0,13,19.8,10.0,3.0,Bari,41.1171,16.8719
2019-01-01T19:00,9.2,55,0.0,19,16.4,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T20:00,8.7,59,0.0,57,13.6,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T21:00,7.5,71,0.0,64,17.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T22:00,6.9,68,0.0,7,17.0,0.0,0.0,Bari,41.1171,16.8719
2019-01-01T23:00,5.9,71,0.0,2,15.6,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T00:00,5.4,73,0.0,2,15.0,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T01:00,5.4,74,0.0,0,14.6,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T02:00,5.6,75,0.0,3,15.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T03:00,5.7,73,0.0,0,13.8,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T04:00,5.7,71,0.0,1,13.5,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T05:00,5.8,71,0.0,0,14.0,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T06:00,5.6,72,0.0,0,13.1,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T07:00,5.7,74,0.0,2,13.7,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T08:00,5.8,74,0.0,27,13.0,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T09:00,6.4,69,0.0,92,11.1,16.0,6.0,Bari,41.1171,16.8719
2019-01-02T10:00,8.7,57,0.0,52,10.8,101.0,41.0,Bari,41.1171,16.8719
2019-01-02T11:00,10.3,52,0.0,48,10.5,169.0,81.0,Bari,41.1171,16.8719
2019-01-02T12:00,11.0,63,0.1,50,13.7,240.0,132.0,Bari,41.1171,16.8719
2019-01-02T13:00,10.8,65,0.1,79,18.8,272.0,168.0,Bari,41.1171,16.8719
2019-01-02T14:00,10.8,70,0.0,82,14.7,230.0,115.0,Bari,41.1171,16.8719
2019-01-02T15:00,10.0,80,0.6,92,16.3,178.0,69.0,Bari,41.1171,16.8719
2019-01-02T16:00,8.9,88,2.3,80,18.6,107.0,45.0,Bari,41.1171,16.8719
2019-01-02T17:00,8.2,91,2.2,99,16.0,48.0,15.0,Bari,41.1171,16.8719
2019-01-02T18:00,8.0,83,3.6,99,23.5,1.0,0.0,Bari,41.1171,16.8719
2019-01-02T19:00,6.4,90,3.3,100,30.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T20:00,6.4,88,2.8,100,16.6,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T21:00,7.3,83,0.5,100,17.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T22:00,6.5,78,0.5,98,22.7,0.0,0.0,Bari,41.1171,16.8719
2019-01-02T23:00,7.4,67,0.2,92,21.9,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T00:00,7.6,57,0.0,95,26.6,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T01:00,7.7,53,0.0,71,29.5,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T02:00,7.5,46,0.0,48,34.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T03:00,6.3,70,0.0,73,25.0,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T04:00,6.3,68,0.0,59,24.4,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T05:00,5.9,67,0.2,49,25.2,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T06:00,5.9,63,0.2,90,27.4,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T07:00,5.3,70,0.4,76,23.8,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T08:00,4.9,71,0.4,71,24.1,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T09:00,5.4,70,0.2,75,25.2,9.0,2.0,Bari,41.1171,16.8719
2019-01-03T10:00,5.2,70,0.8,51,25.6,51.0,15.0,Bari,41.1171,16.8719
2019-01-03T11:00,5.0,70,0.8,66,28.5,174.0,85.0,Bari,41.1171,16.8719
2019-01-03T12:00,5.5,66,0.6,42,31.0,208.0,102.0,Bari,41.1171,16.8719
2019-01-03T13:00,5.8,61,0.4,62,31.8,216.0,110.0,Bari,41.1171,16.8719
2019-01-03T14:00,5.9,65,0.2,84,34.5,291.0,177.0,Bari,41.1171,16.8719
2019-01-03T15:00,4.8,70,0.5,75,27.2,187.0,91.0,Bari,41.1171,16.8719
2019-01-03T16:00,3.9,78,0.5,58,29.6,186.0,105.0,Bari,41.1171,16.8719
2019-01-03T17:00,4.0,71,0.4,81,23.7,65.0,23.0,Bari,41.1171,16.8719
2019-01-03T18:00,4.6,58,0.1,49,24.1,7.0,2.0,Bari,41.1171,16.8719
2019-01-03T19:00,4.2,63,0.1,95,23.6,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T20:00,4.1,61,0.2,85,26.4,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T21:00,3.7,58,0.2,65,26.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T22:00,4.1,59,0.1,91,24.5,0.0,0.0,Bari,41.1171,16.8719
2019-01-03T23:00,3.6,58,0.5,94,25.7,0.0,0.0,Bari,41.1171,16.8719
2019-01-04T00:00,3.1,65,0.5,82,27.7,0.0,0.0,Bari,41.1171,16.8719
2019-01-04T01:00,3.5,55,0.1,95,26.7,0.0,0.0,Bari,41.1171,16.8719
2019-01-04T02:00,3.2,50,0.0,42,27.1,0.0,0.0,Bari,41.1171,16.8719
2019-01-04T03:00,3.4,46,0.4,53,31.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-04T04:00,3.1,59,0.3,69,27.8,0.0,0.0,Bari,41.1171,16.8719
2019-01-04T05:00,3.4,52,0.2,83,27.3,0.0,0.0,Bari,41.1171,16.8719
2019-01-04T06:00,2.7,60,0.8,72,26.6,0.0,0.0,Bari,41.1171,16.8719
2019-01-04T07:00,2.1,68,0.9,70,24.8,0.0,0.0,Bari,41.1171,16.8719
