time,temperature_2m,relative_humidity_2m,precipitation,cloud_cover,wind_speed_10m,shortwave_radiation,direct_radiation,city,lat,lon
2026-01-01T00:00,4.6,64,0.0,27,8.5,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T01:00,3.3,68,0.0,18,2.2,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T02:00,2.6,71,0.0,16,2.6,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T03:00,1.9,71,0.0,6,7.1,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T04:00,1.2,69,0.0,2,10.9,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T05:00,0.7,69,0.0,0,12.1,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T06:00,0.6,70,0.0,0,11.9,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T07:00,0.7,71,0.0,0,11.1,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T08:00,0.3,73,0.0,0,10.0,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T09:00,0.6,73,0.0,0,9.2,18.0,8.0,Bari,41.1171,16.8719
2026-01-01T10:00,3.4,70,0.0,0,9.0,136.0,88.0,Bari,41.1171,16.8719
2026-01-01T11:00,6.4,61,0.0,0,9.2,272.0,206.0,Bari,41.1171,16.8719
2026-01-01T12:00,7.4,52,0.0,0,9.3,374.0,297.0,Bari,41.1171,16.8719
2026-01-01T13:00,8.1,50,0.0,0,9.2,427.0,346.0,Bari,41.1171,16.8719
2026-01-01T14:00,9.0,50,0.0,0,10.5,425.0,346.0,Bari,41.1171,16.8719
2026-01-01T15:00,9.4,49,0.0,0,11.8,365.0,290.0,Bari,41.1171,16.8719
2026-01-01T16:00,8.7,50,0.0,0,13.9,257.0,193.0,Bari,41.1171,16.8719
2026-01-01T17:00,7.1,58,0.0,0,13.3,119.0,75.0,Bari,41.1171,16.8719
2026-01-01T18:00,5.4,65,0.0,0,12.8,11.0,4.0,Bari,41.1171,16.8719
2026-01-01T19:00,4.7,71,0.0,0,13.7,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T20:00,4.7,73,0.0,0,16.8,0.0,0.0,Bari,41.1171,16.8719
2026-01-01T21:00,5.1,74,0.0,0,18.7,0.0,0.0,Bari,41.1171,16.8719
