date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,45.5,14.5,-7.07,-1.09,-12.29,0.01,2.77,51.9,0.936,94.56,95.35
2015-01-02,45.5,14.5,-0.76,2.93,-4.15,0.01,1.46,329.0,1.5821,91.01,95.08
2015-01-03,45.5,14.5,0.14,2.3,-3.44,0.03,2.43,89.2,1.0992,94.67,94.56
2015-01-04,45.5,14.5,-0.08,3.61,-3.56,0.02,2.08,10.1,1.9284,92.62,94.27
2015-01-05,45.5,14.5,-1.12,2.99,-3.39,0.0,2.24,350.4,1.7878,81.06,94.8
2015-01-06,45.5,14.5,-1.76,3.06,-4.47,0.01,1.76,74.8,1.147,88.13,94.64
2015-01-07,45.5,14.5,-2.45,2.57,-5.25,0.01,1.41,96.4,1.0618,94.96,94.98
2015-01-08,45.5,14.5,0.06,4.36,-4.02,0.07,1.3,232.7,0.7824,95.52,95.19
2015-01-09,45.5,14.5,1.57,3.12,0.79,0.12,1.95,240.4,0.3924,99.78,94.97
2015-01-10,45.5,14.5,3.5,5.89,2.36,0.29,2.38,223.3,1.3538,99.63,94.04
2015-01-11,45.5,14.5,3.14,5.93,-3.24,9.09,2.4,271.8,0.6245,97.57,93.71
2015-01-12,45.5,14.5,0.05,4.02,-3.8,0.0,1.73,233.8,1.3063,80.93,94.8
2015-01-13,45.5,14.5,1.22,5.77,-2.28,0.04,2.41,238.8,1.9265,95.83,94.69
2015-01-14,45.5,14.5,3.59,4.81,2.07,0.38,2.17,237.1,1.181,99.04,94.13
2015-01-15,45.5,14.5,3.31,5.67,0.83,0.34,1.87,207.1,1.241,99.15,94.13
2015-01-16,45.5,14.5,6.06,7.62,5.31,0.67,3.24,204.9,1.4326,97.88,93.93
2015-01-17,45.5,14.5,7.26,9.09,4.62,6.68,3.96,187.6,0.8539,98.02,93.6
2015-01-18,45.5,14.5,3.79,8.26,-0.24,0.18,1.43,137.4,1.4556,90.8,93.72
2015-01-19,45.5,14.5,2.22,6.65,0.28,0.08,1.49,93.2,1.4568,83.29,93.43
2015-01-20,45.5,14.5,0.64,3.44,-1.05,0.98,1.52,84.5,1.1304,89.39,93.22
2015-01-21,45.5,14.5,1.08,3.0,-0.15,1.87,2.59,79.3,0.6192,97.26,93.32
2015-01-22,45.5,14.5,2.08,3.98,1.17,6.72,2.35,74.4,0.8832,97.91,93.32
2015-01-23,45.5,14.5,1.77,2.98,0.68,6.2,5.21,46.4,0.6475,94.18,93.11
2015-01-24,45.5,14.5,0.55,2.39,-0.94,2.33,3.51,43.4,1.0613,91.35,93.34
2015-01-25,45.5,14.5,-0.65,2.13,-2.33,0.81,3.1,42.6,0.9691,86.76,93.82
2015-01-26,45.5,14.5,-2.15,1.34,-4.74,0.04,2.8,56.6,1.6613,88.31,94.26
2015-01-27,45.5,14.5,-2.13,1.71,-5.19,0.2,1.71,49.2,1.1378,89.71,93.71
2015-01-28,45.5,14.5,-2.15,2.0,-4.36,0.07,2.07,58.9,2.2097,89.05,93.64
2015-01-29,45.5,14.5,-1.57,1.08,-5.85,6.03,2.05,197.2,0.7524,96.62,92.24
2015-01-30,45.5,14.5,-0.22,1.79,-5.07,30.72,1.93,149.9,0.8568,98.51,90.02
2015-01-31,45.5,14.5,-2.97,1.43,-8.23,0.39,2.08,167.8,2.0707,97.15,90.87
2015-02-01,45.5,14.5,-2.39,-1.18,-4.04,5.48,2.78,49.9,0.8335,98.06,91.19
2015-02-02,45.5,14.5,-3.6,0.27,-6.65,1.74,1.34,17.7,2.1962,97.21,92.16
2015-02-03,45.5,14.5,-2.42,0.52,-5.91,4.64,1.82,111.6,0.9118,98.99,92.49
2015-02-04,45.5,14.5,-2.43,-0.89,-3.49,3.31,4.77,63.6,0.9638,98.61,92.56
2015-02-05,45.5,14.5,-3.11,-2.32,-3.99,6.19,7.67,65.8,0.7135,98.31,92.94
2015-02-06,45.5,14.5,-4.1,-3.26,-5.9,9.75,8.31,58.6,0.4063,98.91,92.95
2015-02-07,45.5,14.5,-6.28,-4.19,-10.03,0.97,5.08,61.0,1.3961,99.12,93.95
2015-02-08,45.5,14.5,-6.52,-0.42,-13.21,0.08,2.77,38.9,1.7004,96.21,93.57
2015-02-09,45.5,14.5,-6.38,-2.97,-11.43,0.37,2.24,350.4,1.326,94.35,94.17
2015-02-10,45.5,14.5,-2.59,1.13,-5.98,0.02,1.93,47.3,1.7578,91.89,94.47
2015-02-11,45.5,14.5,-1.43,4.44,-5.75,0.03,1.95,69.9,2.3666,93.12,94.65
2015-02-12,45.5,14.5,-2.1,1.37,-4.63,0.09,2.86,75.3,1.7731,95.95,94.6
2015-02-13,45.5,14.5,-2.18,2.67,-6.5,0.09,1.28,84.5,2.0971,92.2,94.37
2015-02-14,45.5,14.5,0.11,1.47,-1.99,0.7,1.47,196.8,1.2926,99.6,93.87
2015-02-15,45.5,14.5,1.0,4.32,-1.89,0.05,1.78,115.1,2.7518,95.63,93.69
2015-02-16,45.5,14.5,0.57,4.43,-1.43,0.02,3.29,66.3,3.2582,93.58,94.14
2015-02-17,45.5,14.5,-0.61,2.95,-4.04,0.04,4.5,66.5,2.6258,92.4,94.9
2015-02-18,45.5,14.5,-3.37,1.12,-5.88,0.0,4.42,67.9,3.7046,84.66,95.54
2015-02-19,45.5,14.5,-1.47,5.43,-8.66,0.0,1.64,68.9,3.6996,75.02,95.12
2015-02-20,45.5,14.5,-0.14,5.44,-3.77,0.0,1.74,271.6,3.6864,85.1,94.34
2015-02-21,45.5,14.5,0.86,4.86,-2.12,0.14,2.58,204.1,1.8005,93.88,93.21
2015-02-22,45.5,14.5,0.8,2.09,-0.48,16.35,4.18,60.8,0.7603,97.94,92.38
2015-02-23,45.5,14.5,1.31,3.65,0.13,3.86,2.81,78.4,1.6303,97.65,92.63
2015-02-24,45.5,14.5,1.38,2.3,0.53,12.25,3.41,62.5,0.9806,97.32,92.52
2015-02-25,45.5,14.5,0.93,3.39,-0.35,1.31,5.25,46.4,1.4035,89.78,93.22
2015-02-26,45.5,14.5,1.56,5.33,-0.52,0.18,3.2,65.9,2.4672,89.0,93.79
2015-02-27,45.5,14.5,1.94,8.13,-1.48,0.06,2.3,72.8,2.2447,89.31,93.38
2015-02-28,45.5,14.5,1.55,5.44,-1.17,0.11,3.13,63.9,1.8456,92.63,93.81
2015-03-01,45.5,14.5,2.04,6.16,-1.0,0.08,1.91,226.9,2.9386,91.46,93.74
2015-03-02,45.5,14.5,4.82,7.14,1.93,9.85,2.5,223.0,1.3243,99.52,93.34
2015-03-03,45.5,14.5,3.42,9.7,-1.49,0.54,2.04,85.6,4.159,79.86,94.29
2015-03-04,45.5,14.5,2.08,5.57,-0.96,9.79,3.06,79.5,0.7766,86.38,94.22
2015-03-05,45.5,14.5,0.68,2.62,-0.6,1.79,7.43,46.3,2.1132,84.43,94.16
2015-03-06,45.5,14.5,0.24,3.22,-2.18,0.22,5.4,43.8,3.1541,81.3,95.01
2015-03-07,45.5,14.5,0.6,5.1,-2.55,0.0,4.62,51.2,4.079,82.74,95.15
2015-03-08,45.5,14.5,-0.03,4.33,-3.06,0.0,4.71,64.6,4.3894,81.52,94.86
2015-03-09,45.5,14.5,0.48,5.06,-2.34,0.01,3.91,67.8,3.1615,86.72,94.67
2015-03-10,45.5,14.5,2.51,8.61,-1.42,0.0,2.91,66.6,4.3606,80.67,94.58
2015-03-11,45.5,14.5,4.59,11.45,-0.03,1.02,2.05,18.4,2.1118,74.78,94.24
2015-03-12,45.5,14.5,1.37,5.7,-2.17,0.01,3.24,42.9,2.5565,81.79,94.35
2015-03-13,45.5,14.5,1.8,8.3,-3.39,0.01,1.93,60.1,3.3773,80.66,94.12
2015-03-14,45.5,14.5,2.38,8.4,-1.61,0.04,2.13,81.8,2.9126,84.87,94.24
2015-03-15,45.5,14.5,2.97,8.58,-1.08,0.02,3.01,74.3,2.916,84.96,94.68
2015-03-16,45.5,14.5,3.91,7.14,1.2,2.03,3.18,74.0,1.5024,91.65,94.91
2015-03-17,45.5,14.5,4.72,8.34,1.15,0.08,3.84,63.2,2.7329,89.03,94.82
2015-03-18,45.5,14.5,3.79,10.86,-1.81,0.0,2.34,68.5,4.4652,82.84,94.59
2015-03-19,45.5,14.5,4.0,11.04,-1.01,0.0,2.01,68.2,4.8146,81.54,94.5
2015-03-20,45.5,14.5,5.08,11.88,-0.13,0.01,1.31,293.0,4.4122,73.5,94.52
2015-03-21,45.5,14.5,4.07,9.86,-1.26,0.14,2.33,213.9,4.6608,80.15,94.03
2015-03-22,45.5,14.5,5.53,10.27,2.15,1.65,2.35,81.5,3.2978,87.23,93.78
2015-03-23,45.5,14.5,4.15,10.64,-0.3,0.01,2.95,71.8,4.3498,83.53,93.83
2015-03-24,45.5,14.5,5.67,12.21,-0.35,0.03,1.88,159.9,3.553,80.33,93.53
2015-03-25,45.5,14.5,6.34,9.07,3.88,18.3,3.52,91.8,1.4153,94.94,92.8
2015-03-26,45.5,14.5,9.93,12.55,7.85,13.7,2.64,166.5,2.3222,91.36,92.91
2015-03-27,45.5,14.5,5.34,7.98,2.8,19.07,3.34,42.3,1.1162,93.15,93.18
2015-03-28,45.5,14.5,5.29,11.35,-0.25,0.0,2.85,46.9,4.9877,77.08,93.81
2015-03-29,45.5,14.5,5.64,12.94,-1.42,0.0,1.68,230.0,5.2061,76.0,93.44
2015-03-30,45.5,14.5,7.22,12.57,2.53,0.24,2.5,229.2,3.5837,90.34,92.79
2015-03-31,45.5,14.5,7.54,11.35,2.13,1.11,3.12,201.1,4.183,90.97,93.12
2015-04-01,45.5,14.5,5.49,11.7,-1.19,0.43,2.1,22.1,3.9986,72.93,93.43
2015-04-02,45.5,14.5,4.47,9.39,-1.29,0.3,2.94,230.2,4.9706,71.37,93.67
2015-04-03,45.5,14.5,3.55,10.56,-3.05,0.0,2.0,11.3,6.0302,65.04,93.99
2015-04-04,45.5,14.5,2.43,5.17,0.06,4.84,2.05,144.5,1.9385,87.35,93.41
2015-04-05,45.5,14.5,2.02,5.55,-0.25,0.34,5.36,51.5,3.5952,75.79,93.4
2015-04-06,45.5,14.5,1.29,5.26,-2.15,0.14,3.51,40.5,4.2418,74.94,94.09
2015-04-07,45.5,14.5,1.69,7.15,-2.48,0.06,3.65,33.2,4.3591,73.89,94.84
2015-04-08,45.5,14.5,4.43,11.21,-1.67,0.01,2.02,19.8,3.8472,73.91,94.93
2015-04-09,45.5,14.5,6.53,14.92,-0.65,0.0,1.7,61.2,4.9068,78.3,95.08
2015-04-10,45.5,14.5,7.69,15.71,1.09,0.0,1.95,200.8,6.1658,77.94,94.86
2015-04-11,45.5,14.5,7.19,13.67,1.2,0.02,2.3,222.1,5.6376,85.07,94.67
2015-04-12,45.5,14.5,11.03,18.3,2.28,0.01,1.48,20.5,4.9056,71.81,95.05
2015-04-13,45.5,14.5,13.32,18.39,10.08,0.01,1.39,288.9,6.2023,61.91,94.89
2015-04-14,45.5,14.5,11.13,17.03,6.52,0.06,1.96,68.2,5.166,68.98,94.83
2015-04-15,45.5,14.5,12.78,18.83,8.26,0.0,1.72,244.5,6.3098,60.86,94.51
2015-04-16,45.5,14.5,11.41,17.92,6.14,0.0,2.1,219.2,5.9131,73.1,94.08
2015-04-17,45.5,14.5,9.24,10.73,6.09,3.98,2.48,222.3,1.8341,95.12,93.77
2015-04-18,45.5,14.5,5.37,8.72,0.45,14.95,3.38,65.3,0.8131,88.82,93.89
2015-04-19,45.5,14.5,3.75,10.78,-1.63,0.0,2.48,64.4,6.3293,74.39,94.24
2015-04-20,45.5,14.5,7.45,15.95,-1.73,0.0,1.65,31.9,6.978,70.59,94.22
2015-04-21,45.5,14.5,10.27,17.42,2.45,0.0,2.05,1.8,6.8438,68.28,94.55
2015-04-22,45.5,14.5,12.59,19.62,6.31,0.0,1.9,310.7,7.0421,54.71,94.43
2015-04-23,45.5,14.5,9.96,15.66,4.13,0.01,2.36,178.7,5.3146,72.43,93.94
2015-04-24,45.5,14.5,10.47,15.34,6.83,3.56,1.47,195.0,3.6226,79.68,93.87
2015-04-25,45.5,14.5,10.32,16.24,4.95,0.06,1.97,214.2,5.1972,84.46,93.94
2015-04-26,45.5,14.5,11.39,15.58,8.37,0.29,2.05,219.8,4.4393,87.25,93.63
2015-04-27,45.5,14.5,11.92,16.48,8.57,2.11,2.07,185.8,3.4073,83.94,93.14
2015-04-28,45.5,14.5,10.09,13.23,6.32,11.34,1.46,60.4,2.6434,89.76,92.9
2015-04-29,45.5,14.5,9.33,16.07,3.57,0.01,1.58,76.6,6.1387,69.59,94.04
2015-04-30,45.5,14.5,8.68,14.79,3.3,0.38,1.53,190.9,3.7642,78.44,93.92
2015-05-01,45.5,14.5,10.3,12.65,7.45,7.08,3.25,211.3,2.7362,90.68,93.57
2015-05-02,45.5,14.5,11.87,17.22,9.25,4.84,2.07,220.7,4.6531,89.93,93.4
2015-05-03,45.5,14.5,11.99,15.01,9.61,0.85,1.93,196.8,3.271,92.47,93.7
2015-05-04,45.5,14.5,13.76,19.33,9.77,0.42,1.62,225.7,4.5151,88.95,93.85
2015-05-05,45.5,14.5,15.13,21.2,10.03,0.0,1.93,216.1,5.1538,79.91,93.78
2015-05-06,45.5,14.5,15.34,19.55,11.04,0.09,1.88,204.3,6.1637,80.43,93.69
