date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,46.5,8.5,-5.96,0.26,-12.28,0.0,0.82,352.0,1.7486,79.54,82.44
2015-01-02,46.5,8.5,-2.76,0.39,-6.46,1.36,2.01,335.5,1.2636,82.66,82.57
2015-01-03,46.5,8.5,-2.42,1.29,-8.04,6.23,2.8,310.8,1.3867,93.39,82.04
2015-01-04,46.5,8.5,-4.94,0.78,-12.15,6.06,4.6,335.8,1.5571,94.02,81.93
2015-01-05,46.5,8.5,-10.27,-3.77,-15.09,0.0,2.32,343.3,1.8485,71.29,82.19
2015-01-06,46.5,8.5,-6.15,-0.76,-10.24,0.0,1.34,347.3,1.7345,57.26,81.85
2015-01-07,46.5,8.5,-7.48,-2.75,-11.09,0.01,1.42,341.4,1.8962,73.11,82.06
2015-01-08,46.5,8.5,-6.49,-0.74,-11.15,0.25,1.24,318.7,1.7772,85.48,82.35
2015-01-09,46.5,8.5,-3.39,1.08,-9.68,2.11,3.34,310.9,1.0423,85.9,82.42
2015-01-10,46.5,8.5,1.53,2.98,0.36,5.06,4.1,318.2,1.7527,93.34,81.9
2015-01-11,46.5,8.5,-4.05,0.53,-9.55,4.84,5.43,323.9,1.1681,89.93,81.4
2015-01-12,46.5,8.5,-5.56,1.04,-11.37,0.02,2.55,307.2,1.5466,58.02,82.06
2015-01-13,46.5,8.5,-7.6,-2.46,-11.4,0.03,2.69,170.9,1.8482,69.36,81.79
2015-01-14,46.5,8.5,-5.62,-1.36,-9.42,2.36,1.84,229.1,0.648,93.98,81.36
2015-01-15,46.5,8.5,-5.5,-2.35,-8.47,1.83,3.32,162.3,1.3313,94.73,81.2
2015-01-16,46.5,8.5,-2.92,-1.43,-4.58,24.01,4.76,165.2,0.5076,99.15,80.75
2015-01-17,46.5,8.5,-5.34,-2.71,-8.76,27.46,1.88,346.7,0.3487,98.62,80.6
2015-01-18,46.5,8.5,-9.56,-5.81,-12.13,0.54,1.56,142.4,1.4158,98.26,80.84
2015-01-19,46.5,8.5,-9.82,-5.47,-12.38,0.55,1.49,155.6,1.5187,98.81,80.59
2015-01-20,46.5,8.5,-9.34,-5.1,-13.29,1.2,1.59,158.2,1.3428,98.74,80.41
2015-01-21,46.5,8.5,-9.6,-4.35,-14.43,6.83,1.96,155.1,1.5967,96.63,80.39
2015-01-22,46.5,8.5,-5.87,-2.3,-9.63,4.71,1.84,156.8,1.0738,98.73,80.54
2015-01-23,46.5,8.5,-10.06,-5.98,-13.0,0.23,3.3,355.5,1.5518,98.58,80.85
2015-01-24,46.5,8.5,-10.95,-5.85,-14.1,0.51,3.44,348.5,1.7486,97.39,80.96
2015-01-25,46.5,8.5,-11.98,-8.93,-14.01,1.31,4.56,356.5,1.7702,96.04,81.32
2015-01-26,46.5,8.5,-12.25,-7.48,-17.74,2.16,1.85,344.6,1.7746,95.42,81.4
2015-01-27,46.5,8.5,-10.69,-7.03,-13.31,2.59,3.97,341.4,1.5264,96.95,81.06
2015-01-28,46.5,8.5,-11.26,-5.92,-15.23,1.08,1.91,316.7,1.6502,94.25,80.85
2015-01-29,46.5,8.5,-8.23,-5.08,-10.86,6.18,2.15,195.5,1.013,94.6,79.33
2015-01-30,46.5,8.5,-11.51,-9.76,-13.87,4.51,3.19,316.6,1.6318,91.41,77.79
2015-01-31,46.5,8.5,-11.91,-7.18,-15.5,0.99,0.99,316.4,1.6913,90.75,78.26
2015-02-01,46.5,8.5,-12.74,-8.3,-15.97,1.99,2.3,328.1,1.937,94.22,78.82
2015-02-02,46.5,8.5,-12.6,-7.99,-15.41,1.96,2.14,326.3,1.9447,92.3,79.53
2015-02-03,46.5,8.5,-12.9,-7.29,-18.43,0.42,1.24,135.5,1.4899,94.26,79.53
2015-02-04,46.5,8.5,-11.56,-6.15,-16.86,0.43,1.37,37.0,1.4206,95.35,79.8
2015-02-05,46.5,8.5,-9.97,-7.07,-12.42,4.37,1.94,19.0,0.7339,96.77,79.93
2015-02-06,46.5,8.5,-7.39,-2.75,-10.59,1.06,1.71,25.5,1.6116,95.29,80.22
2015-02-07,46.5,8.5,-8.96,-2.57,-14.71,0.1,1.27,27.4,2.2279,95.86,81.15
2015-02-08,46.5,8.5,-12.55,-7.93,-16.68,1.34,6.94,352.0,2.0083,90.98,81.11
2015-02-09,46.5,8.5,-11.7,-4.46,-17.98,0.14,4.1,346.5,2.1874,96.23,81.64
2015-02-10,46.5,8.5,-5.47,0.66,-12.87,0.0,1.61,18.6,3.2203,71.09,81.82
2015-02-11,46.5,8.5,-5.11,0.15,-9.51,0.0,1.08,158.4,3.0948,66.5,81.89
2015-02-12,46.5,8.5,-6.43,-1.26,-10.64,0.02,1.12,171.7,3.229,74.88,81.71
2015-02-13,46.5,8.5,-7.61,-2.6,-10.39,0.59,1.51,171.0,2.7235,98.26,81.42
2015-02-14,46.5,8.5,-6.94,-3.99,-9.22,7.87,2.42,159.9,1.9102,99.39,80.82
2015-02-15,46.5,8.5,-5.82,-2.54,-8.54,17.61,2.22,155.2,1.6054,99.05,80.6
2015-02-16,46.5,8.5,-6.66,-2.57,-9.67,0.6,1.71,163.5,2.3923,98.21,81.27
2015-02-17,46.5,8.5,-5.45,-0.48,-10.66,0.09,1.41,3.1,3.2328,94.95,82.04
2015-02-18,46.5,8.5,-8.54,-2.22,-12.65,0.03,1.32,150.7,3.253,95.37,82.53
2015-02-19,46.5,8.5,-7.65,-0.71,-12.61,0.01,0.8,183.5,3.6194,75.46,82.25
2015-02-20,46.5,8.5,-8.26,-3.24,-12.07,0.54,2.09,165.2,3.6317,84.06,81.45
2015-02-21,46.5,8.5,-6.29,-3.88,-8.34,18.37,3.76,162.2,1.2002,99.19,80.06
2015-02-22,46.5,8.5,-8.76,-5.38,-14.38,10.38,2.81,356.6,1.8262,97.35,79.99
2015-02-23,46.5,8.5,-8.33,-3.47,-14.93,1.74,1.22,181.9,1.4309,91.52,80.1
2015-02-24,46.5,8.5,-7.25,-5.9,-8.62,3.12,3.59,347.1,1.092,95.48,80.2
2015-02-25,46.5,8.5,-8.38,-5.28,-14.03,0.61,3.72,352.8,3.0108,95.49,80.88
2015-02-26,46.5,8.5,-10.74,-3.39,-16.9,0.03,1.23,359.0,3.9288,83.62,81.07
2015-02-27,46.5,8.5,-7.95,-2.16,-13.8,3.12,2.06,312.5,2.0129,97.49,80.71
2015-02-28,46.5,8.5,-7.02,-2.44,-10.23,0.69,1.65,23.7,2.4406,95.93,81.1
2015-03-01,46.5,8.5,-3.79,-0.36,-9.63,1.37,1.68,192.5,2.6743,97.68,80.98
2015-03-02,46.5,8.5,-1.54,0.04,-6.43,13.08,3.78,292.2,1.735,94.13,80.79
2015-03-03,46.5,8.5,-5.85,-1.93,-10.85,1.05,1.86,324.1,3.6228,86.35,81.5
2015-03-04,46.5,8.5,-6.08,-3.26,-9.92,2.82,2.99,349.9,1.8504,93.68,81.51
2015-03-05,46.5,8.5,-8.78,-6.74,-11.28,1.62,7.49,357.2,3.2724,91.78,81.79
2015-03-06,46.5,8.5,-8.27,-2.57,-12.62,0.05,3.4,356.2,4.6111,93.4,82.33
2015-03-07,46.5,8.5,-4.19,1.46,-10.81,0.0,1.63,348.0,4.4522,62.94,82.35
2015-03-08,46.5,8.5,-2.17,0.66,-5.01,0.0,0.8,300.2,4.4292,62.44,82.04
2015-03-09,46.5,8.5,-1.67,1.82,-5.21,0.0,1.13,345.0,4.5113,71.07,81.93
2015-03-10,46.5,8.5,-2.56,1.73,-6.8,0.0,2.09,349.0,4.5946,80.43,82.0
2015-03-11,46.5,8.5,-3.59,1.2,-9.39,0.25,3.61,347.6,4.2091,92.98,81.78
2015-03-12,46.5,8.5,-7.48,-1.41,-13.68,0.0,1.71,12.4,4.9183,84.19,81.7
2015-03-13,46.5,8.5,-5.21,-0.3,-9.7,0.02,0.85,330.7,4.7054,78.11,81.29
2015-03-14,46.5,8.5,-4.65,-1.53,-7.42,0.68,1.42,171.2,3.3461,95.21,81.32
2015-03-15,46.5,8.5,-5.27,-2.27,-8.44,2.1,3.39,165.5,2.5958,97.68,81.56
2015-03-16,46.5,8.5,-2.68,-0.22,-6.2,5.12,3.21,160.8,2.2896,95.97,81.75
2015-03-17,46.5,8.5,-0.93,0.59,-3.29,2.56,2.56,161.8,2.1142,96.28,81.98
2015-03-18,46.5,8.5,-0.77,2.06,-5.3,0.33,0.97,345.1,4.7827,93.6,81.94
2015-03-19,46.5,8.5,0.42,2.06,-1.86,0.14,1.01,16.1,4.6723,91.86,81.8
2015-03-20,46.5,8.5,-1.3,0.93,-3.37,0.53,1.73,175.6,4.5504,96.24,81.75
2015-03-21,46.5,8.5,-1.34,0.63,-4.45,6.23,1.37,191.8,1.4899,95.7,81.24
2015-03-22,46.5,8.5,-1.45,0.23,-5.95,4.49,2.05,117.6,2.3952,92.35,80.99
2015-03-23,46.5,8.5,-3.03,0.68,-6.45,0.54,1.7,178.2,4.686,95.65,81.17
2015-03-24,46.5,8.5,-1.88,0.57,-4.8,3.17,2.72,168.8,2.917,96.65,80.78
2015-03-25,46.5,8.5,-0.23,1.05,-1.74,4.2,1.97,55.4,2.0537,95.92,80.23
2015-03-26,46.5,8.5,-1.3,1.18,-4.84,1.21,2.27,346.9,2.91,91.05,80.4
2015-03-27,46.5,8.5,-4.62,-1.23,-8.71,1.23,5.32,342.4,4.6212,92.05,81.04
2015-03-28,46.5,8.5,-2.83,1.81,-9.64,0.59,2.88,342.0,5.7811,89.22,81.43
2015-03-29,46.5,8.5,0.03,2.25,-4.18,3.68,2.0,303.9,4.0721,91.3,81.01
2015-03-30,46.5,8.5,0.64,1.78,-0.72,16.37,4.52,316.3,2.1826,90.31,80.59
2015-03-31,46.5,8.5,0.79,2.89,-2.75,7.32,6.11,307.6,5.209,88.04,80.86
2015-04-01,46.5,8.5,-4.98,-3.25,-7.86,5.23,7.59,327.4,3.0122,87.31,81.18
2015-04-02,46.5,8.5,-3.97,1.1,-10.51,8.95,4.55,322.0,2.8238,90.98,81.19
2015-04-03,46.5,8.5,-2.97,1.14,-9.98,2.05,1.94,328.2,4.9747,85.17,81.26
2015-04-04,46.5,8.5,-0.6,1.56,-4.02,5.54,2.06,320.2,2.5562,90.28,80.62
2015-04-05,46.5,8.5,-6.56,-2.75,-10.61,1.23,3.35,6.6,2.8802,88.87,80.84
2015-04-06,46.5,8.5,-8.16,-3.39,-13.76,0.43,3.73,357.8,4.3262,88.65,81.53
2015-04-07,46.5,8.5,-6.56,0.08,-12.95,0.03,2.69,7.2,6.5844,82.27,82.24
2015-04-08,46.5,8.5,-2.45,3.78,-9.6,0.0,2.03,7.0,6.39,65.08,82.35
