date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,38.5,8.5,11.37,12.86,8.41,0.93,9.72,1.8,2.7521,70.32,102.85
2015-01-02,38.5,8.5,12.6,13.84,11.86,0.0,5.36,346.4,2.5771,68.28,103.27
2015-01-03,38.5,8.5,15.27,15.72,14.18,0.0,10.36,289.2,2.6542,76.67,103.17
2015-01-04,38.5,8.5,15.43,15.79,14.92,0.0,12.61,302.4,2.4542,79.37,102.6
2015-01-05,38.5,8.5,14.65,15.22,13.9,0.0,5.13,29.2,2.8255,75.67,102.83
2015-01-06,38.5,8.5,14.1,14.49,13.41,0.0,4.03,277.9,2.1914,72.89,102.64
2015-01-07,38.5,8.5,14.91,15.36,14.32,0.0,2.9,295.9,1.6385,66.55,102.92
2015-01-08,38.5,8.5,14.41,14.71,14.17,0.0,4.99,313.0,2.591,67.79,103.5
2015-01-09,38.5,8.5,14.97,15.47,14.31,0.0,10.2,303.6,2.0045,74.94,103.71
2015-01-10,38.5,8.5,15.55,15.76,15.15,0.0,11.23,295.0,2.6729,84.88,102.97
2015-01-11,38.5,8.5,15.21,15.58,14.0,0.0,10.04,296.9,2.4221,84.05,102.42
2015-01-12,38.5,8.5,14.07,14.51,13.59,0.0,5.61,307.4,2.3995,75.48,103.13
2015-01-13,38.5,8.5,13.6,14.17,13.18,0.0,3.21,170.6,2.8178,74.1,102.84
2015-01-14,38.5,8.5,14.76,15.37,13.93,0.0,3.81,287.0,2.939,81.98,102.46
2015-01-15,38.5,8.5,14.68,15.54,13.89,0.0,3.82,182.8,3.0442,86.79,102.26
2015-01-16,38.5,8.5,15.51,15.81,15.2,0.05,4.6,201.5,2.8812,89.99,101.66
2015-01-17,38.5,8.5,14.66,15.6,12.71,2.35,5.99,296.7,1.9385,71.0,101.84
2015-01-18,38.5,8.5,12.75,13.64,11.82,3.07,4.97,342.2,2.4698,67.96,101.67
2015-01-19,38.5,8.5,13.3,14.97,12.44,0.46,4.73,151.5,2.0035,64.47,101.06
2015-01-20,38.5,8.5,14.41,15.43,13.22,4.43,4.58,244.5,2.2524,64.36,100.65
2015-01-21,38.5,8.5,13.8,14.31,13.45,2.76,7.54,241.6,1.8442,67.65,100.95
2015-01-22,38.5,8.5,12.41,14.17,11.98,7.6,4.49,250.5,2.0047,73.49,100.61
2015-01-23,38.5,8.5,12.77,13.31,12.05,5.19,10.93,317.2,1.799,78.71,100.63
2015-01-24,38.5,8.5,13.24,14.09,12.85,5.92,11.58,313.3,1.6476,77.23,101.11
2015-01-25,38.5,8.5,12.66,14.18,11.52,0.9,6.78,342.7,2.1101,62.83,101.1
2015-01-26,38.5,8.5,12.52,13.3,12.09,1.22,9.23,7.3,2.5814,68.49,101.6
2015-01-27,38.5,8.5,12.6,13.76,11.82,0.95,9.82,314.4,1.8622,72.37,101.71
2015-01-28,38.5,8.5,12.83,13.37,12.31,0.46,7.33,338.9,2.0659,62.24,101.47
2015-01-29,38.5,8.5,13.57,14.7,12.57,0.15,10.12,278.8,1.6541,75.6,101.0
2015-01-30,38.5,8.5,13.89,15.71,11.52,3.55,11.65,273.9,0.767,82.3,99.43
2015-01-31,38.5,8.5,13.84,15.5,11.9,26.62,9.8,271.7,0.5534,84.77,98.87
2015-02-01,38.5,8.5,11.61,12.52,10.49,4.25,11.6,297.5,1.8974,72.34,99.97
2015-02-02,38.5,8.5,11.33,11.94,10.77,0.9,10.92,295.6,2.9906,65.86,100.81
2015-02-03,38.5,8.5,12.65,14.19,11.27,13.62,11.98,247.3,1.3423,74.02,100.23
2015-02-04,38.5,8.5,13.17,14.39,11.75,16.56,8.41,232.7,1.2768,76.08,99.92
2015-02-05,38.5,8.5,10.89,12.19,9.83,8.14,14.18,258.0,1.6286,74.52,99.82
2015-02-06,38.5,8.5,11.09,11.56,9.96,3.05,13.25,271.8,2.3282,70.02,100.55
2015-02-07,38.5,8.5,11.24,11.67,10.68,2.92,8.76,282.9,2.5898,70.99,101.52
2015-02-08,38.5,8.5,11.81,12.03,11.53,8.08,10.92,304.0,2.3443,75.07,101.47
2015-02-09,38.5,8.5,11.37,12.52,10.06,0.51,9.28,12.9,3.8311,60.76,102.03
2015-02-10,38.5,8.5,12.85,13.72,11.99,0.0,6.09,327.9,3.3948,71.98,102.43
2015-02-11,38.5,8.5,12.7,13.35,12.3,0.0,2.67,100.3,4.0596,76.45,102.3
2015-02-12,38.5,8.5,12.98,13.49,12.38,0.0,6.45,96.9,3.6619,82.32,102.09
2015-02-13,38.5,8.5,12.68,13.21,12.24,0.13,4.48,81.6,3.6154,78.06,102.05
2015-02-14,38.5,8.5,12.66,14.5,11.79,0.2,3.69,268.6,3.0526,80.47,101.7
2015-02-15,38.5,8.5,13.55,14.15,12.49,8.4,6.24,244.5,2.0441,83.02,101.14
2015-02-16,38.5,8.5,12.13,12.79,11.68,9.34,6.96,272.8,2.8534,81.4,100.88
2015-02-17,38.5,8.5,13.21,13.93,12.38,11.09,8.99,67.3,1.3997,79.85,101.52
2015-02-18,38.5,8.5,13.13,14.18,12.45,12.38,13.09,67.2,2.1386,79.26,102.38
2015-02-19,38.5,8.5,13.3,13.82,12.73,1.39,6.88,96.7,3.5736,80.56,102.85
2015-02-20,38.5,8.5,13.15,13.73,12.83,0.53,6.48,133.6,3.889,76.58,102.38
2015-02-21,38.5,8.5,12.98,13.79,11.99,8.37,7.22,183.6,2.2231,81.73,100.69
2015-02-22,38.5,8.5,11.89,12.65,11.0,8.48,10.06,319.2,2.232,81.68,99.74
2015-02-23,38.5,8.5,12.94,14.25,11.74,0.56,11.7,308.9,2.9206,76.57,100.79
2015-02-24,38.5,8.5,12.71,14.28,11.45,4.55,14.43,294.9,3.0276,78.73,100.71
2015-02-25,38.5,8.5,12.07,13.87,9.86,10.99,13.84,319.6,1.3771,75.9,100.49
2015-02-26,38.5,8.5,12.94,13.52,12.33,6.03,6.67,1.7,3.0694,78.7,101.02
2015-02-27,38.5,8.5,13.16,13.65,11.9,0.55,4.7,310.3,3.6348,71.58,101.17
2015-02-28,38.5,8.5,11.84,12.75,11.23,0.16,7.9,317.8,3.2662,74.41,101.68
2015-03-01,38.5,8.5,12.88,13.82,11.71,0.29,6.28,306.6,3.1661,75.8,102.11
2015-03-02,38.5,8.5,14.18,14.59,13.82,0.01,7.33,265.2,3.9082,92.0,102.21
2015-03-03,38.5,8.5,14.7,15.16,14.39,0.01,3.77,304.4,4.038,88.63,102.47
2015-03-04,38.5,8.5,13.99,14.69,11.5,0.72,4.67,307.6,4.4846,84.15,102.03
2015-03-05,38.5,8.5,11.3,12.49,9.87,1.79,16.64,318.3,2.6179,67.88,101.46
2015-03-06,38.5,8.5,12.43,13.04,11.74,0.09,11.25,359.0,4.134,58.65,102.28
2015-03-07,38.5,8.5,12.27,14.04,11.06,0.0,8.92,3.3,4.9306,62.0,102.42
2015-03-08,38.5,8.5,12.7,13.65,11.76,0.18,6.35,24.7,4.4062,64.27,102.03
2015-03-09,38.5,8.5,12.54,13.08,12.09,0.01,3.35,4.6,3.3098,62.27,102.21
2015-03-10,38.5,8.5,12.37,13.1,11.64,0.0,4.56,318.4,5.0933,73.09,102.51
2015-03-11,38.5,8.5,13.57,14.13,12.59,0.01,6.9,294.0,4.7441,80.51,102.32
2015-03-12,38.5,8.5,13.96,14.28,13.2,0.11,5.65,27.4,3.9612,80.58,101.81
2015-03-13,38.5,8.5,13.25,13.73,12.73,0.0,3.63,322.7,5.3676,66.83,102.02
2015-03-14,38.5,8.5,13.45,13.62,13.1,2.58,4.7,111.3,3.0115,75.9,101.86
2015-03-15,38.5,8.5,12.49,14.02,10.15,60.77,6.34,225.0,2.971,82.24,101.68
2015-03-16,38.5,8.5,12.85,13.58,10.87,7.96,5.4,327.8,2.0165,87.26,101.65
2015-03-17,38.5,8.5,12.96,13.3,12.41,0.2,5.34,294.7,5.3158,75.12,101.98
2015-03-18,38.5,8.5,13.58,13.92,13.06,0.05,6.44,79.8,5.2586,83.46,102.04
2015-03-19,38.5,8.5,13.71,13.98,13.44,0.07,9.95,105.4,4.8869,84.63,101.81
2015-03-20,38.5,8.5,14.1,14.35,13.88,0.23,12.69,114.2,4.2667,87.13,101.64
2015-03-21,38.5,8.5,13.88,14.27,13.61,3.34,11.98,124.3,3.8587,87.46,101.24
2015-03-22,38.5,8.5,14.02,14.72,13.5,15.27,5.33,248.0,3.1807,92.23,100.69
2015-03-23,38.5,8.5,13.81,14.24,13.48,0.15,6.3,108.1,5.1643,90.43,101.16
2015-03-24,38.5,8.5,14.14,14.42,13.7,23.5,9.82,107.9,1.95,93.7,100.16
2015-03-25,38.5,8.5,14.31,14.58,13.76,1.5,9.62,241.2,3.301,89.67,99.54
2015-03-26,38.5,8.5,13.27,14.29,12.39,0.42,10.05,323.4,3.4178,80.44,100.61
2015-03-27,38.5,8.5,13.52,14.22,13.04,0.0,14.44,311.3,3.6778,74.87,101.13
2015-03-28,38.5,8.5,14.24,15.33,13.31,0.0,9.25,318.8,6.2623,82.46,101.53
2015-03-29,38.5,8.5,14.23,14.89,13.51,0.0,10.52,309.6,5.8337,83.69,101.75
2015-03-30,38.5,8.5,14.97,15.56,14.66,0.0,11.88,292.3,4.2845,85.56,101.67
2015-03-31,38.5,8.5,14.93,15.52,14.52,0.0,11.12,305.1,6.2779,87.12,101.95
2015-04-01,38.5,8.5,14.11,14.98,13.28,0.0,12.65,312.3,6.181,75.27,102.03
2015-04-02,38.5,8.5,13.55,13.99,13.38,0.0,11.34,305.8,4.3584,74.33,102.01
2015-04-03,38.5,8.5,13.98,14.34,13.66,0.01,9.24,303.3,4.7909,79.75,101.75
2015-04-04,38.5,8.5,13.96,14.39,13.71,0.01,5.61,295.2,5.021,80.52,101.23
2015-04-05,38.5,8.5,14.04,14.6,13.5,0.42,9.75,298.8,4.2902,75.8,100.93
2015-04-06,38.5,8.5,13.72,14.77,12.84,0.05,4.67,357.0,6.81,65.28,101.73
2015-04-07,38.5,8.5,12.91,13.35,12.4,0.04,7.32,47.7,5.965,58.25,102.53
2015-04-08,38.5,8.5,12.97,13.77,12.13,0.0,5.85,347.1,6.8462,59.98,102.92
2015-04-09,38.5,8.5,13.82,14.39,13.35,0.0,2.15,334.4,7.0536,59.41,102.88
2015-04-10,38.5,8.5,14.23,14.65,13.96,0.01,7.27,119.1,6.9475,77.03,102.68
2015-04-11,38.5,8.5,14.34,14.59,14.13,0.03,5.23,101.5,5.8618,89.58,102.4
2015-04-12,38.5,8.5,14.41,14.64,14.29,0.03,6.08,82.5,5.8344,93.43,102.61
2015-04-13,38.5,8.5,14.41,14.81,13.72,0.0,2.9,77.0,6.9254,83.46,102.86
2015-04-14,38.5,8.5,14.88,15.96,14.08,0.0,1.66,283.5,7.0027,83.5,102.72
2015-04-15,38.5,8.5,15.73,15.89,15.5,0.0,5.51,112.5,7.3111,82.17,102.28
2015-04-16,38.5,8.5,15.61,16.31,15.31,0.0,6.97,106.4,5.8594,90.04,101.85
2015-04-17,38.5,8.5,15.79,16.1,15.38,0.01,4.25,294.6,6.0041,94.24,101.71
2015-04-18,38.5,8.5,15.42,15.64,15.01,0.0,1.91,41.6,6.8117,87.7,101.52
2015-04-19,38.5,8.5,15.72,16.01,15.42,0.01,2.64,308.7,5.6618,91.61,101.44
2015-04-20,38.5,8.5,16.08,16.64,15.54,0.02,4.21,301.9,6.9682,91.95,101.84
2015-04-21,38.5,8.5,15.87,16.3,15.5,0.0,3.09,359.5,7.3202,79.88,102.32
2015-04-22,38.5,8.5,16.2,16.73,15.91,0.0,6.32,107.5,4.5271,79.74,102.33
2015-04-23,38.5,8.5,16.52,16.94,16.21,0.0,4.18,114.2,5.67,89.47,101.68
2015-04-24,38.5,8.5,16.87,17.48,16.22,0.0,4.6,318.1,7.194,85.66,101.63
2015-04-25,38.5,8.5,16.27,16.72,15.83,0.0,2.94,111.0,6.7258,91.72,101.62
2015-04-26,38.5,8.5,16.92,17.06,16.79,0.08,4.7,128.5,5.0534,91.95,101.18
2015-04-27,38.5,8.5,16.74,17.28,15.78,5.16,7.66,248.7,5.8037,88.21,100.86
2015-04-28,38.5,8.5,16.36,16.82,15.41,0.46,10.9,288.9,7.5086,76.92,101.4
2015-04-29,38.5,8.5,16.31,16.91,15.63,0.0,4.94,304.7,7.4052,70.95,101.95
2015-04-30,38.5,8.5,16.29,16.85,15.7,0.0,3.79,301.2,7.6771,78.15,102.14
2015-05-01,38.5,8.5,16.8,17.18,16.45,0.0,3.32,147.0,7.326,81.36,101.83
2015-05-02,38.5,8.5,18.02,19.2,17.0,0.0,2.96,286.1,6.8856,85.16,101.52
2015-05-03,38.5,8.5,18.33,19.03,17.68,0.03,4.49,112.7,7.7705,84.86,101.32
2015-05-04,38.5,8.5,18.6,19.38,18.05,0.35,6.27,109.2,7.0826,92.46,101.13
2015-05-05,38.5,8.5,19.46,19.94,19.15,0.09,4.18,229.2,6.9281,87.46,101.14
2015-05-06,38.5,8.5,18.81,19.17,18.49,0.0,3.58,293.0,4.1827,93.74,101.44
2015-05-07,38.5,8.5,19.33,20.45,18.42,0.0,4.59,317.5,7.2324,83.36,101.77
2015-05-08,38.5,8.5,18.73,19.03,18.37,0.0,4.2,36.2,7.3294,80.14,101.69
2015-05-09,38.5,8.5,18.95,19.68,18.3,0.0,8.37,309.4,7.5696,83.74,101.99
2015-05-10,38.5,8.5,18.88,19.5,18.25,0.0,7.07,313.4,7.7486,85.26,102.25
2015-05-11,38.5,8.5,18.68,19.59,17.93,0.0,2.4,91.2,7.9406,80.02,102.38
2015-05-12,38.5,8.5,19.48,19.8,19.13,0.0,3.35,86.8,7.9807,77.77,102.38
2015-05-13,38.5,8.5,19.48,20.2,18.89,0.0,2.17,246.5,8.0808,84.24,102.34
2015-05-14,38.5,8.5,20.49,21.81,19.83,0.0,3.67,219.9,6.6257,74.18,101.57
2015-05-15,38.5,8.5,19.18,21.93,17.24,0.0,8.77,305.7,4.3838,75.36,101.09
2015-05-16,38.5,8.5,17.07,17.86,16.37,1.59,7.45,298.8,4.7856,75.11,101.56
2015-05-17,38.5,8.5,18.38,19.99,17.04,0.12,6.42,338.3,5.1782,78.92,101.4
2015-05-18,38.5,8.5,19.0,20.15,18.1,0.0,6.51,319.5,7.5463,88.24,101.3
2015-05-19,38.5,8.5,18.96,19.55,18.63,0.0,2.69,17.1,7.8401,78.31,101.01
2015-05-20,38.5,8.5,18.05,19.09,16.29,0.68,7.28,334.3,3.6538,81.85,101.26
2015-05-21,38.5,8.5,16.97,17.6,16.41,0.73,9.54,319.8,5.3323,67.04,101.88
2015-05-22,38.5,8.5,17.3,17.68,16.96,0.07,10.75,306.0,7.5163,68.58,101.71
2015-05-23,38.5,8.5,17.58,17.98,16.89,0.04,8.31,285.2,7.661,74.5,101.53
2015-05-24,38.5,8.5,17.7,18.15,17.32,0.18,6.36,293.3,7.0178,81.23,101.5
2015-05-25,38.5,8.5,17.15,17.69,16.29,0.19,2.45,293.1,7.1304,81.0,101.4
2015-05-26,38.5,8.5,18.17,18.73,17.81,1.18,8.17,295.2,7.0994,82.28,101.2
2015-05-27,38.5,8.5,18.14,18.72,17.66,0.17,8.24,303.3,7.4909,81.71,101.47
2015-05-28,38.5,8.5,18.33,18.99,17.8,0.0,5.7,304.7,8.2771,81.05,101.89
2015-05-29,38.5,8.5,18.81,19.44,18.3,0.0,4.95,93.3,8.2106,75.07,101.61
2015-05-30,38.5,8.5,19.01,19.46,18.51,1.38,3.14,80.4,3.3912,82.69,101.62
2015-05-31,38.5,8.5,19.43,20.48,18.7,0.0,3.7,303.5,7.6493,80.66,101.78
2015-06-01,38.5,8.5,19.52,20.35,18.81,0.0,2.04,301.8,8.1506,82.67,101.81
2015-06-02,38.5,8.5,19.86,20.84,19.3,0.0,1.32,225.4,8.1326,81.69,102.02
2015-06-03,38.5,8.5,20.37,21.1,20.12,0.0,2.15,133.7,8.3462,76.26,102.2
2015-06-04,38.5,8.5,20.91,21.39,20.57,0.0,1.92,105.0,8.4809,79.78,102.1
2015-06-05,38.5,8.5,21.74,22.63,21.27,0.0,2.61,299.1,8.2574,79.41,101.94
2015-06-06,38.5,8.5,21.91,23.07,21.24,4.17,2.27,325.1,7.9289,91.18,101.94
2015-06-07,38.5,8.5,22.21,22.81,21.73,1.49,2.63,120.0,7.8727,79.55,101.97
2015-06-08,38.5,8.5,22.68,23.23,22.38,1.0,1.51,98.1,7.7069,78.04,101.63
2015-06-09,38.5,8.5,22.59,23.22,22.07,0.27,2.86,92.3,8.1996,80.77,101.42
2015-06-10,38.5,8.5,22.75,22.97,22.58,0.02,8.23,94.5,8.0741,84.02,101.48
2015-06-11,38.5,8.5,22.77,23.08,22.57,0.0,9.93,100.2,5.8994,84.61,101.3
2015-06-12,38.5,8.5,22.52,23.06,22.17,0.03,9.44,123.1,4.0589,86.3,101.03
2015-06-13,38.5,8.5,21.21,22.01,20.45,2.56,5.28,160.5,5.2817,92.64,101.07
2015-06-14,38.5,8.5,21.53,21.77,21.34,0.06,5.09,266.6,8.0873,84.67,101.34
2015-06-15,38.5,8.5,21.29,21.94,20.8,0.89,4.75,319.6,6.3235,80.98,101.65
