date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,38.5,14.5,12.08,12.76,11.36,0.17,9.99,45.1,1.6361,65.77,102.17
2015-01-02,38.5,14.5,12.48,13.4,11.74,0.0,5.05,18.6,2.6858,60.75,102.86
2015-01-03,38.5,14.5,14.23,15.45,13.48,0.04,6.2,278.3,2.2656,77.43,102.85
2015-01-04,38.5,14.5,15.57,15.9,14.98,3.89,8.17,290.9,1.212,82.9,101.92
2015-01-05,38.5,14.5,12.85,14.11,12.23,2.24,9.03,19.5,2.1331,61.81,102.46
2015-01-06,38.5,14.5,13.93,14.61,12.49,0.02,6.55,319.8,1.8665,63.48,102.37
2015-01-07,38.5,14.5,14.7,15.17,13.99,0.0,1.93,63.8,2.7199,53.15,102.84
2015-01-08,38.5,14.5,14.49,15.06,13.77,0.16,3.33,289.1,1.926,69.93,103.27
2015-01-09,38.5,14.5,14.71,15.32,14.11,0.15,5.98,279.0,2.1341,72.06,103.34
2015-01-10,38.5,14.5,15.14,15.71,14.07,0.2,6.2,281.0,1.7568,79.64,102.51
2015-01-11,38.5,14.5,15.72,16.22,15.26,0.07,7.31,265.3,2.6657,85.7,101.91
2015-01-12,38.5,14.5,14.94,15.86,14.56,0.19,5.3,4.6,2.9342,59.02,102.71
2015-01-13,38.5,14.5,14.1,14.67,13.8,0.0,2.12,304.9,3.0593,54.51,102.93
2015-01-14,38.5,14.5,14.88,15.58,14.18,0.0,2.58,278.3,2.8651,62.15,102.31
2015-01-15,38.5,14.5,14.3,15.0,13.92,0.0,2.77,286.0,2.9417,77.59,102.29
2015-01-16,38.5,14.5,15.57,16.43,14.95,0.01,4.13,173.1,2.549,70.53,101.99
2015-01-17,38.5,14.5,15.91,17.2,14.75,0.25,4.64,185.9,2.9642,80.32,101.77
2015-01-18,38.5,14.5,15.67,16.18,14.85,16.37,4.89,168.0,0.377,82.06,101.36
2015-01-19,38.5,14.5,14.89,15.46,14.52,1.83,4.38,244.0,1.7736,72.78,101.09
2015-01-20,38.5,14.5,14.54,15.59,13.3,0.82,3.67,196.2,1.6706,73.89,100.85
2015-01-21,38.5,14.5,14.84,15.97,13.29,0.26,3.53,228.9,3.03,68.52,101.09
2015-01-22,38.5,14.5,13.59,14.48,11.9,23.45,7.46,209.6,0.5729,81.52,100.55
2015-01-23,38.5,14.5,12.72,13.71,11.63,11.23,10.44,256.9,1.1683,81.81,99.81
2015-01-24,38.5,14.5,13.47,14.16,12.57,2.39,6.87,326.5,2.3705,75.7,100.32
2015-01-25,38.5,14.5,12.21,13.04,11.46,10.07,2.71,281.6,2.364,76.07,100.85
2015-01-26,38.5,14.5,12.36,12.63,11.65,2.96,2.65,72.3,2.5486,69.4,101.33
2015-01-27,38.5,14.5,11.95,12.45,11.44,2.21,5.12,321.3,2.0021,71.95,101.3
2015-01-28,38.5,14.5,10.75,11.7,9.78,7.97,7.3,336.8,0.9449,76.75,100.83
2015-01-29,38.5,14.5,12.37,13.32,11.64,1.03,8.26,290.9,2.7708,72.57,100.74
2015-01-30,38.5,14.5,14.07,14.73,13.43,6.54,13.88,235.7,1.9236,76.3,99.37
2015-01-31,38.5,14.5,14.04,15.91,12.24,27.14,10.26,236.8,0.623,80.9,98.8
2015-02-01,38.5,14.5,12.81,13.77,11.8,3.7,12.6,260.8,1.9526,73.31,99.51
2015-02-02,38.5,14.5,11.52,12.05,10.57,2.91,12.53,271.1,2.4701,68.61,100.36
2015-02-03,38.5,14.5,12.9,14.34,11.62,2.03,9.12,220.1,2.2577,68.39,100.54
2015-02-04,38.5,14.5,14.52,15.96,13.66,0.17,8.34,202.0,2.8493,71.17,100.31
2015-02-05,38.5,14.5,12.98,14.41,10.36,5.69,7.36,233.9,2.3074,81.46,99.92
2015-02-06,38.5,14.5,12.1,13.0,10.95,3.27,12.22,242.1,2.2733,72.42,100.44
2015-02-07,38.5,14.5,12.03,12.39,11.74,1.67,8.03,248.4,2.8951,71.34,101.39
2015-02-08,38.5,14.5,11.97,12.58,11.62,6.09,8.44,277.5,2.011,77.1,100.97
2015-02-09,38.5,14.5,8.68,10.88,7.98,7.54,13.1,7.4,2.1838,71.93,101.18
2015-02-10,38.5,14.5,12.12,14.17,9.72,0.14,8.53,357.1,3.5321,66.92,101.88
2015-02-11,38.5,14.5,12.85,13.32,12.52,0.0,3.62,23.5,3.4313,64.5,102.12
2015-02-12,38.5,14.5,12.77,13.04,12.45,0.02,4.23,90.3,3.8388,66.6,102.13
2015-02-13,38.5,14.5,12.71,13.34,12.28,0.04,3.82,105.7,3.4978,64.74,102.13
2015-02-14,38.5,14.5,12.23,13.32,11.51,4.15,2.59,153.0,2.94,71.99,101.77
2015-02-15,38.5,14.5,13.54,14.25,12.8,2.51,3.84,204.4,3.264,72.36,101.38
2015-02-16,38.5,14.5,13.88,14.53,13.38,5.51,5.28,143.1,2.7662,78.32,101.25
2015-02-17,38.5,14.5,13.76,14.09,13.28,9.53,10.14,96.1,2.8063,79.14,101.57
2015-02-18,38.5,14.5,13.75,14.0,13.44,5.89,9.8,94.0,3.5035,73.63,102.44
2015-02-19,38.5,14.5,12.26,13.23,11.32,0.05,4.55,73.1,4.1722,61.7,102.91
2015-02-20,38.5,14.5,11.15,11.7,10.75,0.0,1.62,313.3,4.2686,59.11,102.5
2015-02-21,38.5,14.5,13.21,14.53,11.55,12.52,5.42,165.8,1.7011,71.76,101.11
2015-02-22,38.5,14.5,13.44,14.71,12.46,13.34,6.74,203.0,1.5062,81.57,99.51
2015-02-23,38.5,14.5,12.65,13.21,12.21,5.93,4.99,308.9,2.7612,88.27,100.14
2015-02-24,38.5,14.5,13.22,14.51,11.38,9.88,9.86,254.8,1.3462,74.58,100.24
2015-02-25,38.5,14.5,11.77,12.2,11.32,9.9,8.51,234.3,3.563,73.41,100.14
2015-02-26,38.5,14.5,13.27,14.11,12.3,14.04,7.86,115.6,2.5843,71.91,100.56
2015-02-27,38.5,14.5,12.83,13.37,12.22,8.08,5.46,324.4,2.4607,77.07,100.77
2015-02-28,38.5,14.5,12.52,13.06,11.92,1.58,2.98,291.6,4.44,75.62,101.45
2015-03-01,38.5,14.5,12.53,12.76,12.22,0.03,3.4,296.1,4.4194,77.01,101.92
2015-03-02,38.5,14.5,13.36,14.72,12.02,0.03,6.66,249.2,3.8282,80.21,102.03
2015-03-03,38.5,14.5,14.66,14.86,14.38,0.0,6.27,257.5,4.8046,89.99,102.14
2015-03-04,38.5,14.5,15.41,15.76,14.88,0.32,3.01,201.4,4.1086,80.97,101.98
2015-03-05,38.5,14.5,13.08,15.22,12.18,10.35,11.88,245.9,3.0146,74.15,100.59
2015-03-06,38.5,14.5,11.78,12.57,10.84,7.2,10.63,354.9,1.7933,78.52,101.06
2015-03-07,38.5,14.5,12.04,12.52,11.3,0.18,7.92,11.1,3.1872,67.05,101.69
2015-03-08,38.5,14.5,11.97,13.04,10.94,6.12,7.59,63.8,2.1494,81.69,101.6
2015-03-09,38.5,14.5,13.17,13.83,12.14,1.13,5.85,58.4,4.7734,74.18,101.84
2015-03-10,38.5,14.5,13.14,13.48,12.08,0.17,4.35,11.4,3.9034,69.24,102.15
2015-03-11,38.5,14.5,12.13,12.92,11.33,0.21,4.83,294.4,4.4323,80.86,102.03
2015-03-12,38.5,14.5,12.09,12.82,11.14,1.67,6.96,329.0,3.1927,81.17,101.45
2015-03-13,38.5,14.5,12.79,13.31,12.03,0.25,5.59,342.0,5.0028,66.06,101.67
2015-03-14,38.5,14.5,12.77,14.09,12.2,0.0,2.41,221.4,5.0729,64.67,101.99
2015-03-15,38.5,14.5,14.43,15.48,13.62,0.01,6.94,137.0,3.9024,75.5,102.02
2015-03-16,38.5,14.5,14.53,15.81,13.84,6.06,10.65,138.8,1.5084,79.33,101.94
