date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,41.5,10.0,10.31,11.82,8.33,0.0,11.07,24.9,2.3599,66.91,103.03
2015-01-02,41.5,10.0,12.66,14.04,11.47,0.0,6.4,349.3,2.3558,72.55,103.17
2015-01-03,41.5,10.0,13.91,14.81,13.34,0.21,7.25,259.4,1.5127,80.39,102.64
2015-01-04,41.5,10.0,15.29,16.17,14.7,0.34,7.46,305.5,2.3784,83.09,102.07
2015-01-05,41.5,10.0,13.73,15.15,13.26,0.0,5.9,42.5,2.3695,56.54,102.86
2015-01-06,41.5,10.0,13.8,13.92,13.58,0.13,4.45,259.0,2.4122,74.7,102.45
2015-01-07,41.5,10.0,14.14,14.51,13.89,0.14,4.24,249.2,1.7954,70.05,102.75
2015-01-08,41.5,10.0,13.69,13.9,13.28,0.0,5.65,268.3,2.149,70.01,103.21
2015-01-09,41.5,10.0,13.72,14.2,12.82,0.01,6.37,269.0,2.1713,76.06,103.24
2015-01-10,41.5,10.0,14.65,14.88,14.16,0.01,7.98,275.3,2.1468,88.57,102.32
2015-01-11,41.5,10.0,15.12,15.77,14.24,0.01,11.43,280.0,2.2176,79.91,101.8
2015-01-12,41.5,10.0,14.47,15.37,13.92,0.0,4.34,338.8,2.6186,60.02,102.97
2015-01-13,41.5,10.0,13.04,13.71,12.71,0.0,3.35,223.1,2.2073,75.19,102.78
2015-01-14,41.5,10.0,13.88,14.5,13.46,0.0,5.75,264.9,2.0424,78.91,102.26
2015-01-15,41.5,10.0,14.05,14.32,13.87,0.0,5.44,221.3,2.5762,78.13,102.11
2015-01-16,41.5,10.0,14.48,14.89,13.95,0.15,6.24,168.4,1.1441,93.4,101.51
2015-01-17,41.5,10.0,13.54,14.6,12.93,0.78,7.65,252.2,1.6685,76.62,101.57
2015-01-18,41.5,10.0,12.71,12.93,12.46,0.43,4.0,319.6,1.9553,59.17,101.6
2015-01-19,41.5,10.0,12.42,13.13,11.88,0.03,2.21,73.2,2.3914,60.95,101.17
2015-01-20,41.5,10.0,11.72,12.98,11.36,6.75,1.99,102.8,1.4275,73.56,100.72
2015-01-21,41.5,10.0,13.03,13.99,12.08,5.32,5.87,200.7,1.8758,73.25,100.72
2015-01-22,41.5,10.0,11.48,12.1,10.86,6.29,3.74,78.7,1.5178,78.82,100.66
2015-01-23,41.5,10.0,12.49,13.25,11.64,7.04,12.37,1.1,1.8797,78.04,100.38
2015-01-24,41.5,10.0,12.87,13.51,12.49,0.39,8.68,12.2,2.4384,68.47,100.91
2015-01-25,41.5,10.0,11.92,12.79,11.56,0.44,11.93,35.4,2.4554,64.56,101.23
2015-01-26,41.5,10.0,11.25,11.7,10.91,0.17,11.22,29.3,2.4163,65.42,101.87
2015-01-27,41.5,10.0,11.13,11.77,10.64,0.02,3.46,19.1,2.7528,55.95,101.56
2015-01-28,41.5,10.0,11.47,11.78,11.14,0.01,7.3,17.0,3.0089,56.52,101.49
2015-01-29,41.5,10.0,12.86,13.59,11.67,3.72,10.29,257.8,1.89,72.61,100.33
2015-01-30,41.5,10.0,12.33,14.54,11.08,7.66,15.97,266.4,1.8881,66.56,98.54
2015-01-31,41.5,10.0,11.38,12.16,10.22,2.55,7.51,269.0,1.8895,74.25,98.54
2015-02-01,41.5,10.0,10.87,11.94,9.87,0.74,12.66,279.2,2.9539,66.18,99.2
2015-02-02,41.5,10.0,10.84,11.39,9.91,0.87,8.14,280.6,3.0902,63.67,100.17
2015-02-03,41.5,10.0,11.03,11.91,10.42,13.56,6.91,198.7,1.362,74.97,99.87
2015-02-04,41.5,10.0,11.85,12.75,11.18,29.36,9.45,205.3,1.5334,79.51,99.61
2015-02-05,41.5,10.0,11.58,12.2,11.11,16.89,6.81,174.8,2.8068,72.11,99.4
2015-02-06,41.5,10.0,11.13,11.43,10.79,8.43,4.34,302.1,1.5662,72.14,99.97
2015-02-07,41.5,10.0,10.34,10.98,9.28,31.21,6.75,38.0,1.1954,81.07,101.24
2015-02-08,41.5,10.0,11.04,12.09,10.22,5.13,6.33,356.2,2.754,72.09,101.24
2015-02-09,41.5,10.0,10.19,12.19,8.66,0.09,8.48,32.6,3.613,56.55,102.15
2015-02-10,41.5,10.0,13.25,13.83,12.29,0.0,3.42,318.3,3.4894,65.15,102.29
2015-02-11,41.5,10.0,12.9,13.65,12.19,0.01,4.03,27.2,3.715,74.04,102.32
2015-02-12,41.5,10.0,13.0,13.26,12.7,0.0,3.89,152.4,3.6298,74.41,102.23
2015-02-13,41.5,10.0,12.81,12.98,12.68,0.02,3.09,174.6,2.0657,67.7,102.17
2015-02-14,41.5,10.0,12.44,13.13,11.85,1.16,5.14,178.4,2.7235,76.71,101.6
2015-02-15,41.5,10.0,12.8,13.56,12.09,8.97,4.61,164.7,2.6093,76.43,101.02
2015-02-16,41.5,10.0,12.21,13.35,11.61,34.7,5.69,123.0,1.2175,83.91,100.83
2015-02-17,41.5,10.0,13.98,14.76,13.2,5.43,6.87,62.4,3.8573,83.09,102.02
2015-02-18,41.5,10.0,13.15,13.79,12.42,0.41,5.7,52.2,3.343,69.84,102.87
2015-02-19,41.5,10.0,11.94,13.17,11.46,0.02,2.09,25.6,3.7325,66.53,103.03
2015-02-20,41.5,10.0,12.23,12.55,11.91,0.16,3.06,193.8,3.9082,65.96,102.4
2015-02-21,41.5,10.0,12.09,13.15,11.27,16.9,7.55,167.7,1.015,82.69,100.72
2015-02-22,41.5,10.0,12.35,13.37,11.68,0.97,6.92,346.9,2.7334,81.58,99.61
2015-02-23,41.5,10.0,12.8,12.98,12.52,0.15,6.68,306.7,3.7903,73.53,100.4
2015-02-24,41.5,10.0,12.38,13.64,9.6,9.42,9.85,297.4,0.7356,77.61,99.92
2015-02-25,41.5,10.0,11.55,12.41,9.73,15.01,13.78,12.2,2.3875,80.63,100.26
2015-02-26,41.5,10.0,12.34,12.6,11.9,1.06,9.01,23.6,4.0342,75.61,101.18
2015-02-27,41.5,10.0,12.1,12.87,11.59,0.4,5.6,353.0,4.2847,76.69,101.1
2015-02-28,41.5,10.0,12.43,13.18,11.83,0.18,2.0,346.1,3.7637,68.12,101.53
2015-03-01,41.5,10.0,12.95,13.21,12.56,0.59,5.46,263.0,3.1018,71.01,101.88
2015-03-02,41.5,10.0,14.25,15.34,13.1,0.28,9.87,250.3,3.4188,85.98,101.64
2015-03-03,41.5,10.0,14.55,15.09,14.09,0.0,8.26,274.2,4.5991,77.7,102.05
2015-03-04,41.5,10.0,13.49,14.12,12.56,26.46,5.91,263.7,1.2326,82.68,101.82
2015-03-05,41.5,10.0,10.23,12.66,7.63,22.55,17.41,12.9,0.9336,72.51,101.11
2015-03-06,41.5,10.0,11.28,12.01,10.5,0.0,16.05,23.5,4.3644,58.79,102.44
2015-03-07,41.5,10.0,11.24,12.44,10.46,0.0,12.76,31.3,4.6382,59.97,102.64
2015-03-08,41.5,10.0,11.85,12.97,11.32,0.0,8.36,34.9,4.0591,64.03,102.21
2015-03-09,41.5,10.0,12.29,12.9,11.74,0.0,4.94,22.5,4.4117,67.21,102.25
2015-03-10,41.5,10.0,12.75,13.64,12.18,0.0,3.4,334.8,4.8518,70.89,102.39
2015-03-11,41.5,10.0,13.47,14.07,12.84,0.0,4.26,278.8,4.1942,77.25,102.07
2015-03-12,41.5,10.0,12.98,13.67,12.37,0.35,7.55,32.1,5.1163,65.74,101.93
2015-03-13,41.5,10.0,12.85,13.69,12.21,0.17,4.55,339.8,5.167,61.53,101.9
2015-03-14,41.5,10.0,13.36,13.75,12.87,3.46,4.03,194.2,3.7296,78.34,101.78
2015-03-15,41.5,10.0,13.38,14.25,11.94,21.18,10.04,152.0,1.7832,80.95,101.62
