date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,43.5,10.0,8.52,11.08,6.12,0.0,5.31,64.9,2.1554,64.75,103.22
2015-01-02,43.5,10.0,12.03,13.37,11.02,0.0,4.14,189.9,2.0462,69.1,103.08
2015-01-03,43.5,10.0,13.13,13.56,12.45,0.01,4.25,229.0,1.1621,81.64,102.51
2015-01-04,43.5,10.0,14.23,15.91,11.91,0.0,4.67,324.1,1.7258,79.96,102.02
2015-01-05,43.5,10.0,12.88,14.53,10.92,0.0,5.62,176.2,2.2622,56.53,102.76
2015-01-06,43.5,10.0,13.32,14.3,12.54,0.01,4.98,264.4,1.7575,78.88,102.29
2015-01-07,43.5,10.0,12.41,12.77,12.03,0.12,3.52,99.0,1.1623,81.76,102.67
2015-01-08,43.5,10.0,12.41,13.19,11.52,0.03,3.6,195.9,1.1002,79.88,103.09
2015-01-09,43.5,10.0,13.28,13.56,12.88,0.0,4.24,227.1,1.1942,74.41,103.08
2015-01-10,43.5,10.0,13.44,14.19,12.94,0.05,5.31,222.7,0.8026,90.41,102.17
2015-01-11,43.5,10.0,14.39,16.21,13.2,0.2,7.15,290.5,1.2161,77.34,101.6
2015-01-12,43.5,10.0,13.51,14.74,12.29,0.0,4.39,210.1,2.347,56.49,102.8
2015-01-13,43.5,10.0,13.19,13.74,12.7,0.0,4.73,192.2,2.1953,73.6,102.64
2015-01-14,43.5,10.0,13.6,14.43,12.79,0.14,5.42,232.1,1.3195,78.79,102.02
2015-01-15,43.5,10.0,13.84,14.15,13.48,0.01,6.86,197.6,1.8672,79.22,101.9
2015-01-16,43.5,10.0,14.26,14.87,13.61,1.77,10.27,161.8,0.691,90.26,101.38
2015-01-17,43.5,10.0,13.71,14.86,12.87,1.85,9.85,221.4,0.8239,76.45,101.25
