date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,42.5,8.5,4.29,7.33,1.83,0.0,5.79,63.2,2.2214,71.9,97.81
2015-01-02,42.5,8.5,8.18,11.73,5.24,0.0,4.1,197.0,2.2106,77.57,97.85
2015-01-03,42.5,8.5,9.25,11.93,6.74,0.01,5.2,215.3,1.7808,93.78,97.38
2015-01-04,42.5,8.5,10.85,13.32,8.76,0.0,5.25,309.6,2.2498,84.5,97.09
2015-01-05,42.5,8.5,8.79,12.79,6.18,0.0,4.58,149.7,2.3122,64.66,97.6
2015-01-06,42.5,8.5,8.72,10.22,6.83,0.02,4.0,220.4,2.0242,88.11,97.13
2015-01-07,42.5,8.5,9.26,11.08,7.86,0.0,1.51,199.5,1.8979,73.93,97.42
2015-01-08,42.5,8.5,8.89,10.15,7.95,0.0,3.79,238.0,1.9015,76.96,97.89
2015-01-09,42.5,8.5,9.7,12.5,7.63,0.0,4.94,223.5,1.9375,85.96,97.93
2015-01-10,42.5,8.5,11.23,12.34,10.38,0.02,6.35,236.7,1.5746,96.15,97.19
2015-01-11,42.5,8.5,10.98,12.36,8.47,0.03,8.57,257.2,2.2476,86.16,96.75
2015-01-12,42.5,8.5,9.27,12.93,6.57,0.0,4.82,195.0,2.4442,70.63,97.71
2015-01-13,42.5,8.5,8.01,10.98,5.66,0.0,4.44,203.2,1.8288,90.24,97.43
2015-01-14,42.5,8.5,8.94,10.89,7.34,0.01,5.71,235.6,2.117,94.11,97.01
2015-01-15,42.5,8.5,9.64,12.48,8.14,0.0,5.69,207.9,2.4571,83.55,96.8
2015-01-16,42.5,8.5,10.9,14.12,8.17,0.32,6.48,182.5,1.4671,85.05,96.18
2015-01-17,42.5,8.5,8.61,11.0,6.13,1.77,9.37,236.0,1.915,83.34,96.23
2015-01-18,42.5,8.5,6.47,8.82,4.67,0.07,4.65,254.2,2.393,77.96,96.35
2015-01-19,42.5,8.5,7.17,9.23,5.38,0.02,1.97,149.6,2.1482,67.37,95.89
2015-01-20,42.5,8.5,8.21,10.17,6.88,0.94,2.56,93.2,2.059,67.45,95.45
2015-01-21,42.5,8.5,7.97,9.36,6.9,3.21,4.91,174.5,1.555,82.67,95.34
2015-01-22,42.5,8.5,7.02,8.13,6.11,4.12,4.94,49.5,2.1305,84.43,95.46
2015-01-23,42.5,8.5,8.38,10.02,7.08,1.81,7.68,25.2,2.3635,84.39,95.46
2015-01-24,42.5,8.5,8.24,10.56,6.09,0.07,3.71,59.9,2.6422,73.4,95.81
2015-01-25,42.5,8.5,6.77,8.32,5.67,0.41,5.32,64.2,1.6994,76.54,96.12
2015-01-26,42.5,8.5,5.62,7.06,4.25,0.04,4.88,58.0,2.4739,68.15,96.72
2015-01-27,42.5,8.5,6.6,9.52,5.11,0.01,2.46,50.0,2.4804,63.41,96.29
2015-01-28,42.5,8.5,6.31,8.8,4.52,0.0,3.16,31.7,2.8162,58.97,96.29
