date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,43.5,8.5,10.97,12.94,8.74,0.0,5.92,44.6,2.1266,59.63,103.29
2015-01-02,43.5,8.5,13.33,14.0,12.56,0.0,3.85,215.6,2.0158,66.9,103.14
2015-01-03,43.5,8.5,12.76,14.02,11.52,0.0,4.16,215.2,1.3594,84.0,102.6
2015-01-04,43.5,8.5,15.05,16.26,13.78,0.0,5.25,336.3,2.1598,78.85,102.18
2015-01-05,43.5,8.5,14.68,15.02,14.39,0.0,6.37,206.8,2.2099,57.97,102.82
2015-01-06,43.5,8.5,13.33,14.48,12.61,0.0,6.04,237.6,1.9404,80.39,102.37
2015-01-07,43.5,8.5,12.85,13.07,12.55,0.07,1.52,46.6,1.4251,74.73,102.78
2015-01-08,43.5,8.5,12.71,13.39,12.31,0.04,3.03,215.3,1.6706,75.46,103.19
2015-01-09,43.5,8.5,13.2,13.9,12.54,0.0,4.21,206.7,1.645,75.72,103.14
2015-01-10,43.5,8.5,13.7,14.79,13.06,0.01,5.03,220.2,1.2706,92.63,102.21
2015-01-11,43.5,8.5,14.79,16.59,13.77,0.1,7.28,314.3,2.1482,77.89,101.74
2015-01-12,43.5,8.5,14.04,14.7,12.92,0.0,6.07,231.6,2.2968,63.05,102.89
2015-01-13,43.5,8.5,13.09,13.34,12.79,0.03,6.26,217.1,1.4095,83.18,102.69
2015-01-14,43.5,8.5,13.86,14.89,13.01,0.09,7.42,235.3,1.7702,82.48,102.08
2015-01-15,43.5,8.5,14.08,14.41,13.82,0.02,7.12,218.9,1.7736,78.71,101.92
2015-01-16,43.5,8.5,14.45,15.4,13.88,1.53,5.85,164.3,1.2854,84.44,101.33
2015-01-17,43.5,8.5,13.23,14.47,12.59,1.81,12.1,228.1,2.0455,74.07,101.22
2015-01-18,43.5,8.5,12.61,12.92,12.11,0.11,6.5,246.8,2.3774,60.22,101.49
2015-01-19,43.5,8.5,11.46,12.27,11.01,0.09,2.22,74.1,1.561,66.17,101.22
2015-01-20,43.5,8.5,12.31,12.75,11.68,0.1,5.22,57.5,2.0381,67.71,100.81
2015-01-21,43.5,8.5,11.87,12.68,11.09,11.75,5.4,80.3,1.0932,80.13,100.65
2015-01-22,43.5,8.5,11.58,12.18,11.14,2.96,7.35,11.4,1.5336,75.62,100.84
2015-01-23,43.5,8.5,13.09,14.22,11.54,0.14,8.9,22.7,2.3962,70.76,100.78
2015-01-24,43.5,8.5,13.66,14.03,13.39,0.06,3.92,24.5,2.5318,62.89,101.03
2015-01-25,43.5,8.5,12.7,13.31,12.0,0.72,8.15,33.2,2.2591,60.42,101.5
2015-01-26,43.5,8.5,11.43,12.61,11.0,0.23,5.43,51.9,2.171,54.59,102.1
2015-01-27,43.5,8.5,11.11,12.0,10.31,0.0,3.63,31.5,1.68,51.78,101.61
2015-01-28,43.5,8.5,11.69,11.99,11.38,0.0,5.17,13.6,2.6722,50.2,101.56
2015-01-29,43.5,8.5,11.94,12.37,11.36,2.04,11.09,245.8,1.151,74.89,99.91
2015-01-30,43.5,8.5,11.67,13.1,10.44,1.32,12.77,274.7,1.5134,62.69,98.04
2015-01-31,43.5,8.5,11.19,11.43,10.62,0.06,5.72,277.3,2.8418,60.38,98.35
2015-02-01,43.5,8.5,10.99,12.57,8.84,0.14,4.42,341.5,2.9532,55.1,99.03
2015-02-02,43.5,8.5,11.49,11.98,10.9,0.0,6.5,265.2,3.0454,53.83,100.01
2015-02-03,43.5,8.5,10.25,10.71,9.36,1.42,7.94,136.0,1.2701,73.82,99.84
2015-02-04,43.5,8.5,10.02,11.47,8.73,4.12,11.12,52.2,1.0224,83.75,99.76
2015-02-05,43.5,8.5,10.26,12.14,8.38,25.1,11.57,55.6,1.0202,83.71,99.53
2015-02-06,43.5,8.5,8.72,10.09,7.59,5.43,11.76,40.4,1.0752,81.91,100.22
2015-02-07,43.5,8.5,9.79,10.2,9.51,0.49,9.99,44.9,1.8434,72.82,101.62
2015-02-08,43.5,8.5,10.85,11.77,9.55,0.0,6.96,22.4,2.7454,63.26,101.35
2015-02-09,43.5,8.5,10.63,12.41,9.79,0.0,5.46,21.2,3.3689,52.99,102.22
2015-02-10,43.5,8.5,12.58,12.97,12.25,0.0,5.19,229.0,3.3038,74.57,102.24
2015-02-11,43.5,8.5,12.35,12.9,12.08,0.0,1.93,97.2,3.3792,74.62,102.39
2015-02-12,43.5,8.5,12.76,13.0,12.35,0.0,4.15,76.6,3.3955,77.74,102.23
2015-02-13,43.5,8.5,12.02,12.91,11.26,0.93,2.06,42.1,2.3614,81.33,102.11
2015-02-14,43.5,8.5,11.17,12.48,10.21,9.95,3.42,208.0,1.3846,82.33,101.49
2015-02-15,43.5,8.5,10.6,11.58,9.9,10.7,4.26,63.5,1.5948,81.9,101.06
2015-02-16,43.5,8.5,12.47,12.99,11.15,15.02,11.57,55.3,1.3466,80.39,101.29
2015-02-17,43.5,8.5,13.12,13.91,12.43,2.73,9.19,40.0,2.7972,74.36,102.38
2015-02-18,43.5,8.5,12.03,13.19,11.06,0.0,8.69,57.0,3.547,61.81,103.2
2015-02-19,43.5,8.5,10.95,11.78,10.51,0.0,2.99,78.8,3.8827,55.12,103.12
2015-02-20,43.5,8.5,10.78,11.68,10.13,0.15,2.58,201.3,3.5995,64.42,102.36
2015-02-21,43.5,8.5,11.64,12.64,10.55,5.59,6.35,165.0,2.143,77.97,100.64
2015-02-22,43.5,8.5,11.38,13.21,9.86,2.39,8.34,12.8,3.6583,76.87,99.86
2015-02-23,43.5,8.5,12.81,13.22,12.35,0.01,3.57,178.3,2.723,68.9,100.4
2015-02-24,43.5,8.5,10.45,12.54,9.3,24.24,10.04,3.4,0.9247,81.89,100.1
2015-02-25,43.5,8.5,11.75,12.29,10.28,1.81,11.08,32.3,3.7538,64.82,100.9
2015-02-26,43.5,8.5,12.5,12.86,11.64,0.01,6.34,47.9,3.5506,64.8,101.45
2015-02-27,43.5,8.5,11.92,12.66,11.59,0.01,3.29,13.2,3.4111,62.83,101.18
2015-02-28,43.5,8.5,12.04,12.87,10.98,0.56,2.84,20.4,2.4413,69.03,101.57
2015-03-01,43.5,8.5,12.74,13.14,12.17,0.24,7.49,231.2,2.9299,75.5,101.67
2015-03-02,43.5,8.5,14.25,15.8,12.99,0.03,11.3,242.6,3.5861,84.85,101.25
2015-03-03,43.5,8.5,13.77,14.75,13.31,0.0,3.63,281.3,4.1868,80.26,101.99
2015-03-04,43.5,8.5,12.48,13.37,9.91,5.92,5.54,337.0,3.065,84.32,101.77
2015-03-05,43.5,8.5,11.92,13.77,9.19,3.31,14.18,26.9,4.3298,58.72,101.85
2015-03-06,43.5,8.5,12.39,13.12,11.75,0.0,7.96,44.8,4.6214,52.23,102.87
