date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,43.5,7.0,6.82,9.71,3.89,0.0,1.46,60.8,2.1427,61.51,100.33
2015-01-02,43.5,7.0,9.33,11.38,7.19,0.0,1.68,182.9,2.021,68.56,100.12
2015-01-03,43.5,7.0,10.64,13.96,8.04,0.0,3.29,280.4,1.6342,83.24,99.6
2015-01-04,43.5,7.0,11.53,15.53,8.54,0.0,4.69,303.8,2.2046,75.95,99.35
2015-01-05,43.5,7.0,10.11,13.95,7.67,0.0,2.66,262.9,2.213,68.95,99.91
2015-01-06,43.5,7.0,8.55,12.38,6.24,0.01,2.45,231.0,2.1893,68.51,99.4
2015-01-07,43.5,7.0,8.7,9.78,7.81,0.06,1.55,88.3,1.823,83.46,99.85
2015-01-08,43.5,7.0,8.31,10.89,6.57,0.01,2.71,278.8,2.0251,78.88,100.18
2015-01-09,43.5,7.0,9.69,13.41,6.68,0.0,4.55,294.2,1.7702,77.99,100.18
2015-01-10,43.5,7.0,13.23,17.64,11.17,0.01,6.37,309.5,1.6267,81.2,99.3
2015-01-11,43.5,7.0,10.62,14.2,7.22,0.0,6.08,311.1,2.334,69.37,98.95
2015-01-12,43.5,7.0,10.34,14.13,8.17,0.0,2.2,253.1,2.3314,53.93,99.96
2015-01-13,43.5,7.0,9.61,10.32,8.51,0.14,1.86,239.1,1.2211,74.65,99.7
2015-01-14,43.5,7.0,9.24,12.97,6.87,0.12,4.7,281.4,2.1811,80.43,99.22
2015-01-15,43.5,7.0,9.64,11.23,7.17,0.71,3.15,201.7,1.6507,83.45,98.96
2015-01-16,43.5,7.0,11.67,13.02,10.27,27.56,5.08,170.4,0.9089,95.35,98.27
2015-01-17,43.5,7.0,7.69,10.62,4.21,0.26,6.78,279.4,2.4338,80.33,98.35
2015-01-18,43.5,7.0,6.23,9.44,3.2,1.27,3.64,271.7,2.4374,67.4,98.58
2015-01-19,43.5,7.0,6.87,7.74,6.06,2.09,3.39,98.2,1.3193,86.27,98.28
2015-01-20,43.5,7.0,7.32,9.96,5.34,0.61,4.86,67.0,2.1346,79.15,97.9
2015-01-21,43.5,7.0,6.67,7.87,5.64,20.41,6.7,61.0,0.6581,84.69,97.68
2015-01-22,43.5,7.0,7.49,9.83,5.97,1.08,2.64,50.2,2.0448,75.19,97.94
2015-01-23,43.5,7.0,9.96,14.31,6.54,0.0,1.45,335.7,2.5109,57.71,97.95
2015-01-24,43.5,7.0,9.58,12.71,7.17,0.0,3.5,2.8,2.5188,69.37,98.11
2015-01-25,43.5,7.0,7.62,11.06,5.02,0.0,5.54,40.7,2.6784,52.85,98.66
2015-01-26,43.5,7.0,6.64,9.68,4.64,0.01,3.07,16.3,2.4554,53.23,99.16
2015-01-27,43.5,7.0,7.28,9.37,5.14,0.0,1.91,93.5,1.7057,67.94,98.65
2015-01-28,43.5,7.0,6.65,9.32,3.64,0.0,2.79,268.6,2.4127,58.19,98.66
2015-01-29,43.5,7.0,6.7,8.44,4.65,8.8,8.17,267.3,1.2902,87.66,97.04
2015-01-30,43.5,7.0,5.62,9.2,3.65,0.47,10.87,284.4,2.6287,80.37,95.52
2015-01-31,43.5,7.0,5.06,9.0,2.26,0.0,5.41,304.5,2.8819,73.9,95.58
2015-02-01,43.5,7.0,4.51,8.18,2.08,0.42,7.46,314.7,2.9479,67.53,96.32
2015-02-02,43.5,7.0,4.8,9.58,2.48,0.03,4.25,300.0,3.1006,61.46,97.15
2015-02-03,43.5,7.0,4.55,7.61,2.44,3.58,5.71,51.2,1.3399,74.7,96.85
2015-02-04,43.5,7.0,5.61,7.99,3.19,5.84,8.6,48.6,0.7812,77.73,96.86
2015-02-05,43.5,7.0,5.19,6.02,3.44,11.0,8.55,41.1,1.0294,78.6,96.69
2015-02-06,43.5,7.0,4.96,6.33,4.24,2.26,4.11,39.5,0.9166,76.52,97.46
2015-02-07,43.5,7.0,6.21,7.85,4.17,0.31,5.45,54.0,2.3026,73.14,98.68
2015-02-08,43.5,7.0,6.43,10.99,3.28,0.0,4.78,62.3,3.1241,70.16,98.4
2015-02-09,43.5,7.0,6.44,9.88,3.4,0.0,3.79,301.1,3.4092,56.69,99.31
2015-02-10,43.5,7.0,9.38,12.54,6.99,0.0,1.5,118.4,3.4464,69.69,99.26
2015-02-11,43.5,7.0,9.16,12.38,6.49,0.0,2.37,86.2,3.4872,76.91,99.43
2015-02-12,43.5,7.0,9.09,12.45,6.26,0.01,4.02,83.6,3.3456,81.73,99.29
2015-02-13,43.5,7.0,8.2,9.97,6.37,13.74,2.95,94.8,2.1862,88.42,99.17
2015-02-14,43.5,7.0,6.9,8.69,5.25,20.44,1.98,93.8,1.0685,90.76,98.49
2015-02-15,43.5,7.0,6.34,8.43,4.98,14.59,4.58,68.1,1.2826,85.91,98.09
2015-02-16,43.5,7.0,8.65,11.07,5.75,6.0,8.76,44.2,1.8919,78.7,98.41
2015-02-17,43.5,7.0,10.73,13.56,8.34,4.28,5.03,46.8,2.2961,73.44,99.48
2015-02-18,43.5,7.0,9.49,12.55,6.69,0.0,5.3,60.8,3.6295,72.75,100.18
2015-02-19,43.5,7.0,8.33,11.75,6.4,0.0,2.25,92.8,3.9067,70.95,100.1
2015-02-20,43.5,7.0,7.99,10.44,6.31,1.68,1.91,191.4,3.545,77.04,99.3
2015-02-21,43.5,7.0,8.09,9.18,6.27,23.3,4.02,171.2,1.2331,92.16,97.54
2015-02-22,43.5,7.0,9.15,13.24,6.02,0.72,2.43,23.0,3.7975,71.98,97.03
2015-02-23,43.5,7.0,9.25,13.07,6.7,0.0,3.13,277.2,2.4629,80.22,97.51
2015-02-24,43.5,7.0,7.91,10.85,6.38,0.11,4.2,335.7,1.9262,66.99,97.37
2015-02-25,43.5,7.0,9.54,13.92,6.39,0.01,3.02,44.6,3.9979,58.42,98.07
2015-02-26,43.5,7.0,8.91,12.39,5.85,0.0,2.72,69.5,3.9118,56.77,98.54
2015-02-27,43.5,7.0,8.35,10.25,7.18,0.51,1.86,176.1,2.2985,73.51,98.29
2015-02-28,43.5,7.0,9.15,11.87,7.29,0.04,2.25,126.3,2.8788,70.24,98.67
2015-03-01,43.5,7.0,8.99,12.14,6.34,0.1,5.69,262.8,3.8189,82.05,98.73
2015-03-02,43.5,7.0,11.56,16.07,8.04,0.36,7.81,277.6,3.9708,81.35,98.57
2015-03-03,43.5,7.0,10.85,15.66,7.09,0.0,3.86,291.0,4.3802,69.98,99.13
2015-03-04,43.5,7.0,10.18,14.51,7.17,3.7,3.74,341.4,2.4065,71.97,98.82
2015-03-05,43.5,7.0,8.06,11.56,5.14,0.12,7.5,34.3,4.6454,52.89,99.17
2015-03-06,43.5,7.0,9.05,12.59,5.2,0.0,3.0,74.3,4.6817,49.76,99.96
2015-03-07,43.5,7.0,8.78,11.41,5.8,0.0,4.02,105.5,4.2245,70.54,99.97
2015-03-08,43.5,7.0,10.23,13.37,7.59,0.0,2.96,103.2,4.6778,63.4,99.56
2015-03-09,43.5,7.0,9.67,12.24,8.24,0.0,1.99,124.7,4.2382,67.58,99.51
2015-03-10,43.5,7.0,10.47,13.84,7.55,0.0,2.01,219.4,4.6054,79.81,99.48
2015-03-11,43.5,7.0,11.74,13.92,10.06,0.0,1.97,204.8,3.1267,80.35,99.07
2015-03-12,43.5,7.0,9.89,12.36,6.97,0.06,4.0,103.2,4.3037,75.3,99.18
2015-03-13,43.5,7.0,9.99,14.17,5.17,0.04,3.15,268.1,4.1354,78.91,98.83
2015-03-14,43.5,7.0,9.53,10.85,7.83,4.52,5.26,70.5,1.5811,85.27,98.86
2015-03-15,43.5,7.0,8.0,8.68,7.08,32.31,11.52,65.1,0.8254,88.2,98.72
2015-03-16,43.5,7.0,9.15,11.23,7.53,5.11,6.68,66.0,2.1437,81.58,99.1
2015-03-17,43.5,7.0,10.08,13.13,7.84,1.19,8.33,51.9,2.2579,75.02,99.25
2015-03-18,43.5,7.0,11.05,14.26,7.9,0.0,2.94,76.8,4.8893,75.52,99.39
2015-03-19,43.5,7.0,11.65,14.61,9.23,0.0,2.28,84.8,4.98,78.4,99.22
2015-03-20,43.5,7.0,11.65,13.63,10.11,0.0,5.59,70.8,3.8834,80.53,99.11
2015-03-21,43.5,7.0,10.15,12.08,8.15,4.46,5.41,66.8,1.5886,84.42,98.74
2015-03-22,43.5,7.0,9.06,11.17,7.58,8.56,5.67,55.3,1.985,83.21,98.32
2015-03-23,43.5,7.0,10.81,14.04,7.81,0.08,4.06,76.3,4.62,75.73,98.5
2015-03-24,43.5,7.0,11.28,13.64,9.86,2.41,7.08,66.0,2.7794,84.2,97.94
2015-03-25,43.5,7.0,11.33,14.6,9.62,5.69,4.76,30.8,1.7388,77.74,96.93
2015-03-26,43.5,7.0,11.89,14.61,9.12,0.8,2.14,217.0,4.6536,77.5,97.56
2015-03-27,43.5,7.0,13.08,18.2,8.21,0.09,1.66,338.8,5.9952,64.99,98.09
2015-03-28,43.5,7.0,13.19,16.47,10.43,0.0,2.26,224.7,5.6628,64.5,98.66
2015-03-29,43.5,7.0,13.24,17.51,9.34,0.0,4.19,294.6,4.788,75.93,98.32
2015-03-30,43.5,7.0,13.41,18.28,8.9,0.0,9.4,288.5,5.4722,74.37,98.04
2015-03-31,43.5,7.0,14.63,19.02,10.7,0.0,9.11,297.8,6.1046,67.27,98.36
2015-04-01,43.5,7.0,12.2,17.4,7.95,0.0,4.2,314.9,6.2443,61.19,98.64
2015-04-02,43.5,7.0,12.67,17.65,8.65,0.0,3.0,311.6,6.0576,62.67,98.63
2015-04-03,43.5,7.0,11.88,15.11,9.63,0.01,3.39,70.2,4.5403,69.33,98.63
2015-04-04,43.5,7.0,11.79,15.14,8.74,1.73,1.55,90.3,4.547,76.22,97.92
2015-04-05,43.5,7.0,9.83,12.31,7.75,5.76,4.26,63.9,3.9941,77.51,98.1
2015-04-06,43.5,7.0,9.43,12.41,6.08,0.32,3.53,117.6,5.7926,68.22,99.15
2015-04-07,43.5,7.0,9.79,13.27,6.51,0.0,3.66,112.2,6.5268,59.22,99.91
2015-04-08,43.5,7.0,11.42,16.42,6.1,0.01,4.7,266.8,6.4949,64.32,99.83
2015-04-09,43.5,7.0,13.39,16.45,10.42,0.0,1.89,169.0,6.4778,65.55,99.88
2015-04-10,43.5,7.0,12.45,15.78,9.81,0.0,1.76,132.2,6.4318,69.78,99.76
2015-04-11,43.5,7.0,12.14,15.11,9.84,0.0,1.76,190.4,5.6148,66.55,99.64
2015-04-12,43.5,7.0,13.6,16.33,9.37,0.0,2.03,100.0,6.2573,78.12,99.94
2015-04-13,43.5,7.0,16.21,19.98,13.12,0.01,2.33,236.8,6.2957,74.88,99.81
2015-04-14,43.5,7.0,15.64,18.25,13.16,0.02,1.91,209.2,6.4973,75.69,99.62
2015-04-15,43.5,7.0,15.08,18.39,12.1,0.02,1.6,153.9,5.4737,75.36,99.34
2015-04-16,43.5,7.0,14.8,17.72,12.25,5.49,1.97,97.8,3.5532,71.38,98.99
2015-04-17,43.5,7.0,14.47,17.96,11.76,0.91,3.15,251.7,4.9078,85.22,98.57
2015-04-18,43.5,7.0,14.88,18.87,10.8,1.12,2.69,154.1,5.1466,80.62,98.37
