date,lat,lon,temp_mean_c,temp_max_c,temp_min_c,precipitation_mm,wind_speed_10m_ms,wind_dir_10m_deg,shortwave_kwh_m2_day,relative_humidity_pct,surface_pressure_kpa
2015-01-01,45.5,17.5,-8.0,-4.42,-11.03,0.03,0.98,221.7,0.5986,83.5,100.53
2015-01-02,45.5,17.5,-3.26,0.64,-7.25,1.05,2.03,241.1,1.248,94.93,100.05
2015-01-03,45.5,17.5,0.37,3.14,-1.9,0.26,2.05,155.7,0.9233,93.43,99.6
2015-01-04,45.5,17.5,0.53,3.52,-2.09,0.52,3.81,311.1,1.7587,91.96,99.0
2015-01-05,45.5,17.5,-0.72,2.36,-3.85,1.64,3.66,315.7,1.2982,93.01,99.58
2015-01-06,45.5,17.5,-2.85,1.27,-6.89,0.05,3.07,335.6,1.4482,94.3,99.6
2015-01-07,45.5,17.5,-6.02,-1.19,-8.74,0.01,2.41,120.0,1.4834,91.61,100.19
2015-01-08,45.5,17.5,-4.16,-0.07,-8.65,0.0,1.67,153.0,0.9677,89.18,100.27
2015-01-09,45.5,17.5,1.4,3.52,-2.73,0.07,3.37,241.8,0.7646,99.49,99.73
2015-01-10,45.5,17.5,5.57,10.88,2.94,0.23,4.84,255.7,1.5276,96.58,98.52
2015-01-11,45.5,17.5,2.81,8.06,-1.63,15.44,2.58,284.8,0.8028,98.58,98.53
2015-01-12,45.5,17.5,-0.56,4.74,-3.68,0.23,3.3,251.2,1.609,89.79,99.63
2015-01-13,45.5,17.5,1.84,9.06,-1.65,0.0,3.43,227.1,2.1485,95.0,99.5
2015-01-14,45.5,17.5,3.96,9.98,-0.41,0.52,3.34,239.0,1.8312,95.57,98.9
2015-01-15,45.5,17.5,4.05,9.27,1.95,0.34,2.07,207.0,1.9195,95.49,99.06
2015-01-16,45.5,17.5,5.27,12.52,1.76,0.0,3.09,202.5,2.0734,93.38,98.82
2015-01-17,45.5,17.5,5.25,10.81,1.48,0.08,2.76,191.2,0.8986,96.07,98.58
2015-01-18,45.5,17.5,5.48,7.65,3.49,11.99,1.76,353.0,0.6199,98.2,98.67
2015-01-19,45.5,17.5,2.47,4.4,1.17,4.34,1.68,9.4,0.7032,96.18,98.38
2015-01-20,45.5,17.5,2.57,4.06,0.79,1.76,1.56,116.6,0.7368,97.82,98.24
2015-01-21,45.5,17.5,4.24,6.82,2.43,1.89,1.6,63.3,0.6058,96.88,98.35
2015-01-22,45.5,17.5,4.07,8.07,1.81,0.42,1.89,97.6,0.8926,95.96,98.37
2015-01-23,45.5,17.5,3.41,4.13,2.87,10.34,3.67,30.3,0.2539,97.01,97.98
2015-01-24,45.5,17.5,0.63,2.72,-0.47,11.85,4.46,341.4,0.6458,94.95,98.1
2015-01-25,45.5,17.5,-0.91,-0.26,-1.69,5.83,4.29,342.6,0.587,94.99,98.7
2015-01-26,45.5,17.5,-1.64,1.59,-4.19,0.68,2.43,12.3,1.2499,95.08,99.24
2015-01-27,45.5,17.5,-1.86,1.59,-4.56,2.16,1.41,32.5,1.02,94.59,98.67
2015-01-28,45.5,17.5,-1.57,2.03,-5.05,0.61,2.33,27.5,1.7837,93.93,98.57
2015-01-29,45.5,17.5,-1.7,1.04,-4.98,1.17,2.46,180.9,1.0632,95.98,97.28
2015-01-30,45.5,17.5,1.44,6.0,-1.43,12.14,3.51,129.3,0.7176,97.48,94.91
2015-01-31,45.5,17.5,-1.23,4.35,-4.69,1.42,2.92,206.0,2.6722,86.5,95.78
2015-02-01,45.5,17.5,-1.68,1.17,-4.42,4.28,2.17,60.4,0.623,96.64,96.08
2015-02-02,45.5,17.5,-1.67,2.26,-4.26,1.11,2.15,278.3,1.9598,92.66,97.0
2015-02-03,45.5,17.5,-0.62,3.96,-4.04,0.11,2.08,155.8,1.842,88.32,97.55
2015-02-04,45.5,17.5,-0.23,2.09,-1.93,4.68,2.67,51.8,0.6701,97.42,97.62
2015-02-05,45.5,17.5,-0.48,0.95,-2.04,4.77,4.41,62.4,0.5592,97.0,98.31
2015-02-06,45.5,17.5,-0.63,0.28,-2.58,16.06,5.73,40.6,0.3564,96.97,98.08
2015-02-07,45.5,17.5,-4.34,-1.45,-8.98,0.82,2.76,17.5,0.8678,95.55,99.11
2015-02-08,45.5,17.5,-5.9,-0.33,-12.75,0.09,4.47,313.9,1.3154,96.05,98.42
2015-02-09,45.5,17.5,-4.78,-1.5,-9.84,3.27,3.54,321.9,1.1806,96.05,98.94
2015-02-10,45.5,17.5,-0.65,0.72,-3.47,3.77,3.02,330.5,0.9151,98.67,99.27
2015-02-11,45.5,17.5,-0.64,2.45,-2.97,0.06,1.86,342.1,1.2437,97.23,99.64
2015-02-12,45.5,17.5,-1.31,2.98,-4.86,0.05,2.12,95.8,1.7899,92.35,99.74
2015-02-13,45.5,17.5,-1.63,4.08,-5.99,0.0,1.7,132.4,2.6736,89.82,99.46
2015-02-14,45.5,17.5,0.75,7.29,-3.58,0.0,1.79,180.3,2.6753,87.83,98.91
2015-02-15,45.5,17.5,1.79,8.99,-1.79,0.0,2.3,132.4,3.137,89.45,98.75
2015-02-16,45.5,17.5,0.95,7.97,-2.49,0.0,2.64,91.8,3.2904,91.52,99.23
2015-02-17,45.5,17.5,-0.76,3.92,-4.79,0.01,3.95,95.2,2.9124,87.36,100.17
2015-02-18,45.5,17.5,-1.52,3.59,-5.1,0.0,2.03,53.8,3.7063,77.0,100.82
2015-02-19,45.5,17.5,0.47,5.13,-3.15,0.0,0.92,162.3,3.732,66.1,100.22
2015-02-20,45.5,17.5,1.12,7.47,-2.91,0.0,1.82,183.2,3.4579,71.88,99.3
2015-02-21,45.5,17.5,2.81,9.69,-1.55,0.0,3.25,209.5,2.5056,87.46,98.19
2015-02-22,45.5,17.5,3.67,6.08,0.18,10.5,3.06,99.1,0.9466,97.96,97.44
2015-02-23,45.5,17.5,5.52,11.2,2.81,1.03,1.58,108.3,1.2936,93.09,97.55
2015-02-24,45.5,17.5,5.99,10.55,3.12,6.22,2.42,60.7,1.2137,95.21,97.44
2015-02-25,45.5,17.5,3.71,5.46,2.58,14.44,5.16,357.5,0.8078,95.09,98.01
2015-02-26,45.5,17.5,3.72,6.91,1.68,1.1,2.37,340.8,1.625,92.54,98.73
2015-02-27,45.5,17.5,3.32,6.6,-0.08,0.79,2.02,87.4,1.447,94.38,98.41
2015-02-28,45.5,17.5,3.77,5.85,2.33,3.71,2.0,22.2,1.4045,93.53,98.77
2015-03-01,45.5,17.5,4.8,9.43,0.95,0.01,2.09,226.0,2.6861,91.86,98.59
2015-03-02,45.5,17.5,6.81,11.71,2.45,10.71,4.11,236.3,1.8574,91.95,98.14
2015-03-03,45.5,17.5,4.25,9.65,-1.21,0.01,2.42,317.2,4.2758,73.49,99.28
2015-03-04,45.5,17.5,2.58,7.26,-2.08,1.9,2.91,84.2,1.2019,85.99,99.3
2015-03-05,45.5,17.5,2.07,4.1,0.67,0.57,5.73,33.2,1.3075,84.28,99.25
2015-03-06,45.5,17.5,1.52,5.14,-2.62,0.04,5.26,20.7,3.1186,83.08,99.9
2015-03-07,45.5,17.5,0.29,6.64,-3.89,0.0,3.73,47.1,4.4628,83.53,100.18
2015-03-08,45.5,17.5,0.56,6.52,-3.48,0.0,3.21,97.0,4.3406,86.36,100.07
2015-03-09,45.5,17.5,1.78,7.82,-2.59,0.0,3.01,100.4,2.6033,86.4,99.8
2015-03-10,45.5,17.5,4.18,10.84,-0.66,0.0,1.62,120.5,4.2934,77.28,99.57
2015-03-11,45.5,17.5,4.19,10.21,-0.8,0.58,3.79,317.2,2.2644,87.3,99.01
2015-03-12,45.5,17.5,2.3,4.16,0.73,7.4,5.15,342.0,1.3157,92.1,99.09
2015-03-13,45.5,17.5,2.86,6.76,0.32,1.5,3.0,340.5,1.0853,92.16,98.95
2015-03-14,45.5,17.5,3.79,8.84,0.35,0.09,1.47,29.3,2.2966,86.02,99.25
2015-03-15,45.5,17.5,4.79,10.66,-0.34,0.03,3.51,103.0,3.6938,87.67,99.8
2015-03-16,45.5,17.5,6.72,13.0,2.96,0.02,3.42,97.7,3.6763,88.86,100.01
2015-03-17,45.5,17.5,5.89,11.83,1.85,0.0,3.8,89.0,3.7442,82.11,99.89
2015-03-18,45.5,17.5,5.51,11.44,-0.71,0.0,2.24,86.4,4.4633,74.67,99.54
2015-03-19,45.5,17.5,4.4,9.95,-1.15,0.0,2.28,32.3,4.6543,69.11,99.44
