country,year,reporting_level,welfare_type,ppp_version,survey_year,survey_comparability,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median,avg_shortfall_international_povline,avg_shortfall_lower_mid_income_povline,avg_shortfall_upper_mid_income_povline,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_4000,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_international_povline,total_shortfall_lower_mid_income_povline,total_shortfall_upper_mid_income_povline,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_3000,total_shortfall_4000,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_international_povline,income_gap_ratio_lower_mid_income_povline,income_gap_ratio_upper_mid_income_povline,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_4000,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_international_povline,poverty_gap_index_lower_mid_income_povline,poverty_gap_index_upper_mid_income_povline,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,mean,median,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile1_thr,decile2_thr,decile3_thr,decile4_thr,decile6_thr,decile7_thr,decile8_thr,decile9_thr,gini,mld,polarization,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
Italy,2005,national,income,2011,2005.0,1.0,0.6317022207958499,1.0361054690079898,1.72383568817935,0.5143504101451101,4.03504427997674,16.9807077771651,36.64823724881205,56.15256922961993,8.48051558614399,14.09061004373339,20.63614141260373,366195.0,600625.0,999299.0,298166.0,2339094.0,9843629.0,21244794.0,32551355.0,4916111.0,8168254.0,11962665.0,1.506521807513732,1.9784943262661017,2.887232128008855,0.8545253229473135,4.273234139606197,6.612371674893263,10.355183393414364,15.079664470673109,5.343205108732254,6.089666401999387,7.2106995441421535,551680.753302491,1188333.1547135774,2885208.178287121,254790.3974419087,9995496.336548015,65089733.577757895,219993738.0253091,490863511.4657674,26267789.410294827,49741941.9467971,86259183.0622253,79.29062144809116,61.82794769581568,52.49512960016101,85.45253229473136,42.732341396061976,33.06185837446631,34.51727797804788,37.699161176682765,36.51349732542043,33.29163127482694,32.85017801882753,0.5008812761069901,0.64060275376609,0.90493009243124,0.43952503948786,1.72426864047091,5.61413773993209,12.64997390841643,21.16904781599261,42.93708445841585,36.58376696370546,10.193373326706798,18.83765999622849,24.175014762878902,29.08808763028893,34.07807890316547,39.33573948834432,45.343708504734,53.434248981309,65.45966229127797,109.42527069922563,2.37402549690559,4.38727040595236,5.63033449238785,6.77458378862693,7.936747297355449,9.16125069610644,10.56050010769803,12.44477813416967,15.24548373904498,25.48502584175294,15.76,21.62,26.68,31.5,42.1,48.9,58.35,74.55,0.3383360556237444,0.2166381227553182,0.2807936214814536,1.329684913111173,6.024068487164041,4.730329949238579,2.03688524590164,2.3223350253807107
Italy,2006,national,income,2011,2006.0,1.0,0.65343624517972,0.94058751200184,1.40816696740377,0.49913311026072,3.55061038096988,16.026253412694132,35.48586467232368,55.48283118846573,7.837279126496361,13.41270083979986,20.36045005268079,379934.0,546895.0,818764.0,290216.0,2064466.0,9318301.0,20632894.0,32259926.0,4556906.0,7798678.0,11838376.0,1.4497927022136996,2.1174947149612704,3.323306450887812,0.8468464817223702,4.317234069205886,6.330367531866427,10.094495083725525,14.682425309059347,5.332953144061281,6.013060885291722,7.032671864428586,550825.5405228598,1158047.272138744,2721003.682954708,245768.3985395394,8912782.9499172,58988270.10255846,208278647.04602987,473653953.97078174,24301766.17989172,46893925.63878508,83255413.81572662,76.30487906387893,66.1717098425397,60.42375365250566,84.68464817223702,43.17234069205887,31.651837659332138,33.64831694575175,36.70606327264837,35.86551244239281,32.351532694556546,31.53104523807919,0.49860395557476,0.6224028330489,0.8508670215972001,0.42268933562242,1.53288149576368,5.07260348509675,11.94039638773431,20.36556330152352,43.76569021278159,37.17326744339057,10.86648178091398,19.42591738189025,24.680367360424626,29.699142760274853,34.64345914031057,39.78810842170095,45.93722233078529,54.04836583262979,66.40808673184027,112.15975038704228,2.48287682156569,4.43861785052278,5.63920441798878,6.78594182243728,7.91566612382434,9.09116438659089,10.49617225444088,12.34948325271589,15.17354951080974,25.62732355910304,16.5,22.1,27.12,32.25,42.6,49.7,59.25,76.15,0.3369739603399531,0.2121538801674282,0.2774634701152127,1.3246394387009992,5.8948066859671,4.615151515151515,2.049798115746972,2.2515151515151515
Italy,2007,national,income,2011,2007.0,1.0,0.68024297448851,1.0675250208877198,1.5769958392662602,0.50888033527987,3.38882155587096,14.88175542320332,34.23330325425159,53.89170276782894,7.76161439205935,13.24171655818072,19.91103949098542,397522.0,623844.0,921570.0,297381.0,1980370.0,8696646.0,20005364.0,31493400.0,4535756.0,7738235.0,11635675.0,1.412313185852133,1.95271048023048,3.171989775634808,0.8346941554903687,4.622267555837955,6.484018892505142,9.95898755621498,14.552258733763717,5.55619165558294,6.203796872470647,7.250796556384835,561425.5622663116,1218186.7168289034,2923210.61753177,248222.1826538813,9153799.999554813,56389216.96542927,199233171.13355115,458300105.2059143,25201529.638960253,48006438.09144289,84367912.22121312,74.33227293958595,61.02220250720249,57.67254137517832,83.46941554903687,46.22267555837955,32.420094462525704,33.19662518738327,36.38064683440929,36.59349361988418,32.68693599418235,31.836192122535017,0.50563943076879,0.6514277175521199,0.90949385694287,0.42475934477551,1.56640395650641,4.82467896191978,11.3643014393327,19.60614985297805,44.036405529608736,37.958876742529824,11.094769747803994,20.0188358089514,25.30205974310965,30.300222184805307,35.25409593354524,40.669477295219714,46.649184512377296,54.69954044707045,66.62300320716919,109.7528664160358,2.51945398684827,4.54597407944464,5.74571412875588,6.880721035333449,8.00567065126182,9.23542164854368,10.59332249109474,12.42143626147964,15.12907386647939,24.92321185075865,17.0,22.8,27.68,32.75,43.55,50.35,59.75,75.5,0.3289073563667705,0.2054638382224534,0.2718518978050399,1.2656604181723674,5.668769866657588,4.441176470588236,1.989459815546772,2.2323529411764707
Italy,2008,national,income,2011,2008.0,1.0,0.6974942712404,1.03900651174347,1.6555113555322298,0.493079501173,3.97266515764572,16.01166166310783,36.41857135061397,55.24434044434871,7.89293864930244,13.36071944909672,20.53014790608948,410313.0,611214.0,973883.0,290063.0,2336989.0,9419137.0,21423855.0,32498440.0,4643158.0,7859674.0,12077215.0,1.3464195718201375,2.0278405937575505,3.106548227076364,0.822574014297433,4.31696726458677,6.613341561295767,10.089551895179898,14.991776864923064,5.673255626368622,6.27780701820257,7.107017390948444,552453.4537722361,1239444.5606729274,3025414.5070298105,238598.2863091564,10088705.01069937,62291970.19363873,216157096.8173093,487209360.9380903,26341822.24761848,49341516.59798427,85832977.03922342,70.86418799053357,63.37001855492345,56.48269503775207,82.25740142974331,43.1696726458677,33.06670780647883,33.63183965059966,37.47944216230766,38.32757165361926,33.929456264852455,32.00921848459594,0.49427355681144,0.65841908708184,0.93507722690644,0.4055950114058799,1.7149865102481,5.29452930111302,12.24823551826631,20.7052709140888,43.39845748859027,37.00505524873827,10.474982988495176,19.34878775379468,24.436798021719486,29.33156242047052,34.37673825112429,39.85873457699231,45.83870281562211,53.30787489948567,65.58038286035647,111.43001029783744,2.4136763365954,4.4584044856621,5.630798750887419,6.75866473553397,7.92118896395388,9.18436665346261,10.56228849324274,12.28335705560518,15.1112243741838,25.67603015087186,16.28,21.94,26.84,31.8,42.7,49.2,58.0,75.3,0.3377010232366898,0.2165319619268816,0.2783887483279197,1.3330203300107522,5.935211703703001,4.625307125307125,2.035135135135135,2.2727272727272725
Italy,2009,national,income,2011,2009.0,1.0,0.89211690360497,1.27039720555835,1.82402595293079,0.5740372133946501,4.02869508654518,15.84988487526423,35.34640391821025,54.71025702900722,8.57780794041539,13.731073729151818,20.2368253539248,527200.0,750746.0,1077915.0,339229.0,2380772.0,9366547.0,20888086.0,32331226.0,5069087.0,8114428.0,11959026.0,1.3069480689285575,2.065024259615469,3.3955730340620405,0.8431046912472498,4.7235198722212495,6.901079237066069,10.295032416955156,14.94410325539247,5.716648962106746,6.565841029156023,7.58271374657246,689023.0219391355,1550308.702809275,3660139.107010984,286005.5613071133,11245623.853227928,64639283.02470348,215043522.4981472,483161179.7174296,28978190.9373788,53278044.29053245,90681870.84581746,68.78674046992408,64.53200811298339,61.73769152840074,84.31046912472499,47.235198722212495,34.50539618533035,34.316774723183855,37.36025813848117,38.2259250972068,35.12342269666881,33.80258255391389,0.6136584413302799,0.81981297455037,1.1261117308241702,0.4839729161620599,1.90296207718286,5.46906538479824,12.12974556736371,20.43989320132931,43.876019774422936,37.38725058693522,10.136445769988269,19.38531083001233,24.78954095357572,29.80570267644147,34.73801457860466,40.23602574806152,46.61548940703427,54.52681641549352,66.93104367739284,111.5958076876239,2.31024733376048,4.41820177164584,5.6499065049712,6.79316465570024,7.9173121803666495,9.17039101425437,10.6243660310793,12.42747557682508,15.254584171832647,25.434350759564,16.22,22.26,27.36,32.2,43.3,50.05,59.7,75.95,0.3383577039072794,0.22206469408377,0.2814202849202538,1.3266736495888511,6.04729771957449,4.682490752157831,2.0307486631016043,2.305795314426634
Italy,2010,national,income,2011,2010.0,1.0,1.2579888287573,1.59657325338517,2.48040887362983,0.92456262092661,5.15662274964045,17.06407315878779,36.54122866329933,56.53149525500646,9.176560104634367,14.45099851649743,20.45792308634741,745703.0,946407.0,1470322.0,548057.0,3056713.0,10115142.0,21660696.0,33510410.0,5439628.0,8566179.0,12126928.0,1.380613020545013,2.268787244827728,3.3657794869570856,0.8038733504951268,4.855519016291423,7.5018330974124146,10.720381175814524,15.23163821899441,6.31354712003056,6.969546900102128,8.024520979628488,1029527.2712594776,2147196.1300156754,4948779.626821716,440568.4168523077,14841928.098845202,75882107.0406264,232210917.6534409,510418441.6901725,34343347.6934376,59702386.29516995,97312788.15444411,72.66384318657961,70.8996014008665,61.19599067194701,80.38733504951267,48.55519016291422,37.50916548706208,35.73460391938175,38.07909554748603,43.19505321055143,38.14653708666871,36.60062023396668,0.91410268189928,1.13196361209514,1.5179104615297,0.74323146849045,2.50380817012408,6.400591564290529,13.0578630337104,21.5266819778168,43.079099554926366,36.540915282912096,8.847451510724609,18.58986864534419,24.35667857828009,29.285749079204777,33.94127581216863,39.216582353095966,45.26131944462424,53.05416662274899,65.53116197247553,112.7067415305968,2.0537689046736,4.31528718970597,5.653943288026491,6.79813398649735,7.87882666138207,9.10338952259073,10.50656116591191,12.31552357660222,15.21182258903126,26.16274311557844,15.28,21.7,27.1,31.5,42.0,48.65,58.15,74.9,0.3472130832471845,0.2427680181898056,0.2801755828642596,1.3900726700552986,6.496184849293611,4.901832460732985,2.049247606019152,2.3920157068062826
Italy,2011,national,income,2011,2011.0,1.0,1.15604814953314,1.45031220076022,2.42657816458427,0.86555154775964,4.983439676744831,18.22033758878325,38.45205427093124,57.82627673980352,9.21939702577125,14.66075875299308,21.034313716707352,686455.0,861187.0,1440889.0,513960.0,2959139.0,10819136.0,22832618.0,34336925.0,5474427.0,8705478.0,12490060.0,1.4386244671924755,2.3225178276313247,3.160435717317143,0.846005034497003,4.815627557628101,7.16719937860927,10.684131136549643,15.47497303522442,5.833350919108328,6.538324771380475,7.584146614670791,987550.9586266108,2000122.1604243373,4553837.060289381,434812.7475300797,14250111.315252062,77542904.81628919,243946684.90274385,531362988.48752326,31934253.772041447,56919242.45410776,94726446.26603508,75.71707722065662,72.5786821134789,57.46246758758442,84.6005034497003,48.15627557628101,35.83599689304635,35.61377045516548,38.68743258806105,40.745837561054365,36.53605246801225,35.31673993054096,0.87532584284347,1.05261700076167,1.3943719393524,0.73226133763902,2.39983892663808,6.529439572291181,13.694226370178669,22.371502154201668,42.43665175919376,35.7910848584688,8.963235264397644,18.060404129216536,23.534960047932543,28.42141892817992,33.1988911296135,38.46840448963558,44.42267289903953,52.29090178052051,64.98496846945588,112.02066045394214,2.11214478353745,4.2558503983066505,5.54590408816449,6.69737544079983,7.82316458847889,9.0649009511693,10.467996662676269,12.32210827499883,15.31340616555054,26.397148646316857,14.9,20.94,26.18,30.8,41.25,47.8,57.55,74.85,0.3505721451796475,0.2427412196103279,0.2864011107255489,1.4183417877866702,6.550029266791701,5.023489932885906,2.090782122905028,2.402684563758389
Italy,2012,national,income,2011,2012.0,1.0,1.17169324002928,1.8004401085489,2.89311244907372,0.77784222073084,5.88317458724561,20.15196022215034,40.94591008231665,60.93871142447882,9.2903010396095,14.23823033913362,21.23340788612834,697623.0,1071977.0,1722551.0,463125.0,3502825.0,11998420.0,24379079.0,36282736.0,5531419.0,8477402.0,12642311.0,1.3316241167459435,1.948630147855604,3.0429714448281504,0.8531267056820798,4.667639956418718,7.174411243375478,10.942801342284111,15.800597862431871,5.935451065020111,6.665172260345819,7.321646164777825,928971.6111966552,2088886.700007807,5241673.505260175,395104.3055690132,16349925.930342397,86081599.35074121,266775418.4048504,573288920.8847799,32831466.79462248,56503344.650200166,92562527.8470785,70.08547982873388,60.894692120487626,55.32675354233001,85.31267056820798,46.67639956418718,35.87205621687739,36.47600447428038,39.50149465607968,43.37466732939754,38.96581760256147,35.66973688794356,0.82118701865111,1.09637251677303,1.60066522723133,0.66359788973974,2.7460536855327,7.228922447745361,14.93543200218494,24.07170162081808,40.52159182801974,34.21035497485711,8.189283500346567,17.354016376378656,22.41604009544644,27.2592101315203,31.860687203037624,36.66712098782249,42.37741537380353,49.99701971494724,62.02482362538955,107.0703012715039,2.0209678669839097,4.2826590944482,5.53187549753321,6.72708274818345,7.8626445225201405,9.04878592712837,10.45798387034256,12.33836516767228,15.30661082827966,26.42302447690796,14.24,19.92,25.0,29.52,39.4,45.65,55.0,71.15,0.351556105922185,0.2460871146588458,0.28415331658457,1.4234560640148337,6.61994048196455,4.996488764044944,2.0804093567251463,2.4016853932584272
Italy,2013,national,income,2011,2013.0,1.0,1.36652713246179,1.97218776546472,2.81595077380588,1.08328481517444,6.04175246455745,20.628198020330508,41.94877790725261,61.11112848509609,9.6462339987184,14.83254475785141,21.37606253246844,823113.0,1187927.0,1696158.0,652505.0,3639186.0,12425178.0,25267405.0,36809645.0,5810308.0,8934227.0,12875646.0,1.5047706261426228,2.149306517482458,3.490248122527062,0.8691129480119584,4.874521829167717,7.288935280112224,10.930554791608268,15.972851867967169,5.924857341941755,6.593459074213444,7.416035857766483,1238596.264396133,2553219.243393384,5920012.275009257,567100.5441425429,17739291.59740155,90566318.28587423,276186754.7942567,587955006.8974583,34425246.012742914,58907460.08423276,95486252.4279076,79.19845400750647,67.1658286713268,63.45905677321932,86.91129480119584,48.745218291677176,36.44467640056112,36.43518263869422,39.93212966991791,43.58984530954956,38.807059075028135,36.37374282547369,1.08226804381942,1.32463675394552,1.78697545806478,0.94149655297797,2.9450653969089897,7.51787997408656,15.28411380208476,24.4029748347833,40.06003302143569,33.98072016467877,7.88297473812642,17.089058206128282,22.28360113722833,26.977533549796767,31.50831537650805,36.68533310929031,42.4348772268384,50.04551727253976,61.825420911099584,103.8676986868022,1.9677903744882896,4.26586223655485,5.56255186442423,6.7342764134421405,7.86527443940156,9.15758933340379,10.59282132996045,12.49263005993054,15.43319269807328,25.92801125032116,13.88,19.74,24.64,29.16,39.4,45.65,54.8,71.05,0.3491184922890655,0.2460391073316479,0.2899748432387792,1.3992087634292898,6.635147405410686,5.118876080691642,2.092783505154639,2.445965417867435
Italy,2014,national,income,2011,2014.0,1.0,1.23212029928105,1.67452277870744,2.74254159545172,0.94697119672245,6.22103382731211,20.53634749097182,41.58118090162407,60.98442061825345,9.97516386494066,15.236469969665482,21.59367169702916,748995.0,1017928.0,1667167.0,575656.0,3781713.0,12483869.0,25276842.0,37071905.0,6063816.0,9262119.0,13126607.0,1.3920379780074643,2.180722183288672,3.212761140965232,0.7917158563793922,4.575981579188502,7.450258803772309,11.088555154531846,16.006642680141013,5.7856475271900605,6.613310037886399,7.559789869522789,1042629.4853377008,2219818.170590671,5356209.353099583,455755.9830199354,17305049.025777686,93008054.9223902,280283656.64938706,593396736.8071331,35083102.04573552,61253264.554798335,99234390.61980692,73.26515673723497,68.14756822777099,58.41383892664058,79.17158563793922,45.75981579188503,37.25129401886155,36.96185051510616,40.01660670035253,42.36346106133524,38.73899347789764,36.902681709561016,0.90271446627482,1.1411465572791202,1.60202339763008,0.74973257233107,2.84673364778276,7.65005516794531,15.369173761924529,24.40389586063946,39.89053796638101,34.1429110266357,7.885997362586122,16.824892862962017,22.258255564044667,26.982777483664265,31.712097138540727,36.7483404897506,42.617705192941074,50.169201790116325,61.85279000030244,101.85332177890176,1.97690925332526,4.2177653450404,5.57983338876089,6.76420496168912,7.94977925975004,9.21229503616156,10.683662684333427,12.576717273754989,15.50562944336093,25.53320335382336,13.7,19.64,24.62,29.2,39.45,46.05,54.85,70.8,0.3465732830402377,0.240974491232597,0.289034323650535,1.3772910462726875,6.6248569066100025,5.1678832116788325,2.0732064421669105,2.4927007299270074
Italy,2015,national,income,2011,2015.0,1.0,1.9488664076009896,2.5355115866613,3.43940958125564,1.40849762059965,6.574439592781629,20.77105035190748,40.18812701156181,58.67705678017179,10.74906808674186,16.07584525105592,22.750431807277348,1183558.0,1539831.0,2088773.0,855389.0,3992695.0,12614380.0,24406483.0,35634918.0,6527972.0,9762954.0,13816470.0,1.369551472462054,2.184774952861813,3.616868484646936,0.8326864228884788,5.250313402905144,7.718935297797324,11.586879541879494,16.384858135661755,6.451575634936121,7.207511956815435,8.072745378680512,1620943.6016442438,3364184.2004401586,7554817.235281435,712270.806588153,20962900.07221236,97369583.0418286,282794978.56192964,583873076.1059395,42115705.100745216,70366607.68883908,111536844.34217794,72.08165644537127,68.27421727693165,65.76124517539884,83.26864228884789,52.503134029051445,38.594676488986615,38.62293180626498,40.96214533915439,45.92113240822231,41.04139883106793,38.30688092428273,1.40477529326445,1.73110075355041,2.2617980734772702,1.17283711621297,3.45178646109671,8.0165198352478,15.52183261704565,24.03538122300308,40.886064810735576,35.1231301178722,7.138245597245547,16.840529679409418,22.159481224091905,27.296826155771583,32.54748864032816,37.92771906852633,44.04343379004322,51.82367526330113,63.7502292545331,105.33301943410858,1.74588716969681,4.11889228209303,5.4198126737483,6.67631533680986,7.960533446051301,9.27644155633377,10.77223596692989,12.6751438425773,15.59216558248815,25.76257214327239,13.34,19.68,24.66,29.94,40.7,47.5,56.75,72.45,0.353974364777367,0.2638647841322444,0.2971593835355664,1.4343691819179658,7.0513713372699325,5.431034482758621,2.0611664295874825,2.6349325337331333
Italy,2016,national,income,2011,2016.0,1.0,1.62586788636231,2.24704479413953,3.1586957840964,1.2207383110536298,5.647291350104941,19.398257041571828,39.4080275750613,57.34777924966341,10.12437295670259,15.69865914965222,22.32907662028022,985723.0,1362327.0,1915038.0,740103.0,3423811.0,11760678.0,23892101.0,34768524.0,6138154.0,9517704.0,13537560.0,1.4459350576446268,2.1609192843571288,3.513107731627571,0.8720430345331259,5.384219453211874,7.531746414022104,11.124407423347998,16.08175654890706,6.314837263631955,7.004872018708189,7.978828266043555,1425291.4428266345,2943878.6859003943,6727734.8041606005,645401.6659870701,18434549.7903208,88578444.35296865,265785465.72378013,559138938.5328323,38761443.60911154,66670298.43194701,108013866.3812606,76.1018451391909,67.52872763616027,63.8746860295922,87.20430345331259,53.84219453211874,37.65873207011052,37.08135807782666,40.20439137226765,43.98163673364613,39.03007772083889,37.047344395110485,1.23731543558236,1.51740071698798,2.01760677943098,1.06453620432608,3.04062519458098,7.30513770772535,14.61303173706097,23.0563258000863,41.86342322712707,35.89473773949549,7.965220117954701,17.435256859235768,22.90316302321972,27.8679169890023,33.09417326517638,38.68608645435993,44.68949238992844,52.48867529285608,64.82178936387614,108.6824585156662,1.90266812982301,4.1647948292814,5.470924558405129,6.656865311230491,7.90527164623549,9.24102318256949,10.67506881782427,12.538075304564188,15.48411103702391,25.96119718304381,14.24,20.34,25.36,30.35,41.4,48.15,57.55,73.55,0.352462496122166,0.2583741006273292,0.2930936210666922,1.426811566038654,6.830747628690142,5.16502808988764,2.0487465181058497,2.5210674157303368
Italy,2017,national,income,2011,2017.0,1.0,1.41808696002497,1.8176530820281496,3.1351753579013297,1.12156936301955,5.7726849852916295,19.69090337826161,38.47501484537615,57.011683293903104,10.70509533621902,16.04523150029893,22.626579889163008,858463.0,1100347.0,1897932.0,678961.0,3494594.0,11920225.0,23291508.0,34512997.0,6480512.0,9713255.0,13697387.0,1.4919750208355438,2.299667120102951,3.111499771692287,0.8647867262874963,5.030138937039073,7.418387146425378,11.324475071495344,16.06091560878378,6.013775311524927,6.937807519908712,8.001756595085359,1280805.3523115434,2530431.816603922,5905414.984687486,587156.4604668848,17578293.348543122,88428843.92249845,263764101.72353435,554310332.2232078,38972343.07164103,67388693.5817909,109603156.76268646,78.52500109660757,71.86459750321723,56.572723121677946,86.47867262874964,50.30138937039072,37.09193573212689,37.74825023831781,40.152289021959454,41.66452503077765,38.4531100811821,36.95841305180455,1.11355257214919,1.30624864772336,1.77365409044242,0.96991803843662,2.90374115787218,7.30373730115544,14.52364502358034,22.8914959773915,42.59544263537778,36.08450658613377,8.008909245855353,17.385168645696968,22.885000082836807,28.20404718547985,33.342355997905614,38.855711025339225,44.9069234731224,52.92020100732581,65.87870016945982,113.56740952075543,1.88022679196284,4.08146214009704,5.37264051432338,6.621376710863169,7.82768153938915,9.12203480497876,10.54265918951264,12.42391151098704,15.46613818135184,26.66186861653403,14.08,20.12,25.56,30.75,41.65,48.4,58.15,75.8,0.3592800094735346,0.2636127389931862,0.295297889839515,1.4848688424194352,7.066455039499994,5.383522727272727,2.09972299168975,2.5639204545454546
Italy,2018,national,income,2011,2018.0,1.0,1.45764687124155,2.10125633818578,2.94568154596151,0.97831173521017,5.58495915834468,18.54153493001348,38.04885869897484,56.4445719653344,10.16871040499312,15.23285032494472,21.54270576738065,880736.0,1269616.0,1779833.0,591113.0,3374531.0,11203122.0,22989790.0,34104804.0,6144114.0,9203956.0,13016482.0,1.32128679059906,2.0264989262801656,3.429610514767876,0.8947252043676561,5.098954384982802,7.574623781293887,11.042769463629469,15.864842863446206,6.207005341880928,7.113534753483693,8.131705237997261,1163704.8428050536,2572875.4607881187,6104133.971330853,528883.6997293783,17206579.6397104,84859434.32593673,253870950.9872541,541067356.3486316,38136548.41912539,65472660.87553476,105846194.85969706,69.54141003152947,63.32809144625517,62.35655481396138,89.4725204367656,50.98954384982802,37.87311890646944,36.809231545431565,39.66210715861552,42.85248676336591,39.288853425994176,37.4269363814526,1.01366830932315,1.33068547075803,1.83682590550486,0.87531991740952,2.84774552077106,7.02225773677701,14.005492446609418,22.38710674550988,42.77681699036773,36.2114652537926,8.175122619235847,17.839641245786446,23.515837572667177,28.55222870999797,33.68711943234637,39.06947617470014,45.62573847617304,53.74039901799834,66.66836271684792,110.89424393792471,1.911110548752769,4.1703994127949,5.49733225311326,6.67469688462964,7.87508791033514,9.13332943484262,10.66599660429312,12.56297284346784,15.585162105880851,25.92391200189003,14.26,20.74,26.14,31.1,42.3,49.35,58.9,76.05,0.3522257062873518,0.2556559822834726,0.2958250827609355,1.4202129165679205,6.825455252104418,5.333099579242637,2.100828729281768,2.5385694249649373
Italy,1986,national,income,2017,1986.0,0.0,0.20574409954019,0.47771429406073,2.23187037847439,0.0,5.99538472061635,31.7181800770192,58.7385449895404,77.49656689058308,6.74011650689023,11.97064876500636,19.44116343928969,116443.0,270368.0,1263153.0,0.0,3393157.0,17951270.0,33243758.0,43860077.0,3814647.0,6774927.0,11002951.0,0.7263135631699154,1.444026466336029,1.8763277347122391,,2.754069969033494,6.192549791963773,11.295514407662248,17.4591224499286,2.9009720384022124,3.63328377427278,4.355582532728957,84574.13023619445,390418.5476503395,2370089.007084969,0.0,9344991.793915784,111164133.30398552,375505347.4538371,765758455.006297,11066184.283374883,24615232.34098256,47924261.18407261,33.782026193949555,39.56236894071312,27.39164576222247,,27.54069969033494,30.962748959818864,37.65171469220749,43.6478061248215,27.704608510005865,27.758614213303296,27.73086797686788,0.0695043766860499,0.18899514579679,0.6113461156414001,0.0,1.6511707895908798,9.82082027515699,22.116069395752948,33.825551179505794,30.783948376864075,26.17770286624417,8.857589264223483,14.117026506754756,17.491240012547433,20.883129417340484,24.078560965935463,28.2738014218599,32.84647585260012,38.35416649683357,46.91438217523708,76.02311165530828,2.87734021503248,4.58584010534676,5.68193520805574,6.78377223145143,7.82179097728474,9.18459226728346,10.67000095325204,12.4591446254045,15.2398846310748,24.695698785814,12.3,16.0,19.24,22.36,30.5,35.35,41.65,53.85,0.3251640823575092,0.1838693414649294,0.2822262025389709,1.2391910217650175,5.351014139084808,4.378048780487805,2.0584862385321103,2.1268292682926826
Italy,1987,national,income,2017,1987.0,0.0,1.24092638386013,1.70883284703848,3.23760485562935,0.99937492788789,6.49042185556984,29.20018113995203,54.73473426585944,71.74430014464221,8.24939287185078,13.74644233087959,20.48385526001792,702388.0,967232.0,1832547.0,565666.0,3673704.0,16527866.0,30980917.0,40608659.0,4669316.0,7780752.0,11594258.0,1.76231880271281,2.563947072300657,3.683301334040849,0.8125173340884385,4.062946030799869,6.602169300445094,11.253590084534382,17.448691827314263,4.200201976375522,4.6533904376139965,5.391682184727004,1237831.5791998452,2479931.654635509,6749822.809792555,459613.43030447065,14926061.0851336,109119769.50707024,348646540.36098266,708567976.4114919,19612070.291521844,36206876.95424598,62512554.30372854,81.96831640524698,70.24512526851116,53.77082239475691,81.25173340884385,40.62946030799869,33.01084650222547,37.51196694844794,43.62172956828566,37.7096948600036,33.42276099175736,32.27125601923594,1.01716603667194,1.2003712912853202,1.74088688364792,0.8120101596966199,2.63702329963506,9.63922675244686,20.53207574378706,31.2961043860629,33.66523486128143,27.84563752085954,7.825515859518926,14.547590439338569,18.38253105610012,22.24088604290987,25.97461867265877,30.1981447610214,35.76915665601228,42.90324558912131,53.12894152756088,85.68171800857172,2.3245095101116,4.3212502450324,5.4603899636660405,6.606484741471159,7.71556140323629,8.97012745803014,10.624953844344208,12.74408028516818,15.78154489237346,25.4510976565664,12.48,16.66,20.26,24.22,32.8,39.0,46.75,60.2,0.3454697394005763,0.2380665737954653,0.3050440320714075,1.3601023260828415,6.204353462675908,4.823717948717949,2.1670266378689704,2.2259615384615383
