country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
ITA,Italy,Corridonia,WKS0073060,4.4,43.265,13.569,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,7.07,7.02,7.03,7.11,7.49,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Cozzi Battaglia,WKS0072933,13.2,37.2866,15.1119,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,26.22,26.63,26.7,26.33,28.33,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Craco,WKS0060097,12.0,40.3566,16.468,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,23.5,22.03,21.74,21.72,22.7,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,DE Stern,WKS0064826,6.2,44.8765,10.4119,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.62,9.97,10.33,10.22,11.13,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Deliceto,WKS0061413,12.6,41.217,15.487,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,21.86,21.78,21.63,21.79,23.83,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,E.ON C.TE LIVORNO FERRARIS,WRI1002876,804.0,45.2372,8.1932,Gas,,,,,,Power Magazine,http://www.powermag.com/top-plantslivorno-ferraris-power-plant-vercelli-province-italy/,GEODB,1058459,,,,2390.802,2800.675,4385.963,,,JRC-PPDB-OPEN,,,,,3060.94,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,EDOLO,WRI1002877,950.0,46.171,10.348,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,GEODB,1015989,,,,470.335,402.843,434.583,,,JRC-PPDB-OPEN,2157.67,2447.14,2397.87,3508.57,1390.26,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,EMMEZETA SOLAR PARK ROVIGO,WRI1021333,65.0,45.0367,11.5706,Solar,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,Industry About,1081012,,,,,,,,,,103.9,103.83,107.04,106.39,111.24,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,ENERGIA MOLISE,WRI1002878,769.0,41.9369,15.0004,Gas,,,,2006.0,,Technip Magazine,http://www.technip.com/en/press/contract-award-800-mw-power-plant-italy,WRI,1056253,,,,827.53,,,,,ENTSOE,,,,,2927.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,ENIPOWER BRINDISI,WRI1002879,1260.0,40.6293,18.0033,Gas,,,,,Enipower,Enipower,http://www.enipower.eni.it/it/pages/dove-operiamo/brindisi/brindisi.shtml,GEODB,1050956,,,,4444.983,5247.766,5372.319,,,JRC-PPDB-OPEN,,,,,4797.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,ENIPOWER RAVENNA,WRI1002880,972.0,45.512,9.509,Gas,,,,2000.0,Enipower,Enipower,http://www.enipower.eni.it/it/pages/dove-operiamo/ravenna/ravenna.shtml,GEODB,,,,,3473.883,3669.221,3904.625,,,JRC-PPDB-OPEN,,,,,3700.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,ENTRACQUE ROVINA,WRI1002881,125.0,44.2256,7.3817,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,GEODB,1015990,,,,24.104,12.941,10.768,,,JRC-PPDB-OPEN,310.58,369.19,308.9,332.53,140.04,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,ENTRACQUE_CHRO,WRI1002882,1064.0,44.2256,7.3842,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,GEODB,,,,,508.6,,,,,ENTSOE,2450.31,2874.82,2744.07,3501.3,1194.1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,Enermill,WKS0061543,16.0,45.274,8.041,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,23.05,24.14,24.74,23.71,25.18,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Erika Solar Power Plant,WRI1026402,18.4,37.6892,12.7234,Solar,,,,,,Gestamp Solar,http://www.gestampsolar.com/es/negocio/proyectos-de-investigacion/erika,Industry About,,,,,,,,,,,39.7,42.58,42.69,42.63,44.52,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,FADALTO,WRI1002883,210.0,45.9767,12.3033,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1015992,,,,257.068,289.543,190.234,,,JRC-PPDB-OPEN,488.31,546.76,511.06,619.35,351.86,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,FARINELLO,WRI1021364,54.0,43.2388,10.9047,Geothermal,,,,1995.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1015993,,,,,,,,,,,,,,353.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,Fattoria Bancina A,WKS0072938,8.0,37.216,13.72,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,15.2,15.03,15.7,14.98,16.3,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Ferrara Aranova,WKS0063893,11.7,44.827,11.571,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,20.39,20.27,21.06,20.93,20.72,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Ferrara Focomorto II,WKS0061423,12.0,44.838,11.684,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,21.0,20.8,21.62,21.48,21.18,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Fiume Santo power station,WRI1002884,640.0,40.8461,8.3068,Coal,,,,1992.0,E.On Produzione SpA,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1015999,,,,2305.805,2455.414,3560.575,,,JRC-PPDB-OPEN,,,,,2089.55,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,Fiumesanto,WKS0072939,33.3,40.825,8.321,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,62.18,63.67,67.58,68.7,73.14,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Foggia - X-Helio Solar Power Plant,WRI1026403,1.0,41.482,15.6087,Solar,,,,,,X-elio,http://www.x-elio.com,Industry About,,,,,,,,,,,1.7,1.68,1.69,1.65,1.72,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Fosca,WKS0068367,6.3,40.312,17.998,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,11.49,11.77,11.92,11.74,12.28,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Fossano Solar Power Plant,WRI1026404,5.0,44.5725,7.7693,Solar,,,,,Enel Green Power SpA,OPDE,http://www.opde.net/en/projects/,Industry About,,,,,,,,,,,7.6,7.88,7.91,8.17,7.82,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Francavilla,WKS0061351,8.0,40.501,17.5,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,13.98,13.45,13.63,13.28,14.52,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,GALLETO,WRI1002886,295.0,42.5427,12.7208,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,WRI,1016068,,,,263.805,208.942,214.436,,,JRC-PPDB-OPEN,612.5,861.07,684.15,864.1,334.58,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,GARGNANO,WRI1002888,137.2,45.6891,10.6609,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1016212,,,,70.266,108.186,87.105,,,JRC-PPDB-OPEN,366.0,438.77,365.88,444.1,228.22,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,GIRIFALCO,WRI1021841,14.0,40.48,16.8005,Solar,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,Industry About,,,,,,,,,,,26.3,25.13,25.51,25.09,27.14,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,GISSI,WRI1002890,840.0,42.0502,14.5639,Gas,,,,2004.0,A2A,A2A,http://www.a2a.eu/en/plants_networks/thermoelectric/gissi/,GEODB,1058463,,,,642.3,1080.032,1121.124,,,JRC-PPDB-OPEN,,,,,3198.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,GROSIO,WRI1002891,655.0,46.286,10.2653,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,WRI,1009732,,,,1381.804,1701.329,1184.122,,,JRC-PPDB-OPEN,1424.05,1550.63,1681.44,2327.24,1228.14,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,GUADALAMI C.LE,WRI1021309,80.0,37.9544,13.2808,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016013,,,,,,,,,,183.17,236.11,216.95,256.71,161.35,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,Galatina,WKS0062349,7.0,40.158,18.14,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,13.64,13.12,13.35,13.25,14.07,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Gamascia,WKS0060166,9.6,40.156,18.149,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,17.85,17.5,17.72,17.62,18.71,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Genuini Solar Power Plant,WRI1026405,1.0,40.0983,18.145,Solar,,,,,Gestamp Asetym Solar,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/item/183-genuini-eng,Industry About,1087103,,,,,,,,,,1.62,1.62,1.6,1.56,1.73,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Giarratana Solar Power Plant,WRI1026406,2.0,37.0698,14.7895,Solar,,,,,Sunparking Pesaro Srl,Martifer Solar,http://www.martifersolar.com/powering.php,Industry About,,,,,,,,,,,3.71,3.73,3.63,3.79,3.9,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Giave,WKS0061327,16.0,40.469,8.712,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,30.74,29.88,30.19,30.09,31.72,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Giga,WKS0073085,29.3,40.434,16.85,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,52.09,47.68,48.96,47.34,56.8,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Ginosa,WKS0062405,6.5,40.491,16.735,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,11.83,11.55,11.67,11.38,12.61,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Gioia del Colle,WKS0062182,5.0,40.812,16.884,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.44,8.54,9.08,8.39,9.34,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Guagnano Solar Power Plant,WRI1026407,2.0,40.4137,17.8847,Solar,,,,,,Immpex,http://www.immpex.de/projektdatenblatt/solar-italy/?L=1,Industry About,,,,,,,,,,,3.69,3.66,3.79,3.72,3.76,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Guiglia,WKS0063594,6.2,44.4104,10.9848,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.51,9.98,10.55,10.2,10.52,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,ISAB ENERGY,WRI1002894,521.0,37.1399,15.2158,Gas,,,,1998.0,,Siemens,http://www.energy.siemens.com/br/en/fossil-power-generation/power-plants/integrated-gasification-combined-cycle/integrated-gasification-combined-cycle.htm#content=References,GEODB,1019803,,,,,3297.597,2556.493,,,JRC-PPDB-OPEN,,,,,1983.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,ISOLA SERAFINI,WRI1021316,76.0,45.0911,9.9052,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016017,,,,,,,,,,197.04,288.41,271.51,256.65,257.55,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,ISOLATO SPLUGA,WRI1002895,117.6,46.4394,9.3595,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1064974,,,,205.0,,,,,ENTSOE,258.88,341.58,260.3,337.21,136.59,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,Iglesias Solar Power Plant,WRI1026408,2.0,39.295,8.5833,Solar,,,,,Solar Asset Management,GP Joule,http://www.gp-joule.eu/activities/projects/,Industry About,1109294,,,,,,,,,,3.73,3.83,3.87,3.73,3.94,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Ischia di Castro A,WKS0068403,12.0,42.508,11.697,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,20.55,21.48,21.77,21.11,22.77,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,JESI,WRI1002896,140.0,43.5537,13.285,Gas,,,,2001.0,Edison,Edison,http://www.edison.it/media/EMAS-GETE1-jesi2005.pdf,GEODB,1072403,,,,0.0,,,,,ENTSOE,,,,,533.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,Jesolo,WKS0062180,5.2,45.5619,12.6294,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,8.95,8.82,9.27,9.11,9.43,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,LA CASELLA C.LE,WRI1002897,1465.85,45.0904,9.4805,Gas,,,,,Enel,Dichiarazione Ambientale Anno 2007,https://www.enel.it/it-it/documents/azienda/ambiente/dichiarazioni_ambientali/lacasella_da2007_2008.pdf,GEODB,,,,,520.475,2752.041,2504.489,,,JRC-PPDB-OPEN,,,,,5580.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,LAGONI ROSSI,WRI1021666,20.0,43.1666,10.7847,Geothermal,,,,1981.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1079919,,,,,,,,,,,,,,131.04,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,LAMARMORA,WRI1002898,116.7,45.5248,10.2273,Oil,,,,,,A2A,http://www.a2a.eu/en/plants_networks/cogeneration/lamarmora.html,CARMA,1010422,,,,142.856,160.014,108.947,,,JRC-PPDB-OPEN,,,,,172.67,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,LANA,WRI1002901,120.0,46.6124,11.1559,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1016028,,,,167.302,145.663,104.94,,,JRC-PPDB-OPEN,313.44,381.13,323.62,400.01,212.86,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,LANZADA,WRI1002902,188.0,46.2693,9.8692,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1016029,,,,365.07,269.841,,,,JRC-PPDB-OPEN,433.04,482.88,450.92,547.85,308.4,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,LARINO TG,WRI1002903,250.0,41.8055,14.9193,Gas,,,,1992.0,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlarino-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757512&ssbinary=true,CARMA,1016033,,,,0.567,0.886,0.774,,,JRC-PPDB-OPEN,,,,,951.78,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,LE PRATA,WRI1021663,20.0,43.1962,10.8323,Geothermal,,,,1996.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016037,,,,,,,,,,,,,,131.04,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,LEINI,WRI1002904,379.5,45.163,7.7505,Gas,,,,2007.0,,Ansaldo Energia,http://ansaldoenergia.it/easyUp/file/pgs.pdf,GEODB,1061893,,,,1736.812,2051.179,2312.219,,,JRC-PPDB-OPEN,,,,,1444.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,LEVANTE,WRI1002905,752.5,45.4458,12.2552,Gas,,,,1992.0,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,GEODB,1023060,,,,2165.39,2125.525,2043.197,,,JRC-PPDB-OPEN,,,,,2864.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,LIVORNO MARZOCCO,WRI1002906,310.0,43.5673,10.31,Oil,,,,1965.0,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlivorno-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757397&ssbinary=true,GEODB,1016051,,,,457.298,603.866,679.742,,,JRC-PPDB-OPEN,,,,,458.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,La Brava Solar Power Plant,WRI1026409,13.4,45.9516,13.4031,Solar,,,,,,GP Joule,http://www.gp-joule.eu/activities/projects/,Industry About,1109290,,,,,,,,,,20.22,20.47,21.15,20.23,19.92,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,La Spezia power station,WRI1002900,1300.0,44.1118,9.8743,Coal,,,,1967.0,Enel SpA,GCPT,https://endcoal.org/global-coal-plant-tracker/,WRI,1016022,,,,2540.82,2837.059,2014.794,,,JRC-PPDB-OPEN,,,,,4244.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,Lady Lucrecia Solar Power Plant,WRI1026410,1.0,40.1989,18.2162,Solar,,,,,9REN,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,Industry About,,,,,,,,,,,1.62,1.61,1.62,1.6,1.73,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Lanuvio,WKS0061418,23.7,41.658,12.66,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,39.77,39.74,43.12,42.51,47.04,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Lapedona Solar Power Plant,WRI1026411,1.0,43.1225,13.768,Solar,,,,,Solaer,En Value,http://www.envalue.de/de/neues/index.php,Industry About,,,,,,,,,,,1.63,1.67,1.62,1.64,1.68,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Lecce A,WKS0068600,11.0,40.368,18.101,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,21.26,21.17,21.34,21.07,21.95,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Librandello,WKS0061342,9.1,37.009,14.638,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,17.22,16.6,17.16,16.88,19.26,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Loreo,WKS0060091,12.6,45.0315,12.1794,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,22.42,22.03,22.92,22.59,21.91,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Lucera Solar Power Plant,WRI1026412,1.0,41.471,15.4122,Solar,,,,,Envalue GmbH,X-elio,http://www.x-elio.com,Industry About,,,,,,,,,,,1.67,1.65,1.64,1.63,1.73,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
