DATE,PNL_WIND_MW
2026-06-25,2553.0000
2026-06-26,1173.5714
2026-06-27,307.7292
2026-06-28,715.6875
2026-06-29,765.5625
2026-06-30,117.7292
2026-07-01,138.5000
2026-07-02,2887.8043
2026-07-03,1339.1875
2026-07-04,1849.3229
2026-07-05,1760.5417
2026-07-06,1508.9062
2026-07-07,2063.0938
2026-07-08,759.0417
2026-07-09,422.6667
2026-07-10,707.0208
2026-07-11,917.6562
2026-07-12,1435.5729
2026-07-13,1267.6771
2026-07-14,1774.1354
2026-07-15,1531.0833
2026-07-16,1771.3333
