DATE,PIT_WIND_MW
2026-06-25,886.5000
2026-06-26,1275.1319
2026-06-27,1250.8438
2026-06-28,1144.0312
2026-06-29,979.0104
2026-06-30,1181.0938
2026-07-01,2730.0000
2026-07-02,2948.0870
2026-07-03,3844.4479
2026-07-04,4685.9479
2026-07-05,3002.1667
2026-07-06,1331.9167
2026-07-07,1206.0625
2026-07-08,2477.4479
2026-07-09,1185.8125
2026-07-10,1151.2396
2026-07-11,1424.6458
2026-07-12,1319.1354
2026-07-13,1525.1875
2026-07-14,1689.5104
2026-07-15,1495.3021
2026-07-16,577.3333
