DATE,PPL_WIND_MW
2026-06-25,1312.7050
2026-06-26,461.7375
2026-06-27,998.3820
2026-06-28,920.2735
2026-06-29,1810.4999
2026-06-30,1160.4572
2026-07-01,2131.3628
2026-07-02,1525.6041
2026-07-03,6458.7116
2026-07-04,5729.0329
2026-07-05,4268.5884
2026-07-06,4306.0497
2026-07-07,6056.5504
2026-07-08,6773.3747
2026-07-09,3947.2223
2026-07-10,2563.9579
2026-07-11,1414.9687
2026-07-12,2137.9018
2026-07-13,1271.5514
2026-07-14,1236.2559
2026-07-15,1066.1508
2026-07-16,1525.1872
