DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1990,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1991,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1992,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1993,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1994,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1995,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1996,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1997,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1998,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,1999,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,2000,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,2001,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,2002,0.000,,
ESTAT:NRG_CB_RW(1.0),21/07/26 23:00:00,A,DL,R5110-5150_W6000RI,TJ,IT,2003,0.000,,
