DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2005,100.0,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2006,98.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2007,98.5,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2008,98.4,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2009,92.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2010,93.8,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2011,89.8,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2012,89.0,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2013,87.0,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2014,83.2,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2015,85.7,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2016,85.4,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2017,85.0,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2018,85.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2019,85.2,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2020,75.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2021,84.0,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2022,81.4,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2023,79.5,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,I05,IT,2024,81.0,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2005,134.5,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2006,133.0,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2007,132.5,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2008,132.4,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2009,124.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2010,126.2,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2011,120.8,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2012,119.7,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2013,117.1,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2014,111.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2015,115.3,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2016,114.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2017,114.4,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2018,115.5,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2019,114.6,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2020,102.1,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2021,113.0,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2022,109.5,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2023,106.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,MTOE,IT,2024,108.9,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2005,2.31,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2006,2.28,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2007,2.25,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2008,2.24,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2009,2.10,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2010,2.11,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2011,2.01,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2012,1.99,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2013,1.94,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2014,1.86,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2015,1.91,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2016,1.91,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2017,1.91,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2018,1.93,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2019,1.92,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2020,1.72,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2021,1.91,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2022,1.86,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2023,1.81,,
ESTAT:SDG_07_11(1.0),21/07/26 23:00:00,A,TOE_HAB,IT,2024,1.85,,
