DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1990,218778.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1991,223687.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1992,228069.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1993,228964.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1994,236555.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1995,243465.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1996,245954.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1997,253674.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1998,260809.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,1999,267284.000,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2000,279319.219,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2001,285491.258,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2002,290959.514,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2003,299788.705,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2004,304513.737,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2005,309844.934,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2006,317565.692,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2007,318952.277,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2008,319037.552,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2009,299915.263,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2010,309883.241,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2011,313787.086,,
ESTAT:NRG_CB_E(1.0),21/07/26 23:00:00,A,AFC,E7000,GWH,IT,2012,307217.383,,
