DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2013,114053.675,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2014,108848.350,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2015,112108.171,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2016,111554.603,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2017,113611.214,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2018,114296.937,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2019,113119.475,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2020,103057.147,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2021,113918.826,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2022,109406.478,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2023,106153.181,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_E,TOTAL,KTOE,IT,2024,107677.785,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2013,25353.587,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2014,24739.085,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2015,24853.372,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2016,25088.949,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2017,24925.749,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2018,24663.854,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2019,24928.486,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2020,23861.103,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2021,25777.808,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2022,23871.595,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2023,22746.576,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_IND_E,TOTAL,KTOE,IT,2024,22900.505,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2013,15846.527,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2014,14666.679,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2015,15391.466,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2016,15439.966,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2017,18242.166,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2018,19002.194,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2019,18192.300,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2020,16557.570,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2021,16805.552,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2022,16137.505,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2023,16603.149,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_CP_E,TOTAL,KTOE,IT,2024,16977.244,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_HH_E,TOTAL,KTOE,IT,2013,34230.620,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_HH_E,TOTAL,KTOE,IT,2014,29545.980,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_HH_E,TOTAL,KTOE,IT,2015,32494.483,,
ESTAT:TEN00124(1.0),02/06/26 23:00:00,A,FC_OTH_HH_E,TOTAL,KTOE,IT,2016,32185.101,,
