DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2000,485,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2001,507,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2002,503,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2003,550,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2004,543,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2005,583,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2006,555,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2007,550,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2008,568,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2009,572,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2010,592,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2011,539,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2012,571,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2013,568,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2014,490,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2015,540,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2016,535,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2017,548,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2018,533,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2019,521,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2020,516,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2021,562,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2022,499,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2023,450,,
ESTAT:SDG_07_20(1.0),21/07/26 23:00:00,A,KGOE,IT,2024,454,,
