DATAFLOW,LAST UPDATE,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,MTOE,IT,2024,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2005,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2006,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2007,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2008,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2009,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2010,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2011,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2012,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2013,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2014,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2015,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2016,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2017,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2018,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2019,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2020,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2021,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2022,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2023,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2020,PC,IT,2024,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2005,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2006,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2007,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2008,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2009,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2010,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2011,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2012,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2013,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2014,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2015,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2016,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2017,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2018,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2019,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2020,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2021,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2022,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2023,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,I05,IT,2024,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2005,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2006,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2007,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2008,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2009,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2010,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2011,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2012,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2013,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2014,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2015,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2016,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2017,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2018,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2019,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2020,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2021,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2022,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2023,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,MTOE,IT,2024,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2005,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2006,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2007,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2008,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2009,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2010,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2011,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2012,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2013,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2014,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2015,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2016,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2017,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2018,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2019,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2020,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2021,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2022,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2023,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_DT2030,PC,IT,2024,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2005,100.00,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2006,98.87,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2007,98.47,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2008,98.41,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2009,92.86,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2010,93.84,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2011,89.79,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2012,88.96,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2013,87.03,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2014,83.21,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2015,85.70,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2016,85.39,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2017,85.04,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2018,85.90,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2019,85.19,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2020,75.89,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2021,83.97,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2022,81.41,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2023,79.48,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,I05,IT,2024,80.98,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2005,134.51,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2006,132.99,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2007,132.45,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2008,132.37,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2009,124.90,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2010,126.22,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2011,120.77,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2012,119.66,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2013,117.05,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2014,111.92,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2015,115.27,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2016,114.85,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2017,114.38,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2018,115.54,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2019,114.59,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2020,102.08,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2021,112.95,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2022,109.50,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2023,106.90,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,FEC_EED,MTOE,IT,2024,108.92,,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2005,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2006,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2007,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2008,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2009,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2010,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2011,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2012,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2013,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2014,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2015,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2016,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2017,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2018,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2019,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2020,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2021,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2022,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2023,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC2020-2030,PC,IT,2024,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2005,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2006,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2007,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2008,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2009,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2010,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2011,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2012,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2013,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2014,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2015,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2016,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2017,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2018,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2019,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2020,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2021,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2022,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2023,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,I05,IT,2024,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2005,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2006,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2007,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2008,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2009,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2010,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2011,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2012,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2013,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2014,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2015,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2016,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2017,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2018,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2019,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2020,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2021,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2022,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2023,,m,
ESTAT:NRG_IND_EFF(1.0),21/04/26 23:00:00,A,PEC_DT2020,MTOE,IT,2024,,m,
