DATAFLOW,LAST UPDATE,freq,siec,nrg_cons,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2007-S1,18.18,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2007-S2,17.153,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2008-S1,17.468,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2008-S2,19.99,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2009-S1,21.041,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2009-S2,14.841,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2010-S1,17.148,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2010-S2,21.86,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2011-S1,19.27,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2011-S2,24.32,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2012-S1,21.36,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2012-S2,26.89,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2013-S1,23.17,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2013-S2,26.29,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2014-S1,22.14,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2014-S2,26.41,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2015-S1,21.27,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2015-S2,25.13,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2016-S1,20.32,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2016-S2,23.29,p,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2017-S1,19.56,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2017-S2,24.2752,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2018-S1,19.8447,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2018-S2,26.4274,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2019-S1,21.3645,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2019-S2,25.9582,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2020-S1,20.2286,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2020-S2,24.9166,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2021-S1,19.5362,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2021-S2,27.9051,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2022-S1,27.3987,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2022-S2,36.3797,,
ESTAT:NRG_PC_202(1.0),27/04/26 23:00:00,S,G3000,GJ20-199,GJ_GCV,I_TAX,EUR,IT,2023-S1,27.2429,,
