DATAFLOW,LAST UPDATE,freq,stk_flow,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,1999,504825.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2000,469001.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2001,594159.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2002,556669.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2003,686361.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2004,633669.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2005,628524.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2006,585471.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2007,719814.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2008,669941.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2009,483718.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2010,449963.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2011,469850.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2012,499454.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2013,548069.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2014,525361.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2015,554203.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2016,565366.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2017,563156.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2018,554188.000,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2019,564254.553,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2020,606968.014,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2021,565977.367,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2022,505353.638,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2023,603676.745,,
ESTAT:NRG_STK_GAS(1.0),24/06/26 11:00:00,A,STKOP_NAT,G3000,TJ_GCV,IT,2024,621073.015,,
