DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2005,100.0,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2006,99.0,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2007,98.8,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2008,97.4,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2009,90.7,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2010,92.5,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2011,89.6,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2012,86.6,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2013,84.1,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2014,78.9,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2015,82.5,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2016,81.9,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2017,82.4,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2018,81.5,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2019,80.7,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2020,73.2,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2021,80.1,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2022,76.5,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2023,73.6,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,I05,IT,2024,72.4,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,MTOE,IT,2005,180.8,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,MTOE,IT,2006,179.0,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,MTOE,IT,2007,178.7,,
ESTAT:SDG_07_10(1.0),21/07/26 23:00:00,A,MTOE,IT,2008,176.1,,
