DATAFLOW,LAST UPDATE,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2013,31.302,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2014,33.42,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2015,33.459,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2016,34.012,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2017,34.104,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2018,33.93,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2019,34.969,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2020,38.081,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2021,35.996,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2022,37.102,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2023,38.905,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2024,40.654,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_ELC,PC,IT,2025,43.5,p,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2004,5.713,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2005,8.223,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2006,10.094,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2007,13.334,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2008,15.311,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2009,16.431,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2010,15.642,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2011,13.818,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2012,16.984,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2013,18.092,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2014,18.914,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2015,19.255,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2016,18.887,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2017,20.083,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2018,19.279,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2019,19.699,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2020,19.949,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2021,19.354,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2022,19.901,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2023,20.283,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL,PC,IT,2024,20.223,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL_WHC,PC,IT,2021,19.371,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL_WHC,PC,IT,2022,19.921,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL_WHC,PC,IT,2023,20.329,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_HEAT_CL_WHC,PC,IT,2024,20.289,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2004,1.213,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2005,1.048,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2006,0.995,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2007,0.964,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2008,2.616,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2009,3.999,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2010,4.916,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2011,5.06,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2012,6.155,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2013,5.411,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2014,5.02,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2015,6.505,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2016,7.414,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2017,6.484,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2018,7.659,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2019,9.047,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2020,10.736,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2021,9.870,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2022,10.048,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2023,10.435,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_TRA,PC,IT,2024,9.951,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_WHC_DHEAT_DCL,PC,IT,2021,25.000,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_WHC_DHEAT_DCL,PC,IT,2022,27.000,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_WHC_DHEAT_DCL,PC,IT,2023,28.000,,
ESTAT:NRG_IND_REN(1.0),14/07/26 11:00:00,A,REN_WHC_DHEAT_DCL,PC,IT,2024,28.000,,
