DATAFLOW,LAST UPDATE,freq,nrg_prc,nrg_cons,currency,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,GJ_GCV,IT,2022,5.6164,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,GJ_GCV,IT,2023,7.2764,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,GJ_GCV,IT,2024,8.2098,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,GJ_GCV,IT,2025,8.1281,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,KWH,IT,2019,0.0176,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,KWH,IT,2020,0.0181,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,KWH,IT,2021,0.0173,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,KWH,IT,2022,0.0202,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,KWH,IT,2023,0.0262,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,KWH,IT,2024,0.0296,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,NAC,KWH,IT,2025,0.0293,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,GJ_GCV,IT,2019,4.9113,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,GJ_GCV,IT,2020,5.0478,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,GJ_GCV,IT,2021,4.9152,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,GJ_GCV,IT,2022,5.7503,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,GJ_GCV,IT,2023,7.5821,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,GJ_GCV,IT,2024,8.5354,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,GJ_GCV,IT,2025,8.4968,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,KWH,IT,2019,0.0177,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,KWH,IT,2020,0.0182,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,KWH,IT,2021,0.0177,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,KWH,IT,2022,0.0207,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,KWH,IT,2023,0.0273,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,KWH,IT,2024,0.0307,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NETC,TOT_GJ,PPS,KWH,IT,2025,0.0306,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,GJ_GCV,IT,2019,9.6692,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,GJ_GCV,IT,2020,8.5858,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,GJ_GCV,IT,2021,9.2520,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,GJ_GCV,IT,2022,19.4670,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,GJ_GCV,IT,2023,23.0148,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,GJ_GCV,IT,2024,18.0670,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,GJ_GCV,IT,2025,18.1203,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,KWH,IT,2019,0.0348,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,KWH,IT,2020,0.0309,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,KWH,IT,2021,0.0333,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,KWH,IT,2022,0.0701,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,KWH,IT,2023,0.0829,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,KWH,IT,2024,0.0650,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,EUR,KWH,IT,2025,0.0652,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,GJ_GCV,IT,2019,9.6692,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,GJ_GCV,IT,2020,8.5858,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,GJ_GCV,IT,2021,9.2520,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,GJ_GCV,IT,2022,19.4670,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,GJ_GCV,IT,2023,23.0148,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,GJ_GCV,IT,2024,18.0670,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,GJ_GCV,IT,2025,18.1203,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,KWH,IT,2019,0.0348,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,KWH,IT,2020,0.0309,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,KWH,IT,2021,0.0333,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,KWH,IT,2022,0.0701,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,KWH,IT,2023,0.0829,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,KWH,IT,2024,0.0650,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,NAC,KWH,IT,2025,0.0652,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,GJ_GCV,IT,2019,9.7140,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,GJ_GCV,IT,2020,8.6256,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,GJ_GCV,IT,2021,9.4367,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,GJ_GCV,IT,2022,19.9310,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,GJ_GCV,IT,2023,23.9816,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,GJ_GCV,IT,2024,18.7836,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,GJ_GCV,IT,2025,18.9423,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,KWH,IT,2019,0.0350,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,KWH,IT,2020,0.0311,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,KWH,IT,2021,0.0340,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,KWH,IT,2022,0.0718,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,KWH,IT,2023,0.0863,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,KWH,IT,2024,0.0676,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ20-199,PPS,KWH,IT,2025,0.0682,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,GJ_GCV,IT,2019,8.4722,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,GJ_GCV,IT,2020,6.8427,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,GJ_GCV,IT,2021,8.3414,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,GJ_GCV,IT,2022,23.2216,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,GJ_GCV,IT,2023,22.3859,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,GJ_GCV,IT,2024,14.1752,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,GJ_GCV,IT,2025,15.9163,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,KWH,IT,2019,0.0305,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,KWH,IT,2020,0.0246,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,KWH,IT,2021,0.0300,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,KWH,IT,2022,0.0836,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,KWH,IT,2023,0.0806,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,KWH,IT,2024,0.0510,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,EUR,KWH,IT,2025,0.0573,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,GJ_GCV,IT,2019,8.4722,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,GJ_GCV,IT,2020,6.8427,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,GJ_GCV,IT,2021,8.3414,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,GJ_GCV,IT,2022,23.2216,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,GJ_GCV,IT,2023,22.3859,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,GJ_GCV,IT,2024,14.1752,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,GJ_GCV,IT,2025,15.9163,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,KWH,IT,2019,0.0305,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,KWH,IT,2020,0.0246,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,KWH,IT,2021,0.0300,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,KWH,IT,2022,0.0836,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,KWH,IT,2023,0.0806,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,KWH,IT,2024,0.0510,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,NAC,KWH,IT,2025,0.0573,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,GJ_GCV,IT,2019,8.5115,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,GJ_GCV,IT,2020,6.8744,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,GJ_GCV,IT,2021,8.5079,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,GJ_GCV,IT,2022,23.7751,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,GJ_GCV,IT,2023,23.3263,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,GJ_GCV,IT,2024,14.7375,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,GJ_GCV,IT,2025,16.6384,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,KWH,IT,2019,0.0306,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,KWH,IT,2020,0.0247,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,KWH,IT,2021,0.0306,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,KWH,IT,2022,0.0856,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,KWH,IT,2023,0.0840,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,KWH,IT,2024,0.0531,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_GE200,PPS,KWH,IT,2025,0.0599,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,GJ_GCV,IT,2019,15.6439,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,GJ_GCV,IT,2020,14.8617,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,GJ_GCV,IT,2021,15.2951,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,GJ_GCV,IT,2022,26.6821,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,GJ_GCV,IT,2023,31.3594,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,GJ_GCV,IT,2024,26.9652,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,GJ_GCV,IT,2025,27.1404,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,KWH,IT,2019,0.0563,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,KWH,IT,2020,0.0535,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,KWH,IT,2021,0.0551,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,KWH,IT,2022,0.0961,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,KWH,IT,2023,0.1129,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,KWH,IT,2024,0.0971,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,EUR,KWH,IT,2025,0.0977,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,GJ_GCV,IT,2019,15.6439,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,GJ_GCV,IT,2020,14.8617,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,GJ_GCV,IT,2021,15.2951,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,GJ_GCV,IT,2022,26.6821,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,GJ_GCV,IT,2023,31.3594,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,GJ_GCV,IT,2024,26.9652,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,GJ_GCV,IT,2025,27.1404,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,KWH,IT,2019,0.0563,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,KWH,IT,2020,0.0535,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,KWH,IT,2021,0.0551,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,KWH,IT,2022,0.0961,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,KWH,IT,2023,0.1129,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,KWH,IT,2024,0.0971,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,NAC,KWH,IT,2025,0.0977,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,GJ_GCV,IT,2019,15.7164,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,GJ_GCV,IT,2020,14.9306,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,GJ_GCV,IT,2021,15.6004,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,GJ_GCV,IT,2022,27.3181,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,GJ_GCV,IT,2023,32.6768,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,GJ_GCV,IT,2024,28.0348,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,GJ_GCV,IT,2025,28.3715,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,KWH,IT,2019,0.0566,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,KWH,IT,2020,0.0538,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,KWH,IT,2021,0.0562,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,KWH,IT,2022,0.0983,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,KWH,IT,2023,0.1176,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,KWH,IT,2024,0.1009,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,GJ_LT20,PPS,KWH,IT,2025,0.1021,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,GJ_GCV,IT,2019,10.1661,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,GJ_GCV,IT,2020,9.0953,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,GJ_GCV,IT,2021,9.8429,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,GJ_GCV,IT,2022,20.9405,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,GJ_GCV,IT,2023,24.2189,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,GJ_GCV,IT,2024,19.2670,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,GJ_GCV,IT,2025,19.5398,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,KWH,IT,2019,0.0366,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,KWH,IT,2020,0.0327,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,KWH,IT,2021,0.0354,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,KWH,IT,2022,0.0754,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,KWH,IT,2023,0.0872,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,KWH,IT,2024,0.0694,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,EUR,KWH,IT,2025,0.0703,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,GJ_GCV,IT,2019,10.1661,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,GJ_GCV,IT,2020,9.0953,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,GJ_GCV,IT,2021,9.8429,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,GJ_GCV,IT,2022,20.9405,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,GJ_GCV,IT,2023,24.2189,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,GJ_GCV,IT,2024,19.2670,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,GJ_GCV,IT,2025,19.5398,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,KWH,IT,2019,0.0366,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,KWH,IT,2020,0.0327,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,KWH,IT,2021,0.0354,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,KWH,IT,2022,0.0754,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,KWH,IT,2023,0.0872,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,KWH,IT,2024,0.0694,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,NAC,KWH,IT,2025,0.0703,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,GJ_GCV,IT,2019,10.2132,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,GJ_GCV,IT,2020,9.1374,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,GJ_GCV,IT,2021,10.0394,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,GJ_GCV,IT,2022,21.4397,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,GJ_GCV,IT,2023,25.2363,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,GJ_GCV,IT,2024,20.0312,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,GJ_GCV,IT,2025,20.4262,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,KWH,IT,2019,0.0368,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,KWH,IT,2020,0.0329,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,KWH,IT,2021,0.0361,,
ESTAT:NRG_PC_202_C(1.0),27/04/26 23:00:00,A,NRG_SUP,TOT_GJ,PPS,KWH,IT,2022,0.0772,,
