country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Italy,1991,ITA,57075394.0,1509175668697.0,,0.0,0.0,0.0,1.927,0.11,0.05,0.0,533.76,-5.013,-8.535,2833.519,161.724,499.34,28.5,-5.227,-0.412,131.009,7.477,13.048,7.76,253.51,4441.669,218.43,10.911,-2.858,-61.513,36630.781,1.385,-4.537,-92.982,3029.326,172.9,34277.688,1956.412,79.156,93.875,6.235,28.322,482.582,636.702,36.34,8455.167,0.579,0.945,2875.333,164.111,16.637,23.156,,33.558,29.481,117.331,740.074,42.24,2055.711,19.338,5.63,30.473,29.552,127.64,797.717,45.53,2236.339,20.844,6.125,35.08,13.838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.914,-112.769,1312.106,1893.285,108.06,22989.002,-7.198,-3.908,882.712,50.381,49.471,62.959,10.288,3.29,3.18,0.642,0.066,57.643,55.716,180.244,1.506,1.456,0.494,3827.043,2090.716,30.473,29.552,127.64,797.717,45.53,2236.339,20.844,6.125,25.0,0.003,0.014,0.0,0.0,0.243,0.0,0.001,50.0,0.003,0.008,0.0,0.0,0.14,0.0,0.0
Italy,1992,ITA,57124993.0,1531924051790.0,,0.0,0.0,0.0,1.751,0.1,0.045,0.0,527.21,-12.282,-19.863,2483.342,141.861,373.917,21.36,-14.152,-1.058,112.371,6.419,9.592,6.773,257.98,4516.062,222.68,11.068,0.495,10.35,36780.156,1.372,0.496,9.712,3096.893,176.91,34417.938,1966.124,79.446,93.871,-0.922,-4.448,478.134,621.094,35.48,8369.971,4.412,7.24,2999.576,171.351,15.933,22.828,,-0.092,-0.108,117.222,738.731,42.2,2052.03,18.951,5.597,0.501,0.725,128.365,801.225,45.77,2247.091,20.554,6.129,35.3,13.683,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.593,34.023,1346.129,2101.882,120.07,23564.625,3.901,1.965,916.352,52.347,53.92,64.27,11.113,3.56,3.46,8.019,0.825,62.319,60.569,194.53,1.599,1.554,0.531,3898.118,2101.066,0.501,0.725,128.365,801.225,45.77,2247.091,20.554,6.129,80.0,0.011,0.025,0.175,0.01,0.438,0.004,0.001,-33.333,-0.003,0.005,0.0,0.0,0.093,0.0,0.0
Italy,1993,ITA,57170762.0,1529550155063.0,,0.0,0.0,0.0,2.099,0.12,0.055,0.0,517.57,-12.541,-17.791,2170.157,124.07,291.408,16.66,-23.636,-1.517,85.742,4.902,7.582,6.016,259.17,4533.262,219.74,11.094,-1.533,-32.204,36187.422,1.353,-1.555,-30.574,3052.609,174.52,33855.594,1935.55,79.421,93.846,2.037,9.741,487.875,698.959,39.96,8533.649,6.435,11.027,3190.049,182.378,18.185,23.655,,-1.836,-2.153,115.069,724.496,41.42,2012.732,18.85,5.579,-1.189,-1.433,126.933,790.964,45.22,2220.235,20.579,6.154,39.43,15.214,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.673,-22.524,1323.605,2062.243,117.9,23151.785,3.088,1.617,943.895,53.963,53.654,64.175,11.822,3.79,3.67,6.384,0.709,66.293,64.194,206.782,1.725,1.67,0.573,3843.573,2068.863,-1.189,-1.433,126.933,790.964,45.22,2220.235,20.579,6.154,22.222,0.006,0.031,0.175,0.01,0.534,0.005,0.001,100.0,0.005,0.011,0.0,0.0,0.186,0.0,0.001
Italy,1994,ITA,57420136.0,1573414707872.0,,0.0,0.0,0.0,2.612,0.15,0.066,0.0,517.81,5.588,6.933,2281.474,131.003,345.872,19.86,-57.619,-2.824,36.181,2.077,8.682,6.368,266.35,4638.617,228.75,11.611,-0.226,-4.68,35948.75,1.312,-0.705,-13.638,3143.497,180.5,33471.039,1921.912,78.907,93.426,-3.368,-16.432,471.443,710.552,40.8,8210.417,5.51,10.049,3351.198,192.426,17.836,22.917,,7.804,8.981,124.05,777.776,44.66,2160.392,19.523,6.03,6.671,8.304,135.237,840.298,48.25,2355.214,21.093,6.574,37.6,14.117,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.313,-4.139,1319.466,2087.073,119.84,22979.148,5.496,2.966,991.444,56.929,52.389,64.141,11.137,3.57,3.42,-5.789,-0.684,62.173,59.561,193.965,1.561,1.495,0.541,3983.794,2064.182,6.671,8.304,135.237,840.298,48.25,2355.214,21.093,6.574,0.0,0.0,0.031,0.174,0.01,0.532,0.004,0.001,75.0,0.008,0.019,0.174,0.01,0.325,0.004,0.001
Italy,1995,ITA,57403342.0,1630199200435.0,,0.0,0.0,0.0,3.833,0.22,0.093,0.0,541.64,7.561,9.905,2454.686,140.907,420.185,24.12,-35.581,-0.739,23.314,1.338,10.161,6.518,274.8,4787.178,237.37,11.375,5.004,103.294,37758.719,1.33,6.417,123.335,3412.868,195.91,35629.391,2045.246,82.534,94.614,10.152,47.863,519.306,818.768,47.0,9046.612,-1.203,-2.314,3311.863,190.112,19.8,24.023,,-15.397,-19.1,104.95,658.15,37.78,1828.291,15.916,4.855,-14.059,-18.808,116.429,722.258,41.46,2028.259,17.466,5.386,37.43,13.621,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.969,65.567,1385.033,2173.915,124.79,24128.094,6.966,3.966,1060.821,60.895,52.572,64.072,11.419,3.66,3.44,2.525,0.281,63.759,59.927,198.921,1.542,1.449,0.528,4135.125,2167.477,-14.059,-18.808,116.429,722.258,41.46,2028.259,17.466,5.386,18.182,0.006,0.036,0.174,0.01,0.629,0.004,0.002,28.571,0.005,0.024,0.174,0.01,0.418,0.004,0.001
Italy,1996,ITA,57162098.0,1662793011167.0,,0.0,0.0,0.0,6.648,0.38,0.159,0.0,525.38,-7.984,-11.25,2268.243,129.658,386.27,22.08,-20.349,-0.272,18.648,1.066,9.223,5.975,276.78,4842.02,239.39,11.475,0.409,8.869,38073.223,1.309,-0.255,-5.217,3379.337,193.17,35688.492,2040.029,80.693,94.017,3.168,16.451,535.757,878.029,50.19,9372.588,0.103,0.197,3329.282,190.309,20.966,24.691,,11.262,11.819,116.769,735.452,42.04,2042.777,17.561,5.381,11.491,13.402,129.831,808.578,46.22,2271.272,19.307,5.983,37.39,13.509,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.752,-10.418,1374.615,2115.038,120.9,24047.662,4.125,2.512,1109.245,63.407,50.503,63.35,12.934,4.14,3.76,13.273,1.516,72.426,65.778,226.275,1.729,1.571,0.596,4187.915,2176.345,11.491,13.402,129.831,808.578,46.22,2271.272,19.307,5.983,7.692,0.003,0.039,0.175,0.01,0.68,0.004,0.002,266.667,0.064,0.088,0.525,0.03,1.539,0.013,0.004
Italy,1997,ITA,57189272.0,1705188033729.0,,0.0,0.0,0.0,9.792,0.56,0.227,0.0,519.84,1.46,1.894,2300.275,131.551,358.634,20.51,57.664,0.615,29.388,1.681,8.32,6.003,285.33,4989.222,246.5,11.696,0.979,21.299,38427.555,1.289,1.045,21.318,3502.58,200.31,36044.293,2061.347,81.262,94.072,3.834,20.541,556.298,1071.704,61.29,9727.311,-2.864,-5.45,3232.405,184.859,24.864,25.387,,-1.032,-1.206,115.564,727.409,41.6,2020.727,16.876,5.274,-0.034,0.071,129.902,807.669,46.19,2271.441,18.738,5.928,38.83,13.609,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.081,-1.117,1373.498,2072.242,118.51,24016.705,9.281,5.885,1211.617,69.291,48.077,62.681,13.969,4.46,3.9,7.997,1.034,77.987,68.195,244.255,1.809,1.582,0.637,4310.249,2197.644,-0.034,0.071,129.902,807.669,46.19,2271.441,18.738,5.928,7.143,0.003,0.042,0.175,0.01,0.729,0.004,0.002,272.632,0.24,0.328,2.098,0.12,5.731,0.049,0.015
Italy,1998,ITA,57215190.0,1744897501196.0,,0.0,0.0,0.0,13.982,0.8,0.315,0.0,519.75,3.809,5.011,2386.817,136.562,407.409,23.31,-12.5,-0.21,25.703,1.471,9.189,6.219,294.39,5145.312,253.66,12.014,0.201,4.417,38487.336,1.262,0.175,3.598,3621.066,207.18,36090.848,2064.945,81.676,94.041,7.666,42.647,598.945,1238.832,70.88,10468.286,-1.34,-2.477,3187.644,182.382,27.943,27.277,,-0.921,-1.064,114.5,720.438,41.22,2001.217,16.25,5.215,0.587,0.94,130.842,812.372,46.48,2286.841,18.324,5.959,40.73,13.835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.208,-44.06,1329.438,1974.825,112.99,23235.746,-5.623,-3.896,1142.965,65.395,44.544,60.545,15.653,5.01,4.21,12.058,1.684,87.564,73.582,273.583,1.975,1.66,0.713,4433.438,2202.06,0.587,0.94,130.842,812.372,46.48,2286.841,18.324,5.959,6.667,0.003,0.044,0.35,0.02,0.777,0.008,0.002,96.61,0.317,0.644,4.02,0.23,11.264,0.091,0.029
Italy,1999,ITA,57240796.0,1784529161518.0,,0.0,0.0,0.0,19.741,1.13,0.436,0.0,500.87,-0.134,-0.183,2382.555,136.379,415.962,23.81,-39.153,-0.576,15.632,0.895,9.184,6.177,301.26,5263.03,259.25,12.259,0.583,12.829,38694.242,1.241,-0.074,-1.533,3632.549,207.93,36047.93,2063.412,80.204,93.457,8.691,52.056,651.001,1519.546,86.98,11373.022,-8.06,-14.7,2929.403,167.681,33.551,29.485,,10.056,11.514,126.014,792.617,45.37,2201.47,17.5,5.707,10.409,13.62,144.462,896.563,51.32,2523.756,19.796,6.543,42.01,13.945,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.017,-53.406,1276.032,1697.041,97.14,22292.354,-10.812,-7.071,1018.928,58.324,37.47,57.795,17.281,5.53,4.4,10.401,1.628,96.609,76.868,301.904,2.133,1.697,0.783,4529.112,2214.889,10.409,13.62,144.462,896.563,51.32,2523.756,19.796,6.543,6.25,0.003,0.047,0.349,0.02,0.825,0.008,0.002,73.707,0.475,1.119,6.988,0.4,19.557,0.154,0.051
Italy,2000,ITA,57272200.0,1863751547560.0,,0.0,0.0,0.0,24.27,1.39,0.515,0.0,501.67,6.746,9.201,2541.899,145.58,458.861,26.28,-87.826,-0.786,1.902,0.109,9.735,6.955,314.29,5487.654,269.94,13.492,-5.184,-114.809,36668.406,1.127,-5.503,-113.549,3825.067,219.07,34045.543,1949.863,81.155,93.147,4.268,27.784,678.785,1769.794,101.36,11851.91,-4.827,-8.094,2786.463,159.587,37.549,32.426,135.42,-2.568,-3.236,122.778,771.753,44.2,2143.759,16.374,5.865,-0.848,-1.011,143.451,888.214,50.87,2504.724,18.845,6.853,44.35,14.111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.797,-150.534,1125.498,1596.411,91.43,19651.732,-8.555,-4.99,931.249,53.335,33.87,53.766,19.059,6.09,4.7,10.289,1.778,106.334,82.064,332.786,2.256,1.741,0.91,4713.282,2100.08,-0.848,-1.011,143.451,888.214,50.87,2504.724,18.845,6.853,5.882,0.003,0.05,0.349,0.02,0.873,0.007,0.002,39.702,0.444,1.564,9.778,0.56,27.306,0.207,0.075
Italy,2001,ITA,57305760.0,1910272015654.0,,0.0,0.0,0.0,31.934,1.83,0.673,0.0,498.68,6.262,9.116,2699.493,154.697,553.697,31.73,892.858,0.973,18.873,1.082,11.67,7.404,320.28,5588.967,271.9,13.654,-0.163,-3.423,36587.203,1.098,-0.656,-12.797,3796.302,217.55,33802.293,1937.066,80.011,92.705,0.274,1.861,680.646,1818.142,104.19,11877.44,-8.359,-13.34,2552.052,146.247,38.319,32.575,135.59,5.907,6.534,129.312,816.846,46.81,2256.53,17.216,6.189,6.814,8.977,152.428,948.421,54.35,2659.904,19.989,7.295,48.38,15.106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.112,-23.774,1101.724,1424.464,81.63,19225.359,-10.672,-5.692,831.377,47.643,30.022,52.727,19.806,6.34,4.51,3.919,0.747,110.635,78.701,345.624,2.332,1.659,0.948,4744.724,2096.657,6.814,8.977,152.428,948.421,54.35,2659.904,19.989,7.295,5.556,0.002,0.052,0.349,0.02,0.916,0.007,0.003,109.414,1.693,3.257,20.591,1.18,56.834,0.434,0.156
Italy,2002,ITA,57420636.0,1929301903714.0,,0.0,0.0,0.0,47.196,2.71,0.976,0.0,523.08,3.22,4.982,2780.852,159.678,617.374,35.45,17.266,0.187,22.088,1.268,12.773,7.62,328.13,5714.496,277.53,13.817,0.23,4.828,36598.094,1.089,1.198,23.202,3991.945,229.22,34138.742,1960.268,82.593,93.547,-0.678,-4.617,676.029,1731.259,99.41,11773.271,-4.064,-5.943,2443.448,140.304,35.82,32.261,145.17,-15.578,-21.041,108.271,688.254,39.52,1885.581,14.24,5.167,-11.097,-17.215,135.213,841.335,48.31,2354.778,17.407,6.453,50.6,15.421,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.073,22.838,1124.561,1643.312,94.36,19584.621,35.023,16.686,1120.303,64.328,34.0,53.666,23.038,7.37,4.66,16.314,3.231,128.351,81.155,401.206,2.656,1.679,1.099,4833.28,2101.486,-11.097,-17.215,135.213,841.335,48.31,2354.778,17.407,6.453,10.526,0.005,0.058,0.348,0.02,1.002,0.007,0.003,19.084,0.59,3.847,24.381,1.4,66.989,0.504,0.184
Italy,2003,ITA,57739697.0,1947667703883.0,,0.0,0.0,0.0,58.365,3.37,1.177,0.0,523.25,7.904,12.621,2984.066,172.299,672.155,38.81,53.374,0.677,33.689,1.945,13.557,7.959,337.24,5840.695,286.27,13.759,3.263,68.566,37583.359,1.114,3.75,73.507,4146.368,239.41,35223.172,2033.775,83.631,93.94,10.252,69.303,745.332,2031.531,117.3,12908.481,-5.048,-7.083,2307.28,133.222,40.975,34.427,149.79,-7.209,-8.353,99.918,635.092,36.67,1730.495,12.81,4.615,-3.001,-4.025,131.188,811.573,46.86,2272.053,16.369,6.06,50.97,15.114,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.748,-8.417,1116.144,1442.682,83.3,19330.625,0.703,0.452,1121.942,64.781,29.098,51.555,27.231,8.71,5.34,18.204,4.194,150.849,92.484,471.621,3.043,1.865,1.258,4957.94,2170.052,-3.001,-4.025,131.188,811.573,46.86,2272.053,16.369,6.06,14.286,0.008,0.065,0.346,0.02,1.133,0.007,0.003,3.846,0.126,3.973,25.286,1.46,68.805,0.51,0.184
Italy,2004,ITA,58176736.0,1994293720592.0,,2.939,50.526,2.939,72.538,4.22,1.437,0.132,510.98,12.022,20.714,3317.696,193.013,782.443,45.52,-60.8,-1.183,13.107,0.763,15.498,8.699,339.34,5832.916,293.71,13.837,2.516,54.604,38239.617,1.116,1.575,32.026,4122.61,239.84,35509.066,2065.802,81.659,93.107,3.768,28.086,773.418,2231.82,129.84,13294.288,-6.652,-8.862,2137.617,124.36,44.207,34.858,150.08,15.457,14.819,114.737,727.782,42.34,1972.217,14.416,5.171,21.219,21.751,152.939,925.971,53.87,2628.864,18.341,6.893,45.63,13.447,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.503,-16.774,1099.37,1108.347,64.48,18897.08,-2.248,-1.456,1088.481,63.324,21.954,49.549,30.178,9.66,5.44,10.822,2.947,166.046,93.508,518.732,3.289,1.852,1.36,5048.582,2224.656,21.219,21.751,152.939,925.971,53.87,2628.864,18.341,6.893,20.833,0.013,0.079,0.516,0.03,1.351,0.01,0.004,26.68,1.033,5.005,31.628,1.84,86.038,0.626,0.226
Italy,2005,ITA,58519696.0,2029243417217.0,-30.07,-0.884,35.126,2.056,79.802,4.67,1.585,0.093,510.17,-0.766,-1.479,3272.976,191.534,745.219,43.61,-3.061,-0.023,12.631,0.739,14.802,8.636,343.78,5874.604,294.63,13.821,-0.078,-1.726,37986.016,1.095,0.748,15.452,4207.13,246.2,35565.004,2081.253,83.562,93.839,7.018,54.277,827.695,2551.791,149.33,14143.878,-6.864,-8.536,1979.217,115.823,50.684,37.319,150.31,-14.812,-17.783,96.954,616.374,36.07,1656.781,12.242,4.371,-11.117,-16.303,136.635,827.585,48.43,2334.86,16.438,6.161,49.15,14.297,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.397,-37.346,1062.024,910.121,53.26,18148.15,12.228,7.743,1214.42,71.067,18.077,47.884,31.244,9.99,5.32,3.531,1.066,170.712,90.91,533.901,3.391,1.806,1.409,5034.715,2222.93,-11.117,-16.303,136.635,827.585,48.43,2334.86,16.438,6.161,6.897,0.005,0.083,0.513,0.03,1.424,0.01,0.004,26.854,1.293,6.298,39.987,2.34,107.628,0.794,0.284
Italy,2006,ITA,58754434.0,2086553648584.0,11.5,0.236,39.009,2.292,86.972,5.11,1.672,0.103,506.76,1.241,2.378,3300.367,193.911,752.454,44.21,-77.895,-0.576,2.781,0.163,14.466,8.747,350.6,5967.209,305.61,14.366,-0.048,-1.066,37816.105,1.065,-0.331,-6.895,4339.587,254.97,35305.566,2074.359,83.43,93.573,-2.067,-17.108,810.588,2691.542,158.14,13796.196,-9.047,-10.479,1792.963,105.345,51.746,36.565,154.87,2.57,1.96,98.914,629.57,36.99,1683.523,12.104,4.462,4.817,5.843,142.478,861.892,50.64,2424.978,16.57,6.427,44.99,12.832,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738,7.835,1069.86,895.592,52.62,18209.004,-5.389,-3.83,1144.379,67.237,17.218,48.261,33.234,10.64,5.53,6.371,1.991,181.093,94.121,565.649,3.482,1.809,1.499,5201.479,2221.864,4.817,5.843,142.478,861.892,50.64,2424.978,16.57,6.427,12.903,0.01,0.094,0.681,0.04,1.593,0.013,0.004,26.803,1.645,7.944,50.549,2.97,135.204,0.972,0.358
Italy,2007,ITA,59108723.0,2134371774096.0,-9.417,-0.216,35.124,2.076,88.989,5.26,1.718,0.096,504.75,-2.095,-4.063,3211.85,189.848,746.252,44.11,652.382,1.066,20.799,1.229,14.407,8.745,352.45,5962.741,306.17,14.672,-2.097,-46.584,36801.336,1.019,-1.801,-37.355,4372.451,258.45,34461.973,2037.003,84.414,93.827,0.49,3.974,814.561,2921.904,172.71,13780.728,-11.598,-12.218,1575.516,93.127,56.41,37.52,154.54,-11.296,-11.641,87.274,555.248,32.82,1476.498,10.72,4.02,-5.925,-8.461,134.017,807.326,47.72,2267.294,15.586,6.173,46.28,13.131,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.483,-37.266,1032.594,704.295,41.63,17469.396,1.352,0.909,1152.9,68.146,13.597,47.563,33.834,10.83,5.57,1.805,0.6,183.222,94.233,572.409,3.537,1.819,1.558,5179.777,2175.28,-5.925,-8.461,134.017,807.326,47.72,2267.294,15.586,6.173,11.429,0.01,0.104,0.677,0.04,1.755,0.013,0.005,35.779,2.785,10.729,68.179,4.03,181.508,1.316,0.494
Italy,2008,ITA,59561687.0,2129113318512.0,297.113,6.168,138.42,8.245,100.232,5.97,1.916,0.385,485.51,-3.238,-6.147,3084.212,183.701,723.116,43.07,-25.949,-0.319,15.284,0.91,13.824,8.568,351.6,5903.124,311.57,15.249,-1.158,-25.186,36098.609,1.01,-2.958,-60.248,4254.581,253.41,33188.367,1976.755,81.333,92.197,-0.742,-6.046,808.515,2900.69,172.77,13574.416,-5.342,-4.975,1480.008,88.152,55.451,37.71,151.27,26.841,22.549,109.823,698.771,41.62,1843.857,13.358,5.122,33.372,33.28,167.297,976.467,58.16,2808.795,18.667,7.803,40.03,11.385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.654,-48.055,984.539,630.775,37.57,16529.736,-10.526,-7.173,1023.695,60.973,12.058,45.92,35.894,11.49,5.52,6.087,2.059,192.909,92.677,602.632,3.688,1.772,1.674,5231.047,2150.094,33.372,33.28,167.297,976.467,58.16,2808.795,18.667,7.803,394.872,0.406,0.509,3.19,0.19,8.55,0.061,0.024,20.501,2.097,12.826,81.596,4.86,215.337,1.56,0.598
Italy,2009,ITA,59904016.0,2029023036275.0,57.772,4.763,217.139,13.008,126.202,7.56,2.64,0.655,458.58,-21.708,-39.877,2400.898,143.823,663.395,39.74,-38.462,-0.35,9.352,0.56,13.878,7.237,331.32,5530.848,286.36,15.328,-7.222,-155.284,33300.102,0.983,-9.651,-190.783,3624.131,217.1,29813.898,1785.972,75.814,89.873,-8.081,-65.34,743.176,2459.935,147.36,12406.106,-13.418,-11.828,1274.104,76.324,51.46,37.398,131.32,18.055,19.148,128.971,820.312,49.14,2152.963,17.16,6.49,23.878,33.941,201.237,1156.183,69.26,3359.328,24.186,10.127,44.96,13.57,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.691,-85.566,898.973,500.801,30.0,15006.894,-12.773,-7.788,887.835,53.185,10.476,45.238,40.308,12.9,5.34,12.299,4.415,215.344,89.143,672.884,4.505,1.865,2.028,4780.313,1994.81,23.878,33.941,201.237,1156.183,69.26,3359.328,24.186,10.127,250.777,1.268,1.777,11.351,0.68,29.662,0.237,0.089,34.602,4.347,17.173,109.175,6.54,286.679,2.284,0.864
Italy,2010,ITA,60164212.0,2080545936781.0,23.837,3.101,267.735,16.108,156.904,9.44,3.182,0.784,446.45,10.571,15.204,2643.224,159.028,660.359,39.73,40.278,0.226,13.062,0.786,13.394,7.744,340.79,5664.331,296.63,15.431,3.382,67.46,34277.355,0.991,2.421,43.238,3651.008,219.66,30403.631,1829.21,74.052,89.079,6.502,48.323,791.499,2539.882,152.81,13155.646,4.902,3.742,1330.785,80.066,51.515,38.545,132.43,4.027,4.146,133.117,849.675,51.12,2212.564,17.234,6.483,13.139,23.016,224.253,1279.332,76.97,3727.355,25.948,10.921,44.16,12.958,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.257,-20.289,878.684,450.766,27.12,14604.761,11.647,6.195,986.958,59.38,9.143,42.79,46.3,14.82,5.38,14.864,5.992,246.326,89.422,769.56,4.996,1.814,2.255,4930.34,2062.27,13.139,23.016,224.253,1279.332,76.97,3727.355,25.948,10.921,181.492,3.186,4.963,31.746,1.91,82.487,0.644,0.242,39.476,6.592,23.765,151.585,9.12,395.008,3.075,1.157
Italy,2011,ITA,60367882.0,2110883320816.0,-1.628,-0.262,262.489,15.846,179.4,10.83,3.63,0.788,445.59,12.1,19.242,2953.06,178.27,740.957,44.73,-8.911,-0.07,11.858,0.716,14.991,8.864,344.1,5700.051,298.37,15.952,-2.031,-41.879,33467.977,0.957,-3.149,-57.595,3568.454,215.42,29346.994,1771.616,72.199,88.088,-6.234,-49.338,742.161,2395.313,144.6,12293.966,0.515,0.413,1333.131,80.478,48.463,36.901,132.95,-10.357,-14.405,118.712,759.013,45.82,1966.483,15.357,5.903,6.162,15.329,239.582,1374.075,82.95,3968.702,27.801,11.912,45.73,13.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.13,-27.499,851.185,432.183,26.09,14099.968,3.98,2.363,1022.774,61.743,8.744,42.322,51.521,16.48,5.65,11.276,5.221,272.993,93.593,853.45,5.523,1.894,2.562,4942.529,2020.391,6.162,15.329,239.582,1374.075,82.95,3968.702,27.801,11.912,466.495,23.005,27.968,178.903,10.8,463.295,3.62,1.391,8.005,1.769,25.535,163.166,9.85,422.985,3.301,1.27
Italy,2012,ITA,60531522.0,2047959835066.0,-1.535,-0.243,257.76,15.603,206.339,12.49,4.23,0.8,438.17,2.504,4.463,3018.812,182.733,811.808,49.14,-13.043,-0.093,10.283,0.622,16.644,9.372,338.35,5589.65,295.25,16.455,-2.99,-60.416,32379.41,0.957,-4.804,-85.114,3354.12,203.03,27861.543,1686.502,68.765,86.501,-3.853,-28.595,713.566,2133.434,129.14,11788.334,1.839,1.48,1353.973,81.958,43.739,36.599,129.37,-8.616,-10.787,107.925,691.706,41.87,1782.96,14.181,5.536,9.126,23.608,263.19,1523.504,92.22,4347.991,31.235,13.499,43.1,12.738,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.164,-60.983,790.203,408.878,24.75,13054.396,1.648,1.018,1036.819,62.76,8.383,40.53,56.496,18.08,5.59,9.656,4.975,298.687,92.349,933.326,6.124,1.893,2.898,4877.624,1959.975,9.126,23.608,263.19,1523.504,92.22,4347.991,31.235,13.499,74.715,20.644,48.613,311.573,18.86,803.096,6.388,2.493,36.024,9.02,34.554,221.537,13.41,570.849,4.542,1.772
Italy,2013,ITA,60653864.0,2010255414011.0,-8.041,-1.255,236.554,14.348,281.598,17.08,5.972,0.776,398.96,-13.862,-25.33,2595.104,157.403,743.563,45.1,-8.75,-0.054,9.365,0.568,15.768,8.509,328.16,5410.373,286.02,17.205,-4.945,-96.912,30716.307,0.927,-8.919,-150.412,2869.067,174.02,25325.502,1536.089,60.842,83.04,-6.469,-46.161,667.404,1795.599,108.91,11003.492,-10.107,-8.283,1214.679,73.675,38.078,36.08,114.11,26.027,27.047,134.972,870.019,52.77,2225.281,18.45,7.297,17.187,50.534,313.725,1846.544,112.0,5172.381,39.158,16.96,42.14,12.841,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.987,-78.92,711.282,329.905,20.01,11726.905,1.948,1.223,1054.889,63.983,6.996,38.452,71.092,22.74,5.66,25.836,14.596,374.914,93.316,1172.086,7.95,1.979,3.843,4715.61,1863.063,17.187,50.534,313.725,1846.544,112.0,5172.381,39.158,16.96,14.457,6.601,55.214,355.954,21.59,910.31,7.548,2.985,11.113,3.545,38.1,245.656,14.9,628.15,5.209,2.06
