entity_kind,company_eic,facility_eic,entity_name,name,code,url,longitude,latitude,type,updatedAt,gasDayStart,gasDayEnd,gasInStorage,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,status,trend,full,info
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-06,2017-12-07,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-07,2017-12-08,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-08,2017-12-09,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-09,2017-12-10,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-10,2017-12-11,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-11,2017-12-12,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-12,2017-12-13,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-13,2017-12-14,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-14,2017-12-15,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-15,2017-12-16,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-16,2017-12-17,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-17,2017-12-18,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-18,2017-12-19,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-19,2017-12-20,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-20,2017-12-21,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-21,2017-12-22,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-22,2017-12-23,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-23,2017-12-24,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-24,2017-12-25,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-25,2017-12-26,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-26,2017-12-27,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-27,2017-12-28,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-28,2017-12-29,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-29,2017-12-30,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-30,2017-12-31,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:01:47,2017-12-31,2018-01-01,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-01,2018-01-02,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-02,2018-01-03,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-03,2018-01-04,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-04,2018-01-05,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-05,2018-01-06,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-06,2018-01-07,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-07,2018-01-08,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-08,2018-01-09,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-09,2018-01-10,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-10,2018-01-11,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-11,2018-01-12,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-12,2018-01-13,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-13,2018-01-14,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-14,2018-01-15,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-15,2018-01-16,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-16,2018-01-17,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-17,2018-01-18,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-18,2018-01-19,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-19,2018-01-20,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-20,2018-01-21,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-21,2018-01-22,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-22,2018-01-23,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-23,2018-01-24,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-24,2018-01-25,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-25,2018-01-26,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-26,2018-01-27,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-27,2018-01-28,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-28,2018-01-29,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-29,2018-01-30,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-30,2018-01-31,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-01-31,2018-02-01,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-01,2018-02-02,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-02,2018-02-03,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-03,2018-02-04,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-04,2018-02-05,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-05,2018-02-06,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-06,2018-02-07,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-07,2018-02-08,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-08,2018-02-09,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-09,2018-02-10,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-10,2018-02-11,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-11,2018-02-12,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-12,2018-02-13,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-13,2018-02-14,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-14,2018-02-15,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-15,2018-02-16,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-16,2018-02-17,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-17,2018-02-18,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-18,2018-02-19,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-19,2018-02-20,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-20,2018-02-21,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-21,2018-02-22,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-22,2018-02-23,-,-,-,-,-,-,-,-,-,N,-,-,[]
facility,59X4-IGSTORAGE-T,59W-IGSTORAGE-0Q,UGS Cornegliano,UGS Cornegliano,59W-IGSTORAGE-0Q,59W-IGSTORAGE-0Q/IT/59X4-IGSTORAGE-T,9.4903,45.2886,DSR,2026-07-21 22:02:02,2018-02-23,2018-02-24,-,-,-,-,-,-,-,-,-,N,-,-,[]
