time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,city,lat,lon
2022-01-01,3,8.6,-1.8,1.7,6.9,-4.7,-0.9,0.0,0.0,0.0,0.0,7.4,16.9,59,6.38,0.57,30169.71,Torino,45.0703,7.6869
2022-01-02,3,3.6,-3.5,0.5,1.4,-6.4,-1.9,0.0,0.0,0.0,0.0,7.9,15.5,18,3.39,0.34,12357.01,Torino,45.0703,7.6869
2022-01-03,3,5.8,-3.7,1.0,4.1,-6.6,-1.4,0.0,0.0,0.0,0.0,5.8,15.5,319,4.04,0.42,19975.9,Torino,45.0703,7.6869
2022-01-04,3,4.7,2.0,3.3,2.6,-0.2,1.2,0.0,0.0,0.0,0.0,6.2,14.8,140,1.63,0.23,0.0,Torino,45.0703,7.6869
2022-01-05,3,7.1,1.7,4.3,5.6,-0.3,2.3,0.0,0.0,0.0,0.0,6.9,15.1,201,3.89,0.41,15545.03,Torino,45.0703,7.6869
2022-01-06,3,8.3,-4.0,1.1,5.5,-7.7,-2.1,0.0,0.0,0.0,0.0,8.2,12.2,280,7.2,0.74,31441.64,Torino,45.0703,7.6869
2022-01-07,3,5.9,-3.8,0.3,2.5,-7.4,-2.9,0.0,0.0,0.0,0.0,6.1,13.3,63,6.92,0.68,31265.47,Torino,45.0703,7.6869
2022-01-08,3,4.7,-5.1,-1.1,1.6,-9.0,-4.4,0.0,0.0,0.0,0.0,7.5,17.3,15,6.57,0.63,31602.9,Torino,45.0703,7.6869
2022-01-09,71,8.0,-5.0,-0.3,5.1,-8.8,-3.6,0.1,0.0,0.07,1.0,9.2,16.6,58,7.25,0.71,31665.37,Torino,45.0703,7.6869
2022-01-10,71,9.4,-4.2,0.7,5.6,-7.6,-3.0,0.1,0.0,0.07,1.0,8.0,18.0,324,7.25,0.9,29338.53,Torino,45.0703,7.6869
2022-01-11,0,9.2,-2.9,1.1,5.1,-6.9,-2.5,0.0,0.0,0.0,0.0,9.7,15.8,335,7.52,0.92,31709.51,Torino,45.0703,7.6869
2022-01-12,1,6.3,-4.7,0.0,2.8,-8.9,-3.7,0.0,0.0,0.0,0.0,9.4,12.6,339,7.6,0.85,31735.22,Torino,45.0703,7.6869
2022-01-13,2,6.9,-6.3,-0.3,3.5,-10.3,-3.9,0.0,0.0,0.0,0.0,9.4,12.6,240,7.53,0.82,31763.32,Torino,45.0703,7.6869
2022-01-14,0,9.2,-4.7,1.6,5.7,-9.3,-2.2,0.0,0.0,0.0,0.0,9.5,13.3,230,7.57,1.05,31793.78,Torino,45.0703,7.6869
2022-01-15,0,11.4,-2.2,3.5,7.8,-6.5,-0.4,0.0,0.0,0.0,0.0,8.4,15.5,327,7.65,1.22,31826.56,Torino,45.0703,7.6869
2022-01-16,0,9.4,-2.9,1.8,6.2,-6.9,-1.7,0.0,0.0,0.0,0.0,7.3,12.6,246,7.78,0.92,31861.65,Torino,45.0703,7.6869
2022-01-17,1,11.7,-1.7,4.1,8.0,-5.8,0.4,0.0,0.0,0.0,0.0,8.4,13.3,246,7.92,1.13,31899.0,Torino,45.0703,7.6869
2022-01-18,0,10.1,-2.3,3.7,6.7,-6.8,-0.2,0.0,0.0,0.0,0.0,10.8,19.4,328,7.85,1.28,31938.6,Torino,45.0703,7.6869
2022-01-19,1,6.2,-4.2,0.6,3.7,-8.1,-2.5,0.0,0.0,0.0,0.0,6.5,13.0,190,7.47,0.76,31980.42,Torino,45.0703,7.6869
2022-01-20,3,10.4,-3.9,1.3,6.9,-7.8,-2.1,0.0,0.0,0.0,0.0,8.7,12.6,283,8.15,0.95,32024.44,Torino,45.0703,7.6869
2022-01-21,2,9.1,-3.5,2.2,5.5,-7.3,-1.3,0.0,0.0,0.0,0.0,8.8,18.0,197,8.22,1.02,32070.63,Torino,45.0703,7.6869
2022-01-22,3,7.5,-5.9,-0.1,3.7,-9.1,-3.7,0.0,0.0,0.0,0.0,9.4,21.6,247,8.1,0.93,32118.97,Torino,45.0703,7.6869
2022-01-23,3,7.4,-4.8,1.5,4.5,-8.6,-1.8,0.0,0.0,0.0,0.0,13.3,25.6,29,8.31,0.88,32169.48,Torino,45.0703,7.6869
2022-01-24,0,7.3,-6.0,-1.1,3.9,-10.2,-4.6,0.0,0.0,0.0,0.0,9.0,19.4,23,8.57,0.89,32222.6,Torino,45.0703,7.6869
2022-01-25,3,2.2,-4.0,-1.0,-0.3,-7.2,-3.8,0.0,0.0,0.0,0.0,6.3,12.2,215,4.78,0.47,16009.44,Torino,45.0703,7.6869
2022-01-26,3,6.9,-5.4,-0.6,3.5,-8.9,-3.8,0.0,0.0,0.0,0.0,5.9,14.8,280,7.67,0.82,30273.17,Torino,45.0703,7.6869
2022-01-27,3,8.5,-7.5,-1.9,5.5,-11.0,-5.2,0.0,0.0,0.0,0.0,8.9,18.4,51,8.82,0.89,32407.61,Torino,45.0703,7.6869
2022-01-28,3,12.8,-4.8,1.2,9.1,-8.2,-2.0,0.0,0.0,0.0,0.0,9.9,18.4,189,8.54,1.09,31726.8,Torino,45.0703,7.6869
