time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,city,lat,lon
2023-01-01,3,10.6,6.0,8.2,9.5,4.7,7.0,0.0,0.0,0.0,0.0,6.8,16.6,298,5.22,0.59,21286.34,Bologna,44.4949,11.3426
2023-01-02,3,10.5,5.6,7.7,9.1,4.2,6.4,0.0,0.0,0.0,0.0,8.8,20.2,52,4.4,0.48,21503.49,Bologna,44.4949,11.3426
2023-01-03,3,8.5,5.5,7.2,6.9,3.7,5.8,0.0,0.0,0.0,0.0,8.4,18.0,30,2.71,0.34,30.04,Bologna,44.4949,11.3426
2023-01-04,51,11.4,5.9,8.7,10.7,4.0,7.5,0.2,0.2,0.0,1.0,7.3,16.9,280,4.53,0.53,21600.0,Bologna,44.4949,11.3426
2023-01-05,3,11.8,4.5,7.6,10.7,2.0,5.8,0.0,0.0,0.0,0.0,8.8,20.9,256,5.88,0.7,30305.26,Bologna,44.4949,11.3426
2023-01-06,51,8.9,4.0,6.8,7.6,2.1,5.2,0.1,0.1,0.0,1.0,10.2,18.0,282,3.42,0.44,8561.1,Bologna,44.4949,11.3426
2023-01-07,3,10.5,5.9,7.7,8.4,3.8,6.2,0.0,0.0,0.0,0.0,9.2,23.0,38,3.12,0.45,2632.47,Bologna,44.4949,11.3426
2023-01-08,61,13.8,5.7,10.1,13.0,3.9,8.4,4.8,4.8,0.0,5.0,13.6,28.4,170,3.93,0.75,9118.38,Bologna,44.4949,11.3426
2023-01-09,63,10.8,6.5,8.3,9.5,2.6,5.8,13.5,13.5,0.0,7.0,18.1,37.8,278,3.2,0.5,8505.64,Bologna,44.4949,11.3426
2023-01-10,1,12.3,3.6,7.8,7.4,-0.0,2.9,0.0,0.0,0.0,0.0,22.0,44.3,274,7.65,2.29,31748.79,Bologna,44.4949,11.3426
2023-01-11,3,9.9,0.8,5.7,7.2,-3.4,2.4,0.0,0.0,0.0,0.0,9.4,20.5,250,7.07,1.15,28956.75,Bologna,44.4949,11.3426
2023-01-12,51,10.2,2.5,5.7,7.7,-0.5,3.2,0.2,0.2,0.0,1.0,9.7,22.0,260,7.1,0.85,31890.87,Bologna,44.4949,11.3426
2023-01-13,3,11.1,3.1,6.2,10.4,0.3,4.1,0.0,0.0,0.0,0.0,8.0,16.9,256,4.3,0.6,11245.44,Bologna,44.4949,11.3426
2023-01-14,3,10.5,1.0,5.1,8.1,-1.8,2.6,0.0,0.0,0.0,0.0,9.5,22.0,173,7.36,0.84,32036.51,Bologna,44.4949,11.3426
2023-01-15,55,7.6,2.7,4.6,5.3,-0.2,2.0,2.0,2.0,0.0,3.0,12.4,32.8,347,2.29,0.32,1160.7,Bologna,44.4949,11.3426
