time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,city,lat,lon
2015-01-01,51,11.4,3.2,6.4,6.3,-2.2,1.8,0.1,0.1,0.0,1.0,22.7,41.8,334,9.79,1.81,32400.0,Cagliari,39.2238,9.1217
2015-01-02,1,11.9,4.5,7.6,9.1,1.3,4.5,0.0,0.0,0.0,0.0,11.3,23.0,313,9.03,1.28,32400.0,Cagliari,39.2238,9.1217
2015-01-03,2,14.6,7.1,10.8,9.9,4.3,7.5,0.0,0.0,0.0,0.0,32.2,55.4,297,7.13,1.24,32400.0,Cagliari,39.2238,9.1217
2015-01-04,3,14.8,11.3,13.0,9.6,7.1,8.3,0.0,0.0,0.0,0.0,37.7,70.9,307,7.7,1.71,30176.46,Cagliari,39.2238,9.1217
2015-01-05,3,14.7,7.1,10.8,11.9,5.1,8.5,0.0,0.0,0.0,0.0,13.0,29.2,2,9.44,1.48,32124.5,Cagliari,39.2238,9.1217
2015-01-06,2,14.4,4.8,10.0,11.8,2.6,8.0,0.0,0.0,0.0,0.0,14.5,25.9,310,7.73,1.15,32400.0,Cagliari,39.2238,9.1217
2015-01-07,3,14.6,7.0,10.3,12.0,5.0,8.3,0.0,0.0,0.0,0.0,13.2,23.8,312,8.35,1.26,32400.0,Cagliari,39.2238,9.1217
2015-01-08,3,13.7,6.4,9.8,10.1,4.1,7.3,0.0,0.0,0.0,0.0,17.9,34.2,317,8.69,1.3,32400.0,Cagliari,39.2238,9.1217
2015-01-09,3,14.3,9.6,11.8,9.8,6.9,8.1,0.0,0.0,0.0,0.0,33.1,61.9,303,6.98,1.6,30917.28,Cagliari,39.2238,9.1217
2015-01-10,3,15.7,11.5,13.5,10.9,7.4,9.3,0.0,0.0,0.0,0.0,36.9,69.5,305,8.37,1.68,32400.0,Cagliari,39.2238,9.1217
2015-01-11,2,15.0,10.8,12.5,10.8,5.4,9.2,0.0,0.0,0.0,0.0,32.6,60.5,303,8.84,1.47,32400.0,Cagliari,39.2238,9.1217
2015-01-12,1,15.4,7.7,11.0,13.1,5.1,8.6,0.0,0.0,0.0,0.0,30.6,60.5,305,10.22,1.57,32400.0,Cagliari,39.2238,9.1217
2015-01-13,51,13.6,6.3,10.1,12.4,4.4,8.7,0.6,0.6,0.0,3.0,9.8,31.3,131,9.12,1.17,29026.11,Cagliari,39.2238,9.1217
2015-01-14,3,15.8,5.1,10.3,13.5,3.1,8.7,0.0,0.0,0.0,0.0,13.2,25.2,314,9.67,1.35,32340.42,Cagliari,39.2238,9.1217
2015-01-15,3,15.5,8.6,11.2,13.9,7.0,9.9,0.0,0.0,0.0,0.0,9.4,20.2,296,10.26,1.4,32497.54,Cagliari,39.2238,9.1217
2015-01-16,3,18.0,9.4,13.0,17.0,8.0,12.3,0.0,0.0,0.0,0.0,11.2,22.7,144,9.81,1.45,32400.0,Cagliari,39.2238,9.1217
2015-01-17,51,14.7,8.6,11.5,11.8,7.2,9.5,0.3,0.3,0.0,3.0,17.4,31.3,299,9.38,1.59,32400.0,Cagliari,39.2238,9.1217
