time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,city,lat,lon
2015-01-01,1,7.2,5.2,6.0,2.5,-0.6,1.1,0.0,0.0,0.0,0.0,25.9,43.9,359,7.7,1.6,29009.55,Bari,41.1171,16.8719
2015-01-02,3,11.8,5.5,8.6,8.1,1.4,4.9,0.0,0.0,0.0,0.0,23.3,34.2,310,7.85,1.58,29970.32,Bari,41.1171,16.8719
2015-01-03,3,14.3,9.4,11.0,12.9,6.2,8.6,0.0,0.0,0.0,0.0,14.5,24.5,263,7.82,1.41,30749.71,Bari,41.1171,16.8719
2015-01-04,51,13.6,8.7,10.7,10.3,4.3,7.5,0.5,0.5,0.0,2.0,23.8,51.5,323,7.17,1.59,29993.46,Bari,41.1171,16.8719
2015-01-05,53,9.3,7.4,8.1,4.0,0.5,2.0,3.0,3.0,0.0,11.0,30.5,58.3,356,6.32,2.74,24397.22,Bari,41.1171,16.8719
2015-01-06,53,9.3,7.6,8.5,4.3,2.8,3.4,1.7,1.7,0.0,5.0,26.0,52.9,336,6.78,2.18,28771.68,Bari,41.1171,16.8719
2015-01-07,2,9.3,4.0,7.2,6.5,1.2,4.2,0.0,0.0,0.0,0.0,11.8,22.7,336,8.73,1.3,32047.07,Bari,41.1171,16.8719
2015-01-08,2,11.1,3.6,7.1,9.4,0.7,4.8,0.0,0.0,0.0,0.0,7.2,14.8,179,7.62,0.93,30924.48,Bari,41.1171,16.8719
2015-01-09,3,13.3,6.1,9.4,11.3,4.0,7.6,0.0,0.0,0.0,0.0,8.8,22.0,225,7.82,1.02,31239.0,Bari,41.1171,16.8719
2015-01-10,3,15.4,8.0,10.8,14.0,5.8,9.0,0.0,0.0,0.0,0.0,12.7,27.0,243,8.82,1.23,31908.32,Bari,41.1171,16.8719
2015-01-11,3,16.0,6.7,11.0,14.4,5.1,9.3,0.0,0.0,0.0,0.0,21.5,36.7,226,8.76,1.3,32145.29,Bari,41.1171,16.8719
2015-01-12,53,13.1,9.2,10.6,9.3,3.6,6.2,1.1,1.1,0.0,3.0,34.9,69.8,336,9.32,2.29,33496.4,Bari,41.1171,16.8719
2015-01-13,0,13.6,5.7,9.3,11.1,3.3,6.8,0.0,0.0,0.0,0.0,9.2,14.8,221,9.6,1.4,33582.26,Bari,41.1171,16.8719
2015-01-14,3,14.2,3.1,8.1,11.5,0.8,5.8,0.0,0.0,0.0,0.0,8.7,15.1,260,8.93,1.32,31337.3,Bari,41.1171,16.8719
2015-01-15,2,14.1,7.2,10.7,12.9,5.0,8.8,0.0,0.0,0.0,0.0,12.2,21.2,260,9.5,1.3,33762.49,Bari,41.1171,16.8719
2015-01-16,1,14.4,7.1,10.4,11.7,5.4,8.3,0.0,0.0,0.0,0.0,17.0,33.1,183,9.46,1.34,33818.62,Bari,41.1171,16.8719
2015-01-17,3,16.7,11.0,13.3,14.3,8.1,11.1,0.0,0.0,0.0,0.0,19.1,36.4,175,9.22,1.42,33159.51,Bari,41.1171,16.8719
