direction,reporter,reporter_name,partner,partner_name,year,gwh,twh
export,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2023,16451.534,16.451534
export,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2023,15380.091,15.380091
export,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2023,13654.451,13.654451
export,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2023,12497.6,12.4976
export,EA21,Euro area – 21 countries (from 2026),AT,Austria,2023,11851.2,11.8512
export,EA21,Euro area – 21 countries (from 2026),ES,Spain,2023,10838.757,10.838757
export,EA21,Euro area – 21 countries (from 2026),PL,Poland,2023,9990.6,9.9906
export,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2023,8053.124,8.053124
export,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2023,7641.695,7.6416949999999995
export,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2023,7193.941,7.193941
export,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2023,5235.63,5.2356300000000005
export,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2023,3018.626,3.0186260000000003
export,EA21,Euro area – 21 countries (from 2026),EL,Greece,2023,2946.338,2.9463380000000003
export,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2023,2726.6,2.7266
export,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2023,2694.302,2.694302
export,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2023,2315.2,2.3152
export,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2023,2314.856,2.3148560000000002
export,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2023,1940.88,1.9408800000000002
export,EA21,Euro area – 21 countries (from 2026),DK,Denmark,2023,1743.646,1.743646
export,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2023,1625.931,1.625931
export,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2023,1608.0,1.608
export,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2023,1396.136,1.396136
export,EA21,Euro area – 21 countries (from 2026),RO,Romania,2023,1268.563,1.268563
export,EA21,Euro area – 21 countries (from 2026),RU,Russia,2023,971.171,0.971171
export,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2023,916.7,0.9167000000000001
export,EA21,Euro area – 21 countries (from 2026),NO,Norway,2023,685.587,0.685587
export,EA21,Euro area – 21 countries (from 2026),MT,Malta,2023,648.351,0.648351
export,EA21,Euro area – 21 countries (from 2026),AL,Albania,2023,613.0,0.613
export,EA21,Euro area – 21 countries (from 2026),AD,Andorra,2023,446.76,0.44676
export,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2023,424.5,0.4245
export,EA21,Euro area – 21 countries (from 2026),LI,Liechtenstein,2023,296.623,0.29662299999999997
export,EA21,Euro area – 21 countries (from 2026),FI,Finland,2023,220.374,0.220374
export,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2023,182.0,0.182
export,EA21,Euro area – 21 countries (from 2026),ME,Montenegro,2023,51.872,0.051872
import,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2023,321018.894,321.018894
import,EA21,Euro area – 21 countries (from 2026),FR,France,2023,48467.113,48.467113
import,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2023,28683.0,28.683
import,EA21,Euro area – 21 countries (from 2026),DE,Germany,2023,28390.124,28.390124
import,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2023,25908.707,25.908707
import,EA21,Euro area – 21 countries (from 2026),ES,Spain,2023,22704.872,22.704871999999998
import,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2023,21838.387,21.838386999999997
import,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2023,18437.7,18.4377
import,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2023,13914.0,13.914
import,EA21,Euro area – 21 countries (from 2026),AT,Austria,2023,13348.544,13.348544
import,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2023,11982.739,11.982738999999999
import,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2023,10384.854,10.384853999999999
import,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2023,8872.518,8.872518
import,EA21,Euro area – 21 countries (from 2026),FI,Finland,2023,7307.8,7.3078
import,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2023,5566.166,5.566166
import,EA21,Euro area – 21 countries (from 2026),PL,Poland,2023,5328.4,5.328399999999999
import,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2023,4696.206,4.696206
import,EA21,Euro area – 21 countries (from 2026),ME,Montenegro,2023,4196.75,4.19675
import,EA21,Euro area – 21 countries (from 2026),RO,Romania,2023,3524.99,3.52499
import,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2023,3424.726,3.424726
import,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2023,3370.494,3.3704940000000003
import,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2023,3336.3,3.3363
import,EA21,Euro area – 21 countries (from 2026),NO,Norway,2023,3303.422,3.303422
import,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2023,3081.87,3.08187
import,EA21,Euro area – 21 countries (from 2026),DK,Denmark,2023,2552.293,2.552293
import,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2023,2411.497,2.411497
import,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2023,2302.0,2.302
import,EA21,Euro area – 21 countries (from 2026),IT,Italy,2023,2284.107,2.284107
import,EA21,Euro area – 21 countries (from 2026),EL,Greece,2023,2171.336,2.1713359999999997
import,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2023,1579.576,1.579576
import,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2023,1535.535,1.535535
import,EA21,Euro area – 21 countries (from 2026),RU,Russia,2023,1493.625,1.493625
import,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2023,1314.3,1.3143
import,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2023,1100.609,1.100609
import,EA21,Euro area – 21 countries (from 2026),AL,Albania,2023,1035.0,1.035
import,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2023,645.0,0.645
import,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2023,458.994,0.458994
import,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2023,39.1,0.0391
import,EA21,Euro area – 21 countries (from 2026),MT,Malta,2023,26.226,0.026226
import,EA21,Euro area – 21 countries (from 2026),AD,Andorra,2023,0.014,1.4e-05
export,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2024,304005.517,304.005517
export,EA21,Euro area – 21 countries (from 2026),DE,Germany,2024,43450.705,43.450705
export,EA21,Euro area – 21 countries (from 2026),IT,Italy,2024,30943.108,30.943108
export,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2024,30322.737,30.322737
export,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2024,25218.429,25.218429
export,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2024,20376.532,20.376532
export,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2024,18832.893,18.832893
export,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2024,18627.0,18.627
export,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2024,14356.428,14.356428
export,EA21,Euro area – 21 countries (from 2026),ES,Spain,2024,13976.981,13.976981
export,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2024,12667.8,12.6678
export,EA21,Euro area – 21 countries (from 2026),FR,France,2024,11311.039,11.311039000000001
export,EA21,Euro area – 21 countries (from 2026),PL,Poland,2024,10409.9,10.4099
export,EA21,Euro area – 21 countries (from 2026),AT,Austria,2024,10103.036,10.103036
export,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2024,9561.216,9.561216
export,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2024,9041.656,9.041656000000001
export,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2024,6295.777,6.295777
export,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2024,4869.844,4.869844
export,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2024,4503.801,4.503801
export,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2024,4318.9,4.318899999999999
export,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2024,3209.0,3.209
export,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2024,2896.082,2.896082
export,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2024,2521.579,2.521579
export,EA21,Euro area – 21 countries (from 2026),EL,Greece,2024,2484.43,2.4844299999999997
export,EA21,Euro area – 21 countries (from 2026),RO,Romania,2024,2318.306,2.318306
export,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2024,2114.335,2.114335
export,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2024,2109.548,2.1095479999999998
export,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2024,2010.918,2.0109179999999998
export,EA21,Euro area – 21 countries (from 2026),DK,Denmark,2024,1722.666,1.722666
export,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2024,1650.1,1.6501
export,EA21,Euro area – 21 countries (from 2026),AL,Albania,2024,1227.0,1.227
export,EA21,Euro area – 21 countries (from 2026),MT,Malta,2024,970.418,0.970418
export,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2024,930.0,0.93
export,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2024,757.172,0.7571720000000001
export,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2024,661.3,0.6613
export,EA21,Euro area – 21 countries (from 2026),RU,Russia,2024,637.16,0.63716
export,EA21,Euro area – 21 countries (from 2026),NO,Norway,2024,625.281,0.625281
export,EA21,Euro area – 21 countries (from 2026),FI,Finland,2024,521.588,0.5215879999999999
export,EA21,Euro area – 21 countries (from 2026),AD,Andorra,2024,437.529,0.437529
export,EA21,Euro area – 21 countries (from 2026),ME,Montenegro,2024,424.838,0.42483800000000005
export,EA21,Euro area – 21 countries (from 2026),LI,Liechtenstein,2024,291.269,0.291269
import,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2024,319219.575,319.219575
import,EA21,Euro area – 21 countries (from 2026),FR,France,2024,68644.859,68.644859
import,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2024,37931.0,37.931
import,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2024,27482.415,27.482415
import,EA21,Euro area – 21 countries (from 2026),DE,Germany,2024,24606.448,24.606448
import,EA21,Euro area – 21 countries (from 2026),ES,Spain,2024,21428.147,21.428147
import,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2024,20764.484,20.764484
import,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2024,18635.1,18.635099999999998
import,EA21,Euro area – 21 countries (from 2026),AT,Austria,2024,16883.259,16.883259
import,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2024,13218.9,13.2189
import,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2024,11521.508,11.521507999999999
import,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2024,8567.62,8.567620000000002
import,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2024,7753.919,7.753919
import,EA21,Euro area – 21 countries (from 2026),PL,Poland,2024,5934.5,5.9345
import,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2024,5844.867,5.844867
import,EA21,Euro area – 21 countries (from 2026),FI,Finland,2024,4267.943,4.267943
import,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2024,3891.462,3.891462
import,EA21,Euro area – 21 countries (from 2026),NO,Norway,2024,3744.033,3.744033
import,EA21,Euro area – 21 countries (from 2026),EL,Greece,2024,3461.191,3.461191
import,EA21,Euro area – 21 countries (from 2026),ME,Montenegro,2024,3238.157,3.238157
import,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2024,3220.339,3.220339
import,EA21,Euro area – 21 countries (from 2026),IT,Italy,2024,3166.632,3.166632
import,EA21,Euro area – 21 countries (from 2026),RO,Romania,2024,3164.089,3.164089
import,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2024,2564.968,2.564968
import,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2024,2463.589,2.463589
import,EA21,Euro area – 21 countries (from 2026),DK,Denmark,2024,2256.806,2.256806
import,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2024,2086.89,2.08689
import,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2024,2049.2,2.0492
import,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2024,1902.0,1.902
import,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2024,1749.108,1.7491079999999999
import,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2024,1707.111,1.707111
import,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2024,1185.793,1.1857929999999999
import,EA21,Euro area – 21 countries (from 2026),RU,Russia,2024,797.241,0.797241
import,EA21,Euro area – 21 countries (from 2026),AL,Albania,2024,673.0,0.673
import,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2024,589.7,0.5897
import,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2024,356.3,0.3563
import,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2024,301.0,0.301
import,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2024,86.0,0.086
import,EA21,Euro area – 21 countries (from 2026),MT,Malta,2024,2.925,0.0029249999999999996
import,EA21,Euro area – 21 countries (from 2026),AD,Andorra,2024,0.019,1.9e-05
import,EA21,Euro area – 21 countries (from 2026),LI,Liechtenstein,2024,0.006,6e-06
export,EE,Estonia,TOTAL,Total,2015,6377.0,6.377
export,EE,Estonia,LV,Latvia,2015,6079.0,6.079
export,EE,Estonia,FI,Finland,2015,298.0,0.298
import,EE,Estonia,TOTAL,Total,2015,5452.0,5.452
import,EE,Estonia,FI,Finland,2015,5277.0,5.277
import,EE,Estonia,LV,Latvia,2015,175.0,0.175
export,EE,Estonia,TOTAL,Total,2016,5614.0,5.614
export,EE,Estonia,LV,Latvia,2016,4733.0,4.733
export,EE,Estonia,FI,Finland,2016,881.0,0.881
import,EE,Estonia,TOTAL,Total,2016,3577.0,3.577
import,EE,Estonia,FI,Finland,2016,3249.0,3.249
import,EE,Estonia,LV,Latvia,2016,328.0,0.328
export,EE,Estonia,TOTAL,Total,2017,5015.0,5.015
export,EE,Estonia,LV,Latvia,2017,3944.0,3.944
export,EE,Estonia,FI,Finland,2017,1071.0,1.071
import,EE,Estonia,TOTAL,Total,2017,2281.0,2.281
import,EE,Estonia,FI,Finland,2017,1878.0,1.878
import,EE,Estonia,LV,Latvia,2017,403.0,0.403
export,EE,Estonia,TOTAL,Total,2018,4950.0,4.95
export,EE,Estonia,LV,Latvia,2018,3823.0,3.823
export,EE,Estonia,FI,Finland,2018,1127.0,1.127
import,EE,Estonia,TOTAL,Total,2018,3053.0,3.053
import,EE,Estonia,FI,Finland,2018,2981.0,2.981
import,EE,Estonia,LV,Latvia,2018,72.0,0.072
export,EE,Estonia,TOTAL,Total,2019,2704.0,2.704
export,EE,Estonia,LV,Latvia,2019,2054.0,2.054
export,EE,Estonia,FI,Finland,2019,650.0,0.65
import,EE,Estonia,TOTAL,Total,2019,4861.0,4.861
import,EE,Estonia,FI,Finland,2019,4170.0,4.17
import,EE,Estonia,LV,Latvia,2019,691.0,0.691
export,EE,Estonia,TOTAL,Total,2020,3723.0,3.723
export,EE,Estonia,LV,Latvia,2020,3396.0,3.396
export,EE,Estonia,FI,Finland,2020,327.0,0.327
import,EE,Estonia,TOTAL,Total,2020,7367.0,7.367
import,EE,Estonia,FI,Finland,2020,6916.0,6.916
import,EE,Estonia,LV,Latvia,2020,451.0,0.451
export,EE,Estonia,TOTAL,Total,2021,4703.405,4.703405
export,EE,Estonia,LV,Latvia,2021,4415.414,4.415414
export,EE,Estonia,FI,Finland,2021,287.991,0.287991
import,EE,Estonia,TOTAL,Total,2021,7332.438,7.332438
import,EE,Estonia,FI,Finland,2021,6925.419,6.925419
import,EE,Estonia,LV,Latvia,2021,407.019,0.407019
export,EE,Estonia,TOTAL,Total,2022,6172.0,6.172
export,EE,Estonia,LV,Latvia,2022,5978.135,5.978135
export,EE,Estonia,FI,Finland,2022,193.865,0.193865
import,EE,Estonia,TOTAL,Total,2022,7183.0,7.183
import,EE,Estonia,FI,Finland,2022,7023.61,7.02361
import,EE,Estonia,LV,Latvia,2022,159.39,0.15938999999999998
export,EE,Estonia,TOTAL,Total,2023,4355.404,4.355404
export,EE,Estonia,LV,Latvia,2023,4135.03,4.1350299999999995
export,EE,Estonia,FI,Finland,2023,220.374,0.220374
import,EE,Estonia,TOTAL,Total,2023,7659.694,7.659694
import,EE,Estonia,FI,Finland,2023,7307.8,7.3078
import,EE,Estonia,LV,Latvia,2023,351.894,0.351894
export,EE,Estonia,TOTAL,Total,2024,2561.589,2.561589
export,EE,Estonia,LV,Latvia,2024,2040.001,2.040001
export,EE,Estonia,FI,Finland,2024,521.588,0.5215879999999999
import,EE,Estonia,TOTAL,Total,2024,5477.382,5.4773819999999995
import,EE,Estonia,FI,Finland,2024,4267.943,4.267943
import,EE,Estonia,LV,Latvia,2024,1209.439,1.2094390000000002
export,EL,Greece,TOTAL,Total,2015,1473.0,1.473
export,EL,Greece,AL,Albania,2015,806.0,0.806
export,EL,Greece,IT,Italy,2015,592.0,0.592
export,EL,Greece,MK,North Macedonia,2015,74.0,0.074
export,EL,Greece,TR,Türkiye,2015,1.0,0.001
import,EL,Greece,TOTAL,Total,2015,11081.0,11.081
import,EL,Greece,BG,Bulgaria,2015,3543.0,3.543
import,EL,Greece,TR,Türkiye,2015,2814.0,2.814
import,EL,Greece,MK,North Macedonia,2015,2720.0,2.72
import,EL,Greece,IT,Italy,2015,1672.0,1.672
import,EL,Greece,AL,Albania,2015,332.0,0.332
export,EL,Greece,TOTAL,Total,2016,1037.0,1.037
export,EL,Greece,AL,Albania,2016,494.0,0.494
export,EL,Greece,IT,Italy,2016,306.0,0.306
export,EL,Greece,MK,North Macedonia,2016,154.0,0.154
export,EL,Greece,TR,Türkiye,2016,69.0,0.069
export,EL,Greece,BG,Bulgaria,2016,14.0,0.014
import,EL,Greece,TOTAL,Total,2016,9833.0,9.833
import,EL,Greece,MK,North Macedonia,2016,3011.0,3.011
import,EL,Greece,BG,Bulgaria,2016,2526.0,2.526
import,EL,Greece,IT,Italy,2016,2030.0,2.03
import,EL,Greece,TR,Türkiye,2016,1444.0,1.444
import,EL,Greece,AL,Albania,2016,822.0,0.822
export,EL,Greece,TOTAL,Total,2017,2459.0,2.459
export,EL,Greece,AL,Albania,2017,1692.0,1.692
export,EL,Greece,MK,North Macedonia,2017,421.0,0.421
export,EL,Greece,IT,Italy,2017,325.0,0.325
export,EL,Greece,BG,Bulgaria,2017,20.0,0.02
export,EL,Greece,TR,Türkiye,2017,1.0,0.001
import,EL,Greece,TOTAL,Total,2017,8696.0,8.696
import,EL,Greece,TR,Türkiye,2017,3198.0,3.198
import,EL,Greece,BG,Bulgaria,2017,2063.0,2.063
import,EL,Greece,MK,North Macedonia,2017,1718.0,1.718
import,EL,Greece,IT,Italy,2017,1637.0,1.637
import,EL,Greece,AL,Albania,2017,80.0,0.08
export,EL,Greece,TOTAL,Total,2018,2272.0,2.272
export,EL,Greece,IT,Italy,2018,1078.0,1.078
export,EL,Greece,AL,Albania,2018,919.0,0.919
export,EL,Greece,MK,North Macedonia,2018,256.0,0.256
export,EL,Greece,TR,Türkiye,2018,11.0,0.011
export,EL,Greece,BG,Bulgaria,2018,8.0,0.008
import,EL,Greece,TOTAL,Total,2018,8550.0,8.55
import,EL,Greece,TR,Türkiye,2018,2907.0,2.907
import,EL,Greece,BG,Bulgaria,2018,2118.0,2.118
import,EL,Greece,MK,North Macedonia,2018,1852.0,1.852
import,EL,Greece,AL,Albania,2018,1062.0,1.062
import,EL,Greece,IT,Italy,2018,611.0,0.611
export,EL,Greece,TOTAL,Total,2019,1123.0,1.123
export,EL,Greece,AL,Albania,2019,790.0,0.79
export,EL,Greece,MK,North Macedonia,2019,234.0,0.234
export,EL,Greece,IT,Italy,2019,57.0,0.057
export,EL,Greece,BG,Bulgaria,2019,38.0,0.038
export,EL,Greece,TR,Türkiye,2019,4.0,0.004
import,EL,Greece,TOTAL,Total,2019,11067.0,11.067
import,EL,Greece,IT,Italy,2019,2965.0,2.965
import,EL,Greece,MK,North Macedonia,2019,2727.0,2.727
import,EL,Greece,TR,Türkiye,2019,2664.0,2.664
import,EL,Greece,BG,Bulgaria,2019,2236.0,2.236
import,EL,Greece,AL,Albania,2019,475.0,0.475
export,EL,Greece,TOTAL,Total,2020,967.0,0.967
export,EL,Greece,AL,Albania,2020,413.0,0.413
export,EL,Greece,IT,Italy,2020,317.0,0.317
export,EL,Greece,MK,North Macedonia,2020,192.0,0.192
export,EL,Greece,TR,Türkiye,2020,30.0,0.03
export,EL,Greece,BG,Bulgaria,2020,15.0,0.015
import,EL,Greece,TOTAL,Total,2020,9831.0,9.831
import,EL,Greece,MK,North Macedonia,2020,2861.0,2.861
import,EL,Greece,IT,Italy,2020,2633.0,2.633
import,EL,Greece,BG,Bulgaria,2020,1876.0,1.876
import,EL,Greece,TR,Türkiye,2020,1839.0,1.839
import,EL,Greece,AL,Albania,2020,622.0,0.622
export,EL,Greece,TOTAL,Total,2021,3897.0,3.897
export,EL,Greece,IT,Italy,2021,1857.0,1.857
export,EL,Greece,AL,Albania,2021,1054.0,1.054
export,EL,Greece,MK,North Macedonia,2021,902.0,0.902
export,EL,Greece,BG,Bulgaria,2021,64.0,0.064
export,EL,Greece,TR,Türkiye,2021,20.0,0.02
import,EL,Greece,TOTAL,Total,2021,7581.0,7.581
import,EL,Greece,TR,Türkiye,2021,2906.0,2.906
import,EL,Greece,BG,Bulgaria,2021,1971.0,1.971
import,EL,Greece,MK,North Macedonia,2021,1485.0,1.485
import,EL,Greece,AL,Albania,2021,702.0,0.702
import,EL,Greece,IT,Italy,2021,517.0,0.517
export,EL,Greece,TOTAL,Total,2022,4304.0,4.304
export,EL,Greece,IT,Italy,2022,1741.0,1.741
export,EL,Greece,AL,Albania,2022,1502.0,1.502
export,EL,Greece,MK,North Macedonia,2022,944.0,0.944
export,EL,Greece,BG,Bulgaria,2022,95.0,0.095
export,EL,Greece,TR,Türkiye,2022,22.0,0.022
import,EL,Greece,TOTAL,Total,2022,7751.0,7.751
import,EL,Greece,TR,Türkiye,2022,2960.0,2.96
import,EL,Greece,BG,Bulgaria,2022,1966.0,1.966
import,EL,Greece,MK,North Macedonia,2022,1462.0,1.462
import,EL,Greece,IT,Italy,2022,1053.0,1.053
import,EL,Greece,AL,Albania,2022,310.0,0.31
export,EL,Greece,TOTAL,Total,2023,3238.0,3.238
export,EL,Greece,IT,Italy,2023,1988.0,1.988
export,EL,Greece,AL,Albania,2023,613.0,0.613
export,EL,Greece,MK,North Macedonia,2023,348.0,0.348
export,EL,Greece,BG,Bulgaria,2023,182.0,0.182
export,EL,Greece,TR,Türkiye,2023,107.0,0.107
import,EL,Greece,TOTAL,Total,2023,8151.0,8.151
import,EL,Greece,MK,North Macedonia,2023,3039.0,3.039
import,EL,Greece,BG,Bulgaria,2023,2302.0,2.302
import,EL,Greece,TR,Türkiye,2023,1131.0,1.131
import,EL,Greece,AL,Albania,2023,1035.0,1.035
import,EL,Greece,IT,Italy,2023,644.0,0.644
export,EL,Greece,TOTAL,Total,2024,6019.0,6.019
export,EL,Greece,IT,Italy,2024,2531.0,2.531
export,EL,Greece,AL,Albania,2024,1227.0,1.227
export,EL,Greece,MK,North Macedonia,2024,1113.0,1.113
export,EL,Greece,BG,Bulgaria,2024,930.0,0.93
export,EL,Greece,TR,Türkiye,2024,218.0,0.218
import,EL,Greece,TOTAL,Total,2024,5711.0,5.711
import,EL,Greece,BG,Bulgaria,2024,1902.0,1.902
import,EL,Greece,MK,North Macedonia,2024,1844.0,1.844
import,EL,Greece,TR,Türkiye,2024,710.0,0.71
import,EL,Greece,AL,Albania,2024,673.0,0.673
import,EL,Greece,IT,Italy,2024,582.0,0.582
export,ES,Spain,TOTAL,Total,2015,15089.0,15.089
export,ES,Spain,PT,Portugal,2015,8077.0,8.077
export,ES,Spain,MA,Morocco,2015,4941.0,4.941
export,ES,Spain,FR,France,2015,1807.0,1.807
export,ES,Spain,AD,Andorra,2015,264.0,0.264
import,ES,Spain,TOTAL,Total,2015,14956.0,14.956
import,ES,Spain,FR,France,2015,9131.0,9.131
import,ES,Spain,PT,Portugal,2015,5811.0,5.811
import,ES,Spain,MA,Morocco,2015,14.0,0.014
export,ES,Spain,TOTAL,Total,2016,14178.0,14.178
export,ES,Spain,MA,Morocco,2016,4959.0,4.959
export,ES,Spain,PT,Portugal,2016,4616.0,4.616
export,ES,Spain,FR,France,2016,4334.0,4.334
export,ES,Spain,AD,Andorra,2016,269.0,0.269
import,ES,Spain,TOTAL,Total,2016,21845.0,21.845
import,ES,Spain,FR,France,2016,12135.0,12.135
import,ES,Spain,PT,Portugal,2016,9702.0,9.702
import,ES,Spain,MA,Morocco,2016,8.0,0.008
export,ES,Spain,TOTAL,Total,2017,14593.0,14.593
export,ES,Spain,MA,Morocco,2017,5756.0,5.756
export,ES,Spain,PT,Portugal,2017,5505.0,5.505
export,ES,Spain,FR,France,2017,3099.0,3.099
export,ES,Spain,AD,Andorra,2017,233.0,0.233
import,ES,Spain,TOTAL,Total,2017,23762.0,23.762
import,ES,Spain,FR,France,2017,15564.0,15.564
import,ES,Spain,PT,Portugal,2017,8190.0,8.19
import,ES,Spain,MA,Morocco,2017,8.0,0.008
export,ES,Spain,TOTAL,Total,2018,12916.0,12.916
export,ES,Spain,PT,Portugal,2018,5669.0,5.669
export,ES,Spain,MA,Morocco,2018,3569.0,3.569
export,ES,Spain,FR,France,2018,3467.0,3.467
export,ES,Spain,AD,Andorra,2018,211.0,0.211
import,ES,Spain,TOTAL,Total,2018,24018.0,24.018
import,ES,Spain,FR,France,2018,15514.0,15.514
import,ES,Spain,PT,Portugal,2018,8324.0,8.324
import,ES,Spain,MA,Morocco,2018,180.0,0.18
export,ES,Spain,TOTAL,Total,2019,11858.514,11.858514
export,ES,Spain,PT,Portugal,2019,8099.031,8.099031
export,ES,Spain,FR,France,2019,3116.29,3.11629
export,ES,Spain,MA,Morocco,2019,434.931,0.43493099999999996
export,ES,Spain,AD,Andorra,2019,208.262,0.208262
import,ES,Spain,TOTAL,Total,2019,18720.84,18.72084
import,ES,Spain,FR,France,2019,12813.153,12.813153
import,ES,Spain,PT,Portugal,2019,4699.958,4.699958
import,ES,Spain,MA,Morocco,2019,1207.714,1.207714
import,ES,Spain,AD,Andorra,2019,0.015,1.4999999999999999e-05
export,ES,Spain,TOTAL,Total,2020,14648.78,14.64878
export,ES,Spain,PT,Portugal,2020,7553.565,7.553565
export,ES,Spain,FR,France,2020,6192.458,6.192457999999999
export,ES,Spain,MA,Morocco,2020,706.611,0.706611
export,ES,Spain,AD,Andorra,2020,196.146,0.196146
import,ES,Spain,TOTAL,Total,2020,17928.364,17.928364000000002
import,ES,Spain,FR,France,2020,11421.711,11.421711
import,ES,Spain,PT,Portugal,2020,6096.881,6.096881000000001
import,ES,Spain,MA,Morocco,2020,409.756,0.40975599999999995
import,ES,Spain,AD,Andorra,2020,0.016,1.6e-05
export,ES,Spain,TOTAL,Total,2021,16558.784,16.558784
export,ES,Spain,PT,Portugal,2021,9543.491,9.543491
export,ES,Spain,FR,France,2021,6280.765,6.280765000000001
export,ES,Spain,MA,Morocco,2021,509.393,0.509393
export,ES,Spain,AD,Andorra,2021,225.135,0.225135
import,ES,Spain,TOTAL,Total,2021,17411.223,17.411223000000003
import,ES,Spain,FR,France,2021,11931.251,11.931251
